""	CD44	IFITM1	ITGA4	CD2	SCARB1	CD3G	CD8B	C1QBP	CD6	CD46	CD226	PTPRC	CD3D	TNFRSF25	SORT1	PLAUR	SMAP1	TNFRSF1A	SORL1	ADRB2	CD47	NOTCH2	INSR	TLR4	CXCR4	S1PR4	CD4	TSPAN14	PTPRA	KLRB1	ITGB1	CD69	MRC2	RHBDF2	LRP1	CD74	PLXDC2	ITGB2	HAVCR2	CD81	AXL	SIRPA	CANX	APLP2	ADORA3	TMIGD3
PLXDC2	0.616039230946186	0.220143367600345	0.619306335922647	0.617232963710775	0.769582314923322	0.567128442233476	0.0713174944254945	0.407464136205921	0.329224940323755	0.557103840636635	0.347900482926287	0.786103956158993	0.319256689920641	0.428615932590517	0.898902757927246	0.679263508748238	0.764008144406955	0.719876261464608	0.89308730018104	0.545400028242052	0.857005817828038	0.415255405424682	0.576880349583652	0.883811726646246	0.747211497772175	0.584623577082438	0.915104305485161	0.881190891559476	0.643486827360853	0.262435394098599	0.739566860663041	0.676409716545916	0.392438803691707	0.962885511637504	0.565407691050149	0.761635135608074	1	0.427583536969645	0.966368252479566	0.661860492198171	0.82068948831695	0.54401583318098	0.470839574689723	0.875381240464267	0.745578396737112	0.563071920746481
ITGB2	0.701474373835336	0.816004614199142	0.714046258998519	0.76149321061974	0.368916710779107	0.832019978751629	0.491990470919343	0.8701768762435	0.645547893531096	0.324293443162138	0.299392070765362	0.77704438884228	0.752119536347251	0.279746552869737	0.494911528629326	0.312197590534286	0.689002170014622	0.480530752401159	0.661666816968557	-0.209067310689385	0.461795994478602	0.329564504651468	0.295599133831082	0.223098572077674	0.586566915639634	0.41543385617956	0.536929326321976	0.62925256906572	0.775541564195076	0.685843892115458	0.770074657566946	0.505383209830435	0.277827364178718	0.470645464927571	0.41361987394017	0.826626134105599	0.427583536969645	1	0.478117237693019	0.861578437478404	0.620294487325465	0.732556889598627	0.827476942604465	0.594405618506528	0.737020603517159	0.493979946895235
HAVCR2	0.665243306856728	0.282462115932409	0.654408228498135	0.65548765663167	0.786972955477161	0.628473655883567	0.0251669337785047	0.489608760969065	0.358350454397203	0.549055974644572	0.184681154728982	0.809692297126166	0.344382232372669	0.369618018620284	0.832016432476654	0.659537949885471	0.808589018504872	0.816012723868913	0.918033954333891	0.476094745310549	0.896659046553615	0.468263443534402	0.555201728368266	0.856091169949221	0.779802660013509	0.634983904247983	0.949023015895995	0.851636326792559	0.699464526473353	0.255356669982198	0.78180604103392	0.678110463466187	0.359544313730759	0.930959050565673	0.670577014647033	0.801124869341885	0.966368252479566	0.478117237693019	1	0.710491836312768	0.862633756500971	0.540314062449287	0.424751158345606	0.888036563836888	0.807663162462151	0.689226573370651
CD81	0.908463309937975	0.601977168213857	0.872287216881773	0.899541137540477	0.741002536692639	0.869631249506438	0.322545951358954	0.684820541055782	0.48353785274785	0.251192480371945	0.195737434121296	0.8730610535275	0.615553572383613	0.485127227960725	0.753108648667698	0.617471409469357	0.885102344681548	0.783926000563044	0.797876734274137	-0.121963588019821	0.794617299630532	0.423175059329436	0.387545761681534	0.620263120041631	0.871538029804152	0.750685246050955	0.786389025449127	0.717478563036045	0.859464098316723	0.543616000715958	0.815163044901473	0.800315661433423	0.544710173517964	0.651355358989043	0.660135371956725	0.970578845388374	0.661860492198171	0.861578437478404	0.710491836312768	1	0.789139447245656	0.595105235656069	0.653996780728093	0.713406094603503	0.925224633125712	0.645224350359444
AXL	0.743150041102972	0.468525620088996	0.713139446985317	0.74584890683229	0.736499332283104	0.734091473800018	0.391571345150931	0.53162133899752	0.577595024157243	0.596657910246669	0.261249861101628	0.922717210024349	0.604280572284692	0.157773458418114	0.785183357975408	0.54147114634089	0.730793380730684	0.768459486503921	0.936317599623889	0.331861852698523	0.836279197405736	0.615204126271483	0.790446711748097	0.696729116343157	0.739539450557443	0.568173485361143	0.903395137888693	0.903071995102939	0.920100965633547	0.576629138955196	0.901532360561057	0.649799055767059	0.44267618148002	0.876990694810489	0.629943507983405	0.86240780536894	0.82068948831695	0.620294487325465	0.862633756500971	0.789139447245656	1	0.723508635732023	0.516531159400039	0.949752099694392	0.852942381555782	0.727079126094126
SIRPA	0.49345054639774	0.766471865229493	0.452102742539438	0.541957214503387	0.351185608278959	0.703364627249638	0.763458739871186	0.641722914599535	0.865662283548415	0.814089333733414	0.623260497535292	0.79415426966494	0.880299384208427	-0.0659230381018088	0.449298225137228	0.180972079259092	0.476595828770492	0.234402243560437	0.771302262909177	0.230730395932446	0.318357862092141	0.608113014625828	0.681604355530393	0.180124600386274	0.356901751278492	0.0375580155272398	0.572481841037313	0.828496376753687	0.792622690548892	0.854992480878603	0.837529996175032	0.280823332397324	0.208673666474608	0.708353143444257	0.0665164189652032	0.603300588181082	0.54401583318098	0.732556889598627	0.540314062449287	0.595105235656069	0.723508635732023	1	0.81585123414694	0.776850352545408	0.633236166991634	0.287213989504231
CANX	0.542111807870787	0.671533724838891	0.482036140391546	0.5500994564749	0.349368325116694	0.658905726746304	0.59160396443369	0.672181819011403	0.613626178527439	0.482385221124471	0.534334057050505	0.666944851955169	0.731172905003401	0.296340265836597	0.521039188286699	0.338648530047616	0.542856564441262	0.174235659467862	0.602115486780461	0.0358905043172321	0.278773803393872	0.351731579865278	0.349408374795099	0.193654401450883	0.463261618152194	0.168100652846469	0.482526201845215	0.693117291158647	0.670047660678196	0.70291126890245	0.642308756100234	0.411941721522877	0.286800050849105	0.561700316621927	0.0826277215343475	0.632691210089607	0.470839574689723	0.827476942604465	0.424751158345606	0.653996780728093	0.516531159400039	0.81585123414694	1	0.54374254126994	0.609828787497374	0.152379176437249
APLP2	0.630104705594957	0.515730744499738	0.662217558354922	0.690999143994403	0.663263121214751	0.708673965525698	0.393448181529743	0.585819212890937	0.648022117468771	0.734104194557662	0.374769953259728	0.919038645661786	0.616076396413936	0.138835164999657	0.768471126008705	0.453672293162047	0.695121060082395	0.694056643579871	0.965278612856142	0.436260831094374	0.77297640475268	0.573124448568738	0.782176632947062	0.672265008852863	0.647497110541853	0.443740538495323	0.874768313382708	0.943991078314197	0.839856540623698	0.574706159630544	0.917222666082076	0.544016299258491	0.356640755839733	0.930486502354872	0.532071708630429	0.81219547708451	0.875381240464267	0.594405618506528	0.888036563836888	0.713406094603503	0.949752099694392	0.776850352545408	0.54374254126994	1	0.797783854644813	0.653935841335187
ADORA3	0.944083362806212	0.574490398108298	0.884712691924056	0.913989198631608	0.869001265941508	0.899933279225873	0.326248937683343	0.587272985349297	0.555801810824057	0.442484692919738	0.20794884301589	0.916823361346606	0.645149535610136	0.513334190802402	0.76070109492795	0.729253281722753	0.928624341462372	0.81218097876098	0.893732051602785	-0.0488086448170178	0.837891520176727	0.580660363812959	0.507804386944213	0.6972832382955	0.921750091571544	0.75727830550065	0.863363288443533	0.806156115492813	0.909498372513397	0.566337459496307	0.866132834810591	0.854734293808387	0.637054835211088	0.76623019542929	0.584151357557896	0.921541385980709	0.745578396737112	0.737020603517159	0.807663162462151	0.925224633125712	0.852942381555782	0.633236166991634	0.609828787497374	0.797783854644813	1	0.567597692185813
TMIGD3	0.461922895641305	0.249598280637995	0.518304341305906	0.501607632421514	0.435979828589058	0.45225891208533	-0.124121531284981	0.604678316585783	0.173293734084694	0.12704944860801	-0.312023467747517	0.586827057716712	0.179320309341296	0.00400531642702016	0.51346768751222	0.231574258052363	0.546668785875268	0.811516684033775	0.599150751462672	0.254040524930899	0.745731047163007	0.150637255392081	0.337926477856804	0.549667306949894	0.540869028627995	0.570262963177666	0.676492613381478	0.466424194347333	0.579151783160614	0.0970407296389012	0.590820975488278	0.373561117997241	0.0371086360414809	0.497240365208034	0.927000564797954	0.730368391430673	0.563071920746481	0.493979946895235	0.689226573370651	0.645224350359444	0.727079126094126	0.287213989504231	0.152379176437249	0.653935841335187	0.567597692185813	1
