""	TREM2	C3AR1	SORL1	CD74	LRP1	ITGAX	ABCA1	CD4	CD81	CD33	ITGB2	ITGAV	ITGAM	TNFRSF1B	AXL	RHBDF2	ADCY7	LAIR1	HAVCR2	TMIGD3	PLXDC2	SLC1A5	ADORA3	KCNQ3	MERTK	SORT1	GPNMB	LPP	TLR2	P2RY12	TNFRSF1A	PTPRC	C1QBP	TLR4	C5AR1	LILRB1	CD46	ITGB1	ADRB2	INSR	PLAUR	PILRA	PLXNB2	IL6R	TLR7	FPR1	TLR1	CXCR4	LILRA4	ENG	CD47	CD9	TSPAN14	NCSTN	CD69	PTPRA	CANX	SIRPA	APLP2	SMAP1
LPP	0.527418317362778	0.653809097216872	0.812559867261985	0.757874895144806	0.68961011430828	0.695653133332042	0.655547996094287	0.709556826141065	0.774147371465217	0.58601235450639	0.690292712828619	0.555278005014396	0.541483544472907	0.679072156778437	0.820624242954495	0.858812516318696	0.886597239748747	0.831673964017987	0.87554357188626	0.727450812882939	0.895414402716924	0.6309555581409	0.701610539221426	0.535886202001475	0.846889286503706	0.795853867297535	0.607831896340349	1	0.725452898948476	0.460437077955578	0.61889590676651	0.800539176484809	0.629801564038105	0.691773270281859	0.525402600586316	0.746851146251591	0.513184264082942	0.896816970846279	0.64585020805258	0.645571110262253	0.472811049137647	0.808511431473702	0.665528998569048	0.754242613123902	0.737012775711284	0.513960844207282	0.377492039429339	0.556974985349267	0.666596871836238	0.775203286807969	0.759387206742921	0.539062176927033	0.828332465576985	0.648810463000775	0.480739266345167	0.590154329250786	0.651527516844447	0.489041886439808	0.842153670918459	0.649112827600132
TLR2	0.652794668991355	0.637885897823597	0.829946073964785	0.777875447150367	0.529987601494161	0.513339970379342	0.537952439341771	0.671478996846829	0.750384965774181	0.71443857043573	0.776035388392877	0.387444326397301	0.560123490138341	0.598353526678033	0.744224924611357	0.816955082040204	0.706868500521753	0.73923002849868	0.711241067436041	0.524226351766548	0.792962571802822	0.697032889262784	0.579289939343987	0.571949896973093	0.562463547908913	0.793618990271733	0.708462162464602	0.725452898948476	1	0.587306103696584	0.504820212324028	0.805383500159339	0.731127460600644	0.499421387183471	0.254282687421463	0.778578852666853	0.583904539368823	0.720622181470186	0.402246823319644	0.611881882323126	0.269593045118755	0.652305190372096	0.519231770653597	0.788126067687857	0.586474202430675	0.396189446199586	0.351852290760231	0.376319433298282	0.752520989931247	0.735517824630358	0.536180624430552	0.558675659623993	0.705403832897208	0.551360687031465	0.304480248070759	0.55148027240904	0.856196349171117	0.72239226667687	0.70877074979405	0.427508602084493
P2RY12	0.818558426740467	0.683084487769152	0.719855970294862	0.731766303574214	0.394429302300209	0.193141129380656	0.108337161285673	0.623590145446974	0.633284058148706	0.68533718779204	0.758767658790127	0.250698761656526	0.46058024369	0.400724682518	0.629692923264826	0.544747926929387	0.454233696197916	0.659029359588995	0.474106918037865	0.449663175498569	0.581284261413614	0.616687773867709	0.500568279582895	0.743685357481887	0.435005788279508	0.637584444697573	0.732954506307476	0.460437077955578	0.587306103696584	1	0.502327127172855	0.721874716877166	0.681918585550628	0.157858842701496	-0.148076646658151	0.708100416008206	0.742478558408191	0.589746003118473	0.230938350801518	0.517901390670054	0.0673766698172172	0.554084837029642	0.12185860461134	0.620220758347438	0.570355559936207	0.0996870760617271	0.717851459437962	-0.0099102674514363	0.72518023902565	0.52707037500402	0.316878901762661	0.620131067225531	0.607087403720183	0.369568970690555	-0.00643305954033126	0.63703245217494	0.773203499321588	0.750458798222981	0.586856645563822	0.316198295403453
TNFRSF1A	0.658786344230725	0.411666048103345	0.718729901432691	0.749764675891397	0.603089218653615	0.455878960286352	0.457700265967751	0.712198401516481	0.703773055462911	0.227458470579367	0.672915263399289	0.253611902785466	0.382197878393466	0.6306342701972	0.664597813209884	0.69028657055483	0.756642440113914	0.625555124800514	0.793525240268214	0.732128001446364	0.769387175461895	0.566239184188375	0.651378540635147	0.585400539347092	0.729685713032187	0.647915563042504	0.553195821996171	0.61889590676651	0.504820212324028	0.502327127172855	1	0.706208677573488	0.615934577511653	0.577106860397076	0.242815578934199	0.567960244893176	0.328674070858153	0.740091375437424	0.405284559674421	0.41986257581105	0.200296984044654	0.845317272227428	0.450771958444486	0.597081610529224	0.691975054450543	0.552461187113691	0.352893170255565	0.435565785566333	0.741843166073721	0.593355917206626	0.638455392001814	0.624299268832523	0.589190680500158	0.728781992717678	0.357535576173803	0.520071550242487	0.550711051099766	0.460803712842771	0.623690391957938	0.658350829989715
PTPRC	0.776566742598727	0.802279920580004	0.9274885818233	0.921218271501358	0.779786681990104	0.712268064140402	0.654672195215785	0.894093290582708	0.884229349786102	0.759895770492617	0.827462110233697	0.639809372034819	0.700419207729963	0.824860030521474	0.927851758012562	0.914379653266225	0.828106827433632	0.92474323712528	0.83453842633639	0.772622284260521	0.910232011848528	0.849251558548566	0.793020742906379	0.739194132850268	0.734756978955658	0.826592028458546	0.833769824373404	0.800539176484809	0.805383500159339	0.721874716877166	0.706208677573488	1	0.706446288242693	0.703373426218942	0.412198116324997	0.824683329551189	0.60358837851563	0.868487049508898	0.638729057656166	0.756363165666622	0.489297155855446	0.824112163779823	0.552985461835037	0.854738263438783	0.741620288275306	0.550865149029389	0.494734776288633	0.533670760749597	0.824175310944274	0.685796899174373	0.727629165295933	0.695312672039385	0.879234147101463	0.706791044314179	0.49822216395414	0.759256937904818	0.838416649806427	0.663210515677237	0.88735191296493	0.660710351741946
C1QBP	0.821445359816065	0.415741603581522	0.787931936254496	0.780608993827108	0.544120727692363	0.361139340015014	0.408667307943744	0.657334351091326	0.758337437659273	0.530289959120289	0.823041951986477	0.244497297627038	0.482018180611398	0.523534733355449	0.590110304603603	0.61796366967743	0.636427446683747	0.634812394720831	0.646881482582	0.629056107578133	0.729804374956871	0.669861903113714	0.504377785504115	0.501088013683772	0.511972078179016	0.641817485650513	0.679789604698627	0.629801564038105	0.731127460600644	0.681918585550628	0.615934577511653	0.706446288242693	1	0.312940585802439	0.0863759116455577	0.643620106335449	0.542658112909648	0.652561336400968	0.251714082699148	0.282192793480079	0.168232759968278	0.717363766568878	0.442823037065562	0.545228332956553	0.563570348405735	0.211588432270653	0.418182511461219	0.183788491244717	0.848264176723569	0.731751654830553	0.314718972431967	0.777921510966223	0.516829381233632	0.59806730995912	0.103217373945615	0.369625942711799	0.787768522378113	0.600412939624603	0.657071950342354	0.442063625756108
TLR4	0.371348006520599	0.492863874704463	0.620757931774699	0.693949780592783	0.866051641997264	0.909005761595152	0.843006392858874	0.758801387847113	0.729426907001451	0.429697569226487	0.530704254306325	0.772854241144061	0.685559996191137	0.880219652124697	0.77933252807221	0.709391127537034	0.763699239384724	0.718658508708448	0.800838684931516	0.775545607079279	0.76781635942011	0.680066418195759	0.816459278760425	0.413821040794167	0.693905837135035	0.594961707477508	0.559484463248047	0.691773270281859	0.499421387183471	0.157858842701496	0.577106860397076	0.703373426218942	0.312940585802439	1	0.856748854756553	0.387822180940026	0.00719161087856082	0.711010149797608	0.731482054761328	0.621421069064837	0.805095203193053	0.714561215492108	0.801203305115825	0.696623253790052	0.689899966622674	0.862397973481933	-0.0306887778682722	0.896687167785907	0.485141953124606	0.512413105513644	0.737394299319606	0.543911376729107	0.755022535444924	0.627203595077872	0.861628331397877	0.51290863474602	0.419791304620638	0.0774375597703487	0.809109888403134	0.808251173438588
C5AR1	0.0454252230199627	0.247532915671429	0.342000600569242	0.420697370523826	0.762468820710777	0.844902288606128	0.838667548345582	0.491064133725304	0.511989969460256	0.295054325712412	0.289278988407658	0.766671225341933	0.629646102385485	0.684375057331891	0.582197488772725	0.447589256396493	0.565490205085923	0.544705054814155	0.585854352366853	0.649894052676125	0.483689305729497	0.374089271868578	0.642564294724061	0.0612921124312273	0.527701193099971	0.290417615635211	0.265828915969813	0.525402600586316	0.254282687421463	-0.148076646658151	0.242815578934199	0.412198116324997	0.0863759116455577	0.856748854756553	1	0.170620965731141	-0.274518910491154	0.484650857175976	0.537749421788895	0.493872566874836	0.863546027989879	0.466548017672571	0.759021597527416	0.455910126877669	0.517774065025552	0.822931227913353	-0.31854605256696	0.925978640222063	0.148871448012328	0.348556828870637	0.576044003046757	0.333178828504694	0.496780572846566	0.459579880197768	0.908368896257106	0.321280478840764	0.165416793451237	-0.212874503717276	0.639028661033757	0.603994366878128
LILRB1	0.608389104779905	0.802764427722955	0.853079631539103	0.735857024275214	0.511946728546679	0.420457936591552	0.49622314902553	0.688318984790566	0.694824117381662	0.680652163070999	0.732758600852209	0.438735012305645	0.44402039420369	0.585736912797381	0.79602132409394	0.857499532736351	0.654760030001072	0.799214896702487	0.721904951485351	0.558608431273359	0.754698820450021	0.591493962992841	0.572035070339966	0.630089944630463	0.667080328560918	0.712163750907689	0.661708481122543	0.746851146251591	0.778578852666853	0.708100416008206	0.567960244893176	0.824683329551189	0.643620106335449	0.387822180940026	0.170620965731141	1	0.736721348082741	0.745103721953064	0.47494114694646	0.765472057343764	0.19927204891741	0.646961706096787	0.312343183479062	0.733807045528177	0.592050669406633	0.332787561220053	0.601662395480911	0.316276423897281	0.696235285653305	0.638369369963572	0.69556983675196	0.418755239022031	0.702655316669939	0.605970443720574	0.276263666090053	0.733088434299982	0.811733692081844	0.851404693279073	0.709018471337877	0.343114225771042
CD46	0.602582648276563	0.684073088605731	0.624907391452424	0.502369092744075	0.144307500718083	0.114151831091697	0.0111966013442201	0.425240834704038	0.396880791570995	0.615574344922095	0.550846513912714	0.158971786678255	0.182866993911848	0.243714079189554	0.4795878244811	0.569258948112251	0.39317348393773	0.531561099213918	0.415977081738594	0.194297041961455	0.527638595840422	0.476746977465628	0.300459912437759	0.580500109443162	0.467329108958379	0.534849054884651	0.575991206709441	0.513184264082942	0.583904539368823	0.742478558408191	0.328674070858153	0.60358837851563	0.542658112909648	0.00719161087856082	-0.274518910491154	0.736721348082741	1	0.501357135594094	0.360259835440893	0.434858029782741	-0.0988984424236645	0.324726312676952	0.0200072732551874	0.525846612764992	0.357903547549768	-0.148412879225937	0.866949739274085	-0.165154637725395	0.507315221599562	0.500380501280371	0.355932240526165	0.316664963723074	0.558546664866276	0.308767504945572	-0.166704431314101	0.554319090743257	0.67903956615297	0.769351108796288	0.421422431286087	0.166834470288294
ITGB1	0.637054747998687	0.719142424803078	0.853652166487919	0.842495788511952	0.730178266310699	0.684463151318133	0.587138021888995	0.77288584092347	0.817176986890783	0.61669068663964	0.796049909084063	0.587513662352538	0.544970611969013	0.746912907587185	0.875244896506468	0.859251397746549	0.946208559460412	0.908170480504862	0.89752093926273	0.734221356862819	0.897475311428905	0.692467291247178	0.803129711305841	0.589090327571242	0.870079867150213	0.80334424146668	0.687569621309245	0.896816970846279	0.720622181470186	0.589746003118473	0.740091375437424	0.868487049508898	0.652561336400968	0.711010149797608	0.484650857175976	0.745103721953064	0.501357135594094	1	0.601019940359941	0.710727726126963	0.520477360535801	0.852506218614893	0.663359605054618	0.823698866799595	0.886019814947715	0.627622219945663	0.351982650463229	0.558693718909761	0.754579892426268	0.763720223390433	0.797585037714566	0.624509787149261	0.876502394221965	0.696273932955226	0.528135269075499	0.726278154186311	0.703346614759964	0.557935550806868	0.897488426762428	0.747041747363629
ADRB2	0.276274101229608	0.705703289277696	0.549994627730193	0.524102812336085	0.591151788212646	0.652427050122425	0.540737096564975	0.610770912665062	0.48924376684559	0.470852448828032	0.397243475733702	0.63977058288334	0.460038510711669	0.681290423254237	0.665719309892615	0.691625304611169	0.592157839155729	0.614406424240735	0.653280926774579	0.577866467178186	0.687206198714955	0.600271039888213	0.613899349199946	0.492622712626557	0.662641540446802	0.559418461918241	0.438517550456499	0.64585020805258	0.402246823319644	0.230938350801518	0.405284559674421	0.638729057656166	0.251714082699148	0.731482054761328	0.537749421788895	0.47494114694646	0.360259835440893	0.601019940359941	1	0.618948568833437	0.520027497320277	0.490530664593248	0.535513243542165	0.542600568774296	0.499781230762035	0.491501210778826	0.380728081443097	0.556920745047687	0.311218881551836	0.330067497423595	0.715167337614714	0.320846420450782	0.786709666380978	0.609941334077531	0.524179480574239	0.56207291181635	0.416442545331595	0.215295350490533	0.636653732003902	0.585138623378275
INSR	0.353381868625072	0.8186003197727	0.706646594251916	0.660236843975575	0.622260798475391	0.585986715063599	0.574685265629004	0.668698505473919	0.622680249464869	0.705353539931096	0.597815634882217	0.644917973557585	0.590421563327927	0.665049415121103	0.846853678868428	0.790959352745982	0.628936183624328	0.813275484386959	0.686526775017581	0.545621690313524	0.665720420681861	0.536227239013583	0.692395658967938	0.626231431758295	0.671650646785694	0.653663317869371	0.581289942198503	0.645571110262253	0.611881882323126	0.517901390670054	0.41986257581105	0.756363165666622	0.282192793480079	0.621421069064837	0.493872566874836	0.765472057343764	0.434858029782741	0.710727726126963	0.618948568833437	1	0.494526961288478	0.546137423889606	0.476578910222207	0.797328203605778	0.681202929018863	0.610495105802486	0.332323702624602	0.580968609409012	0.455617296764773	0.481773907795513	0.777562974339805	0.291200464362323	0.792434118915394	0.52695939038472	0.599822002121824	0.842914093566247	0.628060368592119	0.558909201330581	0.74521785404124	0.410590254287702
PLAUR	0.215124545515848	0.368696305924613	0.385847538892452	0.496814424693918	0.824443914375033	0.890731164893111	0.777751426940481	0.55583291780203	0.564751777065346	0.444997898466105	0.402523080417324	0.915975296435823	0.662687805310204	0.787862145828963	0.602229534585148	0.395554239724851	0.543097366152433	0.599408702897224	0.564391716684609	0.567049170391942	0.462428594626337	0.561540030464308	0.741442140570554	0.0809156435517847	0.471240375703534	0.265169831181387	0.493072181859726	0.472811049137647	0.269593045118755	0.0673766698172172	0.200296984044654	0.489297155855446	0.168232759968278	0.805095203193053	0.863546027989879	0.19927204891741	-0.0988984424236645	0.520477360535801	0.520027497320277	0.494526961288478	1	0.399105617560022	0.76258229853213	0.562706099690059	0.612633001350325	0.778594500247321	-0.218309095412897	0.851170453090742	0.272459137147295	0.418634952427449	0.53513990747296	0.488961382385113	0.579525423422689	0.331817179943319	0.90648740680011	0.444128673937426	0.259571112731302	-0.143585355756757	0.703091310480446	0.732871253917911
PILRA	0.727538798688696	0.524970627065108	0.852108813211387	0.886633749068828	0.738770493500703	0.632662283640479	0.618774255896669	0.833007897330441	0.888672492002014	0.504308241720292	0.797798189029998	0.422831455215401	0.611921266548691	0.726839968631777	0.812882360865478	0.807186358098751	0.851551966170958	0.781218195656148	0.882802449244137	0.852047411736066	0.903358487668245	0.717322543013358	0.752064342226033	0.675578816506782	0.771420411811942	0.816123845861983	0.677045171570508	0.808511431473702	0.652305190372096	0.554084837029642	0.845317272227428	0.824112163779823	0.717363766568878	0.714561215492108	0.466548017672571	0.646961706096787	0.324726312676952	0.852506218614893	0.490530664593248	0.546137423889606	0.399105617560022	1	0.602473809084904	0.715378968374741	0.754469983829438	0.603250324697881	0.271259393567683	0.553271846046202	0.830281238134833	0.713014329473199	0.655176979439895	0.715262393671431	0.726049907795914	0.744973300166896	0.469749205050058	0.533702460624444	0.686900174276096	0.493895878078916	0.839657237445781	0.67318767216516
PLXNB2	0.358113267646622	0.302529324943659	0.545503217169593	0.64285469578252	0.818221394779164	0.829912480588631	0.766004254664971	0.613882393004569	0.69469315552249	0.410869145450663	0.607837691727193	0.663157556272298	0.669844916977433	0.739848669992367	0.668155188220716	0.549395042363566	0.724487816165277	0.638692820336385	0.767150696123279	0.697535114299272	0.678099616548628	0.560008302704743	0.748867154947963	0.267463078824868	0.692171692950585	0.477662237589175	0.493152965092606	0.665528998569048	0.519231770653597	0.12185860461134	0.450771958444486	0.552985461835037	0.442823037065562	0.801203305115825	0.759021597527416	0.312343183479062	0.0200072732551874	0.663359605054618	0.535513243542165	0.476578910222207	0.76258229853213	0.602473809084904	1	0.690716826707718	0.741492421880922	0.766398895776424	-0.106217105293368	0.810662343109629	0.428097850045587	0.69925040688011	0.600738826107738	0.639475088432883	0.622640431947065	0.528502729698097	0.772777651926572	0.449488888050362	0.446871859477017	-0.00716643246348325	0.728032226649195	0.733467349148514
IL6R	0.657509021048137	0.731683927253951	0.847625361105032	0.872162465861663	0.744286027445393	0.725702932768208	0.638997638994982	0.829566504802519	0.838285950498536	0.75043418538669	0.839946208375321	0.651381905479676	0.725160865782069	0.798305262064357	0.884791047610087	0.808092467572774	0.79445027647888	0.857379195021403	0.841501631204037	0.625848022419841	0.843665221342135	0.769406702133089	0.860418032841249	0.683840606171726	0.755548324137354	0.796675328734435	0.836300425697546	0.754242613123902	0.788126067687857	0.620220758347438	0.597081610529224	0.854738263438783	0.545228332956553	0.696623253790052	0.455910126877669	0.733807045528177	0.525846612764992	0.823698866799595	0.542600568774296	0.797328203605778	0.562706099690059	0.715378968374741	0.690716826707718	1	0.847690433151377	0.663938653252262	0.364993405839267	0.606027613855777	0.698488565280373	0.807271152664144	0.723136652100466	0.63538482944115	0.87080788407374	0.583120722605124	0.615172026869817	0.82641190217861	0.814993020165533	0.556440648439788	0.848221470536966	0.672606886678548
TLR7	0.609272513365619	0.624262407204771	0.75239119238314	0.829752182955383	0.774368239769589	0.671959312739209	0.567431108836121	0.758747127064379	0.795255632581309	0.582884003416629	0.828421811038965	0.612805271964473	0.652877039823386	0.751003844612682	0.833252115186068	0.674413113557858	0.840918987916977	0.822655798836774	0.859131712166052	0.716395118534043	0.778674189288845	0.64952216515493	0.895928718592271	0.528561504723918	0.8353019663629	0.673804951024636	0.698362940450127	0.737012775711284	0.586474202430675	0.570355559936207	0.691975054450543	0.741620288275306	0.563570348405735	0.689899966622674	0.517774065025552	0.592050669406633	0.357903547549768	0.886019814947715	0.499781230762035	0.681202929018863	0.612633001350325	0.754469983829438	0.741492421880922	0.847690433151377	1	0.741027872655881	0.253776391993698	0.630457937758839	0.656922907784036	0.788578225244131	0.726195634894893	0.69011907125565	0.813052487039215	0.641782130806374	0.636409921154877	0.776256932446242	0.657765862466034	0.373737712843812	0.846543341088185	0.783769984684806
FPR1	0.233092099154223	0.392605906231977	0.483794404223604	0.599816670707812	0.803543026842818	0.799318670016582	0.798219553790469	0.614683268291879	0.625522425785313	0.308844109579604	0.507894507236686	0.695845880391766	0.635716324884208	0.803189765783172	0.693033266799295	0.548796512933971	0.69115299520746	0.625606485663701	0.733506017793586	0.687127313092943	0.578623630145518	0.485824451159467	0.808274055118939	0.244561158731936	0.61360485029948	0.423824325248731	0.439675708323079	0.513960844207282	0.396189446199586	0.0996870760617271	0.552461187113691	0.550865149029389	0.211588432270653	0.862397973481933	0.822931227913353	0.332787561220053	-0.148412879225937	0.627622219945663	0.491501210778826	0.610495105802486	0.778594500247321	0.603250324697881	0.766398895776424	0.663938653252262	0.741027872655881	1	-0.218638972468513	0.921612172953415	0.376011435006514	0.474347625014338	0.703706332748691	0.453094750537866	0.608155642503222	0.565344343303852	0.921969356904756	0.582055898152607	0.344706924907111	0.0359279913862959	0.682506844094395	0.748038820433786
TLR1	0.574912610407472	0.585704010690925	0.507616153169861	0.422330217324926	0.105684055431018	-0.00371411637315938	-0.080560860208934	0.407060799627435	0.303219068145669	0.455438943487966	0.427564485722169	0.0686948271108734	0.152078661155237	0.159852171344991	0.398220369441323	0.448282742280023	0.255949924096693	0.432490148722962	0.299518639015613	0.236649435871811	0.449789116922461	0.367120972579875	0.205248876156532	0.62584692482167	0.405713747328869	0.423061333070246	0.442022235583617	0.377492039429339	0.351852290760231	0.717851459437962	0.352893170255565	0.494734776288633	0.418182511461219	-0.0306887778682722	-0.31854605256696	0.601662395480911	0.866949739274085	0.351982650463229	0.380728081443097	0.332323702624602	-0.218309095412897	0.271259393567683	-0.106217105293368	0.364993405839267	0.253776391993698	-0.218638972468513	1	-0.22817269897317	0.370052332635769	0.319559880699656	0.256293258246142	0.297919320310907	0.44094405033793	0.341312735966693	-0.249112413552208	0.455675302657717	0.540621979471992	0.602980221714861	0.306568023256176	0.0879667011911639
CXCR4	0.199311683501691	0.329002551922157	0.474276465572845	0.563333539227954	0.856449026366427	0.890927484229826	0.914785397037971	0.632347686832346	0.637223526495993	0.315360047517804	0.447011630542259	0.7884521683371	0.693195732914416	0.823754386893923	0.700098197288971	0.538049105871105	0.624359246541352	0.605364376432583	0.705601122749749	0.731656516667476	0.578400666981265	0.499693294633585	0.775983380880269	0.1861388614706	0.613073009545382	0.365837883201226	0.429220039204576	0.556974985349267	0.376319433298282	-0.0099102674514363	0.435565785566333	0.533670760749597	0.183788491244717	0.896687167785907	0.925978640222063	0.316276423897281	-0.165154637725395	0.558693718909761	0.556920745047687	0.580968609409012	0.851170453090742	0.553271846046202	0.810662343109629	0.606027613855777	0.630457937758839	0.921612172953415	-0.22817269897317	1	0.315279066261546	0.487562966889553	0.671608335227586	0.460496806521979	0.57127440695034	0.553146412864908	0.963663966253928	0.48328686423547	0.319642937610303	-0.062731002859876	0.69391997842812	0.709261942949789
LILRA4	0.865699277820263	0.528439963463181	0.884826206089424	0.88241360318988	0.63052672227846	0.461778118376513	0.48112993558282	0.814839237602045	0.871597613158986	0.570815141411948	0.857329507006983	0.335456348483602	0.555888807230969	0.683442082583963	0.72279969799284	0.731679382649246	0.690720460794339	0.711411059281796	0.731992610827648	0.645710271589848	0.805527428178731	0.813066706233075	0.640173148626805	0.670296927595576	0.540056102554655	0.776108092842335	0.833848411621927	0.666596871836238	0.752520989931247	0.72518023902565	0.741843166073721	0.824175310944274	0.848264176723569	0.485141953124606	0.148871448012328	0.696235285653305	0.507315221599562	0.754579892426268	0.311218881551836	0.455617296764773	0.272459137147295	0.830281238134833	0.428097850045587	0.698488565280373	0.656922907784036	0.376011435006514	0.370052332635769	0.315279066261546	1	0.734942985975976	0.459668661769197	0.751828510261198	0.647185705036198	0.578515924224344	0.245381219925476	0.497584121008493	0.810574968973607	0.674442821298922	0.756258244768369	0.562908786838808
ENG	0.715277222287489	0.420804780347451	0.803653585219012	0.817334164395516	0.666120266022799	0.606899887624883	0.586366404791028	0.73074792640177	0.835201745119147	0.563175365245519	0.856186933562402	0.445758313258821	0.632202167776233	0.650340198420834	0.728785632511378	0.655108667812512	0.756437432818504	0.70221028411251	0.813348081936789	0.624673589974589	0.798871488335304	0.671244307832199	0.752013487164558	0.488945530936928	0.748621825552144	0.697613891509553	0.770888601439088	0.775203286807969	0.735517824630358	0.52707037500402	0.593355917206626	0.685796899174373	0.731751654830553	0.512413105513644	0.348556828870637	0.638369369963572	0.500380501280371	0.763720223390433	0.330067497423595	0.481773907795513	0.418634952427449	0.713014329473199	0.69925040688011	0.807271152664144	0.788578225244131	0.474347625014338	0.319559880699656	0.487562966889553	0.734942985975976	1	0.515108193640446	0.735782181155963	0.666759443556513	0.573627054739869	0.428312789130267	0.549737748908395	0.774270971583426	0.458347211931333	0.762710397493014	0.633689362303906
CD47	0.305285499732182	0.711898079140633	0.67990065704508	0.625316628838292	0.67292301634282	0.666277578759243	0.649275679461347	0.644906379821194	0.615921083821649	0.487235945138324	0.548296720385968	0.629302869740698	0.403821425529751	0.712006688903619	0.791207544649175	0.820869965946628	0.757066648903795	0.758740105256288	0.832434747433154	0.640238399490271	0.731318712328348	0.509443668581554	0.712684843514914	0.455823170536499	0.802732185464253	0.606196257614881	0.47410532927536	0.759387206742921	0.536180624430552	0.316878901762661	0.638455392001814	0.727629165295933	0.314718972431967	0.737394299319606	0.576044003046757	0.69556983675196	0.355932240526165	0.797585037714566	0.715167337614714	0.777562974339805	0.53513990747296	0.655176979439895	0.600738826107738	0.723136652100466	0.726195634894893	0.703706332748691	0.256293258246142	0.671608335227586	0.459668661769197	0.515108193640446	1	0.318598429372954	0.769607276851608	0.665032169252476	0.658052762993639	0.735610935222877	0.480310091633679	0.418407808637378	0.723276794842333	0.615841970020781
CD9	0.854246167455817	0.356895917263135	0.697584717402567	0.835225958144887	0.768873282187063	0.620125680925004	0.535283270052035	0.771718804811261	0.832733372937222	0.52222628639936	0.821064750345723	0.500628983368577	0.716780531835731	0.693921252674502	0.661310798651841	0.488409680163354	0.620124324371175	0.645235887023577	0.660358228682762	0.758616571739215	0.713669681369362	0.777082406192479	0.733295573689604	0.50356667011785	0.557153993463986	0.551258612525583	0.769269443824592	0.539062176927033	0.558675659623993	0.620131067225531	0.624299268832523	0.695312672039385	0.777921510966223	0.543911376729107	0.333178828504694	0.418755239022031	0.316664963723074	0.624509787149261	0.320846420450782	0.291200464362323	0.488961382385113	0.715262393671431	0.639475088432883	0.63538482944115	0.69011907125565	0.453094750537866	0.297919320310907	0.460496806521979	0.751828510261198	0.735782181155963	0.318598429372954	1	0.579330766337782	0.558672127357056	0.414075465841287	0.432916464629549	0.685110765981291	0.286178187613655	0.718932889701012	0.698424573256843
TSPAN14	0.583005187987233	0.852424204461003	0.810288141473223	0.815718319812863	0.711430236709079	0.731699882418229	0.57716733777339	0.79514010924093	0.76777739362326	0.727457792236004	0.735712535015749	0.686909856941412	0.660734862146615	0.78502836003575	0.874912679288306	0.834096930791814	0.833548592603338	0.859663452693255	0.828254555602164	0.662048845676061	0.869954497354041	0.783565002115468	0.851317145458233	0.681761343086575	0.785705891545762	0.851788788414373	0.769025452622917	0.828332465576985	0.705403832897208	0.607087403720183	0.589190680500158	0.879234147101463	0.516829381233632	0.755022535444924	0.496780572846566	0.702655316669939	0.558546664866276	0.876502394221965	0.786709666380978	0.792434118915394	0.579525423422689	0.726049907795914	0.622640431947065	0.87080788407374	0.813052487039215	0.608155642503222	0.44094405033793	0.57127440695034	0.647185705036198	0.666759443556513	0.769607276851608	0.579330766337782	1	0.628026217682218	0.56536507005798	0.808430299250329	0.720991197721037	0.513382408388904	0.855751063564143	0.752508665598957
NCSTN	0.581145814667503	0.537358979327127	0.750885103622326	0.740096132990086	0.645252885881959	0.535918811374094	0.595383702092895	0.752937605576143	0.707545301198846	0.432733447730258	0.704888140069769	0.456533495623764	0.515451973726599	0.6774308653991	0.737879439834659	0.74161555377515	0.704516956767901	0.676016633330802	0.769467773801351	0.780973469678752	0.780740561835485	0.599118890242884	0.674899355708137	0.512266938639939	0.713525886635659	0.633413684619193	0.503458676418908	0.648810463000775	0.551360687031465	0.369568970690555	0.728781992717678	0.706791044314179	0.59806730995912	0.627203595077872	0.459579880197768	0.605970443720574	0.308767504945572	0.696273932955226	0.609941334077531	0.52695939038472	0.331817179943319	0.744973300166896	0.528502729698097	0.583120722605124	0.641782130806374	0.565344343303852	0.341312735966693	0.553146412864908	0.578515924224344	0.573627054739869	0.665032169252476	0.558672127357056	0.628026217682218	1	0.467075575347515	0.559562885132699	0.653002769671433	0.401900388503719	0.685198117468958	0.540161152871921
CD69	0.148361894041557	0.361011472055056	0.412630567724995	0.511790226703485	0.822997441652222	0.886121379986186	0.864500152253812	0.583880124840185	0.568198906620029	0.331839865524233	0.403826027728512	0.844775803231393	0.659056890056364	0.816029571351678	0.649690201377801	0.481215168553391	0.590576060443677	0.591502583743762	0.644958479685791	0.626926477477559	0.511250880754866	0.477339820080863	0.778921186009244	0.140754638281175	0.569893389999589	0.305098646272845	0.433209477916448	0.480739266345167	0.304480248070759	-0.00643305954033126	0.357535576173803	0.49822216395414	0.103217373945615	0.861628331397877	0.908368896257106	0.276263666090053	-0.166704431314101	0.528135269075499	0.524179480574239	0.599822002121824	0.90648740680011	0.469749205050058	0.772777651926572	0.615172026869817	0.636409921154877	0.921969356904756	-0.249112413552208	0.963663966253928	0.245381219925476	0.428312789130267	0.658052762993639	0.414075465841287	0.56536507005798	0.467075575347515	1	0.536064181470984	0.274372508074005	-0.0828819299361578	0.668053686403644	0.709453407298985
