""	GPR171	CD2	CD3D	CXCR4	PTPRC	CD69	PTGER2	CD44	ITGA4	CD8A	CD8B	CD74	CD3G	TNFRSF1B	SORL1	CLEC2D	KLRD1	CD247	KLRB1	CD6	RPSA	TNFRSF14	NCL	KLRC1	JAML	F2R	ACTR2	LY96	SLC16A7	CD63	S1PR4	ERAP1	CD96	CXCR3	NOTCH2	CD4	CD163	TRADD	TSPAN14	FAS	RXRA	PLXNA3	DIP2A	CD47	NOTCH1	ITGB1	LAMP1	TNFRSF25	TIGIT	CD46	TSPAN17	PTPRA	CD226	SDC3	PTPRZ1	VSIR	ATP5F1B	TREM2	RACK1	PDGFRA	CD81	CANX	APLP2	PTGER4	HLA.DPB1	SMAP1	TNFRSF1A
KLRC1	0.778227639867331	0.847719631393498	0.879373872893836	0.737983600053491	0.766492957908118	0.778848451975196	0.827309989594084	0.752439979637118	0.571831638515583	0.675909704718999	0.274354842073764	-0.184648941361497	0.828057556578747	0.33557931422126	0.123894948330836	0.782967638813875	0.954496022247128	0.567123559191737	0.794008480774338	0.849300436108293	0.392083246506791	0.740494435705221	-0.532750138540583	1	0.540053320209198	-0.126335853734847	-0.0366729619242764	-0.321124295912514	0.0072654586540316	-0.774039170401269	0.878074378491138	-0.0570776334209873	0.81840834616831	0.703805190584774	-0.508559681715811	-0.0362345391987716	-0.303663623790962	0.586384611919194	0.34133816184021	-0.203336900946423	-0.73903792724526	-0.631804200355381	-0.594429684466078	-0.560001502126082	-0.587498664651213	-0.619581540880301	-0.687043147987806	0.509822130047592	0.364776767612159	-0.73078842271324	0.214684178766256	-0.666167362604872	0.251846508022036	-0.715993531185499	-0.652972970761949	-0.0112504859137196	-0.671873433188091	-0.18100103897531	-0.502647625816055	-0.692159296811583	-0.804002999225209	-0.642910837835676	-0.765628659075147	0.848658083054853	-0.235034291042114	-0.680235858713587	-0.843542454148964
JAML	0.684418906447433	0.663505509779345	0.678231698629822	0.793940602647141	0.688469140986398	0.735424510160858	0.648915541383804	0.819912934661523	0.710720060582555	0.821869174942536	0.407400574965243	0.428809109435727	0.708845955662066	0.738038793531746	0.570154657492798	0.520880453418542	0.608022320145223	0.734281470727996	0.681294099552075	0.620800625964168	0.296009750780849	0.494749183493035	-0.58612716397112	0.540053320209198	1	-0.0966845597500218	0.426837881353059	0.239455529573886	-0.14265070958978	-0.615732752073978	0.605110565382479	0.0965425347648309	0.550007736393776	0.639515929632305	-0.709711785590741	0.543040080073833	0.279606990327602	0.508314148147556	0.157881086540898	0.326825717160107	-0.791237494487164	-0.804241137386386	-0.563016020492473	-0.708881617616603	-0.558867994049166	-0.654110772183617	-0.356961500757715	0.102202317738999	0.596096536353611	-0.67993389407566	-0.327702490058411	-0.738966989372395	0.579468753105389	-0.679098120238706	-0.621757725382854	0.484341848560818	-0.463238904641682	0.388739649249937	-0.579690027791188	-0.677531993514904	-0.461536067034333	-0.678400243406586	-0.630141610921786	0.723500328397401	0.435414979883716	-0.625100128843873	-0.638228355451675
F2R	0.181756356535745	0.0985198222635658	-0.106014959557673	-0.0916887974553637	0.258594524946337	-0.267597008576577	-0.26379137232422	-0.0181733966583459	0.395145034346301	-0.225087452876208	0.647473310137704	-0.233291294517376	0.0753930478978349	0.19821592049451	-0.0164742068458158	0.178608652871742	-0.0739369523574019	0.31695498095074	0.0489971195392817	-0.0988449081104716	0.569439038543325	0.226538665584557	0.311478659649804	-0.126335853734847	-0.0966845597500218	1	0.461412222972986	-0.101609032824245	0.588143740931408	0.21544899005185	-0.242172087506705	-0.101591814170893	-0.500809528188886	-0.539470968674913	0.147399925006966	-0.0700262610323512	-0.267140823535386	-0.118227509989637	-0.529704076745226	0.246655768156232	0.234845614499876	0.0566532955597448	0.396392963359895	0.107257415215934	0.0266644562655853	0.476851165916043	-0.0891001344702248	0.492777380367323	0.571545387759623	0.0129822266167975	-0.306661748093416	0.439542904357173	-0.540989533042353	0.284842024254754	0.319479446183628	-0.622141081411156	0.210738616406393	-0.245595010512006	0.460313115413986	0.262053265211686	0.163297650060147	0.26800135649241	0.154015849870838	-0.0781856859645975	-0.141829385646507	0.382963886836423	0.117821706842305
ACTR2	0.129695804361174	0.0648572294837571	-0.0162882067527733	0.119466041313803	0.198607206157564	0.00823575707973153	-0.0733637317281947	0.226202086454243	0.400801391995506	0.180526147513508	0.452198542128009	0.393015579280269	0.111426310388387	0.479241883407588	0.407556640438746	0.0252342910493724	0.0339157280108853	0.440705411540441	0.0840377191829568	-0.0312118706526111	0.56698214845356	-0.0199674273798003	0.294250019886823	-0.0366729619242764	0.426837881353059	0.461412222972986	1	0.342673906039032	0.204083398144692	0.223070413126169	-0.102877886580743	0.46970572782327	-0.22873964113499	-0.10645027365413	0.0457860667277017	0.466629088800032	0.354375674601869	0.0409511298264953	-0.169290317633803	0.487405690591824	-0.0391120205860565	-0.231085554378091	0.286072331924453	0.00939350614160245	0.176934173495546	0.267396748375215	0.34215338582912	-0.0238873395909087	0.501567138023562	0.0649472727880405	-0.165286082390251	0.149545592534346	0.160733459617779	0.201536662989403	0.269747697755775	0.145665581487398	0.414561553699737	0.329224560343498	0.246343284417312	0.161273481166145	0.394453922356267	0.0752827651592938	0.198497490195118	0.0778615689088934	0.482863495692982	0.277675277903897	0.134259147750327
LY96	-0.344984732008611	-0.265894721360886	-0.260640752063173	0.140787390871625	-0.142509633596218	0.0604110382922572	-0.0964262010665468	0.0542699466185202	-0.00865121833553243	0.201363018046827	-0.122309415992078	0.843469610312435	-0.24171987112732	0.30830372992285	0.734199968476041	-0.36326481607274	-0.384690210324704	0.139248588803785	-0.0657243130823107	-0.146390224110637	-0.158120379980679	-0.270708392879148	-0.230169714326571	-0.321124295912514	0.239455529573886	-0.101609032824245	0.342673906039032	1	0.127425012261516	0.212250326015177	-0.313375759660717	0.467930002800823	-0.149075087988879	-0.110362221246583	-0.378669211934338	0.76392845335279	0.776067029232017	0.223809297763551	0.0640585921250744	0.669388570827543	0.0213257100920712	-0.0113973934113264	0.171022702508494	-0.22692922504437	-0.160987601905049	0.00035152484783422	0.368404101617423	-0.358603887470848	0.205957503977521	0.0971079120985539	-0.495961671182515	-0.131456313150424	0.697376975312073	-0.0540383388193757	-0.18392217153011	0.695903905754608	0.0932268468711689	0.888000773190644	0.0257699402715714	-0.113307224552117	0.383474616481105	0.0872985123323434	0.17021970211286	-0.0859153300494911	0.872240743329119	-0.0552535263462592	0.225270203189821
SLC16A7	0.0111353190991864	0.0324197832483432	-0.0277244531689585	-0.0448524331412653	0.0903757145031695	-0.10645304457617	-0.0534737615674442	0.0592877462989332	0.0602261195960338	-0.183781302407671	0.135424864565377	-0.267777585778637	0.00591382640735841	-0.130181203390341	-0.0841947997971577	0.100514347710227	-0.0160934560381395	0.0464670174852605	0.060801540949865	0.00599693909628814	0.452330902727521	0.21245184223027	0.200501018726528	0.0072654586540316	-0.14265070958978	0.588143740931408	0.204083398144692	0.127425012261516	1	0.307288059685156	-0.131701358797757	0.307932281350841	-0.16094660194048	-0.306329752797708	0.108618388773057	-0.183936158976045	-0.323311439322675	0.231741345671708	0.0494846936658589	-0.0594489607497681	0.365149736298882	0.394063077270684	0.536843011929794	0.240048337856517	0.0150341963381608	0.485127755430956	0.00873597863741558	0.310866337673291	0.186714108690747	0.0859819155073453	0.00187129470340239	0.392477935315749	-0.128014195494537	0.259671280478052	0.136516254437685	-0.415282631931346	0.167649567496783	-0.219781234420696	0.663036552437937	0.243700894877445	0.124505709075684	0.550873336328832	0.281950337544003	-0.0561633858948087	-0.19324538634913	0.353495376557405	0.102515984469439
CD63	-0.809893214104891	-0.868018525950526	-0.867843058974172	-0.86296477985779	-0.815385813289237	-0.874769143875829	-0.843458094916378	-0.786424111055229	-0.700413556970097	-0.794240283703432	-0.323903384641636	-0.0400731753789184	-0.861001429268825	-0.465385954641075	-0.344379094714652	-0.81915708947466	-0.786084260730615	-0.667996136650744	-0.834541628457594	-0.876153046641205	-0.158769936683203	-0.748455560686904	0.820297828656628	-0.774039170401269	-0.615732752073978	0.21544899005185	0.223070413126169	0.212250326015177	0.307288059685156	1	-0.854072034966719	0.341162608813758	-0.792048549071919	-0.701918305931884	0.772317678367754	-0.154756813855489	0.11408852431983	-0.585452923044734	-0.122862937706995	-0.0413161537851791	0.912272832645684	0.838426478628612	0.841981169093653	0.852496296156844	0.817782671923983	0.913996647571697	0.85954340474193	-0.511919968061172	-0.490630625269223	0.911980092964274	0.173190665615042	0.894560192819459	-0.311114097676131	0.935631286266786	0.857772587264674	-0.156903906923734	0.904185235591716	-0.0389781928813304	0.838729920479738	0.928262082476672	0.927843495816646	0.925444245255371	0.980918544903172	-0.882473423081389	0.0229307549346593	0.941418646151797	0.94970007316876
S1PR4	0.850430372130926	0.914557638164458	0.963094837007189	0.814474010328661	0.795150542312204	0.877562281424684	0.932631571928897	0.84778007915288	0.573408876010585	0.68561451707896	0.203720365664327	-0.153538336057731	0.898563648696684	0.354587208737236	0.13241732564152	0.821141937822927	0.917049824520453	0.539856104353373	0.884752483838545	0.928505874717112	0.417942724017559	0.813697143125837	-0.580545702574679	0.878074378491138	0.605110565382479	-0.242172087506705	-0.102877886580743	-0.313375759660717	-0.131701358797757	-0.854072034966719	1	-0.0179860380251106	0.919693162512414	0.844952763084059	-0.547760152919718	-0.0231578544445956	-0.290171348401783	0.673389040601702	0.451506626314977	-0.2232544113288	-0.811318775629943	-0.690156607681091	-0.683541749522884	-0.623894650845282	-0.632301384239843	-0.697719103458023	-0.737405453225999	0.551072945280112	0.299867029288978	-0.767093381275944	0.187684937385767	-0.76612767486229	0.307330867972879	-0.792649485566847	-0.713227962998017	0.044850057388692	-0.708534580607747	-0.163463769966173	-0.568726389970172	-0.759524763632639	-0.876990075635064	-0.722576732363042	-0.842398801858324	0.93471037283317	-0.211780936301324	-0.761223614503061	-0.913501418085848
ERAP1	-0.224872627283934	-0.0961753901181734	-0.0185640839856156	0.0732407689892113	-0.138762348582809	0.104043569692516	0.147453863729782	0.15426471824573	-0.150561841153645	0.0699797656660836	-0.39800583086646	0.236128003785716	-0.104395821886257	-0.143906343325098	0.231998525937876	-0.138738033318623	-0.0744737315606716	-0.11236570342851	0.0658390800215029	0.0470257537650063	0.413282158036772	-0.0553259265017564	0.323474496280438	-0.0570776334209873	0.0965425347648309	-0.101591814170893	0.46970572782327	0.467930002800823	0.307932281350841	0.341162608813758	-0.0179860380251106	1	0.143309272698521	0.0514069465874682	0.171565812165394	0.146437458431269	0.163621283892465	0.42675535584829	0.638209518365252	0.189867431599123	0.223670655703781	0.204406725880614	0.3105118893424	0.284539732691566	0.323978836791242	0.324044401588596	0.461129673828588	-0.0972101263787108	-0.0996368309918329	0.261723988546114	0.379798151503478	0.181306674499889	0.468681429228466	0.275041205917664	0.21890335079611	0.246494685411263	0.466267138470408	0.270098288357248	0.446229841541517	0.233505082150625	0.356899074675357	0.358742460444595	0.369489480297637	0.0100436489519121	0.325380596838467	0.245616865040943	0.152411994202904
CD96	0.634634403444643	0.765701983586001	0.878940150757637	0.790034723428273	0.61634151865647	0.896674973956472	0.954013426766564	0.785608413892981	0.383793171085402	0.714300818079622	-0.120274463593076	-0.0591113854400998	0.749884235330617	0.151478785708327	0.180941179017345	0.692607479864645	0.798749851540084	0.3615883154902	0.798817040745838	0.890958135605833	0.250498828486679	0.684137926513747	-0.605688356591086	0.81840834616831	0.550007736393776	-0.500809528188886	-0.22873964113499	-0.149075087988879	-0.16094660194048	-0.792048549071919	0.919693162512414	0.143309272698521	1	0.848991523509452	-0.553922512336398	-0.0194814190145837	-0.20822958951923	0.775131752729596	0.650770094171027	-0.20773044670886	-0.733423629165144	-0.574289673754431	-0.718545710539728	-0.550587252175157	-0.553100916774532	-0.742314961026534	-0.607337840851945	0.377752194163411	0.114425424860642	-0.708450653038759	0.289869492751034	-0.776123277726518	0.499334710996679	-0.759457986390207	-0.730032607585078	0.223193575077184	-0.659296614398083	-0.0337351606953212	-0.571129710215411	-0.735745289346633	-0.810821822921662	-0.651569517804509	-0.749654621862922	0.840451034965649	-0.112409410907078	-0.784305177769526	-0.857980893371851
CXCR3	0.657458409611508	0.691335652984581	0.817841823001227	0.678877980024483	0.561367172418683	0.793933967712025	0.776873863762104	0.681566399692697	0.355961045881783	0.700948934501848	0.0801782332414969	0.123876713620385	0.723073564968399	0.39056995229056	0.169958695188874	0.561335963511263	0.783314140140023	0.411347018061221	0.648737446021532	0.696391067060089	0.095714819086561	0.534733436621161	-0.605125412455875	0.703805190584774	0.639515929632305	-0.539470968674913	-0.10645027365413	-0.110362221246583	-0.306329752797708	-0.701918305931884	0.844952763084059	0.0514069465874682	0.848991523509452	1	-0.519046876791212	0.215475256970453	0.0700834826405884	0.484857379282904	0.519933211257894	-0.2810785211986	-0.78554267585991	-0.646355219620746	-0.641695814812936	-0.56320615804763	-0.504397999872596	-0.716075557267523	-0.421400508666084	0.0827399231981571	0.0895093601581458	-0.576128881543476	0.142811488773778	-0.788153885434471	0.561370370459228	-0.730792970294017	-0.684575725189491	0.416290268279317	-0.597560757949378	0.102466558441989	-0.636153609536191	-0.698800692592909	-0.650026186059001	-0.670362582535654	-0.683133318560819	0.769328557370385	0.01383494711021	-0.709320817478499	-0.699183193219583
NOTCH2	-0.584592659513023	-0.638010874572251	-0.618086153257611	-0.853283050138961	-0.701400271883586	-0.784573133076835	-0.6580856257295	-0.746543732827144	-0.675300386806852	-0.805176374292672	-0.34173960597168	-0.47575061227309	-0.653243700173267	-0.668920962859346	-0.686417612778527	-0.520751725109999	-0.486049813603087	-0.732590416139705	-0.711329037861394	-0.66794548850691	-0.0102604154944901	-0.547615021632989	0.942876821999931	-0.508559681715811	-0.709711785590741	0.147399925006966	0.0457860667277017	-0.378669211934338	0.108618388773057	0.772317678367754	-0.547760152919718	0.171565812165394	-0.553922512336398	-0.519046876791212	1	-0.577607713243556	-0.302042701664586	-0.600661737890846	-0.0210891617413767	-0.412398758510888	0.823867548148707	0.760806365986674	0.664878273578979	0.952361556972529	0.930845926384208	0.811617513344255	0.645964429430033	-0.253361064788527	-0.627559834782346	0.821017662210596	0.605374959809916	0.887268610307198	-0.603519529178319	0.909896777336393	0.933991373028615	-0.472950317193228	0.832949565859085	-0.504949724905548	0.735785444928209	0.925278217224592	0.655063019663475	0.771142524160217	0.816423651291929	-0.722070136983159	-0.430569349901218	0.876508942595741	0.730384529078759
CD4	0.0822911147592557	0.0853216071430118	0.0551726808539597	0.377176855856802	0.227435061447096	0.300593759599588	0.0606896355265594	0.273346857697354	0.379147927701068	0.502399991029872	0.361241398383054	0.952797995083181	0.14507033439254	0.753575605543262	0.866894305692216	-0.0250479118025566	-0.000103920040739477	0.5560820404558	0.161847281075039	0.0630121082549518	-0.119272454845356	-0.0648951496925504	-0.473394100885038	-0.0362345391987716	0.543040080073833	-0.0700262610323512	0.466629088800032	0.76392845335279	-0.183936158976045	-0.154756813855489	-0.0231578544445956	0.146437458431269	-0.0194814190145837	0.215475256970453	-0.577607713243556	1	0.909574233660279	0.125915134088037	-0.143641874660309	0.670961452901814	-0.422550694983209	-0.491236720661356	-0.0930712490609187	-0.578135194654966	-0.410118055545292	-0.308150193949604	0.145204816421774	-0.275803033585537	0.518266275102634	-0.157934213590352	-0.64982039350766	-0.452253465386814	0.719536561223552	-0.36982382218079	-0.396353882552796	0.7929956357561	-0.205015939450615	0.930756461321547	-0.404437221357942	-0.43600487029894	0.146971837624301	-0.381479742806154	-0.205133098687145	0.246563626220145	0.914731068015362	-0.349014582902147	-0.0376129090826777
CD163	-0.274722504879196	-0.278781102625745	-0.263794648936221	0.0424193425558378	-0.165316746064079	0.0128123171550481	-0.22101980453637	-0.0768244341192936	0.00583636098813986	0.24441033587205	0.078773440810134	0.960399154833752	-0.211696705768253	0.49144081625635	0.700740637485909	-0.370443895591684	-0.291221516253169	0.202969414571339	-0.203788748960746	-0.25951486287878	-0.398346712372671	-0.42854325948404	-0.256324809865795	-0.303663623790962	0.279606990327602	-0.267140823535386	0.354375674601869	0.776067029232017	-0.323311439322675	0.11408852431983	-0.290171348401783	0.163621283892465	-0.20822958951923	0.0700834826405884	-0.302042701664586	0.909574233660279	1	-0.134562446604401	-0.141087514321257	0.562744976095611	-0.150445448553478	-0.211993174929661	0.0706836587391333	-0.293660604601717	-0.104279398709563	-0.141586534506358	0.442451620958222	-0.585990686775976	0.163136155925029	0.163477136202798	-0.508854303428273	-0.23423177901255	0.661976928647147	-0.103813485359919	-0.148014893997153	0.858506721608831	0.0420384059560699	0.934803277336449	-0.279340789394359	-0.163025602377922	0.419210786450433	-0.155592756906283	0.0897679562418877	-0.0907911230262034	0.912714332845987	-0.118988759631839	0.278706656380984
TRADD	0.49767949252491	0.6814791211771	0.71604244363549	0.832163914878503	0.639147380466047	0.841764529215959	0.868290596230785	0.816043220323282	0.515711436316391	0.682974489848687	-0.0691377299134705	0.102708857936214	0.655558031707328	0.137047073542219	0.453397066939611	0.651665921563922	0.536998934217462	0.464918474669945	0.833142840493888	0.844882563393485	0.520997198125618	0.719742201426558	-0.504610928707224	0.586384611919194	0.508314148147556	-0.118227509989637	0.0409511298264953	0.223809297763551	0.231741345671708	-0.585452923044734	0.673389040601702	0.42675535584829	0.775131752729596	0.484857379282904	-0.600661737890846	0.125915134088037	-0.134562446604401	1	0.576622135238636	0.21843245689368	-0.521020659688767	-0.450596036943114	-0.476782694370734	-0.508056363292147	-0.55144517003578	-0.481013229561331	-0.531211758688692	0.562456272298496	0.383813493032136	-0.664887037312504	0.0526294604927658	-0.561584663483537	0.53298886679076	-0.598235516364798	-0.61955704959138	0.138509985911956	-0.478372154504094	0.167545612017224	-0.258884603959593	-0.610799340118429	-0.590523781218826	-0.407365020235338	-0.563156652176136	0.749281739936181	0.133509034116176	-0.613234948633558	-0.739217237240352
TSPAN14	0.0474515067501223	0.219801682553144	0.38725322303602	0.273857865435385	0.0233783528143401	0.413993493822896	0.533301234709676	0.307886843074276	-0.217783893792245	0.214973339240943	-0.605024929148657	-0.0701236338381456	0.179041642975063	-0.274524384444915	-0.00611965639093906	0.138299680517902	0.304229227339946	-0.237031428054579	0.335499007622914	0.389272292930603	0.182415063788735	0.253977344697981	-0.0531370200878328	0.34133816184021	0.157881086540898	-0.529704076745226	-0.169290317633803	0.0640585921250744	0.0494846936658589	-0.122862937706995	0.451506626314977	0.638209518365252	0.650770094171027	0.519933211257894	-0.0210891617413767	-0.143641874660309	-0.141087514321257	0.576622135238636	1	-0.293528235649474	-0.0831848994534632	0.0555510491291209	-0.192379987073909	0.0768668439519012	0.0375433431841926	-0.137115213986993	0.0277278737277171	0.0490063106722072	-0.345362192583753	-0.0351235727044077	0.618185865333861	-0.217268644490863	0.481985211338228	-0.14369399689206	-0.192069769229462	0.221402587891908	-0.0279144766990546	-0.0220718110299267	0.0288664383503004	-0.134307691795591	-0.206301061809941	0.00977669629374608	-0.0713249790500688	0.32488861997809	-0.0693101819846423	-0.219553719549021	-0.248129450399164
FAS	-0.0645674242535886	-0.022402084446949	-0.133850008765404	0.306103857236525	0.143396374711953	0.133384369115051	-0.0304943459289764	0.192060694592085	0.414191318002355	0.358632948384198	0.264741457052936	0.691379589982525	0.00195629646745522	0.445913602086094	0.769324516751347	-0.0328956819614592	-0.235870316291643	0.464531634744799	0.126139752173281	0.0244788687570168	0.0838430483196825	-0.101344447962676	-0.210850417960287	-0.203336900946423	0.326825717160107	0.246655768156232	0.487405690591824	0.669388570827543	-0.0594489607497681	-0.0413161537851791	-0.2232544113288	0.189867431599123	-0.20773044670886	-0.2810785211986	-0.412398758510888	0.670961452901814	0.562744976095611	0.21843245689368	-0.293528235649474	1	-0.138400993949722	-0.301766803708901	-0.00500805155979189	-0.38378637272749	-0.232132317896543	-0.108817872431189	0.0691072918575982	0.0144869081924828	0.57727568502204	-0.148154185889458	-0.63382763159479	-0.160595737474866	0.369298674679821	-0.141546854985345	-0.1292602627822	0.389291848627611	-0.0110168927658429	0.716888869854742	-0.178506433955148	-0.20338921750695	0.196368234560515	-0.202309615510958	-0.0636824657698093	0.0606946865713724	0.781763332672644	-0.154948848498369	0.00596811684392359
RXRA	-0.814517046761521	-0.830143377826793	-0.838619717787676	-0.877617640174131	-0.8281217956691	-0.877738272987988	-0.793518662341532	-0.829811474046679	-0.750182798916406	-0.862321003278382	-0.44171263681167	-0.280310504292958	-0.857223043587808	-0.69064357118035	-0.475881369709989	-0.723535588660387	-0.782887539654932	-0.785097991871041	-0.802930257887655	-0.80412689397795	-0.169608166635582	-0.659067142773485	0.815549760541636	-0.73903792724526	-0.791237494487164	0.234845614499876	-0.0391120205860565	0.0213257100920712	0.365149736298882	0.912272832645684	-0.811318775629943	0.223670655703781	-0.733423629165144	-0.78554267585991	0.823867548148707	-0.422550694983209	-0.150445448553478	-0.521020659688767	-0.0831848994534632	-0.138400993949722	1	0.95155768302046	0.815684613203771	0.900546720324341	0.799384333452486	0.887473633246756	0.681633286294893	-0.314057548617984	-0.564632342076388	0.868181411245947	0.288243309135255	0.938634093296715	-0.472014516076563	0.929899411143191	0.844285645060797	-0.368486282402681	0.808414150788411	-0.257632485481973	0.860318073517388	0.921456425558486	0.776469151865375	0.949963226796351	0.929663730454809	-0.885952334715126	-0.199579618686634	0.89718709856177	0.865665954833416
PLXNA3	-0.788423763440923	-0.789453616062674	-0.754441471892319	-0.836817825809834	-0.82882251554265	-0.793911323720396	-0.688208034275609	-0.781672480117512	-0.832284755396817	-0.843827541536183	-0.55440446603134	-0.341966964563092	-0.81996194897003	-0.746995247863073	-0.542033252156725	-0.700624613632929	-0.691884536498641	-0.847722248873641	-0.760939572646089	-0.722470444019173	-0.269794021094996	-0.623436982139272	0.696514801787752	-0.631804200355381	-0.804241137386386	0.0566532955597448	-0.231085554378091	-0.0113973934113264	0.394063077270684	0.838426478628612	-0.690156607681091	0.204406725880614	-0.574289673754431	-0.646355219620746	0.760806365986674	-0.491236720661356	-0.211993174929661	-0.450596036943114	0.0555510491291209	-0.301766803708901	0.95155768302046	1	0.777205729281854	0.859420755621531	0.701360236909075	0.802269731574775	0.59788648279635	-0.334492427574993	-0.697745642521556	0.833108117430153	0.366844273360889	0.832289553382565	-0.390214343411449	0.823630656698783	0.701263854013065	-0.323823703651834	0.669363911127165	-0.309522726566028	0.81046239603422	0.826087503826547	0.648447412803921	0.930354866870137	0.854109290955099	-0.817122170507225	-0.290689527529423	0.795803779330515	0.787104564897305
DIP2A	-0.593840099472152	-0.64761366011217	-0.694804805960154	-0.703743178789675	-0.590691480857704	-0.736071966900692	-0.726843547730951	-0.612094305767386	-0.487894760297998	-0.68540281126756	-0.059126635909718	-0.0509027203532438	-0.649751818660074	-0.280948144873138	-0.222618413223435	-0.567617783951383	-0.581252654054148	-0.414352679945909	-0.66051989872045	-0.687190023962139	-0.00558786164562682	-0.570250128705574	0.684353867444773	-0.594429684466078	-0.563016020492473	0.396392963359895	0.286072331924453	0.171022702508494	0.536843011929794	0.841981169093653	-0.683541749522884	0.3105118893424	-0.718545710539728	-0.641695814812936	0.664878273578979	-0.0930712490609187	0.0706836587391333	-0.476782694370734	-0.192379987073909	-0.00500805155979189	0.815684613203771	0.777205729281854	1	0.675941341366006	0.591569430931164	0.88566910544484	0.667673695399109	-0.276529316375687	-0.261051982761194	0.806375394561039	0.109613904114238	0.805497444616327	-0.266727848079164	0.789963643146864	0.701020425309789	-0.215219498494109	0.694609529159912	-0.064725814963829	0.831627594925118	0.754402982718679	0.782263426754067	0.858371138403639	0.834668331161251	-0.668343879918989	0.0138198515766262	0.834522814306853	0.797347865815556
CD47	-0.681071260958177	-0.712358805709151	-0.66848602425834	-0.85156037854452	-0.769652363026983	-0.787066467592336	-0.655836186318059	-0.752621698205626	-0.744858801144937	-0.797912999311943	-0.484436349596764	-0.444739101756781	-0.724966755473843	-0.75766971920734	-0.66379747073125	-0.608361922900861	-0.567614171394002	-0.810694368809506	-0.73420666888304	-0.701181449013315	-0.044596217309296	-0.573171174997987	0.927716964611925	-0.560001502126082	-0.708881617616603	0.107257415215934	0.00939350614160245	-0.22692922504437	0.240048337856517	0.852496296156844	-0.623894650845282	0.284539732691566	-0.550587252175157	-0.56320615804763	0.952361556972529	-0.578135194654966	-0.293660604601717	-0.508056363292147	0.0768668439519012	-0.38378637272749	0.900546720324341	0.859420755621531	0.675941341366006	1	0.94186987721779	0.838626988159517	0.694875746471753	-0.326390254247617	-0.681610386649589	0.832363234384633	0.573802443908101	0.91787762199408	-0.516852417597324	0.944348266929536	0.916470221747168	-0.422652195167571	0.876181586746554	-0.444934724929608	0.824123441638387	0.958423987421611	0.698883265032479	0.880956806002112	0.89108138028053	-0.78707342179626	-0.382564960281719	0.905648626450726	0.767071581456247
NOTCH1	-0.68071824975825	-0.72386471529339	-0.673871346401435	-0.80833249730456	-0.774298578820496	-0.749033025437148	-0.657933484344519	-0.723609505145955	-0.681448200667986	-0.67533930227632	-0.448003004991358	-0.258929656950353	-0.715278002476556	-0.636108060500355	-0.530662895924931	-0.626076736717394	-0.574091342390601	-0.727282949805829	-0.750470881854854	-0.716247416690143	-0.0714530759801894	-0.661455145188277	0.928321365750713	-0.587498664651213	-0.558867994049166	0.0266644562655853	0.176934173495546	-0.160987601905049	0.0150341963381608	0.817782671923983	-0.632301384239843	0.323978836791242	-0.553100916774532	-0.504397999872596	0.930845926384208	-0.410118055545292	-0.104279398709563	-0.55144517003578	0.0375433431841926	-0.232132317896543	0.799384333452486	0.701360236909075	0.591569430931164	0.94186987721779	1	0.742503205223279	0.801897112657603	-0.454849266662711	-0.621515993409662	0.816305311606966	0.533353471040759	0.842130201521129	-0.406416130722061	0.924034292193008	0.942945778452641	-0.240156911970568	0.932109749574649	-0.27980820053907	0.681093408912538	0.930749712554084	0.767303330131266	0.750441617229643	0.876611626602174	-0.771628561600504	-0.190276079805741	0.86517708502256	0.774412350095309
ITGB1	-0.597033967174931	-0.650339578516855	-0.702955355364367	-0.779219305806022	-0.596386437125908	-0.806410124625196	-0.732936451758216	-0.660036149402015	-0.523409043605609	-0.815869696386912	-0.132863442521287	-0.266024323561767	-0.667757974230149	-0.445506907218221	-0.422393049860178	-0.573327076559671	-0.608536848861122	-0.537405109668135	-0.64490511785537	-0.705953859492149	0.143752367315736	-0.490502594060951	0.873817352757548	-0.619581540880301	-0.654110772183617	0.476851165916043	0.267396748375215	0.00035152484783422	0.485127755430956	0.913996647571697	-0.697719103458023	0.324044401588596	-0.742314961026534	-0.716075557267523	0.811617513344255	-0.308150193949604	-0.141586534506358	-0.481013229561331	-0.137115213986993	-0.108817872431189	0.887473633246756	0.802269731574775	0.88566910544484	0.838626988159517	0.742503205223279	1	0.657252546851546	-0.159733441460759	-0.330768233362559	0.824266648566903	0.255609033625188	0.942666342296512	-0.500018356852093	0.914309860823252	0.866607613108518	-0.456786412804668	0.840421900017926	-0.27206870550386	0.935555450314451	0.906025987397172	0.786866555571735	0.917376756086138	0.883899286622661	-0.722503430366391	-0.190753764994903	0.947329901680433	0.810742795255449
