""	EGFR	ITGB8	GPR37L1	SDC3	GRM7	NRCAM	GPR37	ADCY1	C1QBP	CD9	FZD3	NOTCH1	CHL1	S1PR2	THY1	CD47	MCAM	CD82	KCNJ10	CD46	CADM1	TNFRSF19	SCARB1	RYK	TSPAN5	TYRO3	ITGAV	CELSR2	LRP1	ANTXR1	NOTCH2	TNFRSF12A	CD81	PLXNB1	TFRC	MTTP	MCFD2	ITGB1	TNFRSF1A	PLXNB2	TREM2	ABCA1	ITGA6	LPP	ADCYAP1R1	ERBB3	CANX	APLP2	GPNMB	PLXDC2	HLA.DPB1	SMAP1	PTPRA	PTPRC	PILRB	SORL1	RHBDF2	RXRA	CD74
LRP1	0.952001668866537	0.97540798534825	0.971644199431432	0.979669130541582	0.883710478393551	0.968397420276892	0.97540379411656	0.960111424504708	0.928868101166065	0.923330763658546	0.974101523267762	0.971715725735807	0.983695557397525	0.850522221735269	0.171543793384872	0.972056242259969	0.980439132275225	0.687800631289242	0.979678015641746	0.941288876073139	0.978608586604417	0.95666956870768	0.484738008535681	0.867233871341888	0.877864813900365	0.549302677842624	0.990555962348399	0.765100338356014	1	0.978243196577298	0.974724772761128	0.960686472170728	0.963437323854288	0.963714798919222	0.979316335370344	0.971223172143031	0.950485001070287	0.987768606746249	0.982987382384515	0.531167313216031	0.479976813565906	0.769550122357666	0.941172217037952	0.972506341269511	0.922153119011541	0.307971148465609	0.964891154349338	0.993421205339424	0.659379913982268	0.589765298275813	0.472151356788073	0.9720856478058	0.975605418008336	0.512770537824824	0.982005711160079	0.725018271828878	0.752648036086092	0.96023247637786	0.525552820404306
ANTXR1	0.954798722824241	0.989923487522948	0.968062093723198	0.987400197739531	0.844154718293782	0.969109862709323	0.980043434872167	0.983231289614477	0.928041872117105	0.918412991013309	0.994851432560116	0.972067079378302	0.955213530657144	0.839136412988484	0.00257180649155314	0.966723196953194	0.955977466866999	0.543280288054767	0.96711834220597	0.915244480828	0.986543436940709	0.965603888085068	0.42664768630391	0.903006814345369	0.86744526565043	0.400703837709197	0.979894547308628	0.771132221722804	0.978243196577298	1	0.978542968967623	0.987108183246842	0.982185209469834	0.966152617008963	0.991211071533981	0.986586309640942	0.947776678420127	0.990755198668499	0.982079740918888	0.487605682256823	0.508478602618686	0.776090655507416	0.977148867212746	0.955580768865716	0.933849619573064	0.167077881125109	0.973087631082618	0.985873972814829	0.670487395513069	0.571807331323612	0.52167739581864	0.975577534376785	0.980651843336524	0.500127431389791	0.983356328680937	0.713895664951477	0.735458208131548	0.962940124262601	0.526032952113937
NOTCH2	0.9941417503847	0.992301923120573	0.997158105962061	0.994344586400325	0.788987558285655	0.996118763215613	0.990607446361103	0.939262263235598	0.981728929775442	0.979059666760623	0.970403611389542	0.992453058213218	0.979642713797152	0.930354048096486	0.039852336719833	0.990614605013682	0.950819843702098	0.62285069681325	0.990932377612621	0.968104764725693	0.995673849356303	0.994381985427561	0.29319195846805	0.838300154543291	0.94008277919183	0.447996762698761	0.987482915614013	0.810484055426585	0.974724772761128	0.978542968967623	1	0.94116876451896	0.931338488631587	0.988238561314767	0.953227123749875	0.991812758518826	0.990035569881532	0.9797285741157	0.94937867188976	0.35852536656224	0.35900985495373	0.649381012995422	0.936400536225239	0.918289556715187	0.96343996136063	0.141447906051367	0.998755856884275	0.993256074935088	0.535657185326314	0.431365238997241	0.371200859428254	0.998346142543623	0.99741111221435	0.350908098488841	0.995679793770253	0.588020531752535	0.622728246582573	0.911499023831471	0.373888080822418
TNFRSF12A	0.90890390341635	0.965222965482019	0.92417763673497	0.954851192666049	0.844743719303552	0.932684437403903	0.957052773602378	0.992472076354266	0.878999644320175	0.854766667250931	0.982937298253298	0.945571406858416	0.911576981075532	0.762429594288527	-0.0478379210770195	0.918434551101587	0.924599069704179	0.469592506156997	0.929791731076998	0.84900513817056	0.951473714297699	0.923935335565504	0.51241974659219	0.947046550165581	0.816888065206895	0.333745694049078	0.945743700930717	0.766059590536542	0.960686472170728	0.987108183246842	0.94116876451896	1	0.994403571378666	0.935923516308698	0.995420202657951	0.95191061556479	0.892146060481494	0.9713617070993	0.980382303429263	0.565133924365156	0.594638924141093	0.848775882565005	0.984208711034555	0.958302070011989	0.907035992420956	0.156754100402015	0.932098392413525	0.95956243632807	0.758233110645177	0.659611539676642	0.609084415353458	0.933356031134747	0.94314346761921	0.598249691900364	0.945875690472084	0.782579031910986	0.795635579435567	0.982813463993392	0.617481003779681
CD81	0.891708462605175	0.954094688367186	0.913995631624924	0.947336046283478	0.87370638018685	0.916593867824304	0.945556983541253	0.989260893594338	0.857028475812499	0.839871571344307	0.978941754930782	0.929612230849188	0.913161700553136	0.736270882266336	0.0104849419291275	0.919071793271372	0.935679335610632	0.497713430847187	0.918103239414928	0.849479107051844	0.947528540308507	0.912062024580826	0.566087619352161	0.927020920905388	0.78462928483453	0.388280406728748	0.947293329346288	0.712658838121256	0.963437323854288	0.982185209469834	0.931338488631587	0.994403571378666	1	0.917168936288164	0.995956779841055	0.944124295298911	0.886291062575475	0.977347973911205	0.991211335694302	0.617851468633522	0.649403240309936	0.875633991748577	0.964917521827713	0.972520672058089	0.876132901573391	0.229656047059587	0.919996325751198	0.956655987752648	0.796201159757982	0.705528847671051	0.658760944846784	0.924412714792892	0.934248267316467	0.634792332113023	0.943487913145725	0.817401315513544	0.832094444877084	0.984747244931905	0.666847354937718
PLXNB1	0.989763672760503	0.991516362134463	0.990621290992052	0.98798218936453	0.787098305926984	0.996513402805878	0.994779512517574	0.943581015704577	0.98208296334926	0.964017026858271	0.967784566068826	0.997155325863692	0.968752123949212	0.928192209146639	0.0110713049646547	0.968337182059792	0.937355954387348	0.608417555987989	0.991779245232966	0.935300808313827	0.982017159879232	0.982387585418343	0.260422192599122	0.870378696870054	0.958763899052843	0.413579078058075	0.965673939502734	0.88125890924445	0.963714798919222	0.966152617008963	0.988238561314767	0.935923516308698	0.917168936288164	1	0.940999705280574	0.984058400294479	0.96706260612796	0.958092546499877	0.927959560176703	0.325292688922561	0.318874729298292	0.6341147270859	0.942554555018044	0.886772630582586	0.989519031928077	0.117002228800831	0.988614656070471	0.982661280271337	0.510224930693713	0.395157636927503	0.327446252317243	0.983442200182367	0.989925598882443	0.318820739217741	0.979473748193453	0.554417164901595	0.579471826459471	0.919368499782247	0.32891138463209
TFRC	0.919639560081814	0.969663323144917	0.938903410094771	0.964968706420538	0.871338154251637	0.942249841746187	0.962718329076847	0.988143111033384	0.888822725376583	0.873218276744782	0.985496955059743	0.95150043919966	0.937355860744005	0.780301849490687	0.0315454732474964	0.939061194438531	0.949530125937126	0.540419294060752	0.945476877083356	0.881879856657798	0.963493337142052	0.933622029476082	0.534530869495966	0.925039883242094	0.824343356484523	0.413904939265561	0.967171170622383	0.746744379539161	0.979316335370344	0.991211071533981	0.953227123749875	0.995420202657951	0.995956779841055	0.940999705280574	1	0.960433342996067	0.911602339707935	0.985101581440835	0.992644594714571	0.580454175864016	0.588072318036436	0.846058421751713	0.976053435986882	0.97805794602527	0.903361329425281	0.226774866789174	0.942931742485135	0.974260500552936	0.75181968767111	0.668033591317631	0.594487513757445	0.947904640317338	0.954515149993333	0.601043851477303	0.961316874134585	0.792561381194529	0.809930598620069	0.983109605770013	0.621349106925881
MTTP	0.981124130621102	0.996263683881627	0.990941292210595	0.998946433560782	0.826706652251676	0.986797007779293	0.987277745341404	0.959047313753537	0.960363584828612	0.958209386861873	0.987309449611867	0.983379210927258	0.975959223231012	0.899207641243765	0.0435196777156172	0.988042234775149	0.964971116501113	0.59956565217856	0.984908587660499	0.947316457935333	0.997590274647501	0.986068472170027	0.311244529259278	0.851325192181274	0.90984382016202	0.444822503906616	0.982924879485659	0.793274876774375	0.971223172143031	0.986586309640942	0.991812758518826	0.95191061556479	0.944124295298911	0.984058400294479	0.960433342996067	1	0.975790961358997	0.981581746986925	0.954904106373165	0.389170034968058	0.395080646230932	0.679094513516032	0.948147045485521	0.91628485085827	0.955649700018095	0.159907214488506	0.990215203194758	0.98832643778592	0.557906828034714	0.4508408921675	0.406717542460259	0.991318850932032	0.997152797723666	0.368717266522325	0.995459532980499	0.608774281033247	0.635438475737448	0.929521489819498	0.398140652786789
MCFD2	0.989636472801728	0.968585556357818	0.990063452940276	0.97691384781135	0.745708176841167	0.981800734542144	0.966648018341962	0.890258507758899	0.981082845434155	0.992593127878785	0.936126596115738	0.972530758465768	0.973245928048715	0.953470565861917	0.082162249892449	0.992075585755843	0.935106028712453	0.657039324293586	0.974952134243667	0.986162789849659	0.983605618377817	0.989669311451954	0.221737801788516	0.756738587242488	0.938201329404075	0.486788613474674	0.974764969562323	0.7623649355879	0.950485001070287	0.947776678420127	0.990035569881532	0.892146060481494	0.886291062575475	0.96706260612796	0.911602339707935	0.975790961358997	1	0.959775563000047	0.917639511506423	0.298574830365119	0.295706576315985	0.569467264219357	0.882070570528991	0.884967099666797	0.936783369906268	0.139660883480905	0.990777031955111	0.974870925306077	0.460815431362425	0.35567229162196	0.309466314076798	0.991673036368774	0.985115959945608	0.269017592105255	0.985746127663476	0.515347375046611	0.56070402811851	0.854591505940217	0.300517082258314
ITGB1	0.95365298279352	0.982351257093438	0.971000858454078	0.984600048211461	0.862501169948477	0.965757360111181	0.977481972183291	0.969755150426555	0.927763042331206	0.926574873904853	0.984957816627035	0.968484018605297	0.97099339640727	0.845005706664894	0.0839640718076632	0.978977239578188	0.970101083498606	0.611634128340453	0.967359766731667	0.938624189723162	0.989035582584761	0.968000148319361	0.455208251215148	0.865414355706998	0.864414707584136	0.483987040708456	0.989334367622026	0.734373001275642	0.987768606746249	0.990755198668499	0.9797285741157	0.9713617070993	0.977347973911205	0.958092546499877	0.985101581440835	0.981581746986925	0.959775563000047	1	0.990783151942155	0.510379445880344	0.522313786762199	0.773016124323279	0.944474029360837	0.967532218189148	0.914683903303291	0.24862097279164	0.972323127320639	0.99163491731271	0.67823323547517	0.588137359198624	0.530990746543587	0.976957213627825	0.980413052603341	0.499797124363464	0.988853718624833	0.718373635318219	0.747911130048607	0.955562969092116	0.53897941721019
TNFRSF1A	0.912230286943309	0.959915906840006	0.936573079494747	0.960046839073545	0.887695158713002	0.932901711002231	0.954354135763745	0.97545854241999	0.879812105940006	0.873935626373237	0.976422702406726	0.942163467668035	0.946115131383393	0.776786163446322	0.106398958809013	0.947578900267196	0.962620531381088	0.589897245309797	0.939449532451926	0.896333840708275	0.963413034842278	0.930595080386063	0.560829058387113	0.887806204510064	0.810339941436419	0.482293359868297	0.971273846892718	0.699944711090684	0.982987382384515	0.982079740918888	0.94937867188976	0.980382303429263	0.991211335694302	0.927959560176703	0.992644594714571	0.954904106373165	0.917639511506423	0.990783151942155	1	0.612531072517	0.605552279936503	0.847495748728339	0.945191995060874	0.986682294388009	0.877888516452823	0.293118695211516	0.93771782285689	0.974601020931143	0.762023731231575	0.686170826418062	0.610159225305874	0.944461900244915	0.950983540181657	0.607966490989719	0.963658503068809	0.800651603114134	0.825541300296958	0.974040971280331	0.63876191480753
PLXNB2	0.270280409329316	0.397244117933229	0.33392884623362	0.40161009445834	0.676561504140453	0.319457769493322	0.38009906007556	0.554379653952711	0.205965019794119	0.203731292328784	0.489253781313272	0.356667770660921	0.415548009520061	0.0489931455780432	0.384248389802563	0.387317080600356	0.545392370678797	0.318908182789353	0.362060363345546	0.301298560274894	0.403197041307451	0.311073861697065	0.925176741599915	0.517742259237551	0.099303287154779	0.419724617478977	0.454915002223485	0.0709740394241038	0.531167313216031	0.487605682256823	0.35852536656224	0.565133924365156	0.617851468633522	0.325292688922561	0.580454175864016	0.389170034968058	0.298574830365119	0.510379445880344	0.612531072517	1	0.841964504194966	0.868915449588695	0.47151403721517	0.667818298356603	0.234663557327959	0.526732327000729	0.323667304749116	0.450067681749814	0.883575885239637	0.926178613458723	0.801029977763471	0.34972031775819	0.369665649848602	0.930007365510557	0.412203035469198	0.909056856104495	0.90997144275901	0.626158430708623	0.918185916488688
TREM2	0.267141346733418	0.411320837173958	0.316841290133913	0.396545114978224	0.598245659777462	0.313426149292149	0.397863325870026	0.587761041865162	0.207581894513757	0.189224956537289	0.511518474236973	0.348788422210145	0.353784116087155	0.0193345532183828	-0.00810672299570117	0.366532754621372	0.460700285073635	0.0504252122177431	0.320848212710318	0.249129846289943	0.408408802026133	0.318029955902343	0.808360856690028	0.585028005724612	0.0877772007193938	0.15498143093429	0.422816519283712	0.0868890186036177	0.479976813565906	0.508478602618686	0.35900985495373	0.594638924141093	0.649403240309936	0.318874729298292	0.588072318036436	0.395080646230932	0.295706576315985	0.522313786762199	0.605552279936503	0.841964504194966	1	0.863315264750661	0.498347152257566	0.614325183862989	0.247627095139222	0.330930773494527	0.332835952972191	0.430350758851307	0.946344673754124	0.89396638226021	0.988336749640616	0.346935603864764	0.361430503176124	0.856838119856341	0.400781184610926	0.857288361093685	0.836317534634413	0.619134665993742	0.933638923065967
ABCA1	0.57260480737228	0.699336977392631	0.620649001191678	0.687880867025321	0.835954715780303	0.625444779616275	0.688197370602012	0.836994832337478	0.516374375044945	0.488137528927119	0.77728233059809	0.656724535659418	0.659464098131352	0.337013725965401	0.0899907502516189	0.640201162593479	0.743589194113732	0.330153667135263	0.64677175900547	0.541233141050244	0.68531450726351	0.610889870910616	0.864826278302419	0.834396358323885	0.42536419792962	0.331004382453518	0.713464492314649	0.433613854944725	0.769550122357666	0.776090655507416	0.649381012995422	0.848775882565005	0.875633991748577	0.6341147270859	0.846058421751713	0.679094513516032	0.569467264219357	0.773016124323279	0.847495748728339	0.868915449588695	0.863315264750661	1	0.793148967717008	0.86713408096868	0.572381457032118	0.394955914599963	0.623506953786553	0.719523879741992	0.967088509220987	0.947424445093746	0.854861023522558	0.63808172644707	0.657724590661809	0.908315330804161	0.682318179402347	0.976570215780959	0.96612565469176	0.87943836790164	0.925452157492863
ITGA6	0.912953821888597	0.961715397122566	0.922758705782105	0.950121457841215	0.814418328343157	0.93727919845264	0.952306157722781	0.975159684534889	0.886603392012523	0.857650040045027	0.973006155033914	0.943107488172578	0.90011464352745	0.781625333359851	-0.0963761257560719	0.902342610042418	0.901908706989569	0.447121104406883	0.935101071027841	0.840279596561752	0.939816974646859	0.915660614270407	0.437901948266527	0.954899556296182	0.83919871511183	0.289340019329957	0.934121450440315	0.817549302063139	0.941172217037952	0.977148867212746	0.936400536225239	0.984208711034555	0.964917521827713	0.942554555018044	0.976053435986882	0.948147045485521	0.882070570528991	0.944474029360837	0.945191995060874	0.47151403721517	0.498347152257566	0.793148967717008	1	0.923914321580211	0.92776220154084	0.101067194012123	0.931065671780173	0.945888747377706	0.676409660019845	0.58380542625769	0.510459028288547	0.931774775434011	0.938515611647065	0.53811049593458	0.933655259263919	0.728377539419769	0.732106224839782	0.959669126020638	0.536839929091755
LPP	0.874434406776697	0.921173532762688	0.903023525093923	0.925563386467338	0.887331470948906	0.898478284751527	0.915132612102748	0.94126728442666	0.838911887067449	0.838511080446027	0.940825219620038	0.905878577827415	0.926778370047042	0.734435876358869	0.181046531123234	0.918514362860595	0.946545721867431	0.624210022708451	0.913822051961354	0.883194083357833	0.929069256285944	0.891981296948368	0.640465576146671	0.85876517176869	0.764954216825992	0.529580567132787	0.958264578025038	0.643362713854714	0.972506341269511	0.955580768865716	0.918289556715187	0.958302070011989	0.972520672058089	0.886772630582586	0.97805794602527	0.91628485085827	0.884967099666797	0.967532218189148	0.986682294388009	0.667818298356603	0.614325183862989	0.86713408096868	0.923914321580211	1	0.828143158725149	0.357812175979208	0.90222454921776	0.951545426332318	0.778637505323291	0.740948901934581	0.608449038709192	0.91553572770215	0.915635770010607	0.676515617071751	0.934184299195065	0.849436908376086	0.876346057396771	0.953702455316359	0.68999538594722
ADCYAP1R1	0.976127186901954	0.970015808812323	0.966037390180125	0.959630405260551	0.715527890959674	0.980802604223681	0.97735549569428	0.915141963173891	0.977507912366213	0.946187490127185	0.936603945542026	0.982972428328241	0.92759712308139	0.928560258392287	-0.0862599633532	0.928031954181987	0.88234895729138	0.538796459841141	0.968489124309536	0.893685612380545	0.949639931196979	0.962117144791416	0.172509255512582	0.87102737632302	0.970553467331067	0.315016765368288	0.923664032675041	0.931236230559097	0.922153119011541	0.933849619573064	0.96343996136063	0.907035992420956	0.876132901573391	0.989519031928077	0.903361329425281	0.955649700018095	0.936783369906268	0.914683903303291	0.877888516452823	0.234663557327959	0.247627095139222	0.572381457032118	0.92776220154084	0.828143158725149	1	0.0140750933219172	0.967622366280205	0.949771327181123	0.448177427394137	0.316264175368958	0.261916411984018	0.95644789165022	0.963941513345926	0.247419951298694	0.944306624129082	0.47971861195417	0.500439937046147	0.885971664025157	0.248719679812905
ERBB3	0.0861785945440373	0.138450844637841	0.168728207247081	0.179658074621524	0.627275016781183	0.126517963883827	0.150699193127058	0.195292154423599	0.0424071870621463	0.0843662089335629	0.195831852410092	0.116829444584468	0.321273413922046	0.00160762546072314	0.833477609176223	0.219621964799862	0.388019941411426	0.701549327231855	0.211987627885097	0.245846967730067	0.180450638037857	0.0998299804673038	0.656003491484719	0.0758674625975932	0.00209413380526754	0.863189293008669	0.273340107076136	-0.0977551628815138	0.307971148465609	0.167077881125109	0.141447906051367	0.156754100402015	0.229656047059587	0.117002228800831	0.226774866789174	0.159907214488506	0.139660883480905	0.24862097279164	0.293118695211516	0.526732327000729	0.330930773494527	0.394955914599963	0.101067194012123	0.357812175979208	0.0140750933219172	1	0.110469922094052	0.225837082260681	0.338054444287878	0.498589223427253	0.231717061350066	0.154567716727761	0.162513627340857	0.411389845882082	0.203949114391681	0.464718675566024	0.452850037736264	0.287580576172261	0.440344499464758
CANX	0.996570759916768	0.990356810640446	0.996691671948085	0.99177802002636	0.76815037791705	0.996321332628671	0.988402947239652	0.930426267846475	0.986558437172689	0.983602576899086	0.964580520915335	0.991573609136119	0.973792953020472	0.940904415856451	0.0155003331472616	0.987866724774989	0.940422262475181	0.608784821263257	0.98851186509965	0.966563520713801	0.993235881209898	0.995369790632778	0.255454998887513	0.831934423100622	0.948487999951096	0.426005939065809	0.981102772647697	0.818562954486304	0.964891154349338	0.973087631082618	0.998755856884275	0.932098392413525	0.919996325751198	0.988614656070471	0.942931742485135	0.990215203194758	0.990777031955111	0.972323127320639	0.93771782285689	0.323667304749116	0.332835952972191	0.623506953786553	0.931065671780173	0.90222454921776	0.967622366280205	0.110469922094052	1	0.987850847930321	0.508869406654468	0.398950011099235	0.348229588188863	0.997030336590606	0.996121625455966	0.318045511094012	0.992415084320205	0.558385617118253	0.59409973744107	0.898384535436523	0.342344977259089
APLP2	0.978421317099092	0.99135706172176	0.989996254605527	0.993676737108646	0.84395035495427	0.988155404796184	0.99101724059071	0.959401752499924	0.960396538090737	0.955018109573639	0.980648837612754	0.988880014740857	0.986671058117903	0.89304817005212	0.0977838555628174	0.986644957024359	0.971459333980552	0.652086199199118	0.990653049670437	0.957436599877116	0.993971023767362	0.981937407596091	0.394350436390802	0.863443587226191	0.91402313760778	0.49543785850521	0.99451411584305	0.795063455654189	0.993421205339424	0.985873972814829	0.993256074935088	0.95956243632807	0.956655987752648	0.982661280271337	0.974260500552936	0.98832643778592	0.974870925306077	0.99163491731271	0.974601020931143	0.450067681749814	0.430350758851307	0.719523879741992	0.945888747377706	0.951545426332318	0.949771327181123	0.225837082260681	0.987850847930321	1	0.608782281209523	0.519123518483218	0.433984018307728	0.990451446037449	0.992946311657471	0.437365002559896	0.99519850067093	0.66354165358493	0.694399317785199	0.945657527278135	0.458259546500279
GPNMB	0.45233532190124	0.58428314694101	0.496256059232314	0.566584803346112	0.716011186748544	0.502505350107957	0.578688697034346	0.741608038857451	0.399564882639701	0.368248031443904	0.667236306940242	0.542513219962753	0.529827917410746	0.210577920564797	0.0166839314899888	0.525175296693004	0.618303696640309	0.196336183491153	0.513068174174684	0.419089177906243	0.57226277388874	0.496635762582416	0.865614028461039	0.752556051810836	0.300756803730293	0.22811100046951	0.595206040270084	0.310770772599218	0.659379913982268	0.670487395513069	0.535657185326314	0.758233110645177	0.796201159757982	0.510224930693713	0.75181968767111	0.557906828034714	0.460815431362425	0.67823323547517	0.762023731231575	0.883575885239637	0.946344673754124	0.967088509220987	0.676409660019845	0.778637505323291	0.448177427394137	0.338054444287878	0.508869406654468	0.608782281209523	1	0.958089527445545	0.942504672222237	0.52046913100121	0.536493655706034	0.923969255659246	0.567187271236575	0.950327754362847	0.940729441149815	0.783612175488704	0.960291477881759
PLXDC2	0.3390850257562	0.471416677328349	0.396008749034422	0.464601107654826	0.711278062957038	0.396357073467591	0.464282557908317	0.633737526069735	0.27941665685208	0.262251419731944	0.562346506192392	0.429590379099382	0.46146523100039	0.0995010583280436	0.187222211805485	0.432701737996807	0.560089051745077	0.262577462279719	0.427837746860046	0.35539268606722	0.468904148528032	0.383557716921424	0.965068272813067	0.646758022136159	0.182943510286375	0.33287128201691	0.526269200265545	0.178985826433521	0.589765298275813	0.571807331323612	0.431365238997241	0.659611539676642	0.705528847671051	0.395157636927503	0.668033591317631	0.4508408921675	0.35567229162196	0.588137359198624	0.686170826418062	0.926178613458723	0.89396638226021	0.947424445093746	0.58380542625769	0.740948901934581	0.316264175368958	0.498589223427253	0.398950011099235	0.519123518483218	0.958089527445545	1	0.873557629413111	0.420642322501414	0.432804834376826	0.975754907450377	0.472282042995514	0.973450238959142	0.96382459864077	0.701023280979898	0.990099257126514
HLA-DPB1	0.281963017036787	0.424057829836834	0.324191362705549	0.404843979825137	0.556222881742339	0.323482564545451	0.408007359698784	0.596265991935323	0.224843704654767	0.205037272358508	0.519989708874827	0.361124622025495	0.344149395458325	0.0363601186542039	-0.110616911914072	0.372969293342448	0.445074013052554	-0.0221362241854941	0.319298485407603	0.250554328159002	0.420140369825262	0.340603482873454	0.76071211806429	0.594068637710717	0.104808295636618	0.0668430957374556	0.422576386362159	0.0976845510283648	0.472151356788073	0.52167739581864	0.371200859428254	0.609084415353458	0.658760944846784	0.327446252317243	0.594487513757445	0.406717542460259	0.309466314076798	0.530990746543587	0.610159225305874	0.801029977763471	0.988336749640616	0.854861023522558	0.510459028288547	0.608449038709192	0.261916411984018	0.231717061350066	0.348229588188863	0.433984018307728	0.942504672222237	0.873557629413111	1	0.356917484394562	0.372339022719713	0.832092439046018	0.40893642650657	0.833411267525365	0.819196803134564	0.615875270682798	0.918823526612909
SMAP1	0.992328254400191	0.988543824673178	0.996477905639749	0.993218865510534	0.790931263195578	0.993125416063766	0.984754134486089	0.931502800315841	0.978412092949026	0.980176459776415	0.967077931618745	0.986280857142422	0.981110573750629	0.931019028106	0.0594763200224586	0.992356180211453	0.953186419973583	0.635725964434354	0.99013543647638	0.973409863017602	0.9946094001176	0.992271958175041	0.287086283840884	0.821338695415833	0.933622744258149	0.467535727580125	0.988834309060814	0.794358362088336	0.9720856478058	0.975577534376785	0.998346142543623	0.933356031134747	0.924412714792892	0.983442200182367	0.947904640317338	0.991318850932032	0.991673036368774	0.976957213627825	0.944461900244915	0.34972031775819	0.346935603864764	0.63808172644707	0.931774775434011	0.91553572770215	0.95644789165022	0.154567716727761	0.997030336590606	0.990451446037449	0.52046913100121	0.420642322501414	0.356917484394562	1	0.996351582620109	0.341626966868457	0.995346568389074	0.582098933758563	0.616456023386796	0.902579368582639	0.364072622247501
PTPRA	0.990919865468119	0.995488590541414	0.9975840394486	0.99856506497703	0.812530838835062	0.994463664245733	0.991108140301916	0.947775533076869	0.975311293009177	0.972619608313497	0.978328482988574	0.991156245834087	0.983328575199801	0.921592442918392	0.0598292366202277	0.99185153983904	0.962550850882935	0.629425725727625	0.992347576299335	0.961680525007247	0.998043512739533	0.99339621886563	0.298447470574997	0.840492675736659	0.931815434576784	0.461998005043803	0.986871943751448	0.80855826200464	0.975605418008336	0.980651843336524	0.99741111221435	0.94314346761921	0.934248267316467	0.989925598882443	0.954515149993333	0.997152797723666	0.985115959945608	0.980413052603341	0.950983540181657	0.369665649848602	0.361430503176124	0.657724590661809	0.938515611647065	0.915635770010607	0.963941513345926	0.162513627340857	0.996121625455966	0.992946311657471	0.536493655706034	0.432804834376826	0.372339022719713	0.996351582620109	1	0.348791056500307	0.997387111370679	0.590072718442678	0.621928897894465	0.921221735401151	0.37393331084687
PTPRC	0.258951588061696	0.392093754113554	0.311229610717797	0.382725650991019	0.616945994125316	0.317419726248931	0.380714955762024	0.560742893586364	0.199346611631173	0.178324520825671	0.484580916546172	0.352532957974011	0.369618959383381	0.022578087707337	0.158444469281048	0.342643447861612	0.476019510107751	0.172875390559858	0.349306154574521	0.26528918417007	0.382013933008257	0.293336043633884	0.947325762081164	0.606142577373767	0.106714925381675	0.245003115752346	0.443561628143352	0.133805929424709	0.512770537824824	0.500127431389791	0.350908098488841	0.598249691900364	0.634792332113023	0.318820739217741	0.601043851477303	0.368717266522325	0.269017592105255	0.499797124363464	0.607966490989719	0.930007365510557	0.856838119856341	0.908315330804161	0.53811049593458	0.676515617071751	0.247419951298694	0.411389845882082	0.318045511094012	0.437365002559896	0.923969255659246	0.975754907450377	0.832092439046018	0.341626966868457	0.348791056500307	1	0.386653064963825	0.95582073921646	0.940883611073819	0.629171822135614	0.972918891818637
PILRB	0.983140479940831	0.991344808835169	0.99406273319219	0.997027811263371	0.830341789422072	0.987427579258375	0.985707678310999	0.948422764463494	0.963654346023322	0.966909315883512	0.978960356171253	0.983601093823207	0.986841914279296	0.906908082364335	0.095264926225654	0.996175806393337	0.972349347244091	0.645090426890747	0.988015598869087	0.967867479335577	0.999063835413919	0.988669484624655	0.341503487712698	0.831540606503926	0.911751509677454	0.494390589494889	0.993703051415308	0.771444592003186	0.982005711160079	0.983356328680937	0.995679793770253	0.945875690472084	0.943487913145725	0.979473748193453	0.961316874134585	0.995459532980499	0.985746127663476	0.988853718624833	0.963658503068809	0.412203035469198	0.400781184610926	0.682318179402347	0.933655259263919	0.934184299195065	0.944306624129082	0.203949114391681	0.992415084320205	0.99519850067093	0.567187271236575	0.472282042995514	0.40893642650657	0.995346568389074	0.997387111370679	0.386653064963825	1	0.624547726135749	0.658263785840438	0.924618889457073	0.416377770230355
SORL1	0.503749120199454	0.623864735769094	0.556326990962599	0.620319712474675	0.800081019816764	0.556276009857794	0.611483983776448	0.757734175645076	0.443816195284383	0.430113905410722	0.70404016853848	0.581307678655623	0.610815439709638	0.274821481393539	0.190351221237342	0.586729351536878	0.700757708205651	0.357219659933966	0.587952149687223	0.51226198790207	0.620061320208916	0.537055080232808	0.918589573967854	0.752137115837428	0.345308033549943	0.389822063115035	0.67315314276186	0.324199715891632	0.725018271828878	0.713895664951477	0.588020531752535	0.782579031910986	0.817401315513544	0.554417164901595	0.792561381194529	0.608774281033247	0.515347375046611	0.718373635318219	0.800651603114134	0.909056856104495	0.857288361093685	0.976570215780959	0.728377539419769	0.849436908376086	0.47971861195417	0.464718675566024	0.558385617118253	0.66354165358493	0.950327754362847	0.973450238959142	0.833411267525365	0.582098933758563	0.590072718442678	0.95582073921646	0.624547726135749	1	0.99248082591513	0.810487663315854	0.954576579182923
