""	CD2	GPR171	PTGER2	CD44	CXCR4	CD3G	CD3D	CD69	PTPRC	CLEC2D	ITGA4	RPSA	PDCD1	SORL1	CD8A	CD74	TNFRSF14	CD8B	CD247	S1PR4	ITGB2	NCR3	CD6	KLRC1	KLRD1	VSIR	NCL	TNFRSF1B	SLC16A7	ACTR2	DPP4	CXCR3	CD63	HAVCR2	TRADD	FGFR1	CD47	ITGB1	PTPRA	CD46	S1PR1	TNFRSF25	LAMP1	KLRF1	CAV1	TSPAN14	LY96	PDGFRA	APLP2	MCFD2	STX4	RACK1	PTPRZ1	CD81	RHBDF2	TREM2	CANX	RAMP1	PTGER4	SMAP1	HLA.DPB1	TNFRSF1A
VSIR	0.670341460788004	0.634995696681084	0.616541553652216	0.68040305422007	0.693282272280701	0.588760143802284	0.529984435299191	0.522229303937642	0.743427254872288	0.241493938595934	0.603478169904788	0.358932174415739	0.701022640294307	0.653640932751546	0.439590542334726	0.905676556457355	0.625991322668372	0.496711164954592	0.688990905589935	0.54729819016024	0.935369729466508	0.571962127281159	0.501553764649234	0.311517752179578	0.589178485602903	1	-0.323223824448818	0.60483005673067	0.394201610800171	0.454110744944662	0.573384039110115	0.437663590838195	-0.274996734276241	0.586531482673609	0.499322620330651	-0.420894830079037	-0.427818650533224	-0.138899837191507	-0.252768907432337	-0.130830082218463	0.536188712049265	0.459346842771018	-0.14893507105484	0.426509669161966	-0.548833552186342	0.798086916117901	0.821849252651175	-0.537276593858794	-0.366953768010884	-0.308419379724263	-0.0990260469750029	-0.139122415746628	-0.581544189722016	-0.261961343081463	0.855718357297196	0.681103170267745	-0.449850105752444	-0.524790285800242	0.517475820579349	-0.361809835061061	0.899103018110155	-0.262978461992473
NCL	-0.411678736870606	-0.445730072108124	-0.305640614706028	-0.425032494054951	-0.431406464818338	-0.381933126361534	-0.529332525073153	-0.534656032034413	-0.489964990114491	-0.405114828633306	-0.55819349444045	0.315305694877841	-0.349911241639638	0.13117495282355	-0.22363374847031	-0.211002585658259	-0.347081125716272	-0.283030013288909	-0.0901762946162054	-0.540703225576053	-0.401533932563946	0.022431190118349	-0.445157233699343	0.571928251468257	0.087249339798363	-0.323223824448818	1	-0.489695892771002	0.0175282096725214	0.583277063980036	-0.348515793987417	-0.391444612179134	0.914993585595818	0.155054852606892	-0.382160430874314	0.710606044200039	0.955332983153621	0.940546312657179	0.797943080922225	0.583390575907697	-0.504294598725762	-0.368349481283389	0.846755826838011	0.414513330158587	0.904268572292754	-0.109326610040309	-0.0193134404426666	0.928848585075569	0.779811997187824	0.853610800239121	0.781254356812169	0.82623606568861	0.835021177870704	0.822389435617767	-0.353082542424489	-0.0877712610540307	0.828275364132632	0.87073530951737	-0.553969618009724	0.958162375298723	-0.0992578141179058	0.844153945794729
TNFRSF1B	0.437540647402748	0.371034606109875	0.348342737196717	0.524033200153408	0.464512006112405	0.448458477934809	0.484188613265187	0.443136020288775	0.578467513464642	0.264607102182612	0.438356913728365	0.0489440443953733	0.397636631938296	0.35736083609005	0.310128221953897	0.573955741810529	0.444251302986315	0.429294876566475	0.297807097330737	0.578352835075664	0.634321623828802	0.202945710056412	0.385933455805313	-0.191994195342044	0.163194402847125	0.60483005673067	-0.489695892771002	1	0.321129283365435	-0.0732086363112706	0.433935699828786	0.486661654713615	-0.361017471550747	0.391274290654618	0.463111900382212	-0.399926882218423	-0.565314145113065	-0.323044006770325	-0.501756352087719	-0.401008658141945	0.370986361810571	0.359133545173956	-0.194668653059917	0.0611986443590491	-0.570751580066439	0.332623703770741	0.436001482553798	-0.585425619162562	-0.37120768991584	-0.424161556993468	-0.243734716222361	-0.322439299246085	-0.614365833202568	-0.335389668715226	0.710037825903642	0.516204297191553	-0.45367081365965	-0.590587391697859	0.517059583491205	-0.478355938879529	0.499104126794596	-0.365356181845799
SLC16A7	0.679920619920199	0.683115172989709	0.701641849343598	0.716510417963627	0.67739804409439	0.750775940863793	0.676418475844523	0.647169936815863	0.638471984611911	0.420503468878589	0.410419326100574	0.696759383919018	0.562358371656254	0.23991771762974	0.398114380217764	0.114713424888877	0.795454234625188	0.408184063193802	0.704379488458869	0.607718093126424	0.236402497679066	0.397724135803552	0.723907194300525	0.28304648070875	0.331779561226927	0.394201610800171	0.0175282096725214	0.321129283365435	1	0.0920113039990811	0.700424366125098	0.634324673636341	-0.204443779267682	-0.205316404564275	0.734906133535122	0.023384621317597	-0.00117164605001452	0.100344954936388	0.23347831531741	0.221668007520768	0.528140991930906	0.74175124267854	-0.160492519589524	0.0961768343351557	-0.202574265032485	0.356747675214883	0.244413804071775	-0.203660826995792	-0.362177740099798	-0.141356595254523	0.0711986729510163	0.235573160098544	-0.257269027005474	-0.336891985842051	0.230078478249672	-0.195500370039708	-0.179522422041966	-0.206529848817232	0.59417637131016	0.0505926661287919	0.320565469188502	-0.232846205227114
ACTR2	0.0864419491977799	0.0510928634160227	0.0685206278108592	0.0294427247898343	0.0769512286287194	-0.0424172145103832	-0.154017382178287	-0.144155996074259	0.0865136514890551	-0.210809309008392	0.0198050940446598	0.496865627812532	0.130367475852141	0.504978159983312	0.0595362461971146	0.560298564394754	0.0282649134274713	0.0533042916499532	0.328171825512124	-0.155027839926259	0.448855226638127	0.471556762953439	-0.107084167484973	0.76493555027431	0.507532982478202	0.454110744944662	0.583277063980036	-0.0732086363112706	0.0920113039990811	1	0.0690481578984655	-0.190360405508793	0.602315433255241	0.671676340593841	-0.0801674448036241	0.130564301549978	0.486762708552335	0.654460694042983	0.363382663819636	0.340870641461052	-0.0585424815351569	-0.0805344614377529	0.608434022684212	0.791224453719934	0.351863547912688	0.526498990233149	0.633032376918068	0.396371500883603	0.391965164152228	0.53386703346766	0.494034164614656	0.546402124923006	0.274518390926543	0.533301388950882	0.344434625713315	0.509117724960383	0.338226497921694	0.346193462119496	-0.162248031364089	0.491744501758804	0.578391527249106	0.517398498682368
DPP4	0.82860898427141	0.80729016719297	0.699635614243919	0.846215540217339	0.738121939991358	0.833933413618411	0.807261091266398	0.830486483837166	0.82557794805407	0.352453201617	0.671311251764197	0.656843898651779	0.689545964676889	0.00786315719748209	0.244427179030783	0.300657663913071	0.776588395035956	0.353010077237414	0.701229062941491	0.780141058700283	0.555330795194258	0.313818629195541	0.955599772647239	0.180490194210111	0.296255509702228	0.573384039110115	-0.348515793987417	0.433935699828786	0.700424366125098	0.0690481578984655	1	0.598869265333472	-0.492906389662228	-0.120585268420703	0.883869377765444	-0.384711515985096	-0.361554218945045	-0.24194069919715	-0.29209284271815	-0.123291991740687	0.788617726068469	0.749690133297581	-0.491855413160571	0.213158720730463	-0.585551432236771	0.433953122483319	0.338442211295704	-0.521895327317138	-0.658776729713277	-0.536775904500509	-0.306087836231181	-0.17538761225535	-0.575500482522501	-0.554865987498023	0.510951764809089	0.00450215595041814	-0.577481097922176	-0.541685900444883	0.722317482842464	-0.373099849345936	0.306694854728989	-0.578092062157643
CXCR3	0.831447206537627	0.657900812600658	0.838317570449002	0.829493697391185	0.747751363248349	0.875545661856189	0.824874979064622	0.715024817529537	0.804925423371513	0.580482221181777	0.662437263289303	0.239455752395931	0.849461426506476	0.155191818278907	0.762556891462333	0.126581557382252	0.693319500252797	0.793210727816161	0.747768009228008	0.898027220113764	0.325759993091407	0.288742509288667	0.644576788150401	0.129024215584146	0.500750089749069	0.437663590838195	-0.391444612179134	0.486661654713615	0.634324673636341	-0.190360405508793	0.598869265333472	1	-0.606288269214314	-0.138502071616734	0.70081237180902	-0.291074803364306	-0.480048217895225	-0.36935643121186	-0.316800119564108	-0.395840566879467	0.606259915262705	0.631663420646292	-0.517207142751317	0.147432542788141	-0.574473432524505	0.54019529102085	0.00200108430184236	-0.567142515287735	-0.700768466823062	-0.627955573056129	-0.391894703694765	-0.324196743373472	-0.596770788483503	-0.646095314841557	0.210806001588941	-0.122243719107717	-0.622994515375713	-0.589257022651136	0.762610743614259	-0.388985422286417	0.242906372058037	-0.532042095647732
CD63	-0.621502862574142	-0.627428739158264	-0.556179400250756	-0.612058973496955	-0.611737243683803	-0.611375457217684	-0.735652427654459	-0.722914833901534	-0.630211199955864	-0.582272342334477	-0.689601011406652	0.116456252874257	-0.54345031413712	0.209305984687125	-0.407483839206104	-0.0449263011503429	-0.536016643975636	-0.432084056629436	-0.308596654789193	-0.719145003961978	-0.314058396386987	-0.078054764974603	-0.617914118860295	0.399466844188642	-0.0472089956528571	-0.274996734276241	0.914993585595818	-0.361017471550747	-0.204443779267682	0.602315433255241	-0.492906389662228	-0.606288269214314	1	0.377246907493351	-0.565125853021164	0.672916748981519	0.886154583094708	0.912871330987156	0.687590930818291	0.543810859553543	-0.676994459067157	-0.564257246191964	0.957490947821839	0.367650453753847	0.898792380926381	-0.210936404050882	0.142168632300664	0.902425627175923	0.91727441617835	0.902767740962699	0.813775826231779	0.773008081199902	0.82448766809218	0.945433462679333	-0.217221125476405	0.178242279398922	0.878630743671603	0.859710487686341	-0.717169962107758	0.881905779602855	-0.0222848116271244	0.931657076647061
HAVCR2	-0.0572656981847434	-0.168743614708892	-0.105075058436388	-0.0533882134200932	-0.0297171952858727	-0.124400225443671	-0.253146167340998	-0.295362758341438	0.068780695728302	-0.356620398306839	-0.0452390934150964	-0.0926644900813318	0.12096587799859	0.716797782139975	0.134730432528963	0.800177689838256	-0.14041884449475	0.210467502928565	0.173140243930249	-0.137617092626619	0.598824978607843	0.2370859648079	-0.300426496450075	0.29864759039267	0.463277431089929	0.586531482673609	0.155054852606892	0.391274290654618	-0.205316404564275	0.671676340593841	-0.120585268420703	-0.138502071616734	0.377246907493351	1	-0.279446530252937	-0.0127377727223034	0.0549913015119823	0.339346678225414	0.00525499877226462	-0.0821423760998991	-0.228844134808976	-0.336135929566088	0.503262004166119	0.578988566120851	0.0356853793791488	0.461591367673901	0.726440515255431	0.0787926869153276	0.349132627302891	0.234360159402769	0.353832069589692	0.0799757201868689	0.0337448881807269	0.448632304229053	0.569082759239338	0.935121647985065	0.119692306725262	0.0670914437886526	-0.234977127425688	0.0890711094345565	0.721780323481277	0.407749487412741
TRADD	0.822774847185213	0.865870492896348	0.781133669704588	0.866942469770667	0.780665181293137	0.820021459035616	0.880454436288127	0.923053680864012	0.803886532721611	0.588659114011114	0.737440119501796	0.667055068623069	0.657894523530757	-0.0858760562303226	0.28709584899889	0.205057562659899	0.818122944267799	0.348386346392281	0.60534855711334	0.842822055718437	0.463046699184539	0.372519365296748	0.92786784376435	0.0772952205704092	0.164090125064881	0.499322620330651	-0.382160430874314	0.463111900382212	0.734906133535122	-0.0801674448036241	0.883869377765444	0.70081237180902	-0.565125853021164	-0.279446530252937	1	-0.417367993655219	-0.395169952528672	-0.352964007231671	-0.323222170458963	-0.149919334049878	0.835349926743682	0.898203025022688	-0.537414996354269	0.0719269481881034	-0.565483722895382	0.390330431477575	0.194458605166619	-0.578858927981442	-0.732189965522655	-0.517749349920157	-0.464496522416806	-0.123549903214958	-0.648456225373662	-0.65267631224172	0.444905004619443	-0.13366956359222	-0.581910750933375	-0.600309329608667	0.839722218190828	-0.36757867501302	0.219779899461125	-0.659002635104227
FGFR1	-0.515594951480179	-0.582124636521793	-0.375043806302744	-0.476470839365216	-0.53795260236594	-0.339155767865068	-0.583410133850167	-0.629626810692291	-0.552544035014638	-0.58415071017818	-0.784370160588145	-0.080416393731782	-0.352460459040487	0.122263848952801	-0.281203752011626	-0.364523179120568	-0.419404240343092	-0.275927416471401	-0.15525551464144	-0.544326347803954	-0.591578150606132	-0.353163177120437	-0.414927602896503	0.135173337382973	-0.0391466695694201	-0.420894830079037	0.710606044200039	-0.399926882218423	0.023384621317597	0.130564301549978	-0.384711515985096	-0.291074803364306	0.672916748981519	-0.0127377727223034	-0.417367993655219	1	0.741958826505446	0.723354036671256	0.757775550965623	0.634444721127482	-0.690166521744309	-0.449322665695641	0.608897305131422	0.116207425196185	0.712135778382258	-0.434190127454254	-0.136372576257839	0.743633855972923	0.766910399607427	0.619770905381103	0.751325807773996	0.594749356330001	0.719344162487728	0.671328949324584	-0.50724877610018	-0.158028893807405	0.834252949208792	0.658617471532366	-0.675214728394022	0.739195705549933	-0.21994747198847	0.685987970084447
CD47	-0.510380977978243	-0.497404692230355	-0.415137969442439	-0.515581036187302	-0.533613825514834	-0.463367748550211	-0.600572448740367	-0.579321388459587	-0.58610674370318	-0.482196504537321	-0.63517393624013	0.28375506205416	-0.461948792174438	0.00849102376983572	-0.384494264561564	-0.293567988015106	-0.422824534630184	-0.422086150359124	-0.199464548424729	-0.628164630121263	-0.502794681733626	-0.107068059478402	-0.432489021256945	0.414631718108555	-0.0641355776947269	-0.427818650533224	0.955332983153621	-0.565314145113065	-0.00117164605001452	0.486762708552335	-0.361554218945045	-0.480048217895225	0.886154583094708	0.0549913015119823	-0.395169952528672	0.741958826505446	1	0.919256202053765	0.838482812605132	0.618180298610028	-0.553329070770455	-0.376073779595181	0.810766093675269	0.288185510191084	0.919388944330533	-0.289244427045709	-0.0598524915558487	0.953549973786479	0.789498522626346	0.86759692710866	0.732922273842338	0.819988709497216	0.891106299444699	0.831224814810247	-0.417196896362724	-0.143274040216193	0.8603001594494	0.917982215963633	-0.627831465202171	0.953566752138841	-0.205121261684808	0.824115499622581
ITGB1	-0.373360253965769	-0.426206846587151	-0.305047353534702	-0.36459726138481	-0.391673346202397	-0.320089703247346	-0.522362994686789	-0.533597135037832	-0.408117961432674	-0.516109916998752	-0.566330567804005	0.318426438201354	-0.278361365662064	0.301875006286187	-0.233855463702281	-0.0124808885959898	-0.290051389182035	-0.24145353625101	0.0074545524954191	-0.506399147282349	-0.250614378183468	0.0404496298776065	-0.378687719963657	0.53563236746029	0.155141031126005	-0.138899837191507	0.940546312657179	-0.323044006770325	0.100344954936388	0.654460694042983	-0.24194069919715	-0.36935643121186	0.912871330987156	0.339346678225414	-0.352964007231671	0.723354036671256	0.919256202053765	1	0.808515593577478	0.573234150078182	-0.502987568842143	-0.365077868053384	0.886164138894269	0.450058097125308	0.812275025428	-0.0627357561596045	0.208280667237213	0.872519721303102	0.796499600942739	0.827214776081285	0.857292677548545	0.791244894644286	0.79731266578488	0.859372015982237	-0.171928459949493	0.124949265793783	0.801041740732301	0.829743152676935	-0.557041581460503	0.910840895122682	0.0870924590584662	0.857453155281664
PTPRA	-0.34129323811809	-0.319042492881049	-0.167961290087941	-0.333445538205239	-0.293447002977413	-0.240339688530299	-0.434812547810089	-0.45271222931192	-0.420247892904848	-0.357513997924483	-0.560248957060377	0.242194637901248	-0.24676109118753	0.291516497102992	-0.14508478707352	-0.207710641033044	-0.154714285566521	-0.222030375994398	0.0235918540737388	-0.520137398040657	-0.426892973834137	-0.033252267056052	-0.307934691385374	0.34559016310393	0.0959712412329491	-0.252768907432337	0.797943080922225	-0.501756352087719	0.23347831531741	0.363382663819636	-0.29209284271815	-0.316800119564108	0.687590930818291	0.00525499877226462	-0.323222170458963	0.757775550965623	0.838482812605132	0.808515593577478	1	0.737831536168215	-0.443830907107665	-0.211210509304137	0.667411393389648	0.122271314492777	0.770398109747239	-0.185295517431047	0.0543265377971781	0.763499315852058	0.69599927861797	0.768247692352742	0.790438862603087	0.79076518356174	0.761974238975381	0.66251539016383	-0.375975491132201	-0.143718343699288	0.805898723769336	0.785309636183986	-0.517830584912806	0.865226366817956	0.0194587420592515	0.743850897842068
CD46	-0.254286976576173	-0.120420014493052	-0.127090501395168	-0.267878515359227	-0.207351996965156	-0.24275033038244	-0.320326614437464	-0.275159078969809	-0.355724735319756	-0.208705302029729	-0.421088362427164	0.357097285047603	-0.311668423406848	0.172587893943861	-0.351806601393705	-0.081949275957778	-0.0257606378823327	-0.411290605743826	-0.0762711613753681	-0.495598114314128	-0.244121078486917	0.0999772062694881	-0.106669499827764	0.351881855006474	-0.0712327476993858	-0.130830082218463	0.583390575907697	-0.401008658141945	0.221668007520768	0.340870641461052	-0.123291991740687	-0.395840566879467	0.543810859553543	-0.0821423760998991	-0.149919334049878	0.634444721127482	0.618180298610028	0.573234150078182	0.737831536168215	1	-0.236322726446892	0.0257105813837749	0.478862479150453	0.145378846965742	0.591306705700533	-0.17840419871225	0.166002799925647	0.514457848294624	0.581513538920153	0.667978390062068	0.605914221457118	0.763990143435918	0.460671119085362	0.484201005641312	-0.197092171379433	-0.126055685122905	0.74460560948317	0.477240136834318	-0.368025884089851	0.624518827322409	0.0547256738495899	0.492690019404422
S1PR1	0.866394681220211	0.923952138826692	0.801488714570871	0.842330889913305	0.863397125890819	0.77285762819374	0.919416477762539	0.95393216673008	0.810290949766264	0.779607110547211	0.911452393186395	0.566550955902434	0.669628258540766	-0.0602538333382651	0.414627353357459	0.295766637525373	0.859292553883152	0.40959391399977	0.572274978187108	0.802726895460963	0.567481002517195	0.578891239274412	0.834240735293998	0.1570902421644	0.22701319770427	0.536188712049265	-0.504294598725762	0.370986361810571	0.528140991930906	-0.0585424815351569	0.788617726068469	0.606259915262705	-0.676994459067157	-0.228844134808976	0.835349926743682	-0.690166521744309	-0.553329070770455	-0.502987568842143	-0.443830907107665	-0.236322726446892	1	0.876656919633247	-0.648821664290269	0.0150265748861682	-0.676123428685292	0.56309124446497	0.156493172235673	-0.672682192820067	-0.824882195355578	-0.581301630749986	-0.601057403193779	-0.323335910748785	-0.702547724627738	-0.728666384971151	0.49405440808847	-0.0934659873575743	-0.732928146003967	-0.650261968384507	0.909976679014201	-0.545237295671587	0.293835470445246	-0.745375119669574
TNFRSF25	0.795392314409668	0.90193649100156	0.789948069606755	0.784353886065782	0.798853258482305	0.737967813346654	0.86742282070214	0.910114299443839	0.717499904958888	0.777711205786403	0.778820743176456	0.671097057383525	0.574432558628458	-0.0595191621033159	0.327570494969714	0.180629717694894	0.853763780663927	0.303503753926656	0.53273092180289	0.72858130504889	0.411757122466648	0.58985611665858	0.842172859874019	0.14416707625743	0.102559262774447	0.459346842771018	-0.368349481283389	0.359133545173956	0.74175124267854	-0.0805344614377529	0.749690133297581	0.631663420646292	-0.564257246191964	-0.336135929566088	0.898203025022688	-0.449322665695641	-0.376073779595181	-0.365077868053384	-0.211210509304137	0.0257105813837749	0.876656919633247	1	-0.529641963289288	-0.0545751691558767	-0.511695653600458	0.42204911185279	0.138147588987718	-0.555871090404914	-0.700731026819745	-0.393305068147615	-0.469763262924696	-0.0685186158152429	-0.609736020172716	-0.657341589408064	0.405572828199981	-0.208706493527857	-0.514896732526916	-0.550572544120016	0.872322436328343	-0.341387657112583	0.233343323420679	-0.645562173591885
LAMP1	-0.570440360826994	-0.590586743501294	-0.484320389345702	-0.546224179929746	-0.540218187689638	-0.556601231190293	-0.69182422426323	-0.690996768839208	-0.54792307006307	-0.559491794381669	-0.644450888180242	0.0753096467940963	-0.457752942495435	0.359601927828924	-0.311019083441395	0.0958080413251805	-0.462687417850032	-0.317730063842494	-0.237985758966919	-0.647836578134819	-0.202711210431538	-0.0516330782952039	-0.617636186787763	0.368441402181839	0.0345634575978494	-0.14893507105484	0.846755826838011	-0.194668653059917	-0.160492519589524	0.608434022684212	-0.491855413160571	-0.517207142751317	0.957490947821839	0.503262004166119	-0.537414996354269	0.608897305131422	0.810766093675269	0.886164138894269	0.667411393389648	0.478862479150453	-0.648821664290269	-0.529641963289288	1	0.394206965375828	0.839761074177426	-0.116344813495398	0.251037140775342	0.824060206078552	0.899525045909151	0.878355990885672	0.784422117183799	0.747607193022033	0.762101865726065	0.933760126339081	-0.119885441205765	0.325552601006227	0.83313585116992	0.814767425921231	-0.675233868283792	0.831531758484439	0.128840006260302	0.943308679766135
KLRF1	0.279056354184452	0.103360020452633	0.257484426822076	0.226276172574489	0.165226401855539	0.184251132146483	0.0209732781108678	-0.0279929634829305	0.26847461434787	-0.205764051761012	0.127837328120662	0.376116320360042	0.38623499911463	0.41374760449728	0.263608902271964	0.462408945305809	0.0817697835862533	0.33892681125885	0.496471255795938	0.109263275295325	0.440290212829789	0.264142108905942	0.0327051941310098	0.737926724803209	0.696685741985564	0.426509669161966	0.414513330158587	0.0611986443590491	0.0961768343351557	0.791224453719934	0.213158720730463	0.147432542788141	0.367650453753847	0.578988566120851	0.0719269481881034	0.116207425196185	0.288185510191084	0.450058097125308	0.122271314492777	0.145378846965742	0.0150265748861682	-0.0545751691558767	0.394206965375828	1	0.186959635289525	0.584746612440749	0.482810866194713	0.200540131246904	0.191048046560133	0.209180578847948	0.299172874240321	0.360945440291878	0.0537262097974315	0.324406520291141	0.212783708597314	0.430392416647466	0.152083629953199	0.104030158256101	-0.0570321048923965	0.316101265613089	0.473529607681883	0.34241697213468
CAV1	-0.667006858014099	-0.65940696939095	-0.527596766843817	-0.661553233497438	-0.663360510357377	-0.634798225160072	-0.725336501445673	-0.71874658952284	-0.73958015223166	-0.478766083669339	-0.723015954522648	0.0657486039870977	-0.601502889875546	-0.0103405123365567	-0.402401440870654	-0.367760696265934	-0.551458456721529	-0.46656046505513	-0.401110665625717	-0.75192336162082	-0.600232756214827	-0.218386732006518	-0.640774806404184	0.293942718377341	-0.166616779119182	-0.548833552186342	0.904268572292754	-0.570751580066439	-0.202574265032485	0.351863547912688	-0.585551432236771	-0.574473432524505	0.898792380926381	0.0356853793791488	-0.565483722895382	0.712135778382258	0.919388944330533	0.812275025428	0.770398109747239	0.591306705700533	-0.676123428685292	-0.511695653600458	0.839761074177426	0.186959635289525	1	-0.379519710666014	-0.147064138803431	0.918558290748008	0.855367646282697	0.897561365117149	0.716851099485635	0.821882399330117	0.862405195494104	0.838689507877888	-0.531724321028298	-0.153281029997761	0.908292921915368	0.900609393437997	-0.722516430386298	0.926951490719683	-0.292108986896715	0.88912808772226
TSPAN14	0.744955958654739	0.622342093912577	0.72642640608833	0.672232810546104	0.728558698920467	0.609513461462474	0.571087922564508	0.508133901582248	0.720340426872097	0.428180674607045	0.694303675289882	0.407558786329085	0.763476424376024	0.551036284806273	0.714270556035805	0.667220271684046	0.621071677515598	0.687247515952471	0.774560276224266	0.5685110306681	0.754419467015466	0.723868231820062	0.366862326326296	0.656608002166222	0.787789751550242	0.798086916117901	-0.109326610040309	0.332623703770741	0.356747675214883	0.526498990233149	0.433953122483319	0.54019529102085	-0.210936404050882	0.461591367673901	0.390330431477575	-0.434190127454254	-0.289244427045709	-0.0627357561596045	-0.185295517431047	-0.17840419871225	0.56309124446497	0.42204911185279	-0.116344813495398	0.584746612440749	-0.379519710666014	1	0.522773978975674	-0.372246604831324	-0.396797370319719	-0.240710336098831	-0.10684994493474	-0.0798215649818585	-0.445771309675769	-0.263033052227756	0.563970572978563	0.404243912978706	-0.447653115286661	-0.370701063038308	0.562324973161705	-0.216341794156918	0.735752567913115	-0.188506148118821
LY96	0.274733179562082	0.288725749828354	0.236479134081199	0.332782673192874	0.333022654395942	0.212471736034348	0.107131117600055	0.121204168918563	0.375553657056129	-0.163117467034839	0.20117965437544	0.328921716648644	0.335059215599072	0.740577968690958	0.092052964185432	0.895698528140066	0.33427392466023	0.195307160486951	0.429353893563086	0.0957251292715316	0.777243642980192	0.367750065225515	0.21738191499387	0.267590914805478	0.467011072831878	0.821849252651175	-0.0193134404426666	0.436001482553798	0.244413804071775	0.633032376918068	0.338442211295704	0.00200108430184236	0.142168632300664	0.726440515255431	0.194458605166619	-0.136372576257839	-0.0598524915558487	0.208280667237213	0.0543265377971781	0.166002799925647	0.156493172235673	0.138147588987718	0.251037140775342	0.482810866194713	-0.147064138803431	0.522773978975674	1	-0.19990416707832	0.0645176026923168	0.0978555480746003	0.299068482557116	0.22084973047014	-0.249897091078457	0.15450271542927	0.730608202382381	0.801814588643813	-0.027244341531967	-0.167932450060146	0.0697353758411394	-0.0183492166877581	0.879677843444437	0.153324957823001
PDGFRA	-0.649788498847304	-0.661285231364399	-0.567710219592768	-0.671146675113986	-0.675384495489314	-0.598588319012699	-0.724662962884303	-0.712257399615876	-0.707989889657566	-0.549352621077461	-0.73716851498418	0.0733226825020663	-0.579261777121935	-0.0446654365365607	-0.422123008876974	-0.366122446832431	-0.586778330053309	-0.475138589149268	-0.348867866332472	-0.717145489322257	-0.585203617712764	-0.209892215127858	-0.595679691280174	0.337044983366556	-0.147647410072688	-0.537276593858794	0.928848585075569	-0.585425619162562	-0.203660826995792	0.396371500883603	-0.521895327317138	-0.567142515287735	0.902425627175923	0.0787926869153276	-0.578858927981442	0.743633855972923	0.953549973786479	0.872519721303102	0.763499315852058	0.514457848294624	-0.672682192820067	-0.555871090404914	0.824060206078552	0.200540131246904	0.918558290748008	-0.372246604831324	-0.19990416707832	1	0.858906386991171	0.852856042900371	0.709422664339708	0.686518542266313	0.970096007338619	0.885953837268264	-0.473457990500276	-0.137112172237139	0.869856071685175	0.968158187230568	-0.726971530700471	0.90642254632637	-0.305907215753467	0.854746419708022
APLP2	-0.782865244352687	-0.781069574660208	-0.684044666245123	-0.765638054869069	-0.745526488221647	-0.728436745387238	-0.873447847019615	-0.869613427389526	-0.76708674256883	-0.70023269502293	-0.852779343377923	-0.17863216042412	-0.647349271009538	0.227039578554504	-0.476374599676102	-0.0999904188335648	-0.66487539061284	-0.496656643265882	-0.45453061800359	-0.84760878611128	-0.415509960452692	-0.283468869658129	-0.745275337904044	0.161431505777024	-0.148074465012326	-0.366953768010884	0.779811997187824	-0.37120768991584	-0.362177740099798	0.391965164152228	-0.658776729713277	-0.700768466823062	0.91727441617835	0.349132627302891	-0.732189965522655	0.766910399607427	0.789498522626346	0.796499600942739	0.69599927861797	0.581513538920153	-0.824882195355578	-0.700731026819745	0.899525045909151	0.191048046560133	0.855367646282697	-0.396797370319719	0.0645176026923168	0.858906386991171	1	0.8612393394515	0.794933169792317	0.65349863994144	0.842423881252094	0.950466862928985	-0.306258457703247	0.201552998843513	0.944404469391852	0.832896713007343	-0.871251229479726	0.791556664630722	-0.0722342326008059	0.922027555023715
MCFD2	-0.607753776722886	-0.528323316990799	-0.473653217802097	-0.605182993681527	-0.536351707113325	-0.629254787250412	-0.676894886814651	-0.643302317963986	-0.645917199175756	-0.395374331616282	-0.613563249380618	0.168174192152802	-0.574167250991219	0.160956204136184	-0.400271707573722	-0.0946865736239214	-0.432997399851401	-0.469974916723429	-0.36071639820536	-0.739948894275503	-0.341981297786513	0.0276018518075662	-0.611200176815462	0.333628046136836	-0.134386002570568	-0.308419379724263	0.853610800239121	-0.424161556993468	-0.141356595254523	0.53386703346766	-0.536775904500509	-0.627955573056129	0.902767740962699	0.234360159402769	-0.517749349920157	0.619770905381103	0.86759692710866	0.827214776081285	0.768247692352742	0.667978390062068	-0.581301630749986	-0.393305068147615	0.878355990885672	0.209180578847948	0.897561365117149	-0.240710336098831	0.0978555480746003	0.852856042900371	0.8612393394515	1	0.720917795674138	0.848372214933428	0.805660662463147	0.867863914047796	-0.265882883162919	0.0606066275401501	0.898704968581773	0.844282600934717	-0.652458869199707	0.878574641540237	-0.0275654327684159	0.865098854442963
