""	IL6R	TREM2	PLAUR	LRP1	SORL1	ITGAX	PTPRC	CD74	C3AR1	CD4	CD81	ABCA1	TMIGD3	PLXDC2	VSIR	ITGAM	C5AR2	HAVCR2	ITGAV	RHBDF2	GPNMB	AXL	TLR4	ADRB2	SLC1A5	C5AR1	TNFRSF1A	ITGB2	PTGER4	ADORA3	LAIR1	CXCR4	TNFRSF1B	LILRB1	HLA.DPB1	ALOX5	SORT1	ADCY7	SPN	FPR1	CD46	TSPAN14	INSR	ITGB1	LPP	TNFRSF13C	LILRA4	UNC5B	P2RY12	CD44	TLR2	TLR7	TREM1	ENG	MERTK	TFRC	KCNQ3	PLXNB2	PILRA	CANX	CD47	SIRPA	APLP2	CD9	C1QBP	CD69	PTPRA	RXRA
SLC1A5	0.623627367149899	0.779473710871227	0.773948963986323	0.75530013743796	0.860257495223578	0.669503789393797	0.803377446110515	0.882505561848355	0.724572808989889	0.71637515431904	0.845853286115639	0.765713350963935	0.643233430673559	0.807801519113787	0.78173552189384	0.586107852597896	0.416811866668889	0.583766042218931	0.622824145989207	0.684478873258077	0.78912272935113	0.83373934126642	0.625736605853783	0.597331075629075	1	0.824618325790087	0.675468232680749	0.79047039396353	0.626899307006657	0.343333233699652	0.746630498275821	0.758304745764432	0.657212090389937	0.70843326041438	0.815073154493272	0.52052190001505	0.739493935788176	0.460992737761146	0.667297580962744	0.768718400358271	0.563770850068825	0.776808444648916	0.613738237736171	0.795134920619045	0.64314641936296	0.477593179041933	0.777510814912385	0.70193144978674	0.670109521455912	0.651628339180809	0.53940189995834	0.709524767803879	0.461914399050515	0.470753726669735	0.637041113994111	0.584099570244151	0.509638852520875	0.534766806795585	0.754360112759571	0.773256609759104	0.718940953003669	0.636171945000294	0.834052172960302	0.52088083513423	0.665651207688597	0.511468457175646	0.601508113784063	0.661949940295631
C5AR1	0.658697151834858	0.779292208000018	0.81968214231295	0.7875683426557	0.846688508546007	0.765321437864816	0.759816857546209	0.862033776360901	0.732203369001479	0.627129322259313	0.840996163862221	0.700958321091882	0.666110361972721	0.890524673104796	0.739877078897336	0.46293186439531	0.531216367733521	0.689860549244071	0.758979469313605	0.72629095992535	0.711952754101394	0.81796816729702	0.517490773631007	0.438912357827019	0.824618325790087	1	0.670263476752978	0.771170703650197	0.765287527977429	0.529471963894046	0.819000636468518	0.825618151451564	0.757264507639208	0.684455536468694	0.793332401558596	0.630336321948995	0.755759871583726	0.488826130601439	0.638828830398536	0.752566015746234	0.528696793848546	0.82632846519852	0.689405466286084	0.785847104235266	0.680577286551597	0.479860053204954	0.692802666315611	0.782927791994043	0.681703679040764	0.719575160776691	0.578908225397638	0.728794893884735	0.595760162972372	0.474766329075732	0.582727984588565	0.663221390208608	0.568600789404538	0.504127319340598	0.730371158652828	0.746193514011215	0.742321740961349	0.640449484325774	0.87245161519999	0.59433283129203	0.64486122727683	0.590417546238242	0.666963435212798	0.585590545229447
TNFRSF1A	0.503741737720183	0.653016014036249	0.535269618767618	0.670799673896544	0.802216592049211	0.517498359203652	0.649136281440715	0.782022761243944	0.569716269056324	0.650874484721151	0.736667096596939	0.625900849014133	0.717051246187102	0.664626920952448	0.756908920332191	0.477420496268637	0.440996283688821	0.520609253530774	0.558997156181906	0.644881567666886	0.610719948072281	0.755371842096622	0.436896071904501	0.502877630638002	0.675468232680749	0.670263476752978	1	0.686481724051817	0.549652846676098	0.491698435205625	0.668186192006885	0.753532294920723	0.680923125115998	0.678619781853211	0.752711248079873	0.488895773911315	0.719637009948877	0.454222934768486	0.579308120554095	0.716587712698125	0.431966914522209	0.694602133032366	0.449521077961408	0.671698065711571	0.538736501383156	0.464909263429338	0.631245777478333	0.538078802190595	0.586711889514907	0.459582719224155	0.402511433211608	0.590717466341319	0.482172523348289	0.490557078493728	0.655614553377938	0.494312263813413	0.54339055833719	0.484362909897858	0.689720542058152	0.698316608220701	0.51670757428942	0.627434527590502	0.658575556900232	0.444054899215425	0.595945803607345	0.527001808358962	0.578997289157178	0.615994444902247
ITGB2	0.664950066111987	0.921023308897811	0.710919336772573	0.809766209286504	0.79923417507981	0.741605918855427	0.727526035165519	0.885078095815334	0.678864124099035	0.676629785825175	0.907162729358957	0.751497979263148	0.704054928701472	0.809628639954575	0.699266564796543	0.526812004253146	0.392244275724096	0.56100603951813	0.658578442103945	0.579759015416927	0.850093793655459	0.898524824359024	0.528618459178322	0.525560096884941	0.79047039396353	0.771170703650197	0.686481724051817	1	0.667234042563083	0.336827711028737	0.751514832262191	0.731446134449771	0.724753436977722	0.683952731574506	0.897385013951372	0.520880782242157	0.767391245889037	0.385107544016794	0.734660357890955	0.768692605359163	0.504054658922677	0.727761007268557	0.486009641239654	0.823136881815191	0.591228647014279	0.408894038314576	0.874791169070942	0.692514695345508	0.694492157728459	0.705623767025522	0.422746908967396	0.684686800193208	0.463346082504418	0.334289676159046	0.556777634243701	0.556299869993872	0.542958176915884	0.522531026288954	0.861544847656123	0.88577983531466	0.72898804091043	0.735798750432537	0.776264156441065	0.637863920446415	0.767431249977825	0.46141714388159	0.601535978617213	0.65848393496814
PTGER4	0.581910351649143	0.724782114635831	0.728374987715683	0.692757034918567	0.687932925816976	0.754747300364977	0.615949022167477	0.744841411438868	0.658159635237257	0.52615127580493	0.763333757395693	0.625662266949701	0.606647799987332	0.8172674501918	0.572800479554179	0.310107629259368	0.46693335749598	0.763924360716074	0.696072677722735	0.561752951040341	0.626515938544177	0.706439675938273	0.449502508214255	0.296255971419602	0.626899307006657	0.765287527977429	0.549652846676098	0.667234042563083	1	0.536689582637422	0.733652282602231	0.706764680342778	0.599327666058087	0.509169988430192	0.706791404526437	0.485097731251212	0.588715973674901	0.455558078543893	0.528068695000486	0.547425459517087	0.443787286909505	0.765539401869481	0.571211181684301	0.680148637014808	0.664776575007013	0.403926030002631	0.607981697207871	0.747428634515449	0.595731015647529	0.631043776361386	0.527454039746871	0.682178795912965	0.535226851210026	0.302497752024732	0.444432991667918	0.607083767137698	0.547411674802802	0.520581166367221	0.581530142480396	0.649407740802071	0.651289073681962	0.547973012790359	0.773802805623327	0.572507776146761	0.650473292595563	0.609530003509156	0.715340012021341	0.454383115971303
ADORA3	0.387861913711496	0.281865125325584	0.381997066384644	0.432880581572092	0.543862432036428	0.409506107541754	0.49143973959534	0.505474713648321	0.449060385432555	0.30270514217504	0.379528603006024	0.333865191878651	0.574631293838008	0.579688702943732	0.511051040185943	0.386369995726354	0.411445732080175	0.66860622239949	0.467652112975752	0.620586675157272	0.203432419372979	0.418335962944017	0.066422922354504	0.285224049826629	0.343333233699652	0.529471963894046	0.491698435205625	0.336827711028737	0.536689582637422	1	0.636390786571452	0.63304660867817	0.614592912602482	0.403906507716389	0.41566277774513	0.304365774098344	0.416325123764123	0.629431288511712	0.387952362198228	0.409489778080921	0.264890512414895	0.590515803288232	0.424581093157851	0.389024890379229	0.613777409808775	0.350353130043885	0.21812513091199	0.511777801125649	0.471274507027336	0.250499274176622	0.624487527168216	0.532672670162237	0.506223725236301	0.42857564851817	0.463216838565026	0.334488856227519	0.532339177201401	0.406797090792998	0.378762470906716	0.280637334174472	0.356968549791155	0.324524491718725	0.507105453256089	0.202391644271179	0.186840934861016	0.720400357037272	0.445344978742462	0.291960794483448
LAIR1	0.678130684825054	0.731481213817346	0.715006630326662	0.736712923357183	0.822854650712621	0.732795312177753	0.754144538229922	0.854157093050916	0.698003945455765	0.620914025573636	0.80921838496161	0.680867173904357	0.732085594992999	0.833656381742486	0.748661168951465	0.547909987245867	0.461696860318214	0.72827242210635	0.670392246557079	0.695259150756466	0.682608437433518	0.780747460605765	0.455127338467038	0.476835136777299	0.746630498275821	0.819000636468518	0.668186192006885	0.751514832262191	0.733652282602231	0.636390786571452	1	0.790261589775049	0.733084257054617	0.651610663458223	0.796288593540085	0.474190396311976	0.700150944800251	0.573852970563282	0.628853480902042	0.726565010919756	0.418551627500605	0.805156868874908	0.559896017522195	0.736670592013732	0.699622035654016	0.465114373120174	0.676117483133536	0.709999735838441	0.670054233932747	0.606644154747445	0.681726186574817	0.735146064109256	0.5515500455845	0.399342676114103	0.636986714398494	0.570016287704866	0.55511669625614	0.546941931591524	0.735675847670517	0.703790690683444	0.726771035386955	0.612327833521258	0.78650854864842	0.478952268521008	0.623035255918048	0.660068778646125	0.647977308716909	0.529347826333389
CXCR4	0.613811374339136	0.697548784748415	0.700808435748202	0.763797137050684	0.887536410805061	0.71011820585699	0.781848263102436	0.885705384984077	0.703618849762366	0.623453795442848	0.786800272496847	0.718016666015862	0.771802988772268	0.876648036336931	0.806197930156156	0.528924897960407	0.602775559228204	0.731869836671573	0.786326824840537	0.827008390391676	0.689209268056832	0.797940646742887	0.470731177345513	0.515508000733331	0.758304745764432	0.825618151451564	0.753532294920723	0.731446134449771	0.706764680342778	0.63304660867817	0.790261589775049	1	0.773614701876491	0.696691493513267	0.78841323054193	0.637305807751624	0.746260723262997	0.634815751669815	0.680731652580913	0.803413668246531	0.524580761922429	0.838036158017908	0.642193636421769	0.787367038878304	0.760050051539464	0.522732986932942	0.666038201591069	0.73755038529394	0.692803291492561	0.539240972097846	0.547886150789335	0.755525680648742	0.670746521847859	0.603134256332329	0.655663658818636	0.641274266302801	0.690221166237509	0.581328472686987	0.683488548686594	0.722094800771608	0.639602304964257	0.615184220995234	0.82796773934649	0.558662768200735	0.585767677303525	0.688470614642585	0.694582644011034	0.600647549413894
TNFRSF1B	0.49465256914138	0.630018944914873	0.66629768792089	0.730374812616296	0.788480838985891	0.657808242639691	0.623743738901558	0.772370296273009	0.542731513815545	0.520791925532089	0.71920749444117	0.603721054125569	0.728606941407316	0.773030090952442	0.613742401023599	0.481001240635874	0.483227355240223	0.623672505309176	0.717508162603572	0.670815723256597	0.579003123706959	0.715930375615221	0.270942799881647	0.445484357848163	0.657212090389937	0.757264507639208	0.680923125115998	0.724753436977722	0.599327666058087	0.614592912602482	0.733084257054617	0.773614701876491	1	0.618902944650485	0.715054882059221	0.565043038674251	0.691668990166727	0.543933832083504	0.663390514678512	0.676593897112406	0.532676221647475	0.720644123785614	0.52013197278069	0.631364499200177	0.583260357320426	0.328533938369036	0.589600570273238	0.673394044732435	0.685348741151103	0.630223973464534	0.502549285997796	0.652195347889944	0.659656622752062	0.464999444448418	0.597775298644947	0.553608377569956	0.548581847180217	0.520895648016854	0.686871763190716	0.612732553406173	0.552197326742886	0.632626002459119	0.69723340631777	0.441836792660564	0.45691376965861	0.56899372143206	0.461536313223284	0.502027642558417
LILRB1	0.497826837931724	0.668293176654881	0.56838286507142	0.644948780751952	0.762598998681683	0.614715652735232	0.69225926953668	0.771238202005194	0.594714143085064	0.671232874349462	0.753428332409427	0.620897393379181	0.671152175777488	0.683614157028707	0.707239881087416	0.394864132448671	0.345780641265486	0.519882210711487	0.537991139149098	0.590588640321589	0.647543639508494	0.735655472302863	0.436002008063072	0.577632479187964	0.70843326041438	0.684455536468694	0.678619781853211	0.683952731574506	0.509169988430192	0.403906507716389	0.651610663458223	0.696691493513267	0.618902944650485	1	0.751534223752286	0.348235196661757	0.636431068343045	0.457927914568249	0.65587085359035	0.714894991819748	0.374414156898316	0.712018771436131	0.519578670507968	0.710572697683265	0.55610427689676	0.437888991578042	0.622149941981098	0.597797823541695	0.587895545551136	0.457078905057249	0.451109992586476	0.615494349096846	0.410428661428592	0.38489012877974	0.517477978801154	0.488648451321225	0.500465852022351	0.364833176871703	0.731847048107671	0.725957564745838	0.585072104237345	0.504472364885192	0.642005893032676	0.397507894320464	0.581476313977221	0.445678871942183	0.595521878403539	0.555452398836265
HLA-DPB1	0.659496182480862	0.885681855067125	0.74233214275145	0.790082983770395	0.858938961132331	0.705310431898673	0.701667475168037	0.937308669870196	0.65869828101713	0.720593976823167	0.939925789613092	0.760158057896651	0.831286161371783	0.78855771128552	0.7896379301771	0.515885986814458	0.377919276650344	0.587104132725165	0.670856422533694	0.625612793577794	0.813632575536221	0.905064456348881	0.588574933206005	0.559917595805432	0.815073154493272	0.793332401558596	0.752711248079873	0.897385013951372	0.706791404526437	0.41566277774513	0.796288593540085	0.78841323054193	0.715054882059221	0.751534223752286	1	0.491855494065356	0.799191201196864	0.423770206811225	0.723949630115987	0.778992361547876	0.443777751692851	0.804053438372922	0.48468186234188	0.82903968382256	0.595309469144364	0.542543765759969	0.866103065053641	0.715163289220799	0.756673614031677	0.621216082084844	0.471902455087386	0.708748676105276	0.48757800725293	0.40688419450947	0.625522677503208	0.585709463817459	0.500069898300469	0.559874641704385	0.903657840245367	0.905136557265928	0.720809658025294	0.700204540536006	0.818390880489575	0.556525498677784	0.822146742729033	0.506428378495332	0.709008729637593	0.653883582885451
ALOX5	0.447671374047846	0.515455432809353	0.554678194824419	0.584222538851698	0.573027991693223	0.510526449646648	0.508518277497123	0.612059843576839	0.49077274181587	0.331651254974932	0.54380038786775	0.489170405198979	0.368640518647281	0.658683923394158	0.449898757370222	0.371698245820317	0.37841888233498	0.468673652175151	0.619562493098638	0.571150712052487	0.509518377051595	0.523524844368643	0.362552885921419	0.230271054719701	0.52052190001505	0.630336321948995	0.488895773911315	0.520880782242157	0.485097731251212	0.304365774098344	0.474190396311976	0.637305807751624	0.565043038674251	0.348235196661757	0.491855494065356	1	0.508923754738389	0.341909142737701	0.456736488305423	0.483928435941308	0.567687066044381	0.564595846075804	0.501562375739352	0.531982178417166	0.49196644270062	0.272436217164673	0.41710774840863	0.497584323281755	0.471377887370377	0.554346433352397	0.270135334348178	0.538782820954574	0.489178249598112	0.472112312255182	0.515759993643038	0.512033849247306	0.455183433266288	0.424760516360397	0.432132808367863	0.446393497830761	0.411245235942448	0.551484864968395	0.571326656222615	0.49238424632487	0.375960559861523	0.458820655427936	0.376126583441877	0.330649654694034
SORT1	0.520996324720565	0.746983796855773	0.595034121508748	0.649812120811799	0.818839431970501	0.572913082128098	0.625633107781253	0.820141191536956	0.61901021291087	0.684483984792142	0.784732346353903	0.639753054101211	0.698301559409577	0.703036145009468	0.715965187132005	0.606441259762518	0.477874305509041	0.545237859165759	0.540307879119127	0.625636510278413	0.716329668521436	0.766394303262424	0.488886761835963	0.455572938856654	0.739493935788176	0.755759871583726	0.719637009948877	0.767391245889037	0.588715973674901	0.416325123764123	0.700150944800251	0.746260723262997	0.691668990166727	0.636431068343045	0.799191201196864	0.508923754738389	1	0.406703184911645	0.571093427419352	0.726239133759822	0.460064527691063	0.695150023029305	0.494278546229921	0.7168552884225	0.55176535743456	0.400501312863073	0.743048538792052	0.603746972476317	0.687279468154633	0.514926453721721	0.473260993571356	0.545612278877626	0.48451887888533	0.503437549058225	0.561207855704314	0.468492147954028	0.459350747771926	0.495428567799531	0.774448586145959	0.796132718522543	0.595174224404905	0.635697421334477	0.715183289503991	0.488540185238962	0.61858158356857	0.447209820980449	0.563688294009817	0.594236221839462
ADCY7	0.470917932085835	0.296566353633695	0.394543114636087	0.486688705801734	0.583702321594797	0.479708292354066	0.602232701687408	0.556910199724191	0.451678475502038	0.450450423998345	0.43440740619835	0.419138456437513	0.513397818580297	0.605746506935076	0.52441182598984	0.456252948060645	0.386468220909694	0.632899949460927	0.474979784242816	0.648158999315199	0.339313157866399	0.483141152603135	0.148995210449461	0.402233876205671	0.460992737761146	0.488826130601439	0.454222934768486	0.385107544016794	0.455558078543893	0.629431288511712	0.573852970563282	0.634815751669815	0.543933832083504	0.457927914568249	0.423770206811225	0.341909142737701	0.406703184911645	1	0.395207865849316	0.465713867176026	0.371040359095976	0.578714368338526	0.513169655781966	0.481308558683666	0.584982985562751	0.304475403444516	0.311275356540761	0.502904647634003	0.500099258699238	0.322480250561362	0.545121663396068	0.538128391828023	0.474618007068378	0.388994371122612	0.408651409699817	0.390115146911895	0.430411630511282	0.400467371712931	0.359284834087356	0.376697535119365	0.408604165820461	0.341613103668346	0.527217765737537	0.216081750101485	0.249328969780432	0.599618226200932	0.33010941912834	0.377823346447887
SPN	0.470886480633406	0.685856607539192	0.583377538006081	0.683976429959151	0.734330484327172	0.663319420255723	0.691688336391621	0.738318646070788	0.54474671356768	0.492091562241977	0.750185409862072	0.664004153782037	0.595329697882731	0.733695253573829	0.537933487533514	0.49237023147874	0.334731327612763	0.508991841615022	0.606254296250558	0.525061241904808	0.681763345573061	0.709579742044342	0.399199049731223	0.57658061970309	0.667297580962744	0.638828830398536	0.579308120554095	0.734660357890955	0.528068695000486	0.387952362198228	0.628853480902042	0.680731652580913	0.663390514678512	0.65587085359035	0.723949630115987	0.456736488305423	0.571093427419352	0.395207865849316	1	0.585719257794516	0.418097869543265	0.646870916970754	0.488773614233571	0.644986117215147	0.610004163790057	0.336376200102519	0.66394723363698	0.593822690931403	0.621468467336684	0.553389503120332	0.44795974644543	0.663697304610795	0.514810546667686	0.407178232659644	0.473612012776164	0.512856166555665	0.507825469852227	0.433647824540314	0.653877944529202	0.67855661403515	0.537181987453872	0.572822082575927	0.68538318874975	0.470098630926677	0.619650722106585	0.499323564787134	0.481260307072628	0.554344054105013
FPR1	0.62108862493846	0.698622863755213	0.692113119691851	0.763988757413613	0.812621710279905	0.623618484065407	0.696226629830601	0.83252612853709	0.672594747208754	0.659298638081289	0.775012559050458	0.636373777965978	0.747228121999187	0.743985324885468	0.808674986128095	0.482723333195085	0.508019375243572	0.552858317245288	0.655027085797953	0.727124025596392	0.67214526699579	0.801939014433011	0.532633149308303	0.509019808957318	0.768718400358271	0.752566015746234	0.716587712698125	0.768692605359163	0.547425459517087	0.409489778080921	0.726565010919756	0.803413668246531	0.676593897112406	0.714894991819748	0.778992361547876	0.483928435941308	0.726239133759822	0.465713867176026	0.585719257794516	1	0.489165286512351	0.774622015835665	0.494953650056118	0.747023308652073	0.604581517424549	0.550457688152527	0.699044137964876	0.629138020777515	0.623195577692296	0.538409159832583	0.460745654312556	0.638460032693267	0.492243325817577	0.52998264226364	0.647167082516038	0.571932601016992	0.550458134622725	0.466314750814857	0.768598280805289	0.737300935575492	0.63637546137081	0.558623893457532	0.744438384602626	0.447077816194705	0.64027022109092	0.484642645723157	0.588667572317194	0.60672812933051
CD46	0.4306576927577	0.403583497666661	0.563399498084894	0.582511964635051	0.499797693829232	0.449349479600813	0.534584610204559	0.527952363489863	0.493855950122453	0.393262983298131	0.49701490555329	0.435868808778595	0.313373609813589	0.583408852745526	0.387906487202551	0.336939761181588	0.387271232411938	0.426787076142272	0.501514011966554	0.481896102515598	0.524115028722122	0.504158106119962	0.228367336482151	0.28119278867313	0.563770850068825	0.528696793848546	0.431966914522209	0.504054658922677	0.443787286909505	0.264890512414895	0.418551627500605	0.524580761922429	0.532676221647475	0.374414156898316	0.443777751692851	0.567687066044381	0.460064527691063	0.371040359095976	0.418097869543265	0.489165286512351	1	0.546507221395454	0.554575382345567	0.529238547254903	0.499073391941669	0.253969183371491	0.408115818419739	0.463779645431429	0.336019616776609	0.642711520306136	0.293936488963975	0.454683621725626	0.440975519534899	0.386887953836233	0.448199315642186	0.564432526825829	0.394676481594984	0.439105238492565	0.441256905864317	0.433695485241178	0.449055762400702	0.360742152450009	0.546340972958627	0.393349372440452	0.338760761964754	0.4024121611642	0.270296218252121	0.368974095270791
TSPAN14	0.690279050924699	0.737679662922337	0.811272377013452	0.791482906753081	0.814791549261333	0.73485196057612	0.776483321391782	0.878542115701806	0.729261872348682	0.640866148412515	0.829926589201786	0.723367937718901	0.731777574758997	0.863214449882305	0.776265434999559	0.484543587592393	0.512929346659807	0.772530489696493	0.730651394450971	0.74689865838705	0.694505891306671	0.787515880989151	0.52708333532629	0.495961254337714	0.776808444648916	0.82632846519852	0.694602133032366	0.727761007268557	0.765539401869481	0.590515803288232	0.805156868874908	0.838036158017908	0.720644123785614	0.712018771436131	0.804053438372922	0.564595846075804	0.695150023029305	0.578714368338526	0.646870916970754	0.774622015835665	0.546507221395454	1	0.589225094678368	0.790541022145069	0.740169882017008	0.510522529203887	0.679318953476328	0.782611500203942	0.678190970577152	0.65349982688014	0.636781574243309	0.788262580954981	0.607834280668629	0.472428242019577	0.662457060467599	0.644931175306012	0.61756713228903	0.569571592765252	0.752898545146453	0.724187321645762	0.695099140339629	0.5457610969769	0.834177303478192	0.509428920594445	0.668114629653927	0.688041067010992	0.730278417432812	0.563208575604771
INSR	0.422733206728266	0.476173459043721	0.566710972666276	0.525567273832141	0.620203075428672	0.5823456744315	0.64492563334985	0.587267912468954	0.599969504994722	0.465372592735015	0.554214929226326	0.47404338754114	0.392836071745092	0.703144275210592	0.473423058292867	0.349760688196631	0.465415497952683	0.526633080334978	0.550953857678236	0.558126574798935	0.504684041971109	0.549195696836042	0.255626310357766	0.279555702050081	0.613738237736171	0.689405466286084	0.449521077961408	0.486009641239654	0.571211181684301	0.424581093157851	0.559896017522195	0.642193636421769	0.52013197278069	0.519578670507968	0.48468186234188	0.501562375739352	0.494278546229921	0.513169655781966	0.488773614233571	0.494953650056118	0.554575382345567	0.589225094678368	1	0.52276166893601	0.648849155568471	0.349495228310094	0.409017181426174	0.548076640017519	0.423246501327689	0.481588622750103	0.500632792062963	0.537618100670327	0.445905346966043	0.40678998857045	0.37300128121432	0.56031451839061	0.443821627314331	0.419747846797979	0.419116594047147	0.477662529891841	0.540268467359719	0.38136839999333	0.626741402365189	0.411261562868514	0.375683836233429	0.453498706388616	0.393478889762164	0.40652648637294
ITGB1	0.704122924762209	0.834752390624922	0.738822822507472	0.816577149275704	0.820121152850319	0.745378535220721	0.771920579766109	0.881063892596688	0.761685818883177	0.704809907474588	0.858830525170854	0.726063380626546	0.672028132287756	0.812569398610198	0.75945697928397	0.475257754630261	0.439876755867718	0.696344137978204	0.694363854313792	0.690536915814509	0.814941485468426	0.838061374259893	0.523737434995592	0.48944361406448	0.795134920619045	0.785847104235266	0.671698065711571	0.823136881815191	0.680148637014808	0.389024890379229	0.736670592013732	0.787367038878304	0.631364499200177	0.710572697683265	0.82903968382256	0.531982178417166	0.7168552884225	0.481308558683666	0.644986117215147	0.747023308652073	0.529238547254903	0.790541022145069	0.52276166893601	1	0.597816001436894	0.401853963928929	0.779969354631617	0.712403816097996	0.623512252023904	0.682171144572613	0.512129445596567	0.723570391267137	0.524627852505394	0.379323660722823	0.569317141329941	0.616053770707515	0.644774164370122	0.521245035813697	0.746077478946252	0.834281213451554	0.728446552115666	0.608104868177733	0.821539883533708	0.637212408079789	0.746142462552899	0.567797722051491	0.678880407038391	0.652902028042543
LPP	0.622466526522741	0.528101520000965	0.590883672614184	0.671110722978786	0.69909179699535	0.628797142095981	0.75348092995093	0.69926520422302	0.618365857485263	0.43901969962775	0.642678342771168	0.630708293785923	0.568465308299407	0.802994649281984	0.588143000697711	0.519027499570353	0.472964711105671	0.694415304751529	0.608650815627507	0.673830698131012	0.577541281268667	0.638054716980868	0.388584923007858	0.440412235576827	0.64314641936296	0.680577286551597	0.538736501383156	0.591228647014279	0.664776575007013	0.613777409808775	0.699622035654016	0.760050051539464	0.583260357320426	0.55610427689676	0.595309469144364	0.49196644270062	0.55176535743456	0.584982985562751	0.610004163790057	0.604581517424549	0.499073391941669	0.740169882017008	0.648849155568471	0.597816001436894	1	0.39718215301297	0.495887687771861	0.654263081795613	0.539005175864264	0.504393304380078	0.616223134006222	0.726371454210497	0.541233932416143	0.496832192298572	0.579072655095728	0.630964375424716	0.604925366856316	0.504725806237391	0.528349264120532	0.541326828937257	0.550685170926575	0.453071927780969	0.721620387873139	0.466834241419573	0.475088497149447	0.713544250314722	0.575164203234871	0.459973832320608
TNFRSF13C	0.376254586217067	0.372728598020357	0.425288602465146	0.407329543045759	0.494720561582047	0.378232819066747	0.417157699599285	0.520725813522312	0.357072159364136	0.358600568596798	0.477581203437599	0.351386010562169	0.534606427170288	0.437675474017833	0.620325477708186	0.324522312230289	0.315920037261268	0.330025612354368	0.346391856963523	0.452479206700811	0.29960216836306	0.549911797679764	0.436355190590545	0.353552671649771	0.477593179041933	0.479860053204954	0.464909263429338	0.408894038314576	0.403926030002631	0.350353130043885	0.465114373120174	0.522732986932942	0.328533938369036	0.437888991578042	0.542543765759969	0.272436217164673	0.400501312863073	0.304475403444516	0.336376200102519	0.550457688152527	0.253969183371491	0.510522529203887	0.349495228310094	0.401853963928929	0.39718215301297	1	0.395469068564709	0.374009376158995	0.398547015368216	0.19445570035108	0.322713069019087	0.362307026998509	0.155391096099431	0.357653347208897	0.453444447965663	0.397859143953296	0.256038540400472	0.445858204611188	0.471966518397369	0.473506227084162	0.455471038288789	0.306671823662709	0.448684180294638	0.143781626687	0.45739553740553	0.327656021588532	0.487058196128507	0.32085989751617
LILRA4	0.566767185443082	0.899646162606884	0.681053073585112	0.701726118598299	0.773739473198063	0.689357099565894	0.663388287052621	0.845016436053107	0.63397232420769	0.707396526651431	0.8714707138842	0.761981262498577	0.655084900031142	0.712040508331965	0.659014927869876	0.502202399438797	0.372235793502002	0.527883079982742	0.571193651771479	0.488301232134174	0.874845230149056	0.827253978303582	0.624378214031717	0.508253134840946	0.777510814912385	0.692802666315611	0.631245777478333	0.874791169070942	0.607981697207871	0.21812513091199	0.676117483133536	0.666038201591069	0.589600570273238	0.622149941981098	0.866103065053641	0.41710774840863	0.743048538792052	0.311275356540761	0.66394723363698	0.699044137964876	0.408115818419739	0.679318953476328	0.409017181426174	0.779969354631617	0.495887687771861	0.395469068564709	1	0.616600776267956	0.677043760339884	0.595045650439292	0.352866929033508	0.653530474756933	0.386685916737423	0.278295392032878	0.498564610177162	0.490415549699822	0.461650340215965	0.498014528517621	0.807359971411299	0.881092014117713	0.642157566681563	0.67769645693268	0.714631298352626	0.577622749163702	0.778552714616991	0.349771897431227	0.607509532244578	0.635020396612886
UNC5B	0.648555199475872	0.729727301158806	0.781703715244801	0.724174478085879	0.747438601885827	0.714815411738383	0.644350778110095	0.777374616745551	0.649349081777228	0.538121555658353	0.746229325302401	0.700327949257722	0.654671802477862	0.808658529013844	0.609348099132488	0.410553505134521	0.47257308139521	0.736957809238894	0.759241528291166	0.644874660207265	0.662388647994196	0.719237866267836	0.421900204633036	0.364718734095346	0.70193144978674	0.782927791994043	0.538078802190595	0.692514695345508	0.747428634515449	0.511777801125649	0.709999735838441	0.73755038529394	0.673394044732435	0.597797823541695	0.715163289220799	0.497584323281755	0.603746972476317	0.502904647634003	0.593822690931403	0.629138020777515	0.463779645431429	0.782611500203942	0.548076640017519	0.712403816097996	0.654263081795613	0.374009376158995	0.616600776267956	1	0.658923448878973	0.698747166600639	0.575606198924661	0.636035518225834	0.592418850574274	0.315861599977903	0.515403883203874	0.633092787934271	0.551174431989117	0.514769801437403	0.638650194324946	0.636936373348895	0.673008063672036	0.599972543605314	0.803914653301	0.611282482361994	0.592577222032994	0.634554601396958	0.59465164181986	0.464737700619657
P2RY12	0.421356098359348	0.675604746021508	0.584124279797953	0.609414937950299	0.736799832466543	0.599013956586456	0.545722949664968	0.773158450869433	0.482365468468256	0.575278869627203	0.741654523688316	0.606668705502674	0.751072843771421	0.700519587967197	0.619042412089199	0.47285680919575	0.35407380002347	0.595476209716712	0.602429307444811	0.578776331625812	0.599509483098338	0.740967018404095	0.39727833315492	0.423828513430624	0.670109521455912	0.681703679040764	0.586711889514907	0.694492157728459	0.595731015647529	0.471274507027336	0.670054233932747	0.692803291492561	0.685348741151103	0.587895545551136	0.756673614031677	0.471377887370377	0.687279468154633	0.500099258699238	0.621468467336684	0.623195577692296	0.336019616776609	0.678190970577152	0.423246501327689	0.623512252023904	0.539005175864264	0.398547015368216	0.677043760339884	0.658923448878973	1	0.471751384646499	0.447102265078037	0.526681060801399	0.491056328506796	0.413664524998358	0.475089802114965	0.507434674669251	0.404128107548735	0.510102617575777	0.673598267680196	0.689772292908391	0.534874854322292	0.609010692524775	0.676942280080444	0.502927878051335	0.601947409488735	0.436912194481117	0.552178666992004	0.502352550794042
