""	EGFR	PARD3	KLRC2	CANX	NECTIN1	APLP2	TFRC	ERBB3	THY1	PLXNB1	ITGB8	F2R	KCNJ10	CADM1	NRCAM	NOTCH1	NOTCH4	SMAP1	LDLR	TSPAN5	PTPRZ1	CD99L2	TSHR	KCND2	TRPC3	ADCYAP1R1	LRP8	UNC5A	INSR	PLXNB2	ADCY9	IGF1R	PTPRA	ASGR1	LINGO1	GFRA1	LRP6	TSPAN15	NCAM2	S1PR2	VLDLR	ROBO1	AMFR	TSPAN17	SLC16A7	LRP1	PILRB	ITGAV	DCC	RTN4R	PTPRS	CHRNA4	CD9	SDC3	CDH10	GPR37L1	FGFR1	MCFD2	CD81	KCNQ3	NOTCH2	LRP4	ITGB1	SLC16A1	ERAP1	LPP	SIRPA	NCL	SCARB1	SORT1	C1QBP	ABCA1	TSPAN14
TSHR	0.888337577327913	0.90488470956508	0.84876472614299	0.920832557901022	0.878995124087804	0.921249936485066	0.830987476776171	0.841145032674099	0.838306823244488	0.85403224007002	0.930971572986501	0.883366096224347	0.902667305259867	0.869347484409373	0.928754607327491	0.883595907972531	0.767025364692151	0.859946367572908	0.892590662595887	0.871083404562077	0.938885146865586	0.858484097209549	1	0.852134990894975	0.876116743447138	0.819783198341829	0.913546470851382	0.750875134356033	0.907740214489601	0.812955219363729	0.868234082653883	0.923621725690011	0.905425121848632	0.738373254285238	0.836776545513535	0.917330290809783	0.926470915374665	0.79906497614048	0.92647742758361	0.814313433825037	0.847750940614181	0.934658348310426	0.865699016852303	0.735335543899189	0.923640296425855	0.882646042131708	0.877205094473411	0.921870733927949	0.843549148550584	0.750654412558453	0.918290165494198	0.814369411968574	0.630538174388081	0.866519290676959	0.796381521424113	0.790791468208005	0.884203708683623	0.888324331357785	0.807161194022911	0.886594526114954	0.840261337227719	0.912802866677072	0.907083180599267	0.874023706656713	0.863541834682642	0.908972628182998	0.820188226494991	0.930053254584386	0.845374333375008	0.800114758982372	0.803937340714788	0.582910809080015	0.721083416769369
KCND2	0.908677951968737	0.878192459598254	0.882127633890259	0.890366875941035	0.866118455738388	0.886046158550486	0.787354639698673	0.822156935840081	0.820579339555076	0.833368487587569	0.904528463814141	0.859053419781068	0.885605819358437	0.841713369981428	0.905156009977477	0.879836831287309	0.759157988635448	0.867037177977094	0.855978316670037	0.872986048982822	0.907028173683862	0.863329794780792	0.852134990894975	1	0.828341747734012	0.824599397593273	0.877824611278657	0.765203278910669	0.875517957479928	0.831628248587853	0.796234195448406	0.8890988426418	0.882639210891535	0.790529719163199	0.870586730778525	0.904155866164917	0.878230165506894	0.737721525421384	0.894619752436269	0.836482973122654	0.831357508801381	0.899064472226824	0.848192572188435	0.760234117309978	0.865350579157418	0.886993211429296	0.865843904260416	0.89539211905771	0.822263424195573	0.769107600230681	0.843893043685675	0.797439933302384	0.628037800282842	0.877363525044379	0.860952501504472	0.790775345828905	0.906322274481105	0.868687797947708	0.829880933471861	0.861753711916478	0.852882817290354	0.906656330187358	0.872638201256657	0.854509451734366	0.822522547705658	0.85841710509669	0.808163265477685	0.878081239683231	0.809808016222926	0.769717838350955	0.784078303252156	0.60434772308533	0.691157733477093
TRPC3	0.88221309624679	0.897800843347293	0.884582299994418	0.914725423522059	0.897966657330277	0.917350847444003	0.817067240640192	0.870943244164978	0.87232476259905	0.880621481046531	0.913820631749261	0.897742219822007	0.913324190308565	0.891885619951047	0.9232286516725	0.910337444325326	0.78287342980805	0.89109969863427	0.89511300763801	0.898268453974145	0.91838438849788	0.876263714756948	0.876116743447138	0.828341747734012	1	0.834249645610413	0.911971795762691	0.811894524023285	0.899060225091461	0.844169886052624	0.869028873394501	0.913419809016523	0.914872203234732	0.768234632639369	0.879024962933081	0.900771379777654	0.919808560314729	0.820650230238388	0.893697550320196	0.868314953284551	0.873031455915849	0.919282430940314	0.884659397099961	0.805601170917068	0.880321312098192	0.912066345514735	0.887323892765448	0.913152348450971	0.811494802800034	0.814201175994328	0.889057121559623	0.8582473592717	0.639527165682131	0.892693817003587	0.812868443431341	0.829337839832682	0.894075518116039	0.911551713001965	0.857381636352202	0.861254700639738	0.844406977156191	0.917828081418532	0.908580445720718	0.901534444742826	0.87645902232023	0.878616606397445	0.825486120410267	0.894626153638098	0.875643539992273	0.78041651709193	0.846310480773231	0.588515730927162	0.768539555715957
ADCYAP1R1	0.901745508158841	0.87050914542793	0.855002446884542	0.886270701344619	0.888879251896496	0.873599848480039	0.809537811935844	0.870173945976651	0.841045679889113	0.888331037958723	0.886983870432699	0.861147006002251	0.881953086067725	0.873934862735003	0.897541990781878	0.892275231121076	0.775598984914112	0.869492042858101	0.872957055251067	0.898680290473001	0.868631655258057	0.849364815153223	0.819783198341829	0.824599397593273	0.834249645610413	1	0.882264503339241	0.820804386037387	0.887274595735391	0.866647528399387	0.822926261862496	0.897728120054622	0.905554976442577	0.800356250566634	0.88331777880451	0.893420341536993	0.881437602287173	0.783447349363531	0.879583555199294	0.854780827536048	0.835917863727294	0.887464811183268	0.862923405672194	0.79503383844574	0.850217220452894	0.900882391707594	0.870540251197324	0.898778594977092	0.810850587947618	0.798092019829293	0.814630698903142	0.829614817146123	0.747385201752233	0.906964425510437	0.818355001165011	0.819339543935931	0.875860932995149	0.888663854584567	0.875562887556318	0.826327617096698	0.869808807407956	0.893549607369007	0.874589832005692	0.844080350590305	0.864702778635347	0.862899899444738	0.893623125643002	0.842741548295414	0.85723651636278	0.805648735091397	0.82026192203761	0.646566882686344	0.732507815890023
LRP8	0.930697446961721	0.941939785080131	0.892569580536372	0.971709502545587	0.940233941783261	0.964191879769084	0.882300918813859	0.932435151898054	0.888536343572638	0.932558000472035	0.970707817443643	0.934081659036452	0.952083052731082	0.937734049791013	0.975944878416872	0.954811569289512	0.804877949108566	0.913128772621405	0.945796012293426	0.935422754302837	0.965159951835972	0.903436315571579	0.913546470851382	0.877824611278657	0.911971795762691	0.882264503339241	1	0.848857597534346	0.960044103431121	0.894965923521073	0.89503356120717	0.978561150840028	0.959601437829559	0.793282199572433	0.898634105453276	0.964450653324205	0.976145217726949	0.865185841515667	0.956985880092765	0.905839907501463	0.921035297114802	0.975227055614211	0.932767512527088	0.820321744873013	0.940525433606229	0.952854801226014	0.934313443177377	0.965751166240792	0.845087863914688	0.825774583894525	0.930553029401446	0.873058874345551	0.703618446687	0.934622071537707	0.841943648749632	0.863972647680646	0.933690191624385	0.93897270639433	0.874998916119754	0.896197536548885	0.895031232395004	0.962069992111384	0.956650840388464	0.924150187839469	0.926237331869385	0.931133947715334	0.875386473624532	0.949328936843793	0.922105118447069	0.874071470021642	0.851434725900504	0.649778837978587	0.765459940330741
UNC5A	0.832856742804373	0.85469304264414	0.853473470964506	0.866863647168476	0.886442788954289	0.851205499518568	0.767066588230603	0.877346808479599	0.887400497812321	0.906277704708223	0.839988832892533	0.873817807896278	0.866975673614451	0.887377596039884	0.866092605135824	0.89590227900119	0.764087635017288	0.882799822812491	0.872215006237912	0.899776796396519	0.830320864452686	0.856275772364116	0.750875134356033	0.765203278910669	0.811894524023285	0.820804386037387	0.848857597534346	1	0.856465180779381	0.880425013954168	0.824966165900161	0.862426385359552	0.876713310939943	0.802457425003782	0.878912872559305	0.868373906644434	0.850215393694399	0.821931302963613	0.812904739382193	0.879389984733948	0.845867127635675	0.863403059034702	0.85894057515482	0.861637351174323	0.81241982647318	0.892063119219452	0.829125894774681	0.855300569702149	0.741144286058219	0.864095940433496	0.757406443965014	0.861249325265186	0.663096767698275	0.892693361608952	0.725919027849537	0.859242447003262	0.854862945960641	0.86633484377131	0.88968335753779	0.765110855242105	0.8323676140254	0.865720849371568	0.865561945265161	0.854930652930123	0.821563106116429	0.799704730581418	0.80218915488482	0.806674413700689	0.882639844481957	0.743324872972297	0.875331884511709	0.531644378017329	0.698203638225747
INSR	0.936669725485434	0.943292950430444	0.906271072546828	0.967383465111247	0.948734704139684	0.957720537734971	0.87929613965346	0.921048609258511	0.909000530453521	0.936305397055307	0.965675342172888	0.945602026832116	0.955275144706333	0.944629807631154	0.968335599709641	0.96029076224637	0.834089006044184	0.931127311509169	0.944872599105468	0.947993628745048	0.960557075286028	0.920838594257282	0.907740214489601	0.875517957479928	0.899060225091461	0.887274595735391	0.960044103431121	0.856465180779381	1	0.907178780528927	0.896516095841775	0.966321215186384	0.957839643004199	0.830295045684243	0.918453807910653	0.965453197514528	0.961954026074922	0.862548684827111	0.956347322060633	0.901708808515137	0.922974293275395	0.973377767979794	0.933486271743645	0.865710550702669	0.927577425880303	0.961448469017598	0.933631981463818	0.961829759467936	0.853221927498904	0.855842859061035	0.917106223529103	0.889603522341306	0.743229868139647	0.941340896115126	0.836936436633175	0.885566894130669	0.93663161663607	0.953610526150938	0.90947829771588	0.895046331681784	0.902384034086641	0.961527913833158	0.954868660858957	0.921193297869062	0.917251272748032	0.936325078414932	0.893077003689928	0.940966256497799	0.923327300301011	0.856699435761497	0.880186227844027	0.646123723635442	0.792718350417582
PLXNB2	0.869807765231231	0.871645538509806	0.859085961691927	0.909592114934831	0.909304342615299	0.893437145135447	0.85097227224426	0.897749270490845	0.880305281529634	0.910503929626723	0.891463085958172	0.896880496193009	0.903711297308897	0.901576661405988	0.907423177521233	0.91577859138738	0.791185824427917	0.891034640509776	0.894279001041365	0.914462494939925	0.877925992558109	0.887802020669747	0.812955219363729	0.831628248587853	0.844169886052624	0.866647528399387	0.894965923521073	0.880425013954168	0.907178780528927	1	0.844895978782937	0.900157633308722	0.907484904192037	0.824243791451503	0.90103351687956	0.905758707611009	0.890996616075725	0.832982729504247	0.870573732223667	0.883457276899889	0.875791393202599	0.90198626559296	0.900619883138059	0.853748499215643	0.846362698903997	0.920987102624688	0.868071148923326	0.898916758460097	0.77666177089895	0.855448149639514	0.812733250656643	0.88040915125059	0.753571744243427	0.913339301096054	0.779625911467663	0.854215999123066	0.890970751746976	0.903289968888143	0.902627016562278	0.834784304091863	0.873136660085112	0.897178289423841	0.910620555103348	0.879696735165165	0.869970506484354	0.862662714878135	0.873372298050392	0.859769617146528	0.884850705657527	0.819643192654258	0.859774722249559	0.685911949702528	0.800606542786877
ADCY9	0.853426729801645	0.900473244058901	0.832517440742668	0.913219079840013	0.875331688803977	0.915520509870568	0.81279254259302	0.871472794404393	0.869764966946344	0.870916217234105	0.904558515241036	0.890998576061204	0.898474222925835	0.898311228136916	0.903987181842197	0.899823487402249	0.783809782948302	0.882190851329155	0.897701544582669	0.892461351033011	0.907599442322865	0.883041014321717	0.868234082653883	0.796234195448406	0.869028873394501	0.822926261862496	0.89503356120717	0.824966165900161	0.896516095841775	0.844895978782937	1	0.907994214837064	0.909485233002501	0.762391865508337	0.839857654756327	0.896310390812377	0.904301405891604	0.828226239158074	0.888958780174689	0.837280189435611	0.871241828450019	0.914885047325973	0.865312729861629	0.805731688377735	0.889949836555264	0.888006741879784	0.872554247067424	0.905596680730361	0.786614245709909	0.810132935944045	0.863051838056125	0.840326621114082	0.690977145244503	0.872137677338179	0.759832519772613	0.832633879489528	0.871075118717894	0.894323513762811	0.852636875072583	0.841254758002921	0.825900360752953	0.890492839906663	0.909694262981861	0.891108825498193	0.86067239684734	0.869894794991505	0.833335255618814	0.899558122275428	0.880064918519869	0.783011171209086	0.844469158018298	0.569968964940216	0.71055598546706
IGF1R	0.948447596870917	0.947388575445684	0.905646413539439	0.977339617635107	0.952268392951293	0.971157646909939	0.88722300203473	0.948159900689193	0.902190299702042	0.946245152987783	0.978781847831339	0.938130315518956	0.960398764148268	0.951258367289945	0.982405897314063	0.962537678090903	0.820706354118401	0.925881489794917	0.952593410030994	0.948370471415843	0.972352405305035	0.918973879648299	0.923621725690011	0.8890988426418	0.913419809016523	0.897728120054622	0.978561150840028	0.862426385359552	0.966321215186384	0.900157633308722	0.907994214837064	1	0.967640011010021	0.815950795917349	0.914620851650398	0.980901965025212	0.979324323959285	0.866244280436756	0.966876507701415	0.910969631116765	0.91893334602526	0.981993564242011	0.937248294725024	0.835593640518877	0.946461681166239	0.961524710435007	0.931286681386926	0.972498810446373	0.869104830480897	0.837066960195457	0.931476242052759	0.890018945426415	0.708149449910505	0.951984099977082	0.83814068237984	0.874038690784474	0.94046702484405	0.943503428007205	0.889733914125995	0.911846927899722	0.906036831145508	0.967485559228161	0.957538747439067	0.931191374438584	0.929377530707482	0.937198690635747	0.883797855333638	0.958171306439615	0.928814194853899	0.868220621004203	0.866875757886182	0.639662026143684	0.767979942978088
PTPRA	0.920504915678473	0.961025709849742	0.917855567647214	0.984086512777787	0.970889204254793	0.975151725611523	0.86542454698794	0.945678520370278	0.958319080272117	0.961242089528947	0.965546843078724	0.968589010419242	0.983731860415464	0.971377927895272	0.974021788697053	0.979359135066507	0.856615296457467	0.973360142520198	0.955873498833532	0.974406071999582	0.963694300401059	0.952958616792609	0.905425121848632	0.882639210891535	0.914872203234732	0.905554976442577	0.959601437829559	0.876713310939943	0.957839643004199	0.907484904192037	0.909485233002501	0.967640011010021	1	0.849507385317164	0.941640886014091	0.972821967349049	0.969644317272424	0.899517497374336	0.941477018684136	0.92111350908999	0.933177698808963	0.977173754932313	0.952015048017453	0.888730088093251	0.936008823840365	0.977693721590287	0.941927032307204	0.972466027635908	0.854456525099499	0.908866074483383	0.903870625206479	0.929608768240988	0.750816849790107	0.972699099762919	0.825415112105541	0.925210834644374	0.941822344758084	0.971906323480179	0.95138846477237	0.904071226174256	0.892354001209929	0.96535513009831	0.970792321707542	0.944897505791678	0.923469702561527	0.912773898079512	0.922898714864056	0.95116127436625	0.956120109585471	0.846547598658562	0.936222446420244	0.624634526099188	0.785313519966934
ASGR1	0.837632523824018	0.81331133103366	0.859374128035663	0.827315583367144	0.83470224358721	0.809323090774702	0.753281719404855	0.812297938191437	0.850070509884846	0.835407074306982	0.82216628173933	0.838424315954241	0.841565847473914	0.822755729468463	0.838606869850204	0.851263845119634	0.760671738101006	0.867942695117445	0.837506024883963	0.867713990397731	0.811565265223944	0.81928969190725	0.738373254285238	0.790529719163199	0.768234632639369	0.800356250566634	0.793282199572433	0.802457425003782	0.830295045684243	0.824243791451503	0.762391865508337	0.815950795917349	0.849507385317164	1	0.870524740110454	0.837059991318977	0.817144277619171	0.743440630043527	0.808907495951582	0.818246109986154	0.796702901059515	0.827994510678591	0.806689245523614	0.825844308200225	0.770288123574431	0.869101434297745	0.82258881329799	0.813359178754167	0.786292228942932	0.82492883699169	0.736219677716014	0.825925201212805	0.632533768138274	0.853218745472926	0.744281366888034	0.804829139710341	0.84920663366008	0.844424428787538	0.860221918638521	0.779349071097512	0.802585039480918	0.83685660537559	0.825731130197694	0.819109989951915	0.784378941233843	0.779203584051379	0.816606238963091	0.776262719389009	0.790378186350086	0.706381280301886	0.834408676108681	0.558026043193236	0.68538770708983
LINGO1	0.911894117556641	0.906404420054209	0.923010891174104	0.920365266240411	0.950393677034122	0.901812059583857	0.811040815148853	0.909647225740292	0.940327273793552	0.943689550031582	0.909153280826296	0.930688990794804	0.938020493678613	0.929471630669615	0.925816429297071	0.956288723018875	0.832215434973499	0.95548339894011	0.934970537883689	0.947648359509425	0.902933729649637	0.919257440995651	0.836776545513535	0.870586730778525	0.879024962933081	0.88331777880451	0.898634105453276	0.878912872559305	0.918453807910653	0.90103351687956	0.839857654756327	0.914620851650398	0.941640886014091	0.870524740110454	1	0.930407796791369	0.906298143004813	0.836909462611308	0.882960573261611	0.921396373460254	0.873141427607254	0.924852822113994	0.901205860829766	0.89260026829358	0.861529165955331	0.961774221458834	0.90628997611151	0.919762326884048	0.822256458181338	0.911415346967706	0.80776476076621	0.923043861618876	0.683130338121285	0.953996030820351	0.815070872776491	0.89047090639882	0.938396062839218	0.929080644606199	0.947233715731047	0.869130077681094	0.875990266339125	0.924922379824122	0.912737514147062	0.896130349184783	0.86294572195568	0.85670238018001	0.868142592523318	0.861205250888181	0.907216130910664	0.761954431319047	0.917526799836562	0.575279844129516	0.768639765778034
GFRA1	0.940943874985673	0.948899753649026	0.916768161101238	0.983222096340194	0.960050087253386	0.974982312941443	0.869199660465612	0.944520412892872	0.924834752953936	0.949863236062881	0.983123606298831	0.949519537014099	0.975664279523048	0.960396095749032	0.981225774061544	0.96620013061453	0.827440540179447	0.944102450183019	0.958904571605883	0.9547052610327	0.97852565139846	0.930861309536396	0.917330290809783	0.904155866164917	0.900771379777654	0.893420341536993	0.964450653324205	0.868373906644434	0.965453197514528	0.905758707611009	0.896310390812377	0.980901965025212	0.972821967349049	0.837059991318977	0.930407796791369	1	0.976861509409183	0.873295653759026	0.959739965879621	0.905513489280425	0.927299873681683	0.986599602758192	0.944416728237099	0.856146156875338	0.941642525151724	0.965831917677363	0.929559127682438	0.97884410568224	0.871236745640992	0.860721957534241	0.920096784116418	0.90197449739314	0.71271032045828	0.962359431476193	0.835883101298439	0.895410352744118	0.946263836451451	0.95044319671501	0.908852658851723	0.910377111112351	0.903448254300758	0.972294470605309	0.960539035289659	0.932916353654437	0.928932703809433	0.927467640020588	0.889746945053542	0.962860290307966	0.932295597734941	0.849581159265442	0.888783257344829	0.608180077384909	0.761072286097245
LRP6	0.930058995449638	0.953981481645423	0.910411706023262	0.980075446757929	0.945898650955467	0.97575493036393	0.885307247409299	0.932860886652577	0.910768437995752	0.940009735930865	0.983262086159703	0.949345664438783	0.967366747401289	0.948952192639781	0.98268332909972	0.963001718411698	0.828987354781848	0.931352047331884	0.960680857507561	0.946474657928366	0.978905962102505	0.917545253519418	0.926470915374665	0.878230165506894	0.919808560314729	0.881437602287173	0.976145217726949	0.850215393694399	0.961954026074922	0.890996616075725	0.904301405891604	0.979324323959285	0.969644317272424	0.817144277619171	0.906298143004813	0.976861509409183	1	0.873818319286198	0.961742710759551	0.893316067497399	0.927975327034031	0.984128073890546	0.933626393351876	0.839331995728481	0.945128420297561	0.965613404258846	0.942319303430282	0.976873162416945	0.878538802987521	0.838962057505461	0.942633767558776	0.884701368571878	0.7058264996548	0.943884265254188	0.83889604499891	0.877151964488375	0.945077662927004	0.957418063531149	0.889048097976983	0.912973055143587	0.890602462501952	0.972722489960281	0.964335793983848	0.93995017218862	0.930219316670607	0.941442278561987	0.888727128159521	0.959564943217039	0.926458286716555	0.866461032984629	0.877355366888842	0.637343999762779	0.774908311639296
TSPAN15	0.756778567873878	0.867523433983135	0.791342992238922	0.905349732423012	0.889779905865577	0.8830593245711	0.772410226657563	0.875298330139261	0.908574110489111	0.892755190420399	0.853329431056224	0.889527295078174	0.893069656837513	0.93187089119958	0.86007595645782	0.877786552825237	0.729305894802842	0.889545422864706	0.876969428754028	0.891631676766868	0.845019785057352	0.876103486346487	0.79906497614048	0.737721525421384	0.820650230238388	0.783447349363531	0.865185841515667	0.821931302963613	0.862548684827111	0.832982729504247	0.828226239158074	0.866244280436756	0.899517497374336	0.743440630043527	0.836909462611308	0.873295653759026	0.873818319286198	1	0.809201411158489	0.812437595787103	0.868739603521641	0.873557927126327	0.882565421180981	0.836729682788716	0.831868130289125	0.877816689982906	0.830512136257656	0.866396524982728	0.737858525803811	0.875743543846769	0.792722020888851	0.881295913439061	0.718395596235232	0.897373642040772	0.660513090619032	0.896780180867767	0.811824834370943	0.876447851217041	0.887219508065622	0.768883768321865	0.743256216607387	0.854285626143811	0.884854023990544	0.85312884619963	0.842696244366379	0.795192250217089	0.826377671942653	0.853480354344257	0.934245288230185	0.791763505410765	0.899416355842312	0.513021833355742	0.709536831200164
NCAM2	0.954107664047179	0.932411246591029	0.903904312979066	0.959872631237594	0.903376623974769	0.960306388408446	0.885600571125633	0.892801493581725	0.850819552585422	0.889087452228841	0.978138733309736	0.91472369125522	0.936631067055172	0.905279871689729	0.972036129276398	0.923608830654783	0.823166833806229	0.88971487451116	0.925170428203723	0.919740363362294	0.97821176839058	0.894187950904985	0.92647742758361	0.894619752436269	0.893697550320196	0.879583555199294	0.956985880092765	0.812904739382193	0.956347322060633	0.870573732223667	0.888958780174689	0.966876507701415	0.941477018684136	0.808907495951582	0.882960573261611	0.959739965879621	0.961742710759551	0.809201411158489	1	0.866521139678177	0.899548065345231	0.969885588322251	0.911835853609719	0.783944199319775	0.948612596468288	0.931046468656574	0.915710598708484	0.963280670970343	0.892172704787831	0.775199981355924	0.942814819326636	0.832964550002943	0.708593908908102	0.908409714222568	0.871793224442938	0.823121188825155	0.925240934959328	0.929144032365024	0.847653359522889	0.919534586860584	0.895183294896812	0.960155827938514	0.943260481084932	0.900932813167433	0.922185077007164	0.942994217540953	0.864408651588752	0.966212880784596	0.866412973446242	0.869984389462294	0.8101537341247	0.661141707153237	0.756386894489948
S1PR2	0.889033938689069	0.891366909361828	0.902638645584902	0.905345978626872	0.92007676222138	0.898459386813038	0.82358731940264	0.90339795305349	0.903860933276967	0.922436645010505	0.888412779755124	0.890441469870524	0.909864260965747	0.90361103344174	0.913623668057191	0.935406447164819	0.808194007712463	0.917537003418561	0.902616509190886	0.92401042609359	0.883589495673044	0.881602328673009	0.814313433825037	0.836482973122654	0.868314953284551	0.854780827536048	0.905839907501463	0.879389984733948	0.901708808515137	0.883457276899889	0.837280189435611	0.910969631116765	0.92111350908999	0.818246109986154	0.921396373460254	0.905513489280425	0.893316067497399	0.812437595787103	0.866521139678177	1	0.877620195204739	0.911401744794056	0.901181706802788	0.884213705304869	0.860096286574005	0.925325570979493	0.879781492574878	0.900279368410445	0.758192353078744	0.863932523718756	0.824638496008171	0.881030855836866	0.669863570113041	0.926311005326893	0.792268252582998	0.885962850108653	0.91248960887101	0.911732829916618	0.906530600726138	0.833209551493187	0.892868661255483	0.905346820640599	0.90161590138586	0.903450080849451	0.838130314121337	0.854464157420287	0.828293715819714	0.857801068001228	0.895136106679206	0.769082674036764	0.877331832828786	0.599567134153918	0.751996111104506
VLDLR	0.85605838855951	0.89940453970919	0.857478471457734	0.942124715528169	0.910902882733253	0.930929863011738	0.81198529167076	0.914893316630992	0.897863484432841	0.911681343916769	0.928919209858925	0.921656232074284	0.943550128377671	0.942044299162152	0.923426130768811	0.930511512229868	0.765441191683257	0.904408131298377	0.916175980495979	0.923583571178778	0.919092729130105	0.914688295434408	0.847750940614181	0.831357508801381	0.873031455915849	0.835917863727294	0.921035297114802	0.845867127635675	0.922974293275395	0.875791393202599	0.871241828450019	0.91893334602526	0.933177698808963	0.796702901059515	0.873141427607254	0.927299873681683	0.927975327034031	0.868739603521641	0.899548065345231	0.877620195204739	1	0.928537683112865	0.916067765846393	0.864965462636479	0.882534718861321	0.926875504465925	0.895323644650079	0.917296169793001	0.802058183163041	0.864998157968646	0.876150060732124	0.880970083743011	0.724878155750159	0.920467136799035	0.763895898987638	0.898187079614244	0.885088058478998	0.920175630624812	0.897428839523547	0.849872697506846	0.842048850873141	0.926712050628694	0.924435281458838	0.902930054370704	0.891360983692154	0.886883163400821	0.859490657231746	0.910286148161574	0.915028518297585	0.815915802055017	0.874553704402788	0.573653294610356	0.727820988382729
ROBO1	0.944036196538303	0.959716583305361	0.92301591274963	0.987728783716168	0.957738192818349	0.98457933055528	0.881250526198557	0.931932368193796	0.924621985159854	0.944484050210071	0.986879265011127	0.957051121936977	0.976203970182465	0.954396361859491	0.988767273262866	0.969744021305657	0.841320098896949	0.946316094609528	0.959720655433758	0.956884671370481	0.988944764058627	0.936151650894686	0.934658348310426	0.899064472226824	0.919282430940314	0.887464811183268	0.975227055614211	0.863403059034702	0.973377767979794	0.90198626559296	0.914885047325973	0.981993564242011	0.977173754932313	0.827994510678591	0.924852822113994	0.986599602758192	0.984128073890546	0.873557927126327	0.969885588322251	0.911401744794056	0.928537683112865	1	0.948916744024619	0.852040371770741	0.956236463626966	0.96881182778653	0.942424586034376	0.981679440007566	0.868856110178108	0.85587325557615	0.94053057552579	0.901435925651429	0.712589905719083	0.953694118438793	0.85023785140746	0.894915332468025	0.951272875384498	0.961721838801292	0.907740280235949	0.917113759597564	0.903873248260041	0.977385258110948	0.970526793470603	0.94624502099628	0.931637870905256	0.938464454281483	0.888082459817023	0.972237203583889	0.933917467478148	0.854251226843518	0.892271148840401	0.618851018102144	0.77385325980517
AMFR	0.881321444957377	0.92426946204974	0.869581543039773	0.954101638507475	0.944844822406681	0.941031808326662	0.854713376993537	0.926781010373056	0.913203778461793	0.931686988311337	0.932129889649408	0.926441591259059	0.950767964839726	0.935586186317651	0.937860417888955	0.939819008623501	0.838564833769588	0.921382266238814	0.917499787619639	0.937614435200958	0.926737576683169	0.909076485564493	0.865699016852303	0.848192572188435	0.884659397099961	0.862923405672194	0.932767512527088	0.85894057515482	0.933486271743645	0.900619883138059	0.865312729861629	0.937248294725024	0.952015048017453	0.806689245523614	0.901205860829766	0.944416728237099	0.933626393351876	0.882565421180981	0.911835853609719	0.901181706802788	0.916067765846393	0.948916744024619	1	0.860711041474397	0.910124942663369	0.939765970899887	0.900841983889693	0.939590526920639	0.805508829398204	0.861665863317895	0.887029985392256	0.899437786435029	0.754129239864554	0.937031616152647	0.79662598583357	0.893222271745793	0.901018712404744	0.936098470804338	0.916149761025882	0.857371597687831	0.870631674984051	0.928691749913705	0.945861483905953	0.920810852883312	0.918280670625904	0.878893758210316	0.883266308163589	0.931925460204212	0.923965366542525	0.852343792820542	0.886273982348179	0.633886269801466	0.792130507200175
TSPAN17	0.787492452259775	0.853114021281069	0.845787387498249	0.867564269888837	0.905288682705583	0.845221083156119	0.727778040563654	0.863466331886338	0.932074200100627	0.910380538291759	0.829612530145899	0.887159315176585	0.888438272982773	0.907878439790883	0.849293460366743	0.912871095097244	0.79141057566221	0.920375600674514	0.870947645461465	0.900904641831868	0.818230788247179	0.886897640818954	0.735335543899189	0.760234117309978	0.805601170917068	0.79503383844574	0.820321744873013	0.861637351174323	0.865710550702669	0.853748499215643	0.805731688377735	0.835593640518877	0.888730088093251	0.825844308200225	0.89260026829358	0.856146156875338	0.839331995728481	0.836729682788716	0.783944199319775	0.884213705304869	0.864965462636479	0.852040371770741	0.860711041474397	1	0.792091166249031	0.904258161340169	0.83379509437756	0.834419317649768	0.726465151349511	0.921621160074376	0.737193753308562	0.902525441068374	0.676602384119197	0.906482438177746	0.692608182346671	0.925859301738914	0.846734737638999	0.888994582677011	0.932167496776999	0.744527790543483	0.795308296714687	0.85265754345293	0.862091216810754	0.87415845604261	0.787508348627319	0.777105524483807	0.815935916525419	0.789760103264257	0.903648889200046	0.694328474319942	0.927087702347044	0.483373968814313	0.707217270335743
SLC16A7	0.914423339602395	0.937815690273936	0.880489272900652	0.952620674670884	0.906338933772404	0.951038291322809	0.868365565242376	0.877066730113135	0.863744629235259	0.879454783318609	0.954740042335417	0.901404038390082	0.929538220870823	0.907165636972675	0.953242766943405	0.911538490300924	0.802602572233464	0.890346991494648	0.907354363766071	0.91620370873914	0.956383196347697	0.885588158660867	0.923640296425855	0.865350579157418	0.880321312098192	0.850217220452894	0.940525433606229	0.81241982647318	0.927577425880303	0.846362698903997	0.889949836555264	0.946461681166239	0.936008823840365	0.770288123574431	0.861529165955331	0.941642525151724	0.945128420297561	0.831868130289125	0.948612596468288	0.860096286574005	0.882534718861321	0.956236463626966	0.910124942663369	0.792091166249031	1	0.913770266295396	0.893137868097868	0.946497901209804	0.866835974985121	0.784820053918167	0.927079188121163	0.839099924374422	0.721880509955354	0.897919316623371	0.830240815961197	0.832448484046783	0.903112642223894	0.919212734129932	0.853447596846164	0.90405025010904	0.866087658248679	0.935215081308672	0.943310872002144	0.905341792756031	0.898569937090695	0.915987847775655	0.865649756239471	0.955330579016859	0.877139942503989	0.858238954501289	0.830424366787003	0.645274442710785	0.7450159118523
