""	ERBB3	THY1	KLRC2	TNFRSF1A	CAV1	CD9	SMAP1	INSR	MYLK	ITGB1	LPP	LRP6	PTPRA	CANX	ITGB8	APLP2	NOTCH1	TNFRSF21	CELSR2	LRP1	SDC3	NOTCH2	C1QBP	ABCA1	TRAF2	CD44	TNFRSF12A	ITGA3	ADORA1	AR	ACKR3	IGF1R	CD99L2	GRIN2B	LIFR	GPR37L1	CALCRL	RAMP2	LINGO1	GPC1	RAMP1	MRC2	MCFD2	SLC16A1	ITGAV	TYRO3	MCAM	S1PR2	GPC2	AMFR	PTPRZ1	CD47	EPHB2	CD81	SORT1	RXRA	CD63	SLC16A7	NRCAM	TFRC	NCL	HLA.DPB1
TNFRSF12A	0.734228957279857	0.768234581728736	0.743081383518395	0.819498569502527	0.704420395566038	0.624992756429786	0.77570543031787	0.382073536488005	0.118934151480013	0.837410905433602	0.786682725795219	0.704227761753993	0.80927476859297	0.722122997321876	0.791783508105109	0.802789115530088	0.712163706340304	0.773505306575503	0.748951794312638	0.76203412951306	0.813952748267914	0.578806085845432	0.769400079890411	-9.20896992779556e-05	0.687179612871788	0.357827507540802	1	0.782933053739872	0.78709443352169	0.689370804355709	0.641899548217274	0.418159841791961	0.801509258191827	0.834573924318459	0.761812078443929	0.703664810570154	0.63573267480299	0.822616587332754	0.79078144587579	0.890347159731059	0.831457041205063	0.615302067671097	0.736162379530665	0.450280903643996	0.690137934080292	0.790213010133254	0.713110601622645	0.711924011739611	0.692717930762975	0.738687021737826	0.834365104738387	0.808887194662219	0.710143349150598	0.802715486079978	0.725680175992209	0.132879201223739	0.881353805904074	0.647532563765862	0.789918605490633	0.612397798619386	0.751019588844013	0.532669700257499
ITGA3	0.621685442714567	0.576309467626334	0.592234510875904	0.798426020248842	0.735091590071348	0.642664129077518	0.715657284403907	0.586415606642756	0.285138481873108	0.805190973349332	0.840309520974113	0.742154748794285	0.807247977119232	0.733731255652526	0.827957358390333	0.801781535869966	0.675471373666534	0.670714053949488	0.793118812731117	0.809085332961067	0.843480136218689	0.735199037400691	0.590021500897076	0.325859121116255	0.60213492281153	0.483253439301827	0.782933053739872	1	0.672420940908577	0.716848203305595	0.653821971906989	0.667288933462674	0.769611261083114	0.821988917497064	0.780015594061877	0.575160867767478	0.707816458751524	0.730302937388886	0.777792054251422	0.859577800082352	0.781478546631731	0.791887922201392	0.720559261131812	0.585634172309942	0.844560637444914	0.710772320594462	0.569169185541355	0.638063536949166	0.515407273303565	0.799278095773061	0.794224248284882	0.740055334417974	0.678515523257835	0.795666145914632	0.753644226844998	0.395743547660505	0.771353139931759	0.738322381443257	0.85082328660542	0.645640190410922	0.626117682089818	0.51371904053012
ADORA1	0.888708874700449	0.880721357706524	0.842109958765796	0.77650846852503	0.600094382069884	0.570510168897085	0.816070834328849	0.343536142945543	0.0017447246378275	0.812157936321423	0.768252218445281	0.794507420831114	0.811005402502894	0.705811893714738	0.803144093275621	0.807620602247075	0.809993741147371	0.814860457711012	0.793979974063794	0.794599335951115	0.813659625315473	0.604906809065971	0.837089837033633	-0.105469724686592	0.703659512584623	0.207438174170202	0.78709443352169	0.672420940908577	1	0.724637709854373	0.741562605298904	0.370619666914865	0.811144846496846	0.803520357149371	0.751037236275549	0.848281299058207	0.66576534505701	0.855530318142626	0.837863818435419	0.813949289895481	0.868707872666972	0.573944454016264	0.712899564334868	0.388723876807177	0.682229129310717	0.885959686096296	0.810364739453496	0.787729569649305	0.819366197416646	0.752387160478288	0.900906823543913	0.846603422358151	0.751226186489701	0.842036851491025	0.77718571575626	0.00880077736275961	0.849420802156128	0.596050867659249	0.80790806155774	0.604595826210982	0.804223382521644	0.567319601910763
AR	0.761644790070058	0.733040945638186	0.72703740112963	0.812614555796269	0.741074296718429	0.712396399626158	0.842571187996308	0.588902094943995	0.271324447976391	0.854463243641824	0.853776760800851	0.862944414194723	0.850021486309863	0.834393838625593	0.855517655455995	0.857833030222098	0.804369407572849	0.799413365337634	0.827417057841643	0.863811375758451	0.849818041942751	0.788875285760831	0.74906761345987	0.246278031356772	0.704955771862791	0.441039473579811	0.689370804355709	0.716848203305595	0.724637709854373	1	0.738231225498135	0.640415284350857	0.833041235038106	0.809465806466885	0.824400771195748	0.69248322304905	0.762885379848853	0.780018759902786	0.857855261794045	0.807912287806455	0.814233216276292	0.753415910551509	0.820809380696903	0.647957603687605	0.823938668873014	0.77255551511288	0.736060115562824	0.726964122121104	0.651497394335232	0.835520224076552	0.830990770722183	0.83960039890419	0.785154897400733	0.8820050044144	0.855681795490579	0.353008782700135	0.820859817101015	0.713897199076397	0.863374507582438	0.748530021958095	0.784039476482612	0.618197270831107
ACKR3	0.710942923459987	0.786130435257222	0.728508223930933	0.746649317986015	0.594898805029026	0.597802403449678	0.796229526891204	0.444172808418019	0.0859970406200983	0.819662493662966	0.779283584169189	0.791208987167874	0.787127958475227	0.727941872328054	0.782756140182306	0.842548153135883	0.841492184878586	0.716188344578491	0.798851555378507	0.759461552101258	0.777922495594793	0.634023769664516	0.773568298954224	0.0444296625371841	0.77058635591697	0.295116272689178	0.641899548217274	0.653821971906989	0.741562605298904	0.738231225498135	1	0.437551126238579	0.776387038490373	0.778377993216739	0.761877174607034	0.681677619499857	0.692729491252534	0.750849875572469	0.812232525939848	0.776402269552179	0.812696104852008	0.642293761540282	0.69468998859894	0.512373574919787	0.732443629085838	0.781826232114298	0.765131176773829	0.745687142563204	0.725397827996317	0.77931286054529	0.82627849928525	0.831922325387	0.811053573189458	0.818335224569733	0.854521404342224	0.148577601458255	0.781265957121229	0.652476054796632	0.797854599251006	0.638579922934452	0.796956434692894	0.612230027079761
IGF1R	0.354122190020454	0.276159144881421	0.334293059175571	0.616207751605103	0.73702833987377	0.631925931186725	0.603150000905846	0.792330576843444	0.614935646547908	0.63521694986436	0.745084868769798	0.585093996675598	0.675048980157684	0.730263541590423	0.677723455206383	0.635243637664873	0.472671715863647	0.458071797773271	0.628711062072204	0.720964135836099	0.639180716128892	0.776572851165806	0.359566616880801	0.723247688544561	0.469625197146168	0.613188771278488	0.418159841791961	0.667288933462674	0.370619666914865	0.640415284350857	0.437551126238579	1	0.561926309025937	0.561188975162235	0.614620653900546	0.304233938851547	0.629222984741721	0.537196300516763	0.59969782362314	0.630031511735113	0.524124102482437	0.773601299125967	0.682801848562656	0.795014201265774	0.786615358146927	0.430105584233885	0.304239046150892	0.398576136664238	0.264139971943665	0.676616387904195	0.509569045097919	0.520107291590486	0.550637939701559	0.616133581548834	0.590506460819753	0.728455144915587	0.545462682582328	0.731537526959729	0.666483885987424	0.640238177997872	0.444045471191162	0.490583710677821
CD99L2	0.833989304954322	0.843512132997706	0.844588376814334	0.876804070874888	0.771556926560304	0.750748261028891	0.893841164778472	0.53551387232014	0.207183742787312	0.918051834367775	0.884566241755558	0.870360720434116	0.891474103954012	0.866437748583882	0.882272313459322	0.91381585955741	0.861223447356628	0.852888738040453	0.862303561885587	0.88674403649422	0.90227564494394	0.755605854227627	0.851645429925213	0.113408126105479	0.783198771164766	0.391566382742088	0.801509258191827	0.769611261083114	0.811144846496846	0.833041235038106	0.776387038490373	0.561926309025937	1	0.869210088006067	0.864367890792499	0.769755196023571	0.793155394573639	0.872379259030738	0.913034996740879	0.891805547534038	0.888801178642447	0.741697603967836	0.852480151467716	0.626489941802148	0.809323163666159	0.852503718185185	0.811241465970382	0.812046115152813	0.755653608756314	0.862754716459673	0.909381047721299	0.915053841514959	0.832490506617931	0.930365506052062	0.856905319420543	0.286682292493981	0.909636588529084	0.729337896700092	0.898035377361235	0.764008729666808	0.85868733869632	0.651396490040845
GRIN2B	0.780647364428993	0.791138085997925	0.77377224520186	0.865695164200221	0.709217061035987	0.657436008573591	0.843677237380733	0.513241138209509	0.155467508606014	0.893518485365141	0.878164619545094	0.831190882152509	0.883239902971991	0.811469828585184	0.893222205154607	0.898540584639327	0.819761832809815	0.802235665725592	0.866004824887384	0.85513737781334	0.902975214490638	0.722951294360609	0.776550710599665	0.137895170014613	0.729434208486347	0.398737277839181	0.834573924318459	0.821988917497064	0.803520357149371	0.809465806466885	0.778377993216739	0.561188975162235	0.869210088006067	1	0.869942849892078	0.730335005769937	0.74234478059854	0.82052407338946	0.866821009321563	0.909542325550461	0.883655397747133	0.766797481840281	0.811157183266772	0.547991785317807	0.824383747571963	0.842150001637359	0.776452372232927	0.755173050782974	0.710869117745502	0.853588587699159	0.899770383599417	0.881187299686397	0.781365100735783	0.891645468256902	0.859225153871318	0.234419731388499	0.884680191235064	0.721525757127929	0.908431247341258	0.719181152382744	0.810089460892954	0.59999608304784
LIFR	0.779010664414392	0.774939361802536	0.760752213010763	0.886745847167495	0.756202060243675	0.75172759550545	0.850903565293141	0.51695561633461	0.283524561686186	0.892922321874835	0.879649126974046	0.841265351144669	0.857295902036915	0.848031960208012	0.871052019607504	0.89409885923277	0.849239054500389	0.811544323980919	0.859154316497487	0.850162148911574	0.881961946407219	0.786273157851405	0.794128034608539	0.213821417920628	0.731158392723107	0.503439358541199	0.761812078443929	0.780015594061877	0.751037236275549	0.824400771195748	0.761877174607034	0.614620653900546	0.864367890792499	0.869942849892078	1	0.702679006912467	0.742514814804215	0.810961888350992	0.882173441615037	0.865974450419355	0.845831467932598	0.780432473729415	0.848506874034859	0.622107263129691	0.832407970546796	0.791910315234007	0.778270516941718	0.766160963858871	0.67335113821777	0.872877750221674	0.850263100132576	0.895263607092569	0.786687517107552	0.912519177832211	0.88269110004047	0.314363162788994	0.890044494533944	0.750290445048658	0.877947942412135	0.788080916561394	0.804850874953778	0.627676739942593
GPR37L1	0.888018390045746	0.859977852529347	0.822911043785851	0.715869477840204	0.514350259415372	0.50175052173845	0.768418573989115	0.297624072980803	-0.0216775466940803	0.737325297489919	0.696804495494661	0.732201370444269	0.760552603272856	0.674315499984688	0.758617227172299	0.751474647297621	0.751123759386357	0.844183382453936	0.708037635878	0.756977367721086	0.770761341823404	0.549629476494252	0.782115989641512	-0.143929158775753	0.64566839744188	0.162838409158806	0.703664810570154	0.575160867767478	0.848281299058207	0.69248322304905	0.681677619499857	0.304233938851547	0.769755196023571	0.730335005769937	0.702679006912467	1	0.588080085756281	0.795180017059935	0.785163694388822	0.75323607211117	0.841557404882696	0.517039571390005	0.66943162527685	0.316583020286501	0.622519979189309	0.866825231071447	0.7690364510339	0.739825954470781	0.790005506723185	0.691198143082143	0.854573760453049	0.810510537942661	0.647870646375871	0.80536528459857	0.710116899941906	-0.0347216430291788	0.814903431320978	0.524182153660638	0.775576595278289	0.524732675260831	0.732859407595529	0.509695930521825
CALCRL	0.69249292533158	0.661305507725132	0.692964188030862	0.772345360489728	0.772433849309619	0.682642825924718	0.780553878168957	0.597123879155881	0.288804191634194	0.806584496283221	0.823445748245016	0.817517668903721	0.825523299535244	0.75402094385109	0.810654368499376	0.788024048573317	0.748415369289921	0.67458720586171	0.822373564716824	0.833672614294633	0.78882370206565	0.77506712583159	0.708608479518527	0.258447602422861	0.696967767058456	0.334962596587505	0.63573267480299	0.707816458751524	0.66576534505701	0.762885379848853	0.692729491252534	0.629222984741721	0.793155394573639	0.74234478059854	0.742514814804215	0.588080085756281	1	0.777862635796156	0.819860736408336	0.769800382045706	0.759053668517948	0.714725551104999	0.742295250996813	0.656935287022451	0.797342206794014	0.757712283367453	0.665833175827337	0.660253253694519	0.618044813631175	0.777291041350207	0.814598667779685	0.757552435201207	0.764425865675911	0.829113489331279	0.793494109552864	0.40482885288834	0.727701725709169	0.681980859521379	0.820035581112867	0.705739858286507	0.747563038672461	0.581334111466862
RAMP2	0.851928441650586	0.862977772945222	0.845692620305094	0.840627199381425	0.764880016594042	0.705931647383915	0.903342789668809	0.524783410715084	0.227769942847398	0.913333593440761	0.871684313476558	0.835762207582837	0.898536738021319	0.823475462259516	0.879245333253709	0.876660053176883	0.84866117372598	0.844726575643685	0.847450936471519	0.883588671345098	0.859506963862409	0.721287427892017	0.880002247883153	0.0772589073505738	0.803493830617291	0.332713592958846	0.822616587332754	0.730302937388886	0.855530318142626	0.780018759902786	0.750849875572469	0.537196300516763	0.872379259030738	0.82052407338946	0.810961888350992	0.795180017059935	0.777862635796156	1	0.902829947668489	0.88513228551972	0.89985935440744	0.663198423263217	0.820867334425247	0.596357375064128	0.79611961822484	0.880787644054263	0.801442247702792	0.783914570880859	0.800849897420151	0.830463871711135	0.913216418463922	0.887229800111417	0.860247116575169	0.905545720390413	0.833835511773222	0.228094357346674	0.904998190888588	0.702781533114524	0.870005969974754	0.705061433849653	0.865158125372114	0.676808660046277
LINGO1	0.862846132975479	0.860658422307393	0.846288418809989	0.875415289028141	0.782770535015393	0.754380336813239	0.917281957678209	0.570441067186046	0.204112632911955	0.928907352044398	0.91400039033486	0.900225258838531	0.918162433791068	0.885510272542967	0.906831792589773	0.933138627144014	0.906752894540339	0.849745923212484	0.897966056689729	0.92983070734334	0.929192709406713	0.786071771156123	0.869012640355913	0.123006944048842	0.811772149557385	0.324792668165884	0.79078144587579	0.777792054251422	0.837863818435419	0.857855261794045	0.812232525939848	0.59969782362314	0.913034996740879	0.866821009321563	0.882173441615037	0.785163694388822	0.819860736408336	0.902829947668489	1	0.901486024959802	0.889605802804786	0.744754852782655	0.870749660715702	0.672109002339174	0.833710573055489	0.880599492115367	0.835274869457215	0.82583579658738	0.790550290797119	0.889770133743109	0.939299332751871	0.908876857807502	0.88083095010466	0.951903661339488	0.893929537604143	0.318165460220313	0.906747522087712	0.739451789342696	0.91318209917151	0.785936271720849	0.8802606463803	0.675891781592473
GPC1	0.7764225959772	0.791611937950681	0.772627621137877	0.911083679930339	0.812170442892041	0.773366736054619	0.867412914685598	0.543490581072058	0.255298505410862	0.932587542489777	0.908810645771267	0.820569819498027	0.918260506377162	0.860503956683851	0.917878022643533	0.931855426724712	0.805698049431651	0.845722836161784	0.860511518998661	0.902341019458259	0.940369367563176	0.756751730921292	0.797380729348745	0.193464407670864	0.765841826339432	0.471880208807337	0.890347159731059	0.859577800082352	0.813949289895481	0.807912287806455	0.776402269552179	0.630031511735113	0.891805547534038	0.909542325550461	0.865974450419355	0.75323607211117	0.769800382045706	0.88513228551972	0.901486024959802	1	0.908170516686869	0.801378593211857	0.840707825838036	0.636289490168487	0.872696945704079	0.852151572757841	0.74452651684413	0.779625932146651	0.70868397639531	0.878078942945115	0.912389229304098	0.895675091049079	0.816024977206015	0.917884492049752	0.842135788265198	0.340706926206737	0.940782563106279	0.783112982473339	0.921944767791363	0.716445403506259	0.808692032448654	0.620054247396669
RAMP1	0.852740712688894	0.856425551544994	0.840527761321032	0.864301253456865	0.708008765615704	0.6422445323238	0.870227856505808	0.487628884830313	0.108270897127032	0.900684090979934	0.865004169551437	0.846121218776113	0.911667649162111	0.790809275836299	0.919348886641268	0.895425965191923	0.844298184251186	0.880996394845097	0.867145159206807	0.877713878174475	0.890556009140141	0.722263053025103	0.829692850578119	0.0669857889391396	0.753089081253306	0.399432273468466	0.831457041205063	0.781478546631731	0.868707872666972	0.814233216276292	0.812696104852008	0.524124102482437	0.888801178642447	0.883655397747133	0.845831467932598	0.841557404882696	0.759053668517948	0.89985935440744	0.889605802804786	0.908170516686869	1	0.712334793005205	0.79086299838375	0.479567100060175	0.842572817314911	0.922996280045789	0.809225019281917	0.786192156271489	0.750560691158522	0.850284454529997	0.939320472515326	0.925893865667157	0.789612451432014	0.923845327493622	0.870836329459312	0.130825525972819	0.916834622474018	0.701426558093109	0.924805355665752	0.659206951622965	0.813177885286496	0.641063106642213
MRC2	0.538176914282557	0.502092254930951	0.510254272247166	0.791056078124788	0.749850694752416	0.721018502730906	0.703741191966241	0.65976230432164	0.459185469496553	0.779094479342329	0.843779704461951	0.718675168035932	0.797176174424379	0.77638482528385	0.824592866246067	0.804352261263295	0.640889646421433	0.637530053686482	0.766605486364359	0.811116817234936	0.815336343491883	0.814223441439826	0.53050118356194	0.528260993143854	0.589864026127797	0.592561150099198	0.615302067671097	0.791887922201392	0.573944454016264	0.753415910551509	0.642293761540282	0.773601299125967	0.741697603967836	0.766797481840281	0.780432473729415	0.517039571390005	0.714725551104999	0.663198423263217	0.744754852782655	0.801378593211857	0.712334793005205	1	0.730119595520641	0.709745066621489	0.868134857983696	0.620418954999871	0.525442864087937	0.554463559249749	0.436904954111495	0.788147715625025	0.72051544408351	0.713613621454804	0.673254007102531	0.789422894575531	0.759138215353238	0.58173845517174	0.732887610134941	0.792785363939273	0.826850965626488	0.679276914631997	0.593898135968274	0.534126044651161
MCFD2	0.764796728893345	0.768667843907413	0.774912947722538	0.854420834776537	0.819960222581045	0.783128490832219	0.914972566365025	0.664742998729449	0.349492459361023	0.899418261926388	0.8827195266499	0.847821204907907	0.87206782094869	0.943114319813079	0.839913776548588	0.888875945813755	0.822314930314136	0.790231079323997	0.809035845186507	0.878383482427275	0.83603637749317	0.77859563007713	0.814988167355545	0.302643330898719	0.748667109277685	0.463114797433684	0.736162379530665	0.720559261131812	0.712899564334868	0.820809380696903	0.69468998859894	0.682801848562656	0.852480151467716	0.811157183266772	0.848506874034859	0.66943162527685	0.742295250996813	0.820867334425247	0.870749660715702	0.840707825838036	0.79086299838375	0.730119595520641	1	0.779631894949552	0.795054302662126	0.748074154368701	0.766997700816327	0.778503602775407	0.691496545575852	0.859091740638356	0.814561935143624	0.871289926389608	0.820139036282793	0.880688422764382	0.832582220357926	0.434394703402977	0.879010106818372	0.74102153332988	0.844766232325957	0.847022041295841	0.849259424872005	0.680016701691718
SLC16A1	0.421977752866135	0.427377413239243	0.454385775381619	0.666012903467973	0.811077931882596	0.779085500307269	0.716028415262027	0.775238241179969	0.577217195522314	0.70300583659827	0.751729755200912	0.639557425026122	0.675793300271295	0.843152828629062	0.62071118621321	0.700827733262449	0.568204009477915	0.499848462571144	0.604851690814368	0.727818735743682	0.631971084582383	0.722225651997316	0.531715824960362	0.579056902914726	0.633451111376283	0.463260230594494	0.450280903643996	0.585634172309942	0.388723876807177	0.647957603687605	0.512373574919787	0.795014201265774	0.626489941802148	0.547991785317807	0.622107263129691	0.316583020286501	0.656935287022451	0.596357375064128	0.672109002339174	0.636289490168487	0.479567100060175	0.709745066621489	0.779631894949552	1	0.691557339451101	0.423459411807072	0.44319967957428	0.52870108460802	0.409749378255864	0.685216282755166	0.537612378807318	0.589680277932231	0.706185203320119	0.647977519350205	0.60927624465822	0.773198813655342	0.608114136568583	0.683973257621797	0.627844981115812	0.759875473786702	0.62840098717308	0.576041413995134
ITGAV	0.662702166654732	0.610033519640506	0.617672256141125	0.845544992715736	0.803191642014381	0.736266271589201	0.793919114937265	0.68111114236586	0.429556530162691	0.863737678258499	0.916523284494045	0.814288735907011	0.89051534614836	0.823881362698475	0.91629496629873	0.866076295188925	0.749192590042217	0.737743193216077	0.858217985464588	0.899785112061445	0.887875482730265	0.877030366295565	0.631041609982116	0.461647002437687	0.668001922392117	0.591441841639166	0.690137934080292	0.844560637444914	0.682229129310717	0.823938668873014	0.732443629085838	0.786615358146927	0.809323163666159	0.824383747571963	0.832407970546796	0.622519979189309	0.797342206794014	0.79611961822484	0.833710573055489	0.872696945704079	0.842572817314911	0.868134857983696	0.795054302662126	0.691557339451101	1	0.760278939509042	0.611445155036543	0.656951364653389	0.551749128753599	0.870291199518437	0.830573617598531	0.800622837043428	0.759818314286675	0.877217091475814	0.846547345519927	0.500753910092649	0.811171635716389	0.817788243161299	0.918585024922291	0.713338947369211	0.67838915860879	0.600437504091962
TYRO3	0.890527554368178	0.883465245556365	0.859679212304488	0.787774754617401	0.626913664223171	0.548947763309843	0.841530295034447	0.41767798482864	0.0142772653606433	0.845974085707237	0.814920677370384	0.845013599200154	0.863107710558342	0.738721139857794	0.868736860349495	0.837604596319955	0.854999487961172	0.83998120120121	0.860437667063777	0.847266139260345	0.855813120024402	0.656916197842249	0.84667994880433	-0.0519550961537697	0.735916968658857	0.251413634304586	0.790213010133254	0.710772320594462	0.885959686096296	0.77255551511288	0.781826232114298	0.430105584233885	0.852503718185185	0.842150001637359	0.791910315234007	0.866825231071447	0.757712283367453	0.880787644054263	0.880599492115367	0.852151572757841	0.922996280045789	0.620418954999871	0.748074154368701	0.423459411807072	0.760278939509042	1	0.835836048123435	0.772444194395854	0.837595248937184	0.801149490061944	0.948487187882133	0.876636076152	0.772483244379255	0.889943207887817	0.832357406394812	0.044980434014436	0.858509685482529	0.632261121197954	0.873489191328268	0.629194374652665	0.82531708605212	0.602327884828112
MCAM	0.888008020341116	0.929016918668341	0.879970501682295	0.74420706566709	0.570365587778853	0.554737963197878	0.848672489556118	0.339176996479771	-0.0405462567069772	0.817191055427656	0.742806662086813	0.845866377930839	0.766496788922536	0.73502535409677	0.753903467739659	0.80761737806319	0.89705900554822	0.810122094053872	0.781629744127449	0.754196033101568	0.761718050613696	0.574574362531883	0.912212715920009	-0.155397074893755	0.758539746829117	0.168271767066682	0.713110601622645	0.569169185541355	0.810364739453496	0.736060115562824	0.765131176773829	0.304239046150892	0.811241465970382	0.776452372232927	0.778270516941718	0.7690364510339	0.665833175827337	0.801442247702792	0.835274869457215	0.74452651684413	0.809225019281917	0.525442864087937	0.766997700816327	0.44319967957428	0.611445155036543	0.835836048123435	1	0.818841411448197	0.822896973899265	0.749275469317065	0.861812978130834	0.878946397741981	0.802502688519073	0.842967600633876	0.831174845833579	-0.021677538878855	0.824027622944425	0.536901536306995	0.764343242511882	0.703611560272785	0.894324303974438	0.618712233950708
S1PR2	0.831297583634517	0.850174286667318	0.842405302135621	0.788396587545132	0.679106884481408	0.674278119586866	0.828154717349325	0.396650304415786	0.05133148448924	0.815375078502699	0.75313941700743	0.802309730235197	0.762103690943805	0.761774210861692	0.747743589674609	0.808355826751185	0.809778328706378	0.774024823246675	0.741141098274215	0.766671849929572	0.778957691874567	0.616097150742175	0.843984770404746	-0.0349767084800024	0.753548450144354	0.227038765832971	0.711924011739611	0.638063536949166	0.787729569649305	0.726964122121104	0.745687142563204	0.398576136664238	0.812046115152813	0.755173050782974	0.766160963858871	0.739825954470781	0.660253253694519	0.783914570880859	0.82583579658738	0.779625932146651	0.786192156271489	0.554463559249749	0.778503602775407	0.52870108460802	0.656951364653389	0.772444194395854	0.818841411448197	1	0.758540053414275	0.769964161782865	0.828985029062961	0.839741603058253	0.780638368677691	0.816885010415353	0.772074189809662	0.148458898190098	0.825461705585491	0.574470448590735	0.75393732497465	0.70755073137475	0.830365973688817	0.604420393735292
GPC2	0.834511043003307	0.896132181684813	0.858081532055707	0.675626806430378	0.513512610072134	0.497522489144106	0.811442889744174	0.30540658193019	-0.0549621394195781	0.770823211654276	0.69102989324156	0.75788527677795	0.72514994309894	0.684725157497228	0.699392220084374	0.751017187039089	0.823179160924067	0.727408875335143	0.728187287051982	0.718112609834035	0.703338912316602	0.50676510265261	0.876370367877686	-0.202592235117061	0.762472518698704	0.0761306276077047	0.692717930762975	0.515407273303565	0.819366197416646	0.651497394335232	0.725397827996317	0.264139971943665	0.755653608756314	0.710869117745502	0.67335113821777	0.790005506723185	0.618044813631175	0.800849897420151	0.790550290797119	0.70868397639531	0.750560691158522	0.436904954111495	0.691496545575852	0.409749378255864	0.551749128753599	0.837595248937184	0.822896973899265	0.758540053414275	1	0.682571865923714	0.831115933903913	0.799286322770852	0.770258265688957	0.769722169936455	0.725835361791026	-0.0418232918046338	0.773827763898239	0.522062090865686	0.703742297845266	0.585730156082051	0.861715735730753	0.58604125338485
AMFR	0.77253132011683	0.751543113988324	0.74631071265605	0.849078631952961	0.762374004480148	0.709498545301575	0.878424928836827	0.63729530496083	0.294355819414213	0.904111616064524	0.917393006667844	0.871967808023729	0.891325495862694	0.871276730092099	0.892831504516975	0.900177617765849	0.85254389606352	0.798022614529168	0.874320717364984	0.904677323880564	0.894719098067161	0.814207666257364	0.782491705711455	0.273691564653652	0.757785232285672	0.468873663559014	0.738687021737826	0.799278095773061	0.752387160478288	0.835520224076552	0.77931286054529	0.676616387904195	0.862754716459673	0.853588587699159	0.872877750221674	0.691198143082143	0.777291041350207	0.830463871711135	0.889770133743109	0.878078942945115	0.850284454529997	0.788147715625025	0.859091740638356	0.685216282755166	0.870291199518437	0.801149490061944	0.749275469317065	0.769964161782865	0.682571865923714	1	0.865585119468408	0.868679910901932	0.850345736720897	0.912195509238025	0.880723277844936	0.385885160793805	0.856996282026204	0.772574437477068	0.905137618541524	0.780975539093467	0.803768162834678	0.680087745934701
PTPRZ1	0.914690095380494	0.897850372468299	0.880923944266475	0.860386073288322	0.716453198925162	0.655192789362498	0.892779632901013	0.485219237959714	0.0787693771221797	0.91202501333766	0.889079240870161	0.91248056547016	0.90849338120676	0.815472810524335	0.921869209766536	0.910087992596669	0.902096141661109	0.874101206727321	0.907070438584034	0.917806877865015	0.931258492547718	0.73688332023544	0.867974606794428	0.0173215012480121	0.780236958239147	0.277523048052196	0.834365104738387	0.794224248284882	0.900906823543913	0.830990770722183	0.82627849928525	0.509569045097919	0.909381047721299	0.899770383599417	0.850263100132576	0.854573760453049	0.814598667779685	0.913216418463922	0.939299332751871	0.912389229304098	0.939320472515326	0.72051544408351	0.814561935143624	0.537612378807318	0.830573617598531	0.948487187882133	0.861812978130834	0.828985029062961	0.831115933903913	0.865585119468408	1	0.914058220380643	0.851434878260144	0.946138991640478	0.894916590209328	0.160231662327829	0.900168471855184	0.709559447800474	0.927553093692001	0.70778431837345	0.867966226643551	0.629512199573852
CD47	0.863727837096974	0.904690888879067	0.875239484101572	0.893207320558032	0.746249736207857	0.746201080503621	0.926942798149731	0.503109982541209	0.173725715418775	0.939705422350943	0.876177948011154	0.886199754515557	0.904201322299932	0.870186639715297	0.886846565102649	0.943021319709742	0.904078482593715	0.879724823841647	0.865847509745846	0.872545734742488	0.884053875337627	0.744556772541444	0.904017603591833	0.0788482739912411	0.815807323157222	0.413620743630583	0.808887194662219	0.740055334417974	0.846603422358151	0.83960039890419	0.831922325387	0.520107291590486	0.915053841514959	0.881187299686397	0.895263607092569	0.810510537942661	0.757552435201207	0.887229800111417	0.908876857807502	0.895675091049079	0.925893865667157	0.713613621454804	0.871289926389608	0.589680277932231	0.800622837043428	0.876636076152	0.878946397741981	0.839741603058253	0.799286322770852	0.868679910901932	0.914058220380643	1	0.852668691223157	0.941671472389289	0.904303140339188	0.19494730566651	0.953158704324652	0.723893072400695	0.90403558726613	0.762019073867193	0.905751660241998	0.688313053497819
EPHB2	0.767686616196232	0.818371235492346	0.782461188700776	0.782287711754823	0.735485666981635	0.698722370938977	0.905734629735334	0.566528914221717	0.224152628648654	0.895805664402072	0.863106611560687	0.868946528351765	0.839756949603552	0.842534713996353	0.811934637376656	0.872551471895758	0.892030448769388	0.751722713045956	0.834627097260126	0.856695317359888	0.832076481772447	0.715009212459822	0.86852666304827	0.120374735494652	0.830244836301936	0.292532117736947	0.710143349150598	0.678515523257835	0.751226186489701	0.785154897400733	0.811053573189458	0.550637939701559	0.832490506617931	0.781365100735783	0.786687517107552	0.647870646375871	0.764425865675911	0.860247116575169	0.88083095010466	0.816024977206015	0.789612451432014	0.673254007102531	0.820139036282793	0.706185203320119	0.759818314286675	0.772483244379255	0.802502688519073	0.780638368677691	0.770258265688957	0.850345736720897	0.851434878260144	0.852668691223157	1	0.870234913410615	0.873355242440785	0.333154150991119	0.818129676902345	0.701151811004147	0.815655937812296	0.777352964125082	0.895228093314616	0.71002100774127
