""	CD3D	CD3G	CD44	CD247	CD2	PTPRC	IFITM1	CD8A	CXCR4	CD8B	CD69	PTGER4	ITGB2	KLRD1	ITGA4	IL2RG	KLRK1	ITGB1	ICOS	SORL1	CXCR6	CTLA4	TNFRSF1B	SPN	CD47	C1QBP	CD46	CD28	S1PR4	ADGRE5	ITGAL	TNFRSF14	LPP	CD81	HAVCR2	ITGAV	TSPAN5	F2R	LRP1	RACK1	VSIR	CLEC2D	CD96	NOTCH1	ANTXR1	PTGER2	PTPRJ	RAMP1	ERBB3	JMJD6	CD63	HLA.DPB1	SMAP1	CD6	THY1	ATP5F1B	PDGFRA	RPSA	CANX	GPR171	HLA.DPA1	CD74	PTPRA	NCL	PTPRZ1	ROBO1
CD47	0.40046722921659	0.364400331079627	0.418038619050558	0.383014073581932	0.359433285422575	0.442417459954608	0.361990601665301	0.316436481080454	0.506806425829738	0.312590725881834	0.4031918380696	0.534748992207907	0.467316203668328	0.306432820300213	0.381246428335878	0.347645136811997	0.288302670292857	0.874163383307973	0.489494048420519	0.379264331197456	0.437021793725488	0.447585119142761	0.558962311232005	0.508267074605166	1	0.856287113948209	0.810014217800625	0.358488291605294	0.352644812924849	0.391836694706248	0.372863850889027	0.57568858067912	0.699034892501605	0.686026994191255	0.302585376100355	0.721070974356174	0.938684015328876	0.679323826219883	0.586273422220389	0.847344077389581	0.377374474719503	0.518434352173377	0.346761972111406	0.56010588902703	0.675349430067621	0.386436393982819	0.63364003858301	0.668932585092406	0.678010047317428	0.788152298684431	0.603959282834569	0.365967572691427	0.866376022637468	0.533200318756444	0.625801068647171	0.678938799135779	0.597750352057605	0.8552999829039	0.681425811231675	0.370335201999579	0.392273075488571	0.326495702740846	0.859883186108251	0.823848862510898	0.655982963347389	0.700251901905603
C1QBP	0.0867715914912784	0.0616922591378496	0.110480323467108	0.0519199622549938	0.051060897882519	0.162033018743339	0.078018511047456	-0.0036774082276822	0.242019993644726	-0.0148032196981904	0.111156875172944	0.209941451372022	0.347913739196223	-0.030976637533806	0.117511232462792	0.0351109682023977	-0.0721295836060201	0.748194351703093	0.231776978797326	0.531695664139663	0.160049270449814	0.124545328296558	0.548319600795148	0.240313322282369	0.856287113948209	1	0.874543274756416	0.137221717776647	0.0336875664268791	0.0799089224797725	0.0602323666504349	0.360642647857081	0.81000406414379	0.924153702220607	0.461837478465198	0.868547905518187	0.899060126916753	0.434099930378512	0.822087800138837	0.972945888893432	0.566164668009035	0.192124565674564	0.0333179278930289	0.719979289296459	0.811392173593847	0.106966261018502	0.708795973725018	0.803159238037771	0.661562192078661	0.730354595005938	0.875717741081288	0.571293650881891	0.901698396499902	0.242626648660802	0.865495638395318	0.936444668957666	0.757669225266391	0.979820395411632	0.902855577695074	0.0581167622653652	0.58316247513138	0.550447756280209	0.933656634836993	0.946095813026763	0.819588575130426	0.830904906738697
CD46	-0.0555612954439911	-0.089174682248512	-0.0160127182018349	-0.0864542546808797	-0.0949083439347507	0.0322713532880912	-0.0584887394762896	-0.15073273527867	0.104932025786197	-0.162220475354755	-0.0243711880988993	0.0749608726551899	0.212939031680355	-0.18320621292313	0.00760874002714559	-0.10528140992776	-0.228839163930643	0.676904873760915	0.129810691021546	0.539743762771818	0.0124965972053379	-0.0319222674939223	0.486174781002079	0.0816814560933941	0.810014217800625	0.874543274756416	1	-0.0949879152707349	-0.0883033679278949	-0.076033992102797	-0.105863543394523	0.157567911873589	0.904625768822083	0.849221727450717	0.447173960564704	0.917518052996655	0.786192202500765	0.257667061176778	0.846482266642084	0.80846684584436	0.511034610820132	0.116957582369734	-0.110053545675062	0.877325180039008	0.747496826839296	-0.0593430077865645	0.740196484505022	0.74125078020135	0.697771652180949	0.566062593002645	0.825796996683768	0.422666395376483	0.764809414925702	0.0795661087225252	0.825502790214664	0.82422686039868	0.755519680269548	0.83644196805639	0.879399913119208	-0.0753069218565975	0.443273522814991	0.446947225641569	0.904757801134595	0.868097025452572	0.839642968294036	0.852796009389632
CD28	0.910707173329704	0.934789874900847	0.917027609590478	0.887140711347998	0.934739923317331	0.921140643020948	0.915761983536472	0.927244102826743	0.920597304481648	0.91594392582624	0.915331505662532	0.886671774578263	0.784220103861892	0.879198887523632	0.89862030689579	0.928781793618964	0.888294478757681	0.595955789168267	0.849203934446466	-0.0571690369948838	0.904888197465527	0.92191144012569	0.415982685877271	0.938710909101499	0.358488291605294	0.137221717776647	-0.0949879152707349	1	0.885581610908611	0.925443885251576	0.955171292520262	0.903715626943439	-0.175585267010517	-0.0959423610073882	0.0424493463105281	-0.292893001812665	0.370340316812448	0.805248850991779	-0.374003057083484	0.291986447750398	0.117864119383911	0.89638396339327	0.910034329138192	-0.450185929545766	-0.173839482485959	0.928897472913486	0.0937235199409132	-0.207526045940246	0.111148891023847	0.410320000524056	-0.158360152535813	0.32336944556993	0.129852324141758	0.909381636823964	-0.298578155798869	-0.121798362949082	-0.335259475787993	0.213617248348716	-0.256130959091299	0.914499297309223	0.29974306591449	0.133706710186713	-0.0520431949683866	-0.0277201676913634	-0.346138542389789	-0.305523546286777
S1PR4	0.990925811840991	0.987057928175284	0.987215669621648	0.992582028730691	0.988646645542801	0.971754022993797	0.990514443796948	0.982808468046096	0.945630547683541	0.983503804060965	0.989363733335941	0.896666070159388	0.770538294461747	0.973544585649603	0.97321899744732	0.991039427985299	0.940303148255194	0.579156461202959	0.926239997198052	-0.195611835427075	0.962937163745152	0.931008229560759	0.323184365650468	0.946218431956971	0.352644812924849	0.0336875664268791	-0.0883033679278949	0.885581610908611	1	0.984403247743082	0.960898444146273	0.910709469559927	-0.276747194517599	-0.239819795705713	-0.037126523885955	-0.330988202891684	0.364320185431072	0.858341411289173	-0.489577288676587	0.193762772706285	-0.0349605579361008	0.955009054756606	0.994777701180028	-0.487940095516922	-0.150926489746776	0.981315892362939	0.0367198212548298	-0.199354442171243	-0.00429790578620313	0.210872109816116	-0.31635079020216	0.0708981584289956	0.112383873696575	0.958788781078314	-0.434124512964624	-0.255405609647191	-0.317737624823053	0.14229470018473	-0.359668579309354	0.993976768041076	0.0821542004056286	-0.0969661285968112	-0.0907710389096903	-0.0758444291272892	-0.363752428430383	-0.343844553290356
ADGRE5	0.992097343132938	0.99451110501973	0.9887623582381	0.984199364802264	0.987376528357055	0.967641015076447	0.973811705374759	0.985338388362544	0.944868033960459	0.991985983869246	0.976891128679737	0.925319405500307	0.761124259829802	0.971762564596642	0.954442597062675	0.987106201362589	0.964902558893554	0.611029447402873	0.908589067831273	-0.201210828583899	0.961657553156478	0.962994948150309	0.309672715990818	0.961108167640596	0.391836694706248	0.0799089224797725	-0.076033992102797	0.925443885251576	0.984403247743082	1	0.985741912007365	0.940181680710415	-0.254604059109411	-0.20379052307204	-0.0699280992806105	-0.29198544616469	0.406112414296703	0.887905774532516	-0.456837001280643	0.233161810631964	-0.0384339447153136	0.962304013988144	0.992487871105552	-0.470876301460994	-0.11682509465633	0.984203657521545	0.0192129054588911	-0.161845270562075	0.0797711857367248	0.277706843982838	-0.285442713346793	0.103089862968599	0.159459974856129	0.978430266047813	-0.38183049295591	-0.214451542409078	-0.289325832863206	0.185771246469415	-0.321498609537433	0.993609863625911	0.101111576541053	-0.0786441352538069	-0.0576584601339974	-0.0372734688226835	-0.330273014699477	-0.306373048106568
ITGAL	0.971661612968113	0.980868854628265	0.969139343514813	0.966678122455722	0.975338506968141	0.960854069926648	0.95896012821594	0.972935301636756	0.941993090043608	0.976599106913508	0.961485575715446	0.93634247721421	0.767663331388827	0.963204707747736	0.943584139895405	0.974796929219077	0.962768624079353	0.604564536146873	0.882728386916695	-0.144165816087298	0.944354217249386	0.961560195302168	0.338927084367046	0.954461123070055	0.372863850889027	0.0602323666504349	-0.105863543394523	0.955171292520262	0.960898444146273	0.985741912007365	1	0.929101366443131	-0.239059278497344	-0.202303331720255	-0.0388166240560209	-0.326087747731445	0.359370211611178	0.848403370672739	-0.459518569310957	0.21113557482334	0.00657273805058746	0.949378027687274	0.973703545146297	-0.482891574805826	-0.18615119024824	0.980815255349588	0.0300211982198211	-0.230592803619661	0.0987044162489126	0.320515469652867	-0.269500934984247	0.176137585755784	0.105542093408851	0.960035136819016	-0.392248573417593	-0.227386888229277	-0.359062256350536	0.147940270793664	-0.337730301668288	0.976590288350493	0.172877677833235	-0.0047591042010009	-0.0925237289213807	-0.079916984744036	-0.380734943190017	-0.345495522254799
TNFRSF14	0.940545691630135	0.933432470035329	0.938361993871861	0.920303483889377	0.922099357710546	0.947619032976366	0.914250483816956	0.894440609486786	0.955096609523291	0.900921480738291	0.931647312750758	0.925737486928211	0.848614042214318	0.888049744811075	0.921654976723073	0.9091733668067	0.850064287066104	0.785772955475259	0.913000067214087	0.00811719281613416	0.952294519471843	0.93023820260685	0.498952266003943	0.966695019240151	0.57568858067912	0.360642647857081	0.157567911873589	0.903715626943439	0.910709469559927	0.940181680710415	0.929101366443131	1	0.00261334421261486	0.096104870912277	0.132468669644014	-0.0512928873642303	0.61801400885427	0.913886018595678	-0.203347318614705	0.505267492946621	0.205782497339332	0.937066550714495	0.924490470378012	-0.259765562460292	0.110089228079321	0.952809649079362	0.247824191384091	0.0315169858906823	0.20076348708672	0.444182868132554	0.0143432334040156	0.343576341751946	0.375174578680108	0.975725855463465	-0.125336940190252	0.0827738571639862	-0.102511154198517	0.445107899499863	-0.0515565128405353	0.925742066951151	0.349224921031535	0.171799809999506	0.194026446301213	0.223522997387949	-0.115421374520389	-0.09121741000485
LPP	-0.234654809975369	-0.253940209288539	-0.193119610698726	-0.264337141313677	-0.254646531314962	-0.106203189766086	-0.231228342238145	-0.326923474276026	-0.010616918796952	-0.339943954535823	-0.184048570308909	0.0123278277017856	0.166933293442156	-0.362695304783333	-0.148741239904122	-0.268317623556124	-0.381772987126162	0.578927805974207	0.00807277154068585	0.729318830691435	-0.123174524858932	-0.12946872038694	0.615841969920571	-0.0547121695578972	0.699034892501605	0.81000406414379	0.904625768822083	-0.175585267010517	-0.276747194517599	-0.254604059109411	-0.239059278497344	0.00261334421261486	1	0.882276361375668	0.620132192837738	0.859756829923651	0.660383998062193	0.0148426074956733	0.859092582460009	0.725373059986619	0.679548780548897	-0.0417976184277943	-0.291361787685678	0.86199906280916	0.619356299825523	-0.222315853239162	0.801673997769643	0.581548964062663	0.591438969600058	0.646641505231591	0.890184705037795	0.575731022974237	0.643849400408713	-0.1083293051714	0.818778466856729	0.834123754443176	0.610213732334112	0.709622739008859	0.870243227767917	-0.250869171905481	0.590660352259968	0.650298529844174	0.858198585285629	0.804107129317685	0.742769700971906	0.78332775064295
CD81	-0.192199642167329	-0.212138249967182	-0.16829540683035	-0.226011776064214	-0.218045449476055	-0.0774211077863191	-0.18233221827949	-0.282002163213009	0.0140782634757301	-0.30106236290046	-0.14352311561829	-0.0206589947154855	0.244343462171482	-0.311621541859711	-0.121621621413332	-0.232431548501474	-0.371338936650925	0.598718757369887	0.0154871324426159	0.727593096276519	-0.0901034369890522	-0.130740442093399	0.593739697368046	-0.0145513956721457	0.686026994191255	0.924153702220607	0.849221727450717	-0.0959423610073882	-0.239819795705713	-0.20379052307204	-0.202303331720255	0.096104870912277	0.882276361375668	1	0.650178660648918	0.876740523362388	0.723732237277767	0.107654975317028	0.894854765762217	0.889341559495753	0.734553467645253	-0.0696584477979912	-0.24470030104495	0.76415193421479	0.771139908926502	-0.159526066062932	0.784207551689957	0.723063561223099	0.505594762513301	0.677327111823119	0.986774449825184	0.675431233036011	0.769515741279267	-0.0465172862044952	0.9031117907416	0.977096971318347	0.69526018027478	0.871067868186391	0.956156903809826	-0.216726609574802	0.687456889772628	0.726337254169635	0.895662365145704	0.909513079969907	0.799218292125219	0.810028884090063
HAVCR2	-0.0407899703336882	-0.0371943335143828	-0.0183290381584682	-0.0564850258058214	-0.0328567754548255	0.147460768602449	0.0305534819721461	-0.117981006610846	0.223097604884725	-0.145790399519747	0.0754288107366457	0.158483331115716	0.562237067247937	-0.159039569660676	0.130592243579046	-0.0295565202625628	-0.26039653051924	0.516777681246908	0.269112502913673	0.867757072276388	0.100822626653517	0.0273965333222083	0.857460351622826	0.104499357380717	0.302585376100355	0.461837478465198	0.447173960564704	0.0424493463105281	-0.037126523885955	-0.0699280992806105	-0.0388166240560209	0.132468669644014	0.620132192837738	0.650178660648918	1	0.314519424765747	0.338042474138371	-0.106379440007965	0.368130785333152	0.523666414911452	0.95013469752427	0.0810646971027412	-0.0706039657893492	0.263919831817824	0.252072826298208	0.0101595969374194	0.792176677418601	0.0350197369711494	-0.0769767932080439	0.482701893145266	0.682217544903789	0.827665532778952	0.240900100150011	-0.00897014510060024	0.312096290232144	0.540649507676284	0.00405715452717192	0.393170836470518	0.446489026380917	-0.0289482582852383	0.840925952915739	0.898850233795253	0.41081939058398	0.427232296708476	0.152105072303551	0.182535127289475
ITGAV	-0.286572735786407	-0.322282222881589	-0.2602318489153	-0.308656302969999	-0.329822453828572	-0.23715930778824	-0.312568135701393	-0.367900281847877	-0.158090244584457	-0.375728818161131	-0.277454992461577	-0.143107346755782	-0.0623203621558692	-0.383337378961294	-0.273721452789017	-0.34161894103739	-0.402158076181884	0.474772233855387	-0.14139271390757	0.438167866445623	-0.22736403691527	-0.235261194730027	0.292686102203285	-0.155719072422964	0.721070974356174	0.868547905518187	0.917518052996655	-0.292893001812665	-0.330988202891684	-0.29198544616469	-0.326087747731445	-0.0512928873642303	0.859756829923651	0.876740523362388	0.314519424765747	1	0.721697224613573	0.114305017891385	0.937746287187045	0.764694065773795	0.380549778858315	-0.154126903569217	-0.340121667618862	0.910196304672655	0.861668122886683	-0.30021967595378	0.585377945045086	0.894940189404552	0.675904095094238	0.563584883977209	0.846516917630243	0.283930695961568	0.833864729462812	-0.135616126353965	0.956087926949267	0.89246270857549	0.905323862360818	0.82689083418402	0.965765624148449	-0.317850114002252	0.296285452663218	0.348380869096669	0.941829483310385	0.928056302451428	0.967937954678913	0.974544917494504
TSPAN5	0.419199324117003	0.384865868795978	0.438214902851456	0.384505894430038	0.37398291908267	0.455264345046888	0.379492421208165	0.323393288329741	0.523031123143904	0.324454454423196	0.418491640399572	0.529494462737172	0.523026428370821	0.29252351919759	0.400364227918802	0.355042663450968	0.272706748463003	0.880500809846897	0.532105128540839	0.338489849561726	0.478130952184561	0.46401671250567	0.581534797469142	0.534646619774342	0.938684015328876	0.899060126916753	0.786192202500765	0.370340316812448	0.364320185431072	0.406112414296703	0.359370211611178	0.61801400885427	0.660383998062193	0.723732237277767	0.338042474138371	0.721697224613573	1	0.70464013514737	0.556784365392602	0.919953534562893	0.420486686356289	0.512938819332899	0.362461406164754	0.496443079686022	0.749236832630646	0.397103522548174	0.610607780240493	0.710971539640202	0.598112197439344	0.74872231990801	0.634517937285139	0.406515970116953	0.918099311242815	0.549259570796878	0.637922212900337	0.744281532502079	0.62576230485116	0.926367347009088	0.698183644837794	0.383387230051558	0.420641386702737	0.353321435792155	0.870248051218045	0.877102491162656	0.661301859811367	0.685504772668482
F2R	0.884691142559396	0.865910558476417	0.88511337475607	0.87602117092968	0.86250038456401	0.844887083887086	0.850668689402713	0.855533106985535	0.848243773231745	0.857815117078738	0.858475137906743	0.822943989952868	0.639999608538255	0.849560414815728	0.821759855287176	0.854197291301723	0.834586529663568	0.730608302115296	0.80666424105084	-0.167690219223799	0.857185161511705	0.846127154307207	0.296924978760919	0.886460618423062	0.679323826219883	0.434099930378512	0.257667061176778	0.805248850991779	0.858341411289173	0.887905774532516	0.848403370672739	0.913886018595678	0.0148426074956733	0.107654975317028	-0.106379440007965	0.114305017891385	0.70464013514737	1	-0.0725734666962828	0.536225644990178	-0.0337142867949322	0.872418612711854	0.867802463055826	-0.108344013412025	0.274668930727415	0.86674714086452	0.149261199398324	0.291296254417597	0.381366678501821	0.463943357552545	-0.000228945493425809	0.089883012477213	0.541380573808436	0.935282413631819	0.0290626987573043	0.138908544808069	0.167699814026132	0.541313275530741	0.0661392967694448	0.864184109945691	0.0993422830384729	-0.0766144130542574	0.327160572326409	0.345107565039303	0.113576828558008	0.131274175818158
LRP1	-0.45235943544692	-0.476527544700155	-0.427620695337778	-0.470771318357012	-0.477961407294363	-0.376823050905626	-0.448060654635024	-0.518353369002403	-0.300445189260178	-0.533188346528694	-0.423019901751833	-0.320061163964343	-0.148872770063919	-0.526395713872622	-0.406154795847235	-0.48682504297602	-0.553895582152674	0.32708866192728	-0.307263795209419	0.546757099759888	-0.39682318457506	-0.41844532807022	0.258258944387711	-0.312509552618379	0.586273422220389	0.822087800138837	0.846482266642084	-0.374003057083484	-0.489577288676587	-0.456837001280643	-0.459518569310957	-0.203347318614705	0.859092582460009	0.894854765762217	0.368130785333152	0.937746287187045	0.556784365392602	-0.0725734666962828	1	0.701384639492286	0.447524274755667	-0.330622700418835	-0.496781280774306	0.942536485372918	0.74835542769432	-0.428113861995912	0.591468891272774	0.807581376090138	0.643757761127685	0.493647251113221	0.89577834327611	0.391235423375499	0.695725259924171	-0.30417389807998	0.974262599053387	0.907351142055678	0.846441012816523	0.748706716845785	0.968299331036502	-0.473240405178166	0.405906646950759	0.463654917108235	0.85463042228644	0.832361646825591	0.925471199846132	0.926470068873021
RACK1	0.244720232543399	0.220018633908837	0.264375834084366	0.207307762218006	0.213396952598396	0.324139723016156	0.24424574535763	0.154972515454996	0.402651439214845	0.138710381649198	0.276129213835902	0.34439749760845	0.51918620900432	0.120800316807751	0.282414992058495	0.1959173050492	0.0572909609075133	0.824998764401541	0.390440556579273	0.529401766447932	0.321574130643515	0.267865282617283	0.640692944408357	0.394675323411579	0.847344077389581	0.972945888893432	0.80846684584436	0.291986447750398	0.193762772706285	0.233161810631964	0.21113557482334	0.505267492946621	0.725373059986619	0.889341559495753	0.523666414911452	0.764694065773795	0.919953534562893	0.536225644990178	0.701384639492286	1	0.622925884694287	0.331251477246459	0.193086357482859	0.566275531329155	0.768291410549014	0.26690871673348	0.716136046160893	0.722235852600907	0.558282652908718	0.750605732981544	0.832139244212307	0.639066414024136	0.882517702058875	0.386479527323532	0.758180049804134	0.892502549613733	0.64243852846113	0.982173199375136	0.820528150938883	0.214801864354008	0.650034835336606	0.596760443952747	0.879932873108409	0.911588624439652	0.701517124220709	0.713111409641259
VSIR	-0.0104656487555792	-0.00326795377535369	0.0177418087434805	-0.0508349935431553	-0.00571588769473581	0.178477387690128	0.0388176939731776	-0.0974013210935957	0.25290805834717	-0.120353946523971	0.0843351747917053	0.191288622589096	0.599699067467049	-0.146221456171093	0.144089806119539	-0.018922300792502	-0.235489926835135	0.576095364120157	0.279580076066864	0.916682945598646	0.144429333008004	0.0716421851319221	0.882489602995509	0.170028391857854	0.377374474719503	0.566164668009035	0.511034610820132	0.117864119383911	-0.0349605579361008	-0.0384339447153136	0.00657273805058746	0.205782497339332	0.679548780548897	0.734553467645253	0.95013469752427	0.380549778858315	0.420486686356289	-0.0337142867949322	0.447524274755667	0.622925884694287	1	0.114007649162568	-0.0456238728847458	0.330031268617964	0.263991010598168	0.0526243383700898	0.866274979976965	0.0929718886791295	0.0534516767611688	0.512998379851758	0.770808109715549	0.921230530742898	0.284355662655486	0.047201487193129	0.399012957766697	0.621929740159073	0.0578995195463906	0.489712022652076	0.522748839022131	-0.0103025789073955	0.933751800567013	0.969597573230482	0.467286622749713	0.482116608015833	0.207237991490705	0.231080945180037
CLEC2D	0.967109222702786	0.967779914163152	0.979737050193806	0.94817341863976	0.962966997996929	0.978571598751506	0.95449323113648	0.942221172583485	0.974509290147084	0.943269278947215	0.968493319126062	0.953199717608101	0.827711632498195	0.905347831695547	0.960239620595002	0.959611779219102	0.89462437183736	0.736324908371994	0.958512061026338	-0.0388016142011565	0.968734443242632	0.962887272129711	0.476357620246981	0.975721437205438	0.518434352173377	0.192124565674564	0.116957582369734	0.89638396339327	0.955009054756606	0.962304013988144	0.949378027687274	0.937066550714495	-0.0417976184277943	-0.0696584477979912	0.0810646971027412	-0.154126903569217	0.512938819332899	0.872418612711854	-0.330622700418835	0.331251477246459	0.114007649162568	1	0.955541945559823	-0.306101912027041	-0.0524411880048672	0.951160948197663	0.218078030916012	-0.116707382956085	0.163038213851344	0.374056430405518	-0.146281950810818	0.206737034116341	0.225714335932633	0.964654944840333	-0.279523184013395	-0.110102630758866	-0.225419425496372	0.272909938771284	-0.196697218026164	0.967885732320074	0.206760144775762	0.0451547364357661	0.080838256951252	0.0766509325031113	-0.232482678207238	-0.195325499937508
CD96	0.996394202171075	0.994977939203019	0.991284216157391	0.990938510981225	0.994482608055683	0.971129869263386	0.984354651139044	0.989431398692543	0.944550630425999	0.992109577049845	0.985140956747363	0.904645182293462	0.763534349209279	0.97885068943278	0.965273837257914	0.991810320207165	0.953655037444922	0.570452170896765	0.917379479968721	-0.213089486350724	0.969439273138163	0.947030425121707	0.308878350154614	0.957542197233924	0.346761972111406	0.0333179278930289	-0.110053545675062	0.910034329138192	0.994777701180028	0.992487871105552	0.973703545146297	0.924490470378012	-0.291361787685678	-0.24470030104495	-0.0706039657893492	-0.340121667618862	0.362461406164754	0.867802463055826	-0.496781280774306	0.193086357482859	-0.0456238728847458	0.955541945559823	1	-0.503299652810768	-0.15756059638099	0.987142924693709	0.0192566672666413	-0.20249796149131	0.00537049748056099	0.211365764753702	-0.322451969117265	0.077290766450676	0.108306521666302	0.968826615168454	-0.433305743922143	-0.258051526189593	-0.323794564928245	0.140967122436571	-0.36645413257293	0.994985958542153	0.0833679421595609	-0.0980997811374482	-0.0999860603095413	-0.0827334565280578	-0.372625182850789	-0.35244246751482
NOTCH1	-0.45949601695877	-0.486503506256468	-0.423845000414082	-0.48125081071351	-0.49070285947786	-0.39243801877855	-0.462950408481982	-0.528578248051034	-0.330901567692153	-0.53532741390686	-0.440943730119829	-0.3341584987614	-0.22282766514581	-0.541208929356833	-0.410984913261781	-0.49947490810414	-0.548214566344733	0.285437948647764	-0.313391784210143	0.462418200158022	-0.414281547409485	-0.433773067993952	0.173463168866722	-0.341302750613537	0.56010588902703	0.719979289296459	0.877325180039008	-0.450185929545766	-0.487940095516922	-0.470876301460994	-0.482891574805826	-0.259765562460292	0.86199906280916	0.76415193421479	0.263919831817824	0.910196304672655	0.496443079686022	-0.108344013412025	0.942536485372918	0.566275531329155	0.330031268617964	-0.306101912027041	-0.503299652810768	1	0.650456001976876	-0.452836017835958	0.549749185861151	0.72650439804702	0.70192457942965	0.351063100274253	0.778892704024113	0.249050093893349	0.589845569324758	-0.328506409525806	0.886666667741197	0.771253125339166	0.810936804869252	0.632057493786239	0.874721450270612	-0.473902982206083	0.266434351589745	0.318429408798457	0.783810543655434	0.727062058353469	0.888099889845628	0.88977230100419
ANTXR1	-0.108668538948533	-0.160774584652275	-0.115906376683602	-0.113785511891947	-0.16703301324664	-0.111646987756938	-0.153223474197827	-0.1934654653089	-0.0356149084591343	-0.195286230845189	-0.118255008197904	-0.0323467028828385	0.0119066027169698	-0.172198781055125	-0.153284972111769	-0.179029893307068	-0.225891601546848	0.477938204641977	-0.0266480404799061	0.224074164869841	-0.0738705787480732	-0.0947530052594201	0.222856470096328	-0.0322110424682385	0.675349430067621	0.811392173593847	0.747496826839296	-0.173839482485959	-0.150926489746776	-0.11682509465633	-0.18615119024824	0.110089228079321	0.619356299825523	0.771139908926502	0.252072826298208	0.861668122886683	0.749236832630646	0.274668930727415	0.74835542769432	0.768291410549014	0.263991010598168	-0.0524411880048672	-0.15756059638099	0.650456001976876	1	-0.133596751941875	0.397685409674942	0.913664853538998	0.440331642427789	0.533641033534591	0.688876386155219	0.174798040764212	0.899980174554247	0.0327569463264965	0.832256334192401	0.832922279031812	0.86684991734487	0.833377807962553	0.840440644292323	-0.156494006906813	0.192691019521017	0.222005892962005	0.88173584604197	0.915634071433791	0.878448466854177	0.875495877773104
PTGER2	0.985277956743435	0.984354290954381	0.979750251623998	0.981835203659862	0.982315293577514	0.978937035702354	0.979699915916682	0.969063697211004	0.959359117702857	0.972028207632127	0.981839465659875	0.913440852057825	0.80950056703647	0.970627833842753	0.97208910218288	0.978171006257151	0.933179052654842	0.625592652641268	0.915239965494096	-0.122599354856795	0.967292886228015	0.937507938692209	0.372782064550834	0.963104375735788	0.386436393982819	0.106966261018502	-0.0593430077865645	0.928897472913486	0.981315892362939	0.984203657521545	0.980815255349588	0.952809649079362	-0.222315853239162	-0.159526066062932	0.0101595969374194	-0.30021967595378	0.397103522548174	0.86674714086452	-0.428113861995912	0.26690871673348	0.0526243383700898	0.951160948197663	0.987142924693709	-0.452836017835958	-0.133596751941875	1	0.0857553377809649	-0.189314209510164	0.0585462113346065	0.264859553949408	-0.227674705950691	0.200148829925995	0.135010645738896	0.972696533458788	-0.372500531375851	-0.177870332140679	-0.313227235240857	0.202873594910945	-0.303920390818066	0.984610696768952	0.211451990734216	0.0207916083420106	-0.0593805152052227	-0.0399403895013082	-0.345274671181011	-0.324061961139746
PTPRJ	0.0596689832486163	0.0547384230778464	0.101818733217569	0.0181818080239517	0.0510016634140357	0.230229560003029	0.0906765150632898	-0.0387117181379796	0.291927228551851	-0.0606264289130816	0.14202352962466	0.228377541461014	0.551719368032687	-0.096269818541	0.18894746375402	0.0405258555142018	-0.177917201550524	0.682223108174305	0.351478843241127	0.885120111365728	0.203510480132338	0.119998206024547	0.842694641177767	0.235002120381267	0.63364003858301	0.708795973725018	0.740196484505022	0.0937235199409132	0.0367198212548298	0.0192129054588911	0.0300211982198211	0.247824191384091	0.801673997769643	0.784207551689957	0.792176677418601	0.585377945045086	0.610607780240493	0.149261199398324	0.591468891272774	0.716136046160893	0.866274979976965	0.218078030916012	0.0192566672666413	0.549749185861151	0.397685409674942	0.0857553377809649	1	0.332980938102835	0.262362196340864	0.54330651536116	0.790406200009594	0.722046072503671	0.460138538195891	0.133281455716396	0.528220793832032	0.66740312434443	0.32294833743409	0.62975180814299	0.655742293254122	0.0545366934007061	0.75430661673381	0.774841555563769	0.662669177518584	0.634888959744894	0.442336814663054	0.460410882003061
RAMP1	-0.163687464691149	-0.205897604776907	-0.158194646857352	-0.163605139916522	-0.209786300327839	-0.183244696665362	-0.200024885273786	-0.223013965272811	-0.124220423874554	-0.227011799115761	-0.176884586087913	-0.135270313306444	-0.141862998708968	-0.208482239471021	-0.208410209861311	-0.216624596875752	-0.23624754217413	0.366684452886889	-0.122878940171803	0.124029314064224	-0.150047901467685	-0.169004197676929	0.062092542461416	-0.0941435448777478	0.668932585092406	0.803159238037771	0.74125078020135	-0.207526045940246	-0.199354442171243	-0.161845270562075	-0.230592803619661	0.0315169858906823	0.581548964062663	0.723063561223099	0.0350197369711494	0.894940189404552	0.710971539640202	0.291296254417597	0.807581376090138	0.722235852600907	0.0929718886791295	-0.116707382956085	-0.20249796149131	0.72650439804702	0.913664853538998	-0.189314209510164	0.332980938102835	1	0.596676604291608	0.473812394387865	0.64818587475806	0.0311855447701819	0.889055692683521	-0.0212984667879146	0.877321149215052	0.795921677926106	0.978482030032751	0.826174295795049	0.858362288885061	-0.204251429660437	0.0476335349502113	0.0648207636988553	0.869235631397053	0.889593952618704	0.957698576942569	0.940785196341033
