""	CD3D	KLRD1	CD3G	CD247	CD2	CD8A	CD44	KLRK1	CD8B	KLRB1	ITGA4	KLRC1	CXCR4	ITGAL	F2R	ADGRE5	TFRC	ITGB2	CD226	PTPRC	S1PR4	ADRB2	CD69	PILRB	TNFRSF14	PTGER4	ICOS	PTGDR	ITGB1	TRADD	GPR171	PTGER2	TNFRSF1B	LPP	SMAP1	PTPRA	CD81	APLP2	CANX	SORL1	RPSA	VSIR	CD74	NCL	C1QBP	PTPRZ1
CD81	0.319285553528352	0.383482380234084	0.24542278640813	0.342609750037823	0.25131931964405	0.46625702754625	0.330089714641349	0.337920968799545	0.229082833229571	0.305870615592896	0.218839146955215	0.404623892036357	0.354313028546485	0.215450296329427	0.567430407521088	0.402382119710212	0.520533742530635	0.697526292492104	0.247200819338926	0.289074154588258	0.273653874808589	0.577480299350838	0.267806956309329	0.259745344572127	0.499395528417482	0.260101646319466	0.057671031361709	0.313210781157018	0.470280206872334	0.340503303117851	0.526744370601894	0.228620760784934	0.160171580105553	0.433539306693163	0.669009095424077	0.595463339311588	1	0.670477191649126	0.709765825917816	0.78795554145726	0.524537223390995	0.804387180274505	0.850941412990547	0.465061442702426	0.462733655016341	0.0985294722940649
APLP2	0.328942109760163	0.431838648147503	0.340977044836741	0.354224777025043	0.32739113635804	0.245874571922996	0.22685120121629	0.343889471041453	0.33930721740208	0.293282940380101	0.371205643028465	0.371739849993196	0.34529049896455	0.356948836139685	0.1350384808913	0.295253083418593	0.455710596706165	0.440406598353172	0.442157417635258	0.385708500754189	0.260372710379019	0.405256785198758	0.270374979192409	0.352610256478178	0.347694216813364	0.288811752948056	0.361816521437442	0.37842912738174	0.470341036374773	0.288160909047465	0.277812741784887	0.384055193144528	0.394400345552138	0.543299878218327	0.618403025034794	0.550980666346774	0.670477191649126	1	0.828942896894083	0.722843511291995	0.437643141585686	0.440339850037244	0.488117846517613	0.577571250302193	0.643424248591143	0.373469808580188
CANX	0.619431820880613	0.713457405257038	0.607621110406363	0.654932388237693	0.604416590582882	0.56428652311821	0.540178881114185	0.642881709600176	0.607987341650049	0.584736298403074	0.631296050922486	0.655206875474935	0.623260961438868	0.596191396973592	0.425954173973058	0.61080790941227	0.690104523232199	0.650789208130727	0.676294237272338	0.6527891105732	0.546736758530791	0.67366597406137	0.548480935999104	0.589797212648552	0.676694137159524	0.56143098909604	0.536202971535506	0.657775734930303	0.726359683978203	0.595139139185742	0.569231115882714	0.637935017004374	0.587943121518526	0.759598941831881	0.837522026525057	0.776584939509964	0.709765825917816	0.828942896894083	1	0.732592428514107	0.709245407867119	0.531580432638562	0.455371050790919	0.806572788456702	0.804897186897352	0.235379217571239
SORL1	0.524334697673211	0.533063927381325	0.48105971126851	0.521477245410181	0.491353297507066	0.560873118903266	0.525144794000261	0.530312121277544	0.471863784682896	0.507399614351388	0.471412655965979	0.569639297624644	0.571191965888765	0.430712185852377	0.49133309947831	0.54655185224802	0.602109043339453	0.72262176288784	0.454610228432199	0.525661571569292	0.480712011712951	0.669220768004841	0.499883997674683	0.467520206301602	0.644317936727507	0.4976518225426	0.321231008005401	0.513526547317159	0.576316203596276	0.543741503573569	0.592798805043355	0.455813132414865	0.45663859060611	0.73637992454275	0.63855204571878	0.562666239066304	0.78795554145726	0.722843511291995	0.732592428514107	1	0.615780009754471	0.742988695346297	0.773664829801262	0.613998262669075	0.553887998771636	0.0207173084356605
RPSA	0.962312174963776	0.939234230655534	0.926692304446496	0.963888370158468	0.929700593296969	0.902244516562579	0.908382504749822	0.939492908794886	0.912020494520222	0.95786243957725	0.89567816448805	0.945177256890137	0.955976945912224	0.881124655889932	0.590017909125511	0.947771305554798	0.519356657723885	0.904866440500413	0.815360477595759	0.933050547771966	0.929694443252139	0.871661342120381	0.912763859171164	0.432243447220399	0.93687450939685	0.922664975393916	0.742441119379533	0.942856701664772	0.879773493172449	0.952963552076674	0.91208022086641	0.901306920938907	0.809164250795634	0.725493967367888	0.864479694160323	0.508167382461957	0.524537223390995	0.437643141585686	0.709245407867119	0.615780009754471	1	0.534081880805741	0.41247568781061	0.917128993482567	0.836752713199456	-0.39703199647439
VSIR	0.39074713778372	0.396845232546972	0.271794338000409	0.412464649702237	0.299275512270452	0.537800619667522	0.402999805634031	0.353137229182759	0.243367458041424	0.392483585776102	0.233969891861576	0.428349849737393	0.393285538411572	0.249776229721162	0.730962353843145	0.511836289873464	0.697046540694431	0.763279639266396	0.295183862251138	0.321374278285752	0.320619272628204	0.58516111076766	0.294872004959222	0.394492409733262	0.575881762690279	0.30562301214689	0.0721052728582518	0.315957752244434	0.499219127580749	0.412490997069494	0.650080681984864	0.270315653195847	0.163489724457249	0.505455675507988	0.614390708879122	0.376074339174236	0.804387180274505	0.440339850037244	0.531580432638562	0.742988695346297	0.534081880805741	1	0.845017552256515	0.349453810654835	0.241437155151004	-0.224394206471394
CD74	0.247271070608122	0.249288450175058	0.163836112626449	0.252931126494741	0.180232051785512	0.350834110001012	0.255291428539724	0.217197062385329	0.141243260147972	0.253215206528868	0.129362503944163	0.295916958244251	0.279923634404172	0.142949773899007	0.459597399526514	0.311613697317497	0.416814328272358	0.684508344558569	0.167396131379091	0.211836950891031	0.196999813366892	0.439430579530947	0.193174945288682	0.159123921120127	0.434651118494399	0.186204223657829	0.0286937181255907	0.193343719969024	0.365726672028716	0.273220209293081	0.444859940478984	0.15729231612266	0.150385878656013	0.325034071749449	0.468872150852044	0.299781064091181	0.850941412990547	0.488117846517613	0.455371050790919	0.773664829801262	0.41247568781061	0.845017552256515	1	0.276218470170865	0.256535668010783	-0.147390639380846
NCL	0.910260351304991	0.922090395704608	0.924207590876445	0.905239574864704	0.919038626979999	0.819929819047361	0.86347278529274	0.935427886206065	0.927206295229268	0.882008945015502	0.925678444259645	0.91611050377419	0.923425820191767	0.867961475466519	0.423468072004575	0.858902008188946	0.453763525237981	0.754796964115375	0.845144505758791	0.928643759199133	0.888227986105316	0.826370063189123	0.899259303193908	0.395494275250762	0.864601411690287	0.89949234360561	0.760516038450231	0.944176527686515	0.825691560566562	0.886731034780991	0.774653425695009	0.893625629988231	0.837394614792493	0.780761129951672	0.800030791402673	0.550526535191574	0.465061442702426	0.577571250302193	0.806572788456702	0.613998262669075	0.917128993482567	0.349453810654835	0.276218470170865	1	0.934828010033799	-0.17404725902106
C1QBP	0.803821322718654	0.820700744661468	0.833165507199668	0.804072017754971	0.821622546412685	0.643438144481909	0.708817429141421	0.808113997208144	0.835684025125987	0.785347420870859	0.845571553039388	0.777513733909033	0.808572917751114	0.816517751656319	0.220050307908447	0.701018062329649	0.35988841213685	0.65002499569512	0.769163714090921	0.846812271938735	0.786325142728824	0.674952079165849	0.786102511362461	0.319044427339492	0.73949305691162	0.797055829598954	0.781375900875274	0.838732335945876	0.800576930484051	0.778825038636432	0.598422066726641	0.838509847347796	0.825389265323975	0.671226336261607	0.795662183627634	0.540872714191527	0.462733655016341	0.643424248591143	0.804897186897352	0.553887998771636	0.836752713199456	0.241437155151004	0.256535668010783	0.934828010033799	1	-0.0179298216129868
PTPRZ1	-0.468673340675586	-0.367858983007645	-0.435200645114874	-0.44382474110617	-0.444606237532364	-0.414252545510564	-0.448188527530561	-0.398713168709337	-0.417410949392141	-0.483744391619724	-0.388221620642016	-0.399255184082537	-0.428209792384917	-0.418289852615419	-0.224485669552479	-0.479144196919203	0.0891276235769059	-0.466269578812992	-0.337893016010101	-0.412520959497193	-0.465140018865813	-0.249790971743688	-0.43261265082044	0.175976172976952	-0.395118803404486	-0.440817669720224	-0.341518797496556	-0.399159313233065	-0.31125984625821	-0.460715998792242	-0.443816740038538	-0.4038349564045	-0.372697019774764	-0.0720173519191044	-0.0695081454151192	0.431448693409654	0.0985294722940649	0.373469808580188	0.235379217571239	0.0207173084356605	-0.39703199647439	-0.224394206471394	-0.147390639380846	-0.17404725902106	-0.0179298216129868	1
