""	CD3D	CD3G	KLRB1	CD2	CXCR4	CD247	CXCR3	KLRD1	CD69	PTPRC	ADGRE5	FAS	ITGB1	CCR6	CD44	CD226	S1PR4	SDC4	TNFRSF14	SMAP1	ITGB2	IL2RG	ITGA4	SELL	TNFRSF9	NCR3	ERAP1	ICOS	TSPAN14	RACK1	CD4	TSPAN5	PTPRA	PTGER2	LSR	TRADD	CD74	CD47	SLC16A7	HLA.DPA1	TNFRSF1B	IFITM1	CANX	SIGIRR	SPN	SLC16A1	LPP	MCFD2	SORL1	HAVCR2	HLA.DPB1	PTGER4	RPSA	IL2RA	CD63	C1QBP	APLP2	TFRC	FGFR1	CD46	VSIR	LRP10	CD81	CD68	PLAUR	NCL
SELL	0.757055712553365	0.679878428888386	0.401768659684456	0.81536055821976	0.772806929284409	0.46432411637778	0.562203451010923	0.68039452055904	0.615388947549099	0.384780814526942	0.30257680717902	-0.22536135885871	-0.527221581742292	0.245075169372451	-0.353925122880712	0.449389700105441	0.368462040738411	-0.735701260746528	0.106991073370198	-0.414116573388072	-0.174239499301246	0.662983248163759	-0.103382536566507	1	0.603181892551333	0.410561997101813	0.0942512791476762	0.900057103960655	-0.0499311746952876	-0.46822373645809	-0.222025221004767	-0.377882415156547	-0.511381551909695	0.102846897768678	-0.271340295325577	-0.0938039541100935	-0.467897356168599	-0.311147969829457	-0.176183345475939	-0.465242715899257	0.005221064847019	-0.198069471908788	-0.697899616708168	0.545760693341338	-0.33714331426324	-0.421289632416079	-0.656182968478192	-0.688850718413525	-0.539716558205481	-0.412596420922788	-0.434328748121011	-0.242661323596806	-0.101900382982776	0.34831332277837	-0.710065584167069	-0.494049886236764	-0.67372579533084	-0.591674237359887	-0.538727259442191	-0.553636597137468	-0.377568036360603	-0.136207657708604	-0.669377177732693	-0.602424616351104	-0.632284422912901	-0.530114864060692
TNFRSF9	0.243131794138667	0.409847975079782	-0.133231785979408	0.432190764068279	0.17397198275126	0.0981665907993478	0.331245114188587	0.250454949616565	-0.0738210970627717	0.161589531628725	-0.192000876512228	0.372071661698924	-0.000531143162035748	0.445893204255039	-0.440295161980268	0.128689097959194	0.247385663606282	-0.0509685557176933	0.174477782427584	0.308023327591724	0.106741403191129	0.61602907406603	0.415816974702834	0.603181892551333	1	0.734814277512276	-0.423619716350045	0.618566469233286	0.489138565856897	-0.291761431422893	0.141481965204179	0.302153146700687	0.239106264864901	-0.602187496392858	-0.461798506822735	0.0284287880995931	-0.0147055859358118	-0.0356779070005864	0.14078223472781	-0.0567257911428967	0.373888935870415	0.253016364789618	-0.108496890828541	0.819962358380544	-0.344354028204694	0.415462084681395	0.0752708682779891	-0.2525388273749	-0.135725162297771	0.20579930627297	-0.0568765809293602	-0.13027250971293	-0.350958283852974	0.827243556479835	-0.0840829401476106	-0.166819955737668	0.0714726757859268	0.118464240018679	0.159471506548501	0.0834326404535486	0.147692119702369	0.207507167167768	0.024207904726947	-0.171347709744667	-0.0412683438268594	-0.0209148952288803
NCR3	0.268610333877672	0.329884801340016	-0.171356591925316	0.288962947363268	0.119238711388627	0.128109094941341	0.172091588696889	0.100715139935272	-0.172378109926945	-0.0381833841456736	-0.354837246494308	0.14083162531108	-0.135101055180269	0.230726607470782	-0.681025519962989	-0.131644380271305	0.2604409991047	-0.138314585825807	-0.25611720123616	0.169070877986556	-0.141069409613963	0.609997269406828	0.142752456426277	0.410561997101813	0.734814277512276	1	-0.303102305788145	0.521502713750837	0.194925209404599	-0.498458453152277	-0.165130468415352	0.142479699358032	0.104623227194131	-0.530697965211891	-0.512426593301047	-0.113924785807862	-0.26962570783449	-0.289201095565407	0.140705401678632	-0.29101678925858	0.04342453211546	0.202466946017551	-0.334247219947825	0.561879495040627	-0.302201401077702	0.404975837341465	0.0639607284772419	-0.429985179185728	-0.175048144406473	-0.0535927082241145	-0.309817676450463	-0.447404554657188	-0.505186297933526	0.53793128542181	-0.24325559097654	-0.38379265566101	-0.0465081584474904	0.00522336693202731	-0.0480118330337047	0.234872753262362	-0.0898926535961635	0.0294384153097333	-0.113484568835814	-0.483910016511702	-0.274437594969762	-0.188380513728131
ERAP1	0.534171708017398	0.452868884693772	0.722321567499319	0.410626511445818	0.563156530151876	0.650211408023843	0.446770507469783	0.311752481392683	0.484362319487748	0.502668485431332	0.63481391406765	-0.477290245217711	-0.135975710325446	-0.180879195377615	0.416678705147036	0.572432455724123	0.382792112233158	-0.317601705684692	-0.113080204248896	-0.363223588638148	0.00309199790563931	0.130322150087242	-0.354407607976448	0.0942512791476762	-0.423619716350045	-0.303102305788145	1	0.240735034747897	-0.14215146777591	0.201788955330531	-0.0810462890140344	-0.269494602392	-0.574513317484257	0.892756018844978	0.771153142546042	0.31739828636919	-0.183250559609962	0.166481748555499	0.189901934574494	-0.125562190080603	-0.178844028334184	-0.0890940352703886	-0.34045078566999	-0.322314873283444	0.358012368858399	-0.683504637475671	-0.427816220302739	-0.187629008606264	-0.149912661263947	-0.362027847227458	-0.0922947701103301	0.137204790421256	0.584564910179988	-0.531337257786911	-0.454667885459509	0.0930847030395112	-0.548048674267776	-0.519669036241187	-0.434777788674179	-0.187271656797004	-0.294467718707094	-0.0723966681145902	-0.463349910509929	-0.281267810302032	-0.340036643294052	-0.0977390623734203
ICOS	0.791615867598675	0.753016894238196	0.496339575615904	0.810215886977337	0.78934975792393	0.619851248780094	0.640762725877405	0.662928134697288	0.537900259219082	0.477732213043195	0.348542385415254	-0.216101918023963	-0.408972136919741	0.157331178208458	-0.29930913684463	0.55271592577579	0.55578434112115	-0.615868935868518	0.0208992229522018	-0.273971843928432	-0.221352116223199	0.693597806844025	-0.0655189383411993	0.900057103960655	0.618566469233286	0.521502713750837	0.240735034747897	1	0.0592755400149644	-0.385753452232335	-0.207012376447765	-0.209319150678064	-0.45745188820902	0.141339470818495	-0.123725952008506	0.0368263632128	-0.473229155113713	-0.234640888807862	0.0986392849645474	-0.465312709854011	-0.0244011167176905	-0.0394620814444291	-0.67480013282815	0.530368744565477	-0.305151630310335	-0.314079197390787	-0.525926910064802	-0.659846702213028	-0.465960908975406	-0.387988552028636	-0.429495080660128	-0.208680880239652	-0.0268684837838905	0.299516438187163	-0.701315704475252	-0.418269792139611	-0.622416225271376	-0.536379192790603	-0.419757778879285	-0.366509749652997	-0.353106814812667	0.0120223225153176	-0.626995979390397	-0.676602457797149	-0.603087327707211	-0.414920365905656
TSPAN14	-0.0140267169907528	0.256035178826477	-0.0563411777192751	0.133117990214629	-0.112457907715789	0.220105164866465	0.377003610883319	-0.181408298659697	-0.241964362350728	0.515605335227528	0.0448998774038296	0.634112825343421	0.726921489901641	0.593610737590908	0.398688529971235	0.321853817966437	0.387578231320475	0.620748069306175	0.572054901040055	0.777836377718882	0.627949062969858	0.402209314779307	0.809629388952638	-0.0499311746952876	0.489138565856897	0.194925209404599	-0.14215146777591	0.0592755400149644	1	0.580107695684754	0.783873613569225	0.774309033462759	0.517669401477658	-0.398437349798293	0.154495577792591	0.750283942671105	0.741076974188255	0.749243733142727	0.586765716514111	0.70541771268077	0.816856125713194	0.653013756012488	0.575238473101625	0.562048233978761	0.42136534175077	0.45412119371851	0.638357493561461	0.580239002200305	0.376998142377605	0.7762019413997	0.718436164895862	0.664370587691933	0.338174112873656	0.582029292710811	0.422642883811459	0.673903389089098	0.558683406692984	0.636810339130753	0.620414475862551	0.612082875097266	0.820666436256914	0.76331681412179	0.628490880472326	0.511041524797527	0.657796169337323	0.742023228112756
RACK1	-0.151736677988675	0.0311185286885162	0.195687734017308	-0.166325099729439	-0.172364913792728	0.177080040580408	0.238364262927701	-0.264448594002397	-0.0762254717315635	0.406135198567805	0.324882757991696	0.446818332401777	0.815956749747713	0.300784393475903	0.874075938278224	0.363200325888167	0.356907032218597	0.675600739925308	0.612389197649153	0.535799955676537	0.515097897469715	-0.0592710481923708	0.559223708962835	-0.46822373645809	-0.291761431422893	-0.498458453152277	0.201788955330531	-0.385753452232335	0.580107695684754	1	0.704828046745457	0.550283363054675	0.266434460279974	0.110414760912027	0.558905597894562	0.73163122738735	0.802655174257989	0.895925355362726	0.586137282212814	0.843098026182829	0.495647661666768	0.593570018284384	0.72228206313711	0.0524133188876713	0.684748638108053	0.0739786819111278	0.513227260755278	0.823112854161	0.206804819326674	0.466324947915653	0.86959402806226	0.869717162799547	0.82645569220349	-0.0259251682486179	0.574471311585996	0.961418128956844	0.464921078944952	0.406459685920947	0.542707049960172	0.36945176562122	0.627291460883833	0.74917226817545	0.541837118433447	0.672037829502785	0.632108797040527	0.827803881082772
CD4	-0.146635496909197	0.0437282997834201	-0.219613238660763	0.0305003942919189	-0.150580981974127	-0.0635240834621909	0.0170212041478408	-0.358971084747449	-0.117685721659304	0.52443385491514	0.0648879578762606	0.744882100601378	0.828689688149676	0.715682186698462	0.663503538661628	0.128420047188594	0.371532070514396	0.642911300221491	0.783739443088394	0.726048131467248	0.890286242882464	0.241961802797501	0.864949472606551	-0.222025221004767	0.141481965204179	-0.165130468415352	-0.0810462890140344	-0.207012376447765	0.783873613569225	0.704828046745457	1	0.57902620654348	0.566607006901231	-0.163220400640445	0.366599188228365	0.642079986212587	0.914866407935719	0.814992349298873	0.267395116746244	0.896522486442999	0.901651918874515	0.575527399852619	0.738747029596163	0.433475007625288	0.672978268916074	0.242175909291596	0.63872308013717	0.748118835782526	0.521585311475185	0.783930626770197	0.899386514434263	0.684733106898236	0.387135382564268	0.504058587898035	0.5832560096772	0.733563857913852	0.615475341497826	0.691593530807267	0.676835315123752	0.5801357543272	0.838655773052077	0.750543352795602	0.729102928621597	0.7306063023239	0.776421579733939	0.793488334279722
TSPAN5	-0.291937988366322	-0.0204276888774352	-0.204220347605721	-0.198100319916507	-0.397181973934371	0.0293660447085846	0.117955624419357	-0.314366997722096	-0.440839446658335	0.168200168654092	-0.0606437774603543	0.688353857885201	0.771760496700374	0.331109063904756	0.309526438990857	0.062224595899135	0.208271736664758	0.826735096799832	0.3778789908907	0.936551333498915	0.368868703710818	0.0715883407880553	0.730110588082064	-0.377882415156547	0.302153146700687	0.142479699358032	-0.269494602392	-0.209319150678064	0.774309033462759	0.550283363054675	0.57902620654348	1	0.764518662995787	-0.520701460812814	6.56887974143423e-05	0.641471241186285	0.633776533538382	0.673910199994019	0.669242105107248	0.614929525556677	0.546509247643564	0.684086306262219	0.699912069214711	0.334169084239077	0.22863387702539	0.68570988927842	0.84006071880768	0.693687693265831	0.386584856088697	0.641550721248897	0.61169659815926	0.504592652132822	0.208144015926337	0.440302063221279	0.646896178244295	0.680184514331288	0.760599731283968	0.704700589256203	0.846865427943304	0.730939011417792	0.664207580735076	0.70979282479758	0.733022070916339	0.459927996000458	0.667979117886589	0.817437845458641
PTPRA	-0.628551105831412	-0.407098243912117	-0.733553176657628	-0.437765186899265	-0.683387451539876	-0.549635462048266	-0.478957550048203	-0.60972226783386	-0.638726372104618	-0.150902594342648	-0.466551924576537	0.797365053695712	0.657970566055071	0.370794413568499	0.113262282407757	-0.467013199100918	-0.120181588674755	0.825660350655647	0.31890855582736	0.882786222948848	0.525347911716244	-0.137109760509664	0.697771014579422	-0.511381551909695	0.239106264864901	0.104623227194131	-0.574513317484257	-0.45745188820902	0.517669401477658	0.266434460279974	0.566607006901231	0.764518662995787	1	-0.66203146016081	-0.162825120082913	0.203174416406583	0.642056413009575	0.425330747800141	0.142670851296415	0.593682965498793	0.576923324154483	0.386356466403197	0.808737069176114	0.211980455757666	0.130622361653702	0.824473036784349	0.882849385647523	0.688499946431909	0.650879808401072	0.764351751135665	0.546315727343925	0.173441268555717	-0.260696574954327	0.547411850837962	0.837779845995318	0.437713188000329	0.939793347895372	0.89149975719598	0.920050928221976	0.733267529074885	0.665402197611122	0.446935506494294	0.894154702052793	0.620229518595192	0.773168032517434	0.674114190152967
PTGER2	0.481880561433107	0.309026188684393	0.658090238766092	0.370284057452479	0.583088976440615	0.46789217338574	0.239258298840991	0.346363416057493	0.648238184091073	0.421390686641471	0.674269781960248	-0.528336924908797	-0.28075058878008	-0.225313791130504	0.43218421434578	0.454417561699741	0.226000683972903	-0.455028681105778	-0.0527313237551302	-0.568772538482776	-0.0650103722384493	-0.034244913382472	-0.455635475454834	0.102846897768678	-0.602187496392858	-0.530697965211891	0.892756018844978	0.141339470818495	-0.398437349798293	0.110414760912027	-0.163220400640445	-0.520701460812814	-0.66203146016081	1	0.71698847281105	0.120490706683503	-0.262725032601429	0.0183756543360583	-0.103193630681144	-0.204874061696857	-0.268488112630525	-0.316535157341652	-0.387287220564338	-0.449187366306681	0.310273236671293	-0.852766153800709	-0.578404290812468	-0.231964282546338	-0.165067409596341	-0.466257582503229	-0.172153583366646	0.0918528418515604	0.514347924796169	-0.624090874794819	-0.496528681566647	-0.0496245874664429	-0.63668986795104	-0.599095454777204	-0.537784914661974	-0.386233393517655	-0.414714721705744	-0.262093918743669	-0.547604925516284	-0.27436742358691	-0.398340813790813	-0.239811517168103
LSR	0.119969976582663	0.152740479591724	0.370826986797983	0.119902328115837	0.174359657217994	0.299798191481287	0.191849950797531	-0.0873829120169837	0.164265914810723	0.474439403767256	0.430014575610353	-0.0488911498257812	0.327934853300277	0.0520270265548256	0.700539104741543	0.360501751912728	0.30836091417944	0.135968885423873	0.146077804299342	0.0076149995959746	0.388327226149727	-0.0242030720316231	0.0156010436418211	-0.271340295325577	-0.461798506822735	-0.512426593301047	0.771153142546042	-0.123725952008506	0.154495577792591	0.558905597894562	0.366599188228365	6.56887974143423e-05	-0.162825120082913	0.71698847281105	1	0.438927165132349	0.307155162492802	0.504289614388216	0.198583569168518	0.350498802674644	0.161252944061711	0.130412270609001	0.199031708563923	-0.280816723153573	0.643571103908855	-0.378949810984913	-0.0025715438055326	0.293138814183162	0.196189870616736	0.10179620495279	0.36868255216803	0.414926764669431	0.643872505863818	-0.337505804010087	0.057241319021356	0.467295507703476	-0.0684374806005337	-0.0454209790489015	0.0193300023987764	0.127684433985711	0.0978333535542115	0.171935755504189	0.0464171638828205	0.232419209043724	0.160591786665739	0.303643682141979
TRADD	0.273788507477409	0.43717768670167	0.351097628983821	0.291536349142606	0.16934233666602	0.578978842378857	0.554014979336151	-0.0438526405239949	0.153960519593126	0.747328569498756	0.504766955060672	0.394310046123592	0.635544774624351	0.4811952330624	0.689358545187328	0.55990002094049	0.578834526524307	0.470846787885056	0.566853705791659	0.564762165976433	0.488983889222865	0.371165238778928	0.591406116167233	-0.0938039541100935	0.0284287880995931	-0.113924785807862	0.31739828636919	0.0368263632128	0.750283942671105	0.73163122738735	0.642079986212587	0.641471241186285	0.203174416406583	0.120490706683503	0.438927165132349	1	0.600249790805872	0.850130527681679	0.657460067437053	0.617187517162398	0.630619899816015	0.547211264849031	0.403780792961923	0.250476556270837	0.633435464000568	0.00607843607960568	0.421766992843359	0.57093612426039	0.213441461512003	0.439445740993248	0.648539580703285	0.778910470317706	0.7248977884817	0.167283905909815	0.202001338093035	0.749272993852251	0.260477638769174	0.307215836234629	0.380720198576471	0.497636052883333	0.56243926906563	0.692329719007832	0.350096980087057	0.299570162483962	0.422029489930182	0.717619939430817
CD74	-0.366158261483259	-0.133339558652975	-0.305250876862512	-0.231666907824556	-0.404771194575151	-0.206286568231996	-0.0924179168444645	-0.519363098475406	-0.32155564461846	0.313725045584436	-0.0602604138705669	0.747303940417324	0.901263226243574	0.586770447947984	0.655837635833768	0.00632715744854312	0.182551692490359	0.812731429444259	0.71081929955547	0.7594609534984	0.839464159862058	0.0252735266535582	0.818002322153445	-0.467897356168599	-0.0147055859358118	-0.26962570783449	-0.183250559609962	-0.473229155113713	0.741076974188255	0.802655174257989	0.914866407935719	0.633776533538382	0.642056413009575	-0.262725032601429	0.307155162492802	0.600249790805872	1	0.857221835104696	0.310363771585693	0.991568960332933	0.813724087126882	0.584853477162155	0.89245243741872	0.272107688133301	0.697127146259535	0.377175915125248	0.750393709720787	0.898334472740251	0.5255839521379	0.81858990975155	0.985380262811297	0.733066244631132	0.412119783475006	0.375409919597772	0.759798829880285	0.86798768232084	0.754769398731754	0.767137231339546	0.738974219608123	0.61555235096261	0.885267104625191	0.723057692589483	0.847409909053963	0.863352528904694	0.872452203450588	0.893472961361224
CD47	0.00221545175928341	0.24880565141711	0.105948132893779	0.0821215333062555	-0.0806026243937305	0.226863046861608	0.290126129192095	-0.256870736150935	-0.0260370818415658	0.583170895568774	0.340501967298775	0.649617082488312	0.85701824449551	0.58101961975043	0.800000782839596	0.354602722945614	0.473001867115348	0.689662703080478	0.730745857859476	0.693370741860192	0.714417055094429	0.213957594203419	0.754726295870358	-0.311147969829457	-0.0356779070005864	-0.289201095565407	0.166481748555499	-0.234640888807862	0.749243733142727	0.895925355362726	0.814992349298873	0.673910199994019	0.425330747800141	0.0183756543360583	0.504289614388216	0.850130527681679	0.857221835104696	1	0.561822777086402	0.887072031604586	0.743119130009799	0.631420492562565	0.722018750534419	0.284183792222288	0.750486164734922	0.173143360734364	0.580838670170373	0.790885023576342	0.285799890258536	0.574056134950426	0.901664812904091	0.825694358644486	0.713770164823263	0.280330947629358	0.552954430852908	0.943395627049868	0.511050752090943	0.479874143217348	0.609533076125276	0.541604852750945	0.689014147015793	0.770737745117813	0.586545028354711	0.605308043216368	0.633793245717048	0.900296271545272
SLC16A7	0.167692115044991	0.372453553895889	0.443880410498647	0.0503698529704464	0.0735026189478312	0.562079088193244	0.540558782050884	0.175246387935267	-0.0493537628927276	0.362262999322949	0.373742278094724	0.229523965898866	0.531771720550898	0.00221175156828522	0.386507369264863	0.564848333750442	0.463058348020429	0.492281516924032	0.221231203679529	0.514222903560594	0.00582076108767253	0.155592235664568	0.397509717618173	-0.176183345475939	0.14078223472781	0.140705401678632	0.189901934574494	0.0986392849645474	0.586765716514111	0.586137282212814	0.267395116746244	0.669242105107248	0.142670851296415	-0.103193630681144	0.198583569168518	0.657460067437053	0.310363771585693	0.561822777086402	1	0.338271625509174	0.183280996799945	0.656392889302854	0.277642811742163	0.235028504937787	0.202225225842226	0.264516650576283	0.424088749418515	0.339033194041558	-0.0125259771395795	0.186198720433084	0.378449321227274	0.596341878862619	0.586879047219625	0.0323439337586904	0.168820438296154	0.599498456643841	0.236323563918286	0.205154674090517	0.38554033339219	0.406388746457209	0.368929773476054	0.64799485877572	0.23059811184617	0.0969364980504158	0.281709295554709	0.605574171614977
HLA-DPA1	-0.319539731793649	-0.0844796766849817	-0.244032694140521	-0.203314155109147	-0.364888494324626	-0.163684865500589	-0.0516990215696579	-0.500559729144303	-0.275712754690235	0.333663169934796	-0.00817549443527103	0.745632414658943	0.91360752894656	0.595159113163121	0.687197433298991	0.0401426285977037	0.244570267708846	0.798914226834936	0.722292384861103	0.736106675216478	0.824407674440142	0.0483899891359272	0.805621116481627	-0.465242715899257	-0.0567257911428967	-0.29101678925858	-0.125562190080603	-0.465312709854011	0.70541771268077	0.843098026182829	0.896522486442999	0.614929525556677	0.593682965498793	-0.204874061696857	0.350498802674644	0.617187517162398	0.991568960332933	0.887072031604586	0.338271625509174	1	0.78325779680203	0.614469703284045	0.876341578396259	0.274899688480338	0.734067089277874	0.330203628594832	0.717323229282309	0.891382498789858	0.44384601353535	0.744403382700762	0.996115041543218	0.741819922930893	0.480818848112471	0.348079522032203	0.747359964837191	0.899658483325991	0.710660506836918	0.69938836326229	0.711196249911534	0.586592523960973	0.830726961507822	0.736797522232302	0.799574553271277	0.827068785580601	0.82055562118457	0.899654259844222
TNFRSF1B	0.0185120408192265	0.227597935090895	-0.248278607894021	0.239760555342811	-0.0423910468203388	-0.00848198696191786	0.0893132687543849	-0.25661534732205	-0.0454207854754729	0.591720922810777	0.0523635769881484	0.779809462795203	0.666747953456139	0.852709985999581	0.477705793887813	0.133934936052312	0.396927929049318	0.528586322227099	0.798114349767495	0.700163300540886	0.899092781453926	0.447634248490835	0.88973280036826	0.005221064847019	0.373888935870415	0.04342453211546	-0.178844028334184	-0.0244011167176905	0.816856125713194	0.495647661666768	0.901651918874515	0.546509247643564	0.576923324154483	-0.268488112630525	0.161252944061711	0.630619899816015	0.813724087126882	0.743119130009799	0.183280996799945	0.78325779680203	1	0.442638905902244	0.612155925018969	0.567661511747297	0.550723870731233	0.285441251884897	0.545886906306093	0.598101658051451	0.480162851585331	0.786029783442637	0.775137774845392	0.563036689579852	0.23190525845141	0.698217072554968	0.464174303940668	0.59246117623936	0.548366952807032	0.636896957557317	0.596426516205058	0.543321105661413	0.807950621278116	0.658118752371119	0.635050830174232	0.5903405578329	0.662276965931953	0.698387534619945
IFITM1	-0.0178036315324351	0.219454079334332	0.0372180231277788	0.0177798786028576	-0.111292005938907	0.153251826317035	0.27590360581579	-0.158103524028864	-0.18703663669553	0.302081601184483	0.0950882278096394	0.618957178786648	0.807950863991028	0.407256309066535	0.309789215098484	0.207664618760238	0.419925090773459	0.601932032238918	0.454607114794781	0.678668167427402	0.35801963996691	0.288407134906867	0.660031597661204	-0.198069471908788	0.253016364789618	0.202466946017551	-0.0890940352703886	-0.0394620814444291	0.653013756012488	0.593570018284384	0.575527399852619	0.684086306262219	0.386356466403197	-0.316535157341652	0.130412270609001	0.547211264849031	0.584853477162155	0.631420492562565	0.656392889302854	0.614469703284045	0.442638905902244	1	0.472469213517218	0.576151487514491	0.434424632416823	0.425992727392971	0.636094703518175	0.450143832120567	0.0378332958960627	0.338175002570804	0.635369220504905	0.512464658171746	0.382996144503423	0.397253962947358	0.397440041064806	0.629391708324143	0.438261514042617	0.412807462681524	0.542851254282415	0.602934288786256	0.47525790160172	0.710542720953632	0.47346587165419	0.266661672907635	0.418558622327509	0.703129380879811
CANX	-0.654392608532143	-0.421430031218169	-0.487981471514092	-0.529830487772951	-0.684003967309488	-0.438981808137373	-0.329639889624866	-0.653257717740542	-0.550765673640146	-0.0230004544092469	-0.237688621717292	0.739665939304933	0.852325602263656	0.347959328523663	0.556944489848532	-0.238692871029664	-0.0558397295370428	0.929453488265752	0.507618652713977	0.801565772466482	0.639731722520873	-0.278615654399998	0.695097412802375	-0.697899616708168	-0.108496890828541	-0.334247219947825	-0.34045078566999	-0.67480013282815	0.575238473101625	0.72228206313711	0.738747029596163	0.699912069214711	0.808737069176114	-0.387287220564338	0.199031708563923	0.403780792961923	0.89245243741872	0.722018750534419	0.277642811742163	0.876341578396259	0.612155925018969	0.472469213517218	1	0.0459437601645471	0.449790977118886	0.597313033423383	0.84925409288333	0.947933356145458	0.581024584840279	0.796935895587957	0.851748626272248	0.567387695195011	0.230875285264878	0.276049030847177	0.955158760473751	0.807306618521308	0.923810375110181	0.846662400592568	0.891263901024155	0.625957790149044	0.794911655900569	0.611659263940412	0.935483901058944	0.901438802522926	0.915931192291173	0.857188076952542
SIGIRR	0.37646816371287	0.558138205338659	-0.0168705474677206	0.53923828939379	0.304817248861394	0.17139317217962	0.39030109956475	0.224756305062088	0.156105053263334	0.421187813605106	0.0535832871866395	0.599389501386118	0.316083717444203	0.718590938791032	-0.108653990375011	0.246753109281165	0.523248825340998	0.0647393503696161	0.557508638258646	0.402605539334851	0.352440416181924	0.751679184310174	0.67029462358351	0.545760693341338	0.819962358380544	0.561879495040627	-0.322314873283444	0.530368744565477	0.562048233978761	0.0524133188876713	0.433475007625288	0.334169084239077	0.211980455757666	-0.449187366306681	-0.280816723153573	0.250476556270837	0.272107688133301	0.284183792222288	0.235028504937787	0.274899688480338	0.567661511747297	0.576151487514491	0.0459437601645471	1	0.0744242519915408	0.258873799624988	0.168388312388245	-0.0480744585422389	-0.216279156742026	0.183954333075908	0.291372260857483	0.161774523625109	-0.00678917242687836	0.865304683984034	0.0029148959431669	0.12606783851272	0.0884152260103341	0.129024780045776	0.226340194246173	0.182873362532722	0.261393264297315	0.481024160860596	0.0973563922036796	-0.0582995518637598	0.0429020715342117	0.246626504481638
SPN	0.0838473797489717	0.17836327031431	0.0690296201068773	0.0998293416094832	0.021847671846031	0.148949120834865	0.0834291226719279	-0.335868799787157	0.0914388895466622	0.549172297571667	0.267638018867039	0.370784798797923	0.655305924739661	0.514118899023888	0.670073303347703	0.155003462182327	0.375493959454477	0.387571984322482	0.50168131707813	0.328264719717592	0.70492750532559	0.230359415406523	0.470418148098064	-0.33714331426324	-0.344354028204694	-0.302201401077702	0.358012368858399	-0.305151630310335	0.42136534175077	0.684748638108053	0.672978268916074	0.22863387702539	0.130622361653702	0.310273236671293	0.643571103908855	0.633435464000568	0.697127146259535	0.750486164734922	0.202225225842226	0.734067089277874	0.550723870731233	0.434424632416823	0.449790977118886	0.0744242519915408	1	-0.134780955877147	0.353818163825133	0.569588267647262	0.291833958175213	0.361078185978794	0.743549965994364	0.602340560719043	0.60108561896928	0.00458770125785166	0.265550633533541	0.679834787479764	0.225493558623357	0.290160223014035	0.207661883791956	0.496222818452699	0.457526537318254	0.435911893507576	0.377668690603212	0.413907066934424	0.399139196423379	0.6359662126276
SLC16A1	-0.607269167502617	-0.369549707803919	-0.67503134640057	-0.489728560425984	-0.725016488281819	-0.483587733498368	-0.324157721386799	-0.532329083489297	-0.798462387207767	-0.396592524625917	-0.635645480811754	0.613939080292429	0.485026133676808	0.155228474299885	-0.239160074072176	-0.490772706710096	-0.203533036418898	0.695556586829644	-0.015653443888991	0.732652584112589	0.1667993561207	-0.0892718642416044	0.479495489345448	-0.421289632416079	0.415462084681395	0.404975837341465	-0.683504637475671	-0.314079197390787	0.45412119371851	0.0739786819111278	0.242175909291596	0.68570988927842	0.824473036784349	-0.852766153800709	-0.378949810984913	0.00607843607960568	0.377175915125248	0.173143360734364	0.264516650576283	0.330203628594832	0.285441251884897	0.425992727392971	0.597313033423383	0.258873799624988	-0.134780955877147	1	0.782863853900674	0.420311536777751	0.358893137593851	0.565304337209568	0.286862531473204	-0.0293962875657773	-0.39954341751646	0.501020266302422	0.691684120910306	0.254479463278725	0.811471040968948	0.728689432048875	0.73876163033772	0.643333024734449	0.464249694139342	0.325408496089475	0.709875714349525	0.371588423243552	0.54058891970245	0.457892669971513
LPP	-0.58505085389017	-0.357230410430931	-0.544170586617277	-0.49978527819099	-0.670685491243613	-0.339290420180957	-0.315940496328232	-0.633100297900848	-0.641815166483386	-0.0403763239447471	-0.342383851544928	0.734154921134596	0.849631205714559	0.294386766926595	0.293325334322858	-0.309777769360348	-0.0144546231839508	0.938152727272264	0.324747730784639	0.916623100563687	0.495969322809627	-0.14616885236575	0.708780470491212	-0.656182968478192	0.0752708682779891	0.0639607284772419	-0.427816220302739	-0.525926910064802	0.638357493561461	0.513227260755278	0.63872308013717	0.84006071880768	0.882849385647523	-0.578404290812468	-0.0025715438055326	0.421766992843359	0.750393709720787	0.580838670170373	0.424088749418515	0.717323229282309	0.545886906306093	0.636094703518175	0.84925409288333	0.168388312388245	0.353818163825133	0.782863853900674	1	0.798198636565812	0.64748168516852	0.770125932316107	0.689534021967174	0.414838395015058	0.0151460219415428	0.355919957728502	0.818877068112758	0.634964769767129	0.933435794418248	0.923438576993606	0.899996131661657	0.879874641278478	0.766626206400171	0.611810653473241	0.937645170049853	0.652360836352977	0.846441265762827	0.830129395368268
