""	CD3D	CXCR3	CD3G	CCR5	CD2	CD8A	CD8B	CD247	KLRB1	F2R	CXCR4	ITGAL	ITGA4	CD69	ADGRE5	CD44	LAG3	ITGB2	PILRB	SIRPG	CD47	TNFRSF14	ITGB1	TNFRSF1A	IGF2R	S1PR4	PTGER4	PTPRC	IFITM1	CD4	TSPAN5	SMAP1	RACK1	CD81	PTPRA	TSPAN14	CD9	CANX	CD74	NCL	SORL1	C1QBP	CD46	TNFRSF1B	APLP2	PTPRZ1	CD63
TSPAN14	0.820355911996821	0.576897168091252	0.776030185001006	0.605339400288783	0.797666769304118	0.529825786749933	0.579276733155915	0.652986729247905	0.699877180975524	0.553727527705704	0.64015408005616	0.830040602431426	0.886035463966868	0.728073067344632	0.822439886579444	0.670660168894472	0.509190473596737	0.660491488481923	0.397929046746578	0.529623674805323	0.708486524425648	0.789403528384646	0.870696524074083	0.353709406108886	0.771264257157482	0.7074985420475	0.906080916366886	0.829168504044078	0.639315455459833	0.586481435917253	0.482486674946711	0.6916616883374	0.606879790761635	0.445209807958766	0.286592658192536	1	0.0983099383883761	0.211885295085695	0.313759133695188	0.585619511501961	0.704708623124546	0.37610613291096	0.823791549925855	0.850098492451572	0.15409656440954	-0.161736188275506	0.0934219417333539
CD9	-0.167924534960709	-0.2574252790289	-0.1729018243819	-0.224955698571952	-0.127460396743375	-0.331785385146606	-0.267608566145837	-0.228555967720627	0.124203236764261	-0.0412125690686196	-0.23115051615225	-0.0787579224260205	-0.0123662138101648	-0.199216117567203	-0.032868215065213	-0.195495854397169	-0.351126587205818	-0.0271630422592533	-0.00785743609813423	-0.202645987443354	0.317961256210414	-0.0811110376828272	0.243699991379944	0.400235622076326	0.172960721963114	-0.069105998854977	0.00353143375140195	-0.163347659333686	-0.0462066214100217	0.129957096597028	-0.00417581912291493	0.506608604664866	0.284312527713845	0.70994859985177	0.76382126701508	0.0983099383883761	1	0.847059177081639	0.000958571459195669	0.693903784817092	0.136493001304042	0.783019794354332	0.27171369048722	-0.00377332386005292	0.800372659331446	0.730840764619008	0.948911431121819
CANX	-0.00649057770587131	-0.121904650622014	0.00265457424037668	-0.183909693728148	0.057666646036917	-0.211626798274237	-0.172763958868218	-0.0560972482585336	0.300380333763031	0.0257765302728151	-0.0538882385247655	0.0291641941735003	0.104848839379337	-0.0308413190548552	0.147991286505976	-0.0131807097415386	-0.245573692548689	0.165100392342373	0.1085006367663	-0.0982884026205056	0.465831798754565	0.0811746944384054	0.366633669984019	0.461787427680564	0.293326909959549	0.0850866576878287	0.15305738394554	-0.0725646418029686	0.071611358754328	0.303896814682848	0.130130726038589	0.637892570750006	0.450649558018803	0.741027336226287	0.811007832652034	0.211885295085695	0.847059177081639	1	0.110760756891625	0.749830214407633	0.251980528439312	0.776228548750401	0.46861598197987	0.157784403082409	0.78937933458256	0.813357755388367	0.863711435368716
CD74	0.373656890111934	0.318960466290213	0.331393628774902	0.0484657599100988	0.354267633457727	0.115718280796797	0.0726388821030906	0.342872808080105	0.525672076185966	0.164733652315183	0.566659747654248	0.237266837100752	0.109646259379724	0.467648925057653	0.378204027062641	0.554314437626819	0.191596021048329	0.783300789928307	0.234850437031159	0.268672826984108	0.508421364337936	0.548153515322235	0.481012976793784	0.594883573447228	0.151090251820072	0.600061317196225	0.247710878992088	0.20724730806841	0.475215389955707	0.560559997193967	0.070385039373687	0.372206434068123	0.619265435803821	0.395208224205201	-0.103877185415799	0.313759133695188	0.000958571459195669	0.110760756891625	1	0.181611122242143	0.61015073170475	0.183494514926928	0.30456596446063	0.381703667543976	0.34227717446605	-0.181448529527249	0.0476857837008475
NCL	0.454597719927001	0.247473524572886	0.453626185419993	0.23255511625329	0.513903014354019	0.0724972836544495	0.140665368532114	0.356884385066938	0.610915701180224	0.318373687701289	0.301707076696267	0.403679670993752	0.558699808657634	0.37952811854022	0.522887583309263	0.371342730639197	0.118321291094375	0.405395798673528	0.281686541031856	0.106067456051571	0.762176915160889	0.481057665292275	0.718411281488027	0.502734294015471	0.64391247235377	0.397238446854429	0.591828174513258	0.429712079486927	0.360901702230997	0.539016365910321	0.418845212314572	0.870952477364884	0.714469241776501	0.813919404218806	0.783812119806453	0.585619511501961	0.693903784817092	0.749830214407633	0.181611122242143	1	0.456992858263592	0.885361913066598	0.686371440480074	0.599819638454049	0.5853865784292	0.43346056822303	0.745454521571659
SORL1	0.505247457839018	0.316357718420791	0.492742406405851	0.390575084458844	0.516904834367987	0.123855938748157	0.238489562390002	0.336750119648594	0.623785194782392	0.173970111122298	0.407978006449059	0.462307202723677	0.588636377511679	0.457867548800981	0.473831830467885	0.42723991808723	0.242926085271924	0.723638125721779	0.235166769653564	0.19504127387962	0.58351528541657	0.652050469647734	0.683035586390951	0.434842020632982	0.623902666316213	0.523296429527333	0.637848305249695	0.561894089868535	0.348159819916673	0.57392346877623	0.195036562050949	0.585160334745596	0.519666389929244	0.344227969650224	0.174675925599147	0.704708623124546	0.136493001304042	0.251980528439312	0.61015073170475	0.456992858263592	1	0.245442044662754	0.601417882386818	0.635350615164985	0.443752968881559	-0.0647300311237801	0.12582855552815
C1QBP	0.284900920915559	0.166297962029705	0.263703820535173	0.0537379780164893	0.305751323439863	0.0656142084565734	0.0739365427264346	0.226277870864537	0.439535452794294	0.334889477771958	0.245868050069009	0.242386718188717	0.280319114329216	0.247057136261994	0.406783463223415	0.268702753985833	0.0144971980997645	0.286130641597996	0.179027163228641	0.166751487894698	0.660145586150034	0.317793626181537	0.544237203824158	0.613681407468956	0.350180391273608	0.32392342994275	0.345678992008529	0.209660739161685	0.317546489475531	0.376217559596481	0.323678669174984	0.757530702811641	0.675547714904167	0.884346187297377	0.765813022186782	0.37610613291096	0.783019794354332	0.776228548750401	0.183494514926928	0.885361913066598	0.245442044662754	1	0.536299023496855	0.323001720390328	0.62873997038499	0.525224428116387	0.858493280160945
CD46	0.709407482578242	0.382917751983014	0.753969110383315	0.410865130906195	0.765072761167348	0.486212436597792	0.521395784063622	0.629262056720263	0.741167304493057	0.536407666106557	0.614434694532046	0.766637759045933	0.759686366525181	0.650409395031376	0.84798688728684	0.573878311359917	0.359647966435355	0.683689690106606	0.269083501301969	0.563985080047164	0.761738322869838	0.731815863930911	0.817729351216434	0.379831614462203	0.710776509411325	0.702191591755958	0.835659404275683	0.636538143684539	0.568891442978163	0.688927880663852	0.495988567048519	0.727408954030416	0.686040818379655	0.540176619166015	0.410671221456737	0.823791549925855	0.27171369048722	0.46861598197987	0.30456596446063	0.686371440480074	0.601417882386818	0.536299023496855	1	0.818760925284082	0.3234873097843	0.0911696332797744	0.275362012248111
TNFRSF1B	0.854024305226371	0.566404721609771	0.885120590427638	0.541744151299082	0.925718811989243	0.516156150674893	0.560351149916661	0.805893882218602	0.804511096520662	0.507458402142051	0.738655527766006	0.768163676373875	0.850157769905601	0.794210025826859	0.867280212346977	0.7540929542877	0.5192318088844	0.785028144847081	0.314489132277451	0.495047946255812	0.747197702128016	0.833746117250729	0.808967339005254	0.270954392700219	0.80527429277857	0.766931670800481	0.927382352088384	0.777511891074494	0.694302747898366	0.747261135869049	0.58584411137248	0.667635498609986	0.702649344052284	0.366893072738214	0.143016733274509	0.850098492451572	-0.00377332386005292	0.157784403082409	0.381703667543976	0.599819638454049	0.635350615164985	0.323001720390328	0.818760925284082	1	0.0740058855347299	-0.270394308259459	-0.000292620483614501
APLP2	-0.168379043439003	-0.288063661610992	-0.170174182243528	-0.21302209683399	-0.129063166318685	-0.363452762493427	-0.297822754153585	-0.239238795982026	0.188380533706852	-0.079904624378866	-0.157231498379797	-0.0910815878005916	-0.0374179608756308	-0.165571448976138	-0.0380467262603641	-0.14583630697755	-0.363423325086727	0.208429824056409	-0.0281329271233274	-0.177237161851048	0.300063218815717	0.0325079743754348	0.300959291483892	0.538568778248438	0.176266881352952	0.0323917227713636	0.0375671744564441	-0.128971050074806	-0.0370372484786755	0.214538095756501	-0.102187601023551	0.469137318900142	0.290195170557306	0.647114415835121	0.628442965421833	0.15409656440954	0.800372659331446	0.78937933458256	0.34227717446605	0.5853865784292	0.443752968881559	0.62873997038499	0.3234873097843	0.0740058855347299	1	0.70992396293893	0.813372371730529
PTPRZ1	-0.409787436452682	-0.402202187986467	-0.409427764356652	-0.366831748092896	-0.379370872825144	-0.462232392045228	-0.423222235135036	-0.437815300111589	-0.117811861304725	-0.192540750224677	-0.442029982731927	-0.333296727829015	-0.25236264436874	-0.413744223849595	-0.283632868480503	-0.406181950659159	-0.480730244460921	-0.278284749225917	-0.0778590902139274	-0.365938762510435	0.0431729186752949	-0.303540356185271	-0.0238419569698171	0.275031556872146	-0.0363222464693236	-0.315763880736395	-0.243044485528018	-0.368504741529229	-0.269882497884421	-0.125869727421379	-0.167973480612185	0.246320574343088	-0.00109330517010341	0.466117392108056	0.745487839665681	-0.161736188275506	0.730840764619008	0.813357755388367	-0.181448529527249	0.43346056822303	-0.0647300311237801	0.525224428116387	0.0911696332797744	-0.270394308259459	0.70992396293893	1	0.776490093204662
CD63	-0.156448781447492	-0.239240541580387	-0.166195655909573	-0.258156055016836	-0.118938576451447	-0.332754103436954	-0.292837153329855	-0.222961438512275	0.174671284529573	-0.0365741852301311	-0.204636780262419	-0.0967676669679834	-0.017603396151509	-0.168866522631603	-0.00632705208904895	-0.160743705774829	-0.368771668752118	-0.00441376388618757	-0.0178813692576222	-0.188931968993851	0.347113058851046	-0.0371626986184942	0.266139729755156	0.46207600849116	0.155787559094223	-0.0413998508751089	0.014205532187289	-0.160557658552247	-0.0236490473758804	0.159927700543808	-0.017398669061545	0.548780679654119	0.344598883296633	0.761014842078134	0.799269766646607	0.0934219417333539	0.948911431121819	0.863711435368716	0.0476857837008475	0.745454521571659	0.12582855552815	0.858493280160945	0.275362012248111	-0.000292620483614501	0.813372371730529	0.776490093204662	1
