""	CD3D	CXCR3	CD2	CCR5	CD3G	CD8A	CD8B	KLRD1	KLRB1	KLRK1	KLRC1	KLRC2	CD247	DPP4	ADGRE5	CXCR4	CCR1	SMAP1	SLC16A7	FAS	CD69	KLRF1	TNFRSF14	ITGAL	PTPRC	ITGB1	TNFRSF1A	CD44	TRAF2	HAVCR2	RACK1	TFRC	CD96	SIRPG	CD47	IGF2R	TNFRSF1B	PTPRA	ITGB2	PILRB	S1PR4	IFITM1	TLR4	LPP	ITGA4	CD226	NCR3	CLEC2D	PTGER2	ICOS	ITGAM	LAG3	ATP5F1B	TNFRSF25	NECTIN2	TIGIT	PLXNB2	RPSA	TSPAN14	CANX	VSIR	MCFD2	CTLA4	LSR	PTGER4	TRADD	RXRA	LTBR	CD6	JMJD6	CD4	CD86	CD28	NOTCH2	SLC1A5	CADM1	CRTAM	CD9	CD81	TLR1	CD163	ADCY7	CD74	ITGB5	TSPAN5	NCSTN	SIGIRR	APLP2	ABCA1	ENG	CD63	STX4	C1QBP	ITGAX	C5AR1	SIRPA	LRP1	GPNMB	CD46	AMFR	SORL1	LAMP1	LAIR1	TREM1	PLAUR	MERTK	LRP10	CD68	NRP1	TREM2	ITGAV	HLA.DPB1	NRP2	C3AR1	STAB1
TSPAN5	0.407655076323062	0.46041993652145	0.428318085654952	0.223796643732441	0.383315662297466	0.459309923100737	0.377296931820972	0.372932667021711	0.466549847693745	0.41167468646247	0.463633532230403	0.363419732895606	0.482958218477221	0.551629691019703	0.420380262728062	0.197110753638498	-0.628071876924391	-0.169409690331217	0.648390571832461	0.314937305497135	0.420095053500266	0.347870148641706	-0.358564870918309	-0.346959621422125	0.00749978401900969	-0.362959723818034	-0.185643578996819	-0.306776916730591	0.22351856484579	-0.534379557257821	-0.153691522209124	-0.188965103463458	0.490160151149043	0.453300156429204	0.671871032449417	-0.51484215544255	-0.497116509971265	0.581621145518698	-0.586544385339354	0.676383923678088	0.403025733190332	0.494991913339646	-0.340042344228028	0.383052801761125	-0.424239477239973	0.317237290071157	0.476675838297949	0.361947763463966	0.449749765180156	0.481807243509878	-0.616808067320898	0.379989283474362	0.0903963137936768	0.525478372143661	-0.448895047061645	0.368508156456421	-0.496331035480026	0.104843034323555	-0.164501187739203	-0.140440476167262	-0.478564795808302	-0.0779652293118767	0.322915033639183	0.449132735083669	-0.116505390115356	-0.282368468325208	-0.458983468434245	-0.282000722679106	0.450923574714834	0.153897973059244	-0.567052022624183	-0.626730199329359	-0.282095438092975	0.245675657662199	-0.195273378541689	-0.0215564898762518	0.396313239806365	0.0051745014260609	-0.414795055355688	-0.570947408531071	-0.575567073912466	-0.546783844392174	-0.46307414611128	-0.606082409711921	1	-0.310335542472219	0.163176671758179	-0.386386572998292	-0.420137140595638	-0.569611784548852	0.102295905524591	-0.338904459766215	0.00833851451162185	-0.491657300104409	-0.516033723913194	-0.561513048058683	-0.312921531707061	-0.633267600323991	-0.144657223618221	-0.313753803836849	-0.162626030262866	-0.510595168030192	-0.53188919255797	-0.659649752265172	-0.571864322584239	-0.546095540569768	0.124784595391979	-0.658336506826002	-0.575998963534137	-0.506362260663311	0.211545049114293	-0.441955937343252	-0.103945130503756	-0.569722515289309	-0.514171007266522
NCSTN	-0.731940329037864	-0.761644488062135	-0.774066460303103	-0.331275577855703	-0.739629647606067	-0.776564894090589	-0.711514264374179	-0.79238810544514	-0.682311264524845	-0.732963702075376	-0.557026796219869	-0.448827289681833	-0.689980944909036	-0.754293193283522	-0.627357125317203	-0.51384094926199	0.789703612874346	0.435344089063556	-0.518312742147992	-0.386744060996499	-0.613643396352236	-0.539596214190327	0.339678577292112	0.442046487459922	-0.115090580593259	0.883464977766988	0.933206649143847	0.836240342942922	0.334091129110345	0.836236595289237	0.586718598158437	0.732609774728324	-0.748426234337687	-0.761265525496465	0.395690505586676	0.788452033154902	0.570364745967077	0.46447905568599	0.852069446144626	0.0889501604086665	-0.634328032288289	-0.746499007184001	0.905174819491138	0.540655683046004	0.685333032044441	-0.54529003119872	-0.72373246969095	-0.549120375942627	-0.768093764445417	-0.754575419876351	0.853934793199757	-0.590098982231246	0.737024478467419	-0.717694420959764	0.917690678338812	-0.762478587205207	0.91026573362865	0.283376748315167	0.514409660328839	0.937959306233869	0.749788439330709	0.79136296139927	-0.631928736846569	-0.601794565102317	0.163020029508128	0.407279062840201	0.764245082847753	0.924982791354923	-0.712087721747967	0.645591001685764	0.857921288591566	0.829967079589639	0.382713500191545	0.544327712544224	0.659582492250774	0.805146837933074	-0.689703157438481	0.795741381530069	0.915936917700485	0.842928642229276	0.873946249025316	0.807047787687633	0.82590305921407	0.854217727501979	-0.310335542472219	1	-0.0807681813201322	0.929879696718036	0.72220586038057	0.894895470979062	0.873449994925672	0.872157142125014	0.58016805942567	0.524942448771605	0.713461023662612	0.888020287698264	0.849036560712896	0.60618154750602	0.792212770027188	0.848825532771788	0.819781636927278	0.912011025364758	0.868226913316786	0.852735176030354	0.892859120712399	0.849060229964158	0.645711238841286	0.832082089284578	0.890036020883946	0.887083299842572	0.736430566161527	0.757461473093015	0.860603337212269	0.853659659010968	0.874284391938422
SIGIRR	0.588336758957858	0.569985553582062	0.594715973072663	0.560143107106051	0.551072260067714	0.545793672939432	0.546847709549031	0.495277721364606	0.49802112459178	0.594535000343217	0.579684436697949	0.618058669033254	0.604304278924412	0.408563400542161	0.702861739623888	0.790198403323671	-0.193879858791453	0.603797105133417	0.489514980712301	0.525882072173372	0.740069637624621	0.376481010987346	0.382992134068715	0.30553503661725	0.872611052917617	0.175097989722685	-0.128661602651233	0.159641614831468	0.402971882897184	0.136495700900156	0.468810594270307	-0.0243776499160027	0.63461875459189	0.586733963297353	0.258558580262491	-0.331204077055575	0.324212191126709	-0.0322055393464116	0.141471633505429	0.108187295830546	0.64922819688413	0.579806959878352	-0.2296061094135	0.0263598268702472	0.440334976087624	0.524301197080233	0.487362586585351	0.680007015087274	0.579134575996821	0.580376219429373	-0.0680777735346632	0.515033083246216	0.286270368565815	0.546226242535126	-0.0466530847004109	0.554679651899486	-0.0878718761382883	0.677315920705885	0.407166283609947	-0.158667658151378	0.367122500512977	0.268837573190139	0.499318308471239	0.537491976561142	0.80162381497693	0.515567310580292	0.138401719037165	-0.170053361550367	0.597200476495787	0.176207538720902	0.0802119727740754	-0.0041188059317973	0.103606852003167	-0.171557875749011	0.531922871547891	-0.319620617448747	0.621282412257254	-0.285802117488024	-0.00565521224042088	-0.0605004781028799	-0.098403371576131	0.23731728503058	0.203131394385864	-0.231128752858649	0.163176671758179	-0.0807681813201322	1	-0.144027010940046	-0.435608471385423	-0.00404778152512186	-0.0730268025956435	-0.0666717075551744	0.446287285566444	-0.0212173269080432	-0.172973233228682	-0.0480836757093019	-0.284023109360839	-0.361885582402292	0.205287453848181	-0.325739665189939	0.0252576646283196	-0.0998012592019028	0.117424525102117	-0.10478696200822	0.00942870942019265	-0.14526258190315	0.168568310333895	-0.158199417362308	-0.164075028946245	0.0851991765898572	-0.25310394950441	0.245039984621972	-0.283487727227825	-0.0419800690455843	-0.0298285471268115
APLP2	-0.774844665682793	-0.80222594652185	-0.815507174916323	-0.270284019546359	-0.792595385301052	-0.818565407706598	-0.760787572939416	-0.804064198107505	-0.711777302983967	-0.760277123750105	-0.595916982137745	-0.508949502785164	-0.727353881554362	-0.781221353722835	-0.672473232835929	-0.528606013908792	0.905141073381841	0.450118043032312	-0.598121434175931	-0.406845425123911	-0.670252016184651	-0.516440283675915	0.400474915948911	0.411372820741214	-0.141346546367774	0.919839658115484	0.954624575981791	0.854593320517397	0.284064039648241	0.882008960218701	0.522663808620955	0.832558385564898	-0.793153620426828	-0.806536977363222	0.271291023049083	0.903789408438852	0.677345702222052	0.427630845668189	0.888111041056594	0.0983553086464777	-0.655483629418289	-0.806246191065	0.972911039214109	0.567055124448421	0.637691419880614	-0.569400999207225	-0.728848314381231	-0.593574675905585	-0.799096108467545	-0.799482217315551	0.927969442693123	-0.610924405187204	0.625123845272426	-0.733849404386139	0.930816006064842	-0.822772798208104	0.960887432454686	0.167985223670589	0.631541969487465	0.927279816070195	0.775984824214456	0.791647419251483	-0.680021640657443	-0.632678122211657	0.141711813583524	0.429301180055197	0.735562149565891	0.957651872907282	-0.754801839188082	0.556935920379788	0.885619748666129	0.901075228579064	0.556964331783422	0.632916883933716	0.604286552662802	0.863966289058669	-0.732846393242536	0.843368756298291	0.950125292098848	0.912681708127087	0.950767380807612	0.820637965215971	0.862864137874787	0.933342032194567	-0.386386572998292	0.929879696718036	-0.144027010940046	1	0.846085571136958	0.911516389585393	0.826509717637368	0.942119917251365	0.443362567473547	0.670691218114543	0.868013889143166	0.950929771990352	0.943039973800341	0.768243647427623	0.820024233271419	0.933978705662833	0.872467818068143	0.9599434559303	0.895106947047922	0.891929972632051	0.917233603652864	0.927145693170722	0.687874220051697	0.893883899400226	0.957717991189921	0.918255429706881	0.757512215390361	0.805462909030283	0.913353788097502	0.935601732639498	0.913994347753586
ABCA1	-0.8628357744035	-0.861804081476694	-0.885154848113354	-0.417625746573396	-0.861465622029261	-0.89292573953335	-0.831855412542304	-0.865784619756103	-0.755435158880598	-0.882195403804589	-0.735445643135019	-0.670532334581308	-0.834276870671947	-0.832356902322794	-0.830355436236856	-0.704681611542016	0.873176856136847	0.21505434544272	-0.720664995670756	-0.512496334354974	-0.866947242516427	-0.518930653284129	0.41864417130912	0.184311338870771	-0.496107451553059	0.628370089736303	0.773798671544683	0.676924805695765	-0.072342969394275	0.637974419763448	0.259447532949213	0.71458779373652	-0.889640267386737	-0.882862530650698	-0.0151387995904257	0.916657694474209	0.516457819231905	0.237093093994424	0.642752061717445	-0.0229958339193822	-0.823564626270111	-0.885562550923093	0.882573241217123	0.37977380348897	0.24492915727449	-0.657632845546733	-0.774024199527713	-0.772275566179167	-0.875495681085485	-0.860626804387548	0.792698868392103	-0.71148302263548	0.21978924964252	-0.785612225503248	0.782904027041947	-0.880445700855032	0.765118428595197	-0.185653869750043	0.461448060029307	0.768617176667731	0.514256922446472	0.497732328303574	-0.733066625992317	-0.659816106204857	-0.212263514469209	0.14115833550967	0.563794315629692	0.752556671637424	-0.869731049583266	0.409406799623975	0.665831150466679	0.775458527243783	0.38275626609053	0.512971584279538	0.185759534213185	0.828818562879397	-0.818236104649005	0.816461353470265	0.720820660262974	0.73114746953282	0.788607578372498	0.498076528960445	0.59587010832819	0.857885306719182	-0.420137140595638	0.72220586038057	-0.435608471385423	0.846085571136958	1	0.694819454685422	0.623754355282478	0.77885877927231	0.0227200459314496	0.737962198877684	0.871800178988019	0.792351706186503	0.900126377452831	0.932831431256061	0.654988341794438	0.922676863337598	0.694103585315631	0.839728638920795	0.666825366052063	0.814466453155935	0.740565320058562	0.795468946950965	0.535369052582845	0.872840147983156	0.814163157695864	0.680461840897107	0.664278830125879	0.579602036745407	0.818149239905566	0.753354592032652	0.677577955736006
ENG	-0.681193637786079	-0.669071857517415	-0.691183968425282	-0.258561330097467	-0.696518512231048	-0.723268533886255	-0.676775240724391	-0.721299879458914	-0.571627543203237	-0.655598759349394	-0.475897769806612	-0.375969598390753	-0.604161952766752	-0.778605430964571	-0.542842621508325	-0.373168739850752	0.865161632716059	0.568362076428203	-0.51517267434943	-0.406921534134737	-0.524526894011715	-0.418984957190635	0.403679753919181	0.49812247786045	0.0698338587158422	0.931389281218125	0.837700736745702	0.830550331180732	0.361221615215715	0.948033597548496	0.658807240345092	0.713989289059489	-0.679954479136926	-0.679592775659965	0.113974347730227	0.800602339000675	0.711001008799522	0.16077969292514	0.972092850720619	-0.171087323449928	-0.556065034878868	-0.6907607628741	0.845550348328441	0.394662557234115	0.823036743472835	-0.403065015896282	-0.61904935100262	-0.514667366350827	-0.661472105381395	-0.681596866848787	0.965129410958702	-0.578183410170938	0.617092307146176	-0.678090372519007	0.927277107367562	-0.713594289167592	0.975256536227314	0.351691838714029	0.646294719731592	0.810588221571695	0.877376279783666	0.814095915394872	-0.589270229053084	-0.51127547531056	0.307187445939626	0.523877807525815	0.88057575438978	0.873825702062821	-0.640473046281719	0.380626668415531	0.968184771793638	0.94079222161785	0.502021948716806	0.401299725730366	0.716666555599214	0.641434425010893	-0.60340997347513	0.615751264879631	0.957467622171896	0.952284821895701	0.963943580498696	0.930097798629175	0.924301698144844	0.897326056574663	-0.569611784548852	0.894895470979062	-0.00404778152512186	0.911516389585393	0.694819454685422	1	0.658393249318134	0.893443510922002	0.566692633864132	0.668535377233974	0.808421424220572	0.969859875787252	0.812690087502532	0.679005225650448	0.786566453507317	0.784012186148629	0.808498105066673	0.931317000341476	0.953306171130556	0.935954944848651	0.968688872244116	0.92773681745349	0.611081431152174	0.883329513485855	0.961467176990503	0.954025412153252	0.492321868440937	0.886742213684469	0.720986655973955	0.962196967561685	0.95820983130602
CD63	-0.655566518842354	-0.63303598952207	-0.678595389164357	-0.269339714153277	-0.683250027667995	-0.664058821327403	-0.665622842199711	-0.684025115021678	-0.526885478307563	-0.63142919481812	-0.389675160439213	-0.292772259955521	-0.541155675679877	-0.570346463576972	-0.546997764616325	-0.514932202470642	0.607729352041613	0.397940200579186	-0.292578877149366	-0.33472229844257	-0.504670788311151	-0.373565286294351	0.213683158200471	0.227698326159359	-0.179326350859295	0.740725332709587	0.929151996001888	0.754601486215875	0.484824335466129	0.625425110788652	0.533808986989168	0.653589748857289	-0.613718480487588	-0.629429387403796	0.704287760863218	0.632324661625995	0.317482480921528	0.795629501845253	0.6169033372035	0.43118962630758	-0.525328220261555	-0.618973716657278	0.830121357128724	0.779542326563839	0.462925874449627	-0.476114525603016	-0.568984212173823	-0.512797565806275	-0.638344507672744	-0.643080950111784	0.612692488968832	-0.520414952623622	0.816463500483387	-0.589436857439063	0.782977696897503	-0.703396460344794	0.723323749925287	0.313138258854871	0.446056372083349	0.947427498446657	0.555291951265488	0.781697725568455	-0.624831563867559	-0.525753622151948	0.0207370589983329	0.29228836067005	0.570783109146404	0.856637552265813	-0.593094000662222	0.773135854180019	0.606003560180059	0.616962480137582	0.253570020484406	0.756978089489611	0.5842719016982	0.882752863675426	-0.603176883485514	0.878081010737897	0.754708513729191	0.637834801177663	0.650833265216457	0.578244820759834	0.646494217986808	0.634921267115721	0.102295905524591	0.873449994925672	-0.0730268025956435	0.826509717637368	0.623754355282478	0.658393249318134	1	0.753709619860049	0.59116350652534	0.291033874466814	0.518048208467941	0.679725614683749	0.760075597390218	0.424053509732954	0.740936759526907	0.787307632720617	0.763705261500802	0.727624962425438	0.655517190425859	0.599905058696914	0.670583579668145	0.628121094508876	0.725875853962576	0.591974357443148	0.669326447246187	0.685978065397301	0.887021860764182	0.571215188779084	0.887257496787605	0.642035094896127	0.651087033101246
STX4	-0.69102205127727	-0.696507509390906	-0.714308741705194	-0.205448263501125	-0.719859913312839	-0.733636830612187	-0.698551024440324	-0.730183555626744	-0.598533273217273	-0.663557061340531	-0.503175458554008	-0.442665798653811	-0.622028785252598	-0.700558176727398	-0.576300748416856	-0.430191921063718	0.859273595527422	0.483646135236164	-0.51505999178631	-0.360403985360122	-0.573299871523252	-0.43053381909091	0.327125278321424	0.447387063970494	-0.0617687738722405	0.922429036358719	0.898029091559595	0.765683942755961	0.270756154244882	0.87451607053243	0.508856827040601	0.893338402848688	-0.697762761271955	-0.713473614606803	0.277455076036808	0.83417381458144	0.715646539013869	0.384571774009441	0.864480083505974	0.0859076266414716	-0.556452761996622	-0.719580343762317	0.912251853786785	0.567620155775114	0.632377254574409	-0.417788913444258	-0.61443206947197	-0.521840217003486	-0.693292119019633	-0.697243055395358	0.910688414534712	-0.5639425534694	0.54749238148127	-0.645012297208807	0.89770524047189	-0.745175786029752	0.926571873286525	0.173029638360997	0.714639887262259	0.854123367054789	0.789223444392904	0.81515871965096	-0.602491378912316	-0.504450453957281	0.210457129484608	0.480174387272397	0.705534058598393	0.877865089122912	-0.667249902150814	0.491163504771153	0.884730615472753	0.868303651612467	0.673897754792763	0.572700574516013	0.574089149449292	0.805980118398844	-0.650410288488472	0.82309736170635	0.954413039680914	0.882825968281059	0.941754630038839	0.811324527998343	0.882977658539101	0.880881615399154	-0.338904459766215	0.872157142125014	-0.0666717075551744	0.942119917251365	0.77885877927231	0.893443510922002	0.753709619860049	1	0.392350406742929	0.708887944762585	0.884195445076885	0.941595232478982	0.925526983822886	0.680930456062097	0.833836017927324	0.852213610461142	0.907382935751924	0.902557155431683	0.903497773772823	0.835055336127463	0.900033339503966	0.949908614794058	0.744499122130265	0.837595661339155	0.922060084455212	0.928015254279678	0.715296045590086	0.854595990549858	0.863201825120871	0.92402833782798	0.934217670831095
C1QBP	-0.201529994561089	-0.0738596127294185	-0.143455275334407	-0.0786561424085471	-0.227465169286833	-0.200197612775113	-0.213179621185787	-0.247213584964754	0.0308946709021919	-0.145769910853629	0.0763830217816049	0.346445105868887	-0.0173318393119979	-0.256590341665912	0.00540856772132905	0.0720047582735546	0.280633561256931	0.701370584927197	0.213791000983776	-0.00467042998100765	0.109787548027843	-0.0355267021060037	0.301682656593323	0.166422163208549	0.459474328655468	0.596274811807209	0.527637935564304	0.602460057372556	0.750722667488315	0.548097701622058	0.858397267656722	0.203551289269674	-0.0596836760554175	-0.0454469562364707	0.57854859506434	0.184942034779471	0.206313354716315	0.386679837327842	0.583580899882275	0.196461001819168	-0.0640344541679552	-0.101994868628516	0.344816552276386	0.501130541392258	0.788723494684404	0.0999148374012124	-0.0123116407900306	-0.0455215516893855	-0.0488567987570217	-0.0975306347966355	0.398872189490694	-0.242476150436543	0.892195992464508	-0.157174258374329	0.52491125911412	-0.187921531515557	0.509121593972961	0.893974863956938	0.33698373573911	0.56779245922705	0.61980355538674	0.755524218058497	-0.14459425103623	-0.015308660655176	0.534538445175064	0.437245303260166	0.646985797570712	0.534063037983156	-0.0932546683280433	0.402520829016273	0.543820480254524	0.452243241129548	0.0501533581698011	0.290833738464671	0.875678620574771	0.250960798526344	0.0311781785359997	0.236346764448271	0.527172299992327	0.496234975712976	0.405109791721025	0.612957332711446	0.591270342959742	0.278243210725625	0.00833851451162185	0.58016805942567	0.446287285566444	0.443362567473547	0.0227200459314496	0.566692633864132	0.59116350652534	0.392350406742929	1	0.0373925751673134	0.107864787927968	0.443715692108602	0.212662558835684	-0.0340154879881071	0.557246466440895	0.26498324877311	0.477647628092688	0.456307614360153	0.53836227919685	0.383021310578906	0.506982711607279	0.311269280650187	0.54696007055906	0.2708753025513	0.402219599929	0.516813710597678	0.268076432146348	0.536976531446122	0.338188292134623	0.440332071537419	0.466344195256705
ITGAX	-0.482466128165736	-0.445924575121638	-0.464758540037471	-0.109127589562455	-0.513968023482746	-0.543070829001744	-0.490821144905987	-0.540839598224533	-0.360987893070863	-0.490555212599068	-0.452745904509749	-0.320312364452508	-0.460440494587758	-0.608183219546615	-0.380047094919733	-0.171097483027979	0.732629492185453	0.444738621601558	-0.443536136843933	-0.176990917005171	-0.450223742709075	-0.267360064604824	0.619147527861452	0.2754653765053	-0.0319459485442483	0.66596728327723	0.512739137443189	0.562016032044047	-0.129159272630155	0.688505080922368	0.385277774423384	0.777813236767602	-0.499436067825975	-0.477542791541585	-0.186893666807177	0.726207857419997	0.769149476308222	-0.0481571302035894	0.674315265323706	-0.133123877774804	-0.45953566581352	-0.511160229720111	0.638153229536354	0.306858321255198	0.416262698327508	-0.194121110698338	-0.375465201124813	-0.362503136218233	-0.457656734442683	-0.439915380151759	0.786858750009007	-0.45840525476435	0.034454916311471	-0.397330760081482	0.606792963010477	-0.494372343020461	0.683181508426026	0.0207221307337886	0.747332009335835	0.485295475353716	0.609055835673548	0.468266274411079	-0.344637278368182	-0.144827903046672	0.290209831908132	0.326600398856671	0.601017642624389	0.519724515611118	-0.538910856567716	0.137273301107119	0.750064118544932	0.725899444728019	0.669443671924587	0.18214545300592	0.268218182390597	0.517179295835558	-0.364825116586691	0.514960323895616	0.701270440506772	0.661906450860892	0.753037423804295	0.562984917863673	0.672707763455825	0.755597963566278	-0.491657300104409	0.524942448771605	-0.0212173269080432	0.670691218114543	0.737962198877684	0.668535377233974	0.291033874466814	0.708887944762585	0.0373925751673134	1	0.902534889683938	0.758196439174247	0.748005122830837	0.771770616684833	0.694063999871196	0.681248472114454	0.691584070761718	0.745949929733348	0.697183662750295	0.748781580622747	0.719177866450909	0.777751088246061	0.580811741283173	0.788368522630913	0.734278638511264	0.695961559758969	0.375380040816844	0.730821345307452	0.538553168440384	0.733081186351635	0.701965896675764
C5AR1	-0.66464036267381	-0.693848914462709	-0.690389154809913	-0.148733679696669	-0.68948761404358	-0.727538859830886	-0.656162019136232	-0.705917441929227	-0.619051426369601	-0.664246936328373	-0.593497850092287	-0.52670415666886	-0.663077114825652	-0.726559617625478	-0.594478666113894	-0.380670105424239	0.875207068390176	0.384545778651479	-0.648958363282903	-0.311204281190777	-0.638577251730691	-0.443132315018942	0.481184178121049	0.409986667717642	-0.130827451028771	0.808167518586726	0.732559463814306	0.69658855261276	-0.00622877068263728	0.806753817892128	0.35933677161618	0.885425245338197	-0.718282953484285	-0.718141491546426	-0.0457316132492387	0.87332933719228	0.805137939384552	0.135942690360072	0.802521421893964	-0.05283331595462	-0.590409620112882	-0.731710628409554	0.848530413161583	0.389488295700376	0.483690771672522	-0.443576108156755	-0.625593809371415	-0.514709661384531	-0.700782601035433	-0.686561528707122	0.906467638272221	-0.54597477164483	0.232446160048131	-0.608479267778144	0.784310894526092	-0.708584814767996	0.854254925311542	-0.0511526781046783	0.720904915335183	0.688725029678067	0.702211837261067	0.607066663802194	-0.553602184502863	-0.456608024996862	0.177150260760147	0.423928029256761	0.634029875992631	0.74439186597138	-0.702370355647209	0.295631069859506	0.836008409982504	0.861671972253277	0.704179665430845	0.40422954683918	0.367452381331061	0.737226211601616	-0.630073961315096	0.725874518835203	0.851841732919293	0.80329749424502	0.903109559250519	0.693975183358532	0.794477741622527	0.892006229244931	-0.516033723913194	0.713461023662612	-0.172973233228682	0.868013889143166	0.871800178988019	0.808421424220572	0.518048208467941	0.884195445076885	0.107864787927968	0.902534889683938	1	0.900520371970103	0.916105401076092	0.858493240123088	0.750526427986227	0.854285054423755	0.810138623566694	0.875923228970687	0.818747580559968	0.855835969037889	0.84985525591363	0.917038114342159	0.613529902190133	0.884479656347573	0.888256633477961	0.83968464162876	0.57774669859156	0.803363401362337	0.760481459745946	0.891387884843685	0.839024258673172
SIRPA	-0.719048287796301	-0.717385337911523	-0.736211267267722	-0.247874900587131	-0.741881037925626	-0.765991988215053	-0.720576235049414	-0.758226948414458	-0.619056744703166	-0.694152028068625	-0.524021099446128	-0.419251135686863	-0.648709655772624	-0.795918080484341	-0.601670171808646	-0.407694805780234	0.925757408982028	0.551775457476179	-0.587954266355925	-0.401795675442601	-0.584172786668998	-0.439162620652923	0.468576015325339	0.484004496814544	0.000660180882962857	0.941341991030339	0.866434236406318	0.823285492172045	0.267135883458179	0.948406079614034	0.580476638054792	0.81142052900002	-0.727020758676686	-0.728369631939241	0.101784951547531	0.86640297036501	0.767901425460482	0.211370500040283	0.956711643309747	-0.113409664868597	-0.596441164604447	-0.741371731107991	0.902537346619043	0.440800828467781	0.729466141616576	-0.44987692343701	-0.654951656903262	-0.5496505724434	-0.716613577085099	-0.727662497948418	0.985175210184205	-0.608275254005862	0.538539723415276	-0.703111700441631	0.936746079485696	-0.756493481886079	0.973499719054478	0.228182359982328	0.701670009036668	0.822904511225308	0.860981063271124	0.782843476417152	-0.625331050918098	-0.543021272496962	0.262757518765547	0.52629969523309	0.830081611929665	0.873615684566275	-0.696138731697236	0.413345035547692	0.965461194679148	0.966375431184599	0.608198911302802	0.445040275067859	0.638595833574654	0.724924433641864	-0.651943279716818	0.708411368157658	0.973254755093869	0.937242313566275	0.986559656841858	0.898245545152367	0.933913456483731	0.953036009709813	-0.561513048058683	0.888020287698264	-0.0480836757093019	0.950929771990352	0.792351706186503	0.969859875787252	0.679725614683749	0.941595232478982	0.443715692108602	0.758196439174247	0.900520371970103	1	0.890074117104606	0.776102989922091	0.811535514198278	0.856872867294099	0.846445893003529	0.9624334535998	0.961851842759035	0.950128760229174	0.978650599809347	0.969549897232778	0.650743045385013	0.939195651204257	0.979481903622627	0.972993261588034	0.56843796089592	0.89973570442246	0.787529517129969	0.981786425626317	0.96509280408554
LRP1	-0.770768975711295	-0.805604429557107	-0.810252554464183	-0.261871067247712	-0.787856225329713	-0.815069234925646	-0.761131465091664	-0.80311320457416	-0.720143361748425	-0.769407975855244	-0.64834630408087	-0.607819904699433	-0.754214322838987	-0.765879500690008	-0.700084478212441	-0.562414393909275	0.848285016254859	0.310139692935246	-0.620266480487548	-0.397916694869148	-0.737832733076474	-0.520437374999063	0.326753554642173	0.384630308394928	-0.284107279505664	0.82915947665428	0.893941526600642	0.757897692871726	0.130885187937387	0.778344741601389	0.371645960744235	0.888903199520133	-0.817466030934377	-0.828914739317851	0.205119291094756	0.892418687390113	0.654728581747994	0.437736783157422	0.765990255199037	0.146996446601987	-0.686709433602938	-0.816999869845473	0.935993900629754	0.58448852912665	0.455204983870012	-0.566215753674502	-0.741428880888542	-0.620631149040833	-0.81354330045649	-0.805521119574357	0.87374916245938	-0.61347943244799	0.42787200702483	-0.705196056501758	0.854492151288076	-0.823491736460671	0.882455346569345	-0.0321986562693142	0.626695512094979	0.873205736539527	0.641921844734889	0.67097333514517	-0.677788239548356	-0.592740020603	0.0196238909618837	0.342559038576575	0.621898637456488	0.86810167041476	-0.785966301902888	0.504999922824038	0.803337449093554	0.809198119122015	0.593165115283671	0.628123601424604	0.373310252347463	0.916996082148017	-0.766826094082585	0.887268746421155	0.893968726342667	0.807087798579234	0.892567204863624	0.675343849584372	0.766170016342416	0.894091672977746	-0.312921531707061	0.849036560712896	-0.284023109360839	0.943039973800341	0.900126377452831	0.812690087502532	0.760075597390218	0.925526983822886	0.212662558835684	0.748005122830837	0.916105401076092	0.890074117104606	1	0.783492679411089	0.776458794443485	0.939509374200046	0.874331509811617	0.885352985697307	0.801351499667276	0.835067937909248	0.840669320733498	0.909449353094549	0.68325400891197	0.851928096472616	0.903730295848872	0.837454430209937	0.811915217949557	0.742645506784466	0.917089728890797	0.871589024505622	0.853159094523503
