""	GPR171	CD2	CXCR4	CLEC2D	NCL	PTGER2	CD44	ITGB1	RPSA	CD96	LAG3	TNFRSF14	CD69	ADRB2	DIP2A	SLC16A7	CD47	FAS	PTPRA	CD46	PDCD1	CD3G	CD3D	SORL1	ITGA4	ITGA1	CCR5	PTPRC	ERAP1	S1PR4	PILRB	IL2RG	JAML	TIGIT	SELL	DPP4	LRP10	PTPRJ	TRADD	F2R	CXCR3	ACTR2	HLA.DPB1	CD226	CD8B	CD8A	CD247	KLRD1	SPN	TNFRSF25	CD81	CD74	VSIR	RACK1	LAMP1	JMJD6	IFITM1	STX4	ADCY7	ITGAL	CD63	SMAP1	PTGER4	MCFD2	TSPAN5	TSPAN14	ADGRE5	CD6	KLRB1	ATP5F1B	TFRC	CD82	CXCR6	TNFRSF1B	RIPK1	CANX	LPP	CD4	C1QBP
PDCD1	0.452241601553059	0.548029947710594	0.552210786746676	0.607258454136412	0.56795455875079	0.450100590474765	0.610845990576249	0.400788768609421	0.381535263858946	0.232248609871237	0.441238692194106	0.578655216025646	0.385568874463878	0.0330437316170443	0.396173040559368	0.524028639760962	0.285740827748503	0.617010597926523	0.46192642334925	0.44331212754208	1	0.422489609847258	0.406533602945345	0.16542709044142	0.628950983309561	0.452847313777425	-0.0144777675700646	0.541716370452195	0.297472159951399	0.537257222732493	0.293713550389402	0.446219877417211	0.548812346160922	0.339687191792996	0.448319207061895	0.339110643526992	0.295767211851392	0.527484420963818	0.329329792825686	0.468061717082613	0.106753956004052	0.547851042500944	0.332047767627784	0.343471693182612	0.436012738722194	0.462481596368841	0.372962065057757	0.341676512209451	0.432183483195496	0.558079669821278	0.26531194966535	0.164542301963309	0.333560082707608	0.372929700711325	0.400866281018123	0.731378839473215	0.354045323743493	0.0644331389313183	0.200780283583529	0.330028326751131	0.313375641248664	0.498238822390696	0.266930516276317	0.45121536029457	0.511987130852128	0.637713481544505	0.133565480339355	0.397847359121855	0.139692536068103	0.412407257006148	0.36059712303594	0.674433031244162	0.290095703920858	0.537053506401115	0.660674817892627	0.354065698551395	0.434486155583422	0.44462173431851	0.348081154434856
CD3G	0.816096744513553	0.955872065199376	0.904808758242154	0.787719030461474	0.672092712956384	0.807807835272021	0.803882271185122	0.670525415581768	0.719283009654361	0.942046063606698	0.832368315137623	0.794492804041062	0.818028511971198	0.618382230145029	0.593831976091908	0.701636896913884	0.782138598438159	0.804693222505439	0.637897160563804	0.572641915461958	0.422489609847258	1	0.924294553075874	0.126976589358049	0.745291762589741	0.421744421877059	0.427129041167288	0.9336181116816	0.373065942246859	0.897482567434515	0.480999048377281	0.867299826673516	0.729507896939563	0.402483781112671	0.785800568466042	0.731649199068824	0.444109893507159	0.2510662825226	0.837219910854625	0.468712065605347	0.827603989523196	0.521202267970839	0.370708412237983	0.792576984908204	0.78246238172263	0.740202170990717	0.912184820589741	0.852007275894106	0.795434729196631	0.697897887479368	0.278837232971698	-0.00809637411669001	0.154915551820848	0.719231089316801	0.31594100899226	0.562716951748027	0.871193605942791	0.351744020372421	0.218895717608012	0.710680613027529	0.362062703211873	0.707781633917886	0.868293264901345	0.448973799728176	0.573444784602856	0.458043666716877	0.786515833764383	0.814584167759333	0.748197346521729	0.549934271884216	0.343128146059091	0.550170454996726	0.615822955046611	0.535086327070052	0.34882501333171	0.317878806068679	0.238275654594299	0.327767895489568	0.579549854535969
CD3D	0.901852572871958	0.850895513478368	0.92586260304975	0.70824333476053	0.686687580027288	0.938768252475646	0.807982123294039	0.664934814554967	0.856849943506638	0.864009754344492	0.758301246259802	0.796898663064791	0.934370008526627	0.422403434559725	0.509925861764287	0.617498748031702	0.838893124297605	0.792520193771745	0.598825798288114	0.612494765030038	0.406533602945345	0.924294553075874	1	0.264321035966719	0.682627595822488	0.427241674357144	0.203782854679336	0.91775278774819	0.587132139675451	0.923064750980477	0.484194959295491	0.959836248058282	0.731054438612618	0.171837891804775	0.913099465913442	0.809534804644346	0.40373825052744	0.231546886429131	0.940992199903896	0.271174675390605	0.728449577482917	0.577376663150269	0.448921704661425	0.908144294556285	0.627350515778707	0.634301453798938	0.829523122478332	0.734692319284254	0.765572556571807	0.854851122857911	0.357611878731466	0.0802050692303324	0.299788382055313	0.84639386819336	0.35817802546466	0.576213577986322	0.936371805717689	0.445637611519224	0.332363045148002	0.556546947756667	0.427853335833944	0.794763853299783	0.812014341828162	0.403443936004534	0.501877418923205	0.51915243944954	0.681544994658506	0.875224652998456	0.774588151573707	0.602960893618464	0.280350479667398	0.578924889446455	0.461848168332888	0.528682282026319	0.285099911425043	0.328596121634889	0.265798369455784	0.442398269795129	0.637208417490873
SORL1	0.183032824663924	0.0658863569918076	0.376095848762938	0.231738173841799	0.503704256062281	0.297805675773112	0.386707361959682	0.609423337126437	0.448341927728613	0.102495062857457	0.141443127303457	0.29197401091559	0.255063645438975	-0.0495087339509985	0.330811165906823	0.319876877211698	0.384376547787285	0.272560368838743	0.424699762426659	0.625417364259508	0.16542709044142	0.126976589358049	0.264321035966719	1	0.463696817329266	0.41555917615686	-0.131066059770759	0.304139714870838	0.588203587102753	0.211413686367223	0.329169264467756	0.303396981383761	0.298990061587307	-0.173475106952827	0.327570982981023	0.212903596897284	0.557062479632221	0.647585353592696	0.383879138881306	0.169709674563987	0.12765852749761	0.738331618857684	0.784423820921067	0.222344415381968	-0.027665955406146	-0.0608267551800956	0.0363095456769989	0.0104521111890712	0.351406626782306	0.357467830043595	0.731094867657457	0.850591715028048	0.846869230853316	0.483682313273471	0.684958828384141	0.471741532824736	0.178929306041476	0.682909399050641	0.910302489474569	0.0148930476359564	0.609269415885876	0.448511943968042	0.271955248330621	0.439006495589358	0.215092441904579	0.720731151259638	0.193012307982898	0.236817739353393	0.0534180346403899	0.596011901288172	0.362901144080187	0.490659859900696	-0.349504374951513	0.732285520148852	0.524816992074678	0.69296412294869	0.677725675345448	0.802140089354514	0.448989546394626
ITGA4	0.540950171047106	0.810313577256103	0.82638989190982	0.874074985024295	0.757255742541597	0.616126078022759	0.787696204167333	0.752364960670956	0.542777271969253	0.69670915944913	0.66095086483729	0.813086756627808	0.60959237521109	0.501799322496309	0.738728047963374	0.814936560872473	0.641919888628957	0.736861388379599	0.688322033222795	0.709573212289245	0.628950983309561	0.745291762589741	0.682627595822488	0.463696817329266	1	0.493645402680803	0.342970616724752	0.875362490409698	0.491565034407787	0.723875811051683	0.606769332382131	0.662661288235985	0.779410700879411	0.485827580415698	0.603146889354757	0.506944928854723	0.55077395171389	0.623291847939135	0.581621431945415	0.68829298181688	0.532033116726675	0.727287705482975	0.575068687149718	0.504066228695428	0.7015831228586	0.6964586610496	0.644276629601523	0.702547444879307	0.83672026394276	0.666899938618729	0.439446866640508	0.344778669858093	0.462616204077398	0.571704127116561	0.523801479215725	0.789846889807394	0.577669766537054	0.377144699541961	0.53468387348205	0.681465777437706	0.42530639638042	0.706357217190284	0.76324205444326	0.58384158429749	0.657201261264454	0.713302796468237	0.654197186571826	0.618685450431496	0.393328104505653	0.57297746591937	0.472789675790816	0.717551717962023	0.343818361362537	0.813933322808182	0.676782937024809	0.54634662044997	0.507256458460631	0.566136975495881	0.475097865191426
ITGA1	0.354272902124311	0.359552409477382	0.572200869596692	0.462001619979513	0.849691089604555	0.441955463420907	0.77440282177506	0.749953566644021	0.630188113795519	0.2419468099766	0.5004673856369	0.430847610614501	0.487390345990148	0.0953558177205664	0.583573175227233	0.530400349285642	0.597680324935484	0.50197523879854	0.86177805790714	0.774212542532456	0.452847313777425	0.421744421877059	0.427241674357144	0.41555917615686	0.493645402680803	1	-0.165375680602879	0.474889430450608	0.392663507100768	0.541214564040727	0.447264288498675	0.529270328846188	0.529789307552633	-0.0767752443928277	0.435980307649448	0.383445024372686	0.816491224952419	0.438566607569419	0.461892797637545	0.529630781183216	0.157074849926918	0.740392744750464	0.477300361228511	0.476034437792308	0.363072037653031	0.313765040757135	0.344686489381459	0.314308610010776	0.294391816986864	0.578446407805651	0.763366558631647	0.425775899470704	0.452449539990122	0.648765427049372	0.817142813601168	0.771032500403349	0.425326438666425	0.6790554130422	0.37463421937163	0.163177801211705	0.838259116292602	0.733195870816184	0.262179496191581	0.85043672674108	0.660381541200727	0.811328263683156	0.23968200159828	0.35818280912952	0.280202523648811	0.825634950349525	0.815375613541726	0.778539322653817	0.0623557932434166	0.732056351288147	0.784109951441912	0.789238320717024	0.735143045242248	0.600001475193893	0.789972745655393
CCR5	0.0782741426822862	0.495471665008379	0.178683125788466	0.432606067533118	-0.0138016606536446	-0.0532223667679113	0.0938075142670776	0.220090986309489	-0.175242011041495	0.513886760432989	0.185962527041665	0.238912946295253	-0.0214282363380484	0.603604336234213	0.383572106793944	0.223835088041161	0.186438630750269	0.187405501650002	0.0307091019325213	0.0551498445489856	-0.0144777675700646	0.427129041167288	0.203782854679336	-0.131066059770759	0.342970616724752	-0.165375680602879	1	0.35975214497636	-0.206096000682419	0.100190256026203	0.301783904656919	0.0998578178572883	0.122689856077628	0.717650584988147	0.0222062053990349	-0.0706225114006121	0.145234267743777	0.168884501040714	0.0682616001347014	0.399027507066859	0.562093603016797	-0.00385572077739812	-0.0344459390140021	-0.0345240942537223	0.417604298747809	0.366248175831126	0.405642817322127	0.471583717045799	0.259481524305677	-0.167252124318163	-0.207241532696347	-0.135905294612883	-0.238948929846851	-0.135589990381924	-0.165720610879045	-0.0223056252052772	0.134308566964839	-0.131270510657461	-0.145813304402629	0.684069298856405	-0.237543152140201	-0.0190429296315856	0.578453467892481	0.0703893667555781	0.281349200623699	-0.135839292270916	0.727682736208869	0.177403865380861	0.071142922025305	-0.160076563390192	-0.07894977133395	-0.0877883453990951	0.398141366745776	0.0977608941030089	0.00163360231216599	-0.0507572223102315	-0.128255371360304	-0.142819178902076	-0.188176026864314
PTPRC	0.780462951757226	0.921548252662387	0.939878825210124	0.881978822097519	0.754542531678564	0.822412888975135	0.874729804219413	0.737050646961157	0.722410621244152	0.870156124146944	0.771167656445664	0.89010344540606	0.813175060664448	0.516752325688025	0.708155638433304	0.778264100542415	0.765647217741562	0.82299900275995	0.676732043638979	0.678939046657734	0.541716370452195	0.9336181116816	0.91775278774819	0.304139714870838	0.875362490409698	0.474889430450608	0.35975214497636	1	0.49263112990871	0.907943921777237	0.638044666634595	0.889515818636971	0.844544077515442	0.439484284267123	0.81744128677915	0.64333712808236	0.489433017899373	0.434220062581353	0.79745828417119	0.550383768177978	0.694485280370518	0.640026369945822	0.468047309180375	0.756155644402983	0.771942573019102	0.778983259572959	0.806134806667567	0.844782571297664	0.829013304109357	0.814921194038721	0.354762356971006	0.119809862635123	0.313974948069109	0.724365356873053	0.430661322738535	0.712687112035827	0.810952518488211	0.401933300988626	0.401873970579528	0.736389702119323	0.397385405724195	0.816768183128133	0.880463177076544	0.517035390292692	0.692152652361685	0.613299184760163	0.763957955013879	0.810801106397462	0.608417496373154	0.582127252659034	0.388289473411742	0.709035229431052	0.458139857050615	0.691330438409523	0.478902365236691	0.415121771334869	0.382767660515021	0.44462325367576	0.570315658296271
ERAP1	0.592054856414257	0.343786739786321	0.651256432054787	0.410032460381541	0.501224399767184	0.671695400044442	0.512409838600896	0.494400509975331	0.652433315756053	0.378516866824002	0.324097532729538	0.4212358595176	0.671135881147164	0.10090681406449	0.259123141148719	0.429024696257846	0.657394551667741	0.463429033650252	0.435820356181785	0.558801823402376	0.297472159951399	0.373065942246859	0.587132139675451	0.588203587102753	0.491565034407787	0.392663507100768	-0.206096000682419	0.49263112990871	1	0.525922205730631	0.284757168112769	0.597475264624131	0.411604765196331	-0.221464596118038	0.682157950168214	0.678693858974013	0.30882711155713	0.284103693236669	0.679571734014695	-0.00196872516273916	0.261143669678318	0.547966855410965	0.516025767355979	0.580069720538912	0.0929571934838503	0.149221100012984	0.351278547070049	0.16747724024179	0.585238306606983	0.719827928136223	0.448554419954522	0.405460933798474	0.534612807887228	0.651806596327148	0.45470856229899	0.435634097733079	0.58251111536029	0.428342251459194	0.553206713807536	0.147681494943011	0.44583024256295	0.543008461581249	0.36123407186276	0.260436125001457	0.0893706509693392	0.528131804970884	0.269044161513532	0.535003785710412	0.487098124256376	0.502408351559045	0.198883025110816	0.373474152102275	-0.0040868487043866	0.480727076256726	0.292497674114814	0.379491462818396	0.349050034909129	0.636567911253405	0.444290529094438
S1PR4	0.817105583932957	0.849332954816796	0.936125437601249	0.738467337480911	0.750935878496098	0.873385616281515	0.864905487881983	0.665636034713071	0.834795866447568	0.785657250773527	0.762657560439658	0.811523519798068	0.912872288101033	0.458174695711227	0.540754216377179	0.718026465951018	0.767744238887594	0.84804996712745	0.692496809592517	0.601474454022514	0.537257222732493	0.897482567434515	0.923064750980477	0.211413686367223	0.723875811051683	0.541214564040727	0.100190256026203	0.907943921777237	0.525922205730631	1	0.471300077288257	0.922959107138843	0.809279108677781	0.235059522450186	0.869224149700312	0.775930426448678	0.415193241807903	0.310482448641525	0.841525097433539	0.343073871945655	0.632178510706885	0.614109238470137	0.430998305406542	0.873861189991827	0.700209529638254	0.686216514770128	0.799746575688769	0.743130398278719	0.756374912623906	0.868761949418161	0.39809844916143	0.0777009745943705	0.321601451644458	0.8210292402758	0.454451730681758	0.682160693104595	0.859341007609303	0.418038865529752	0.29823759295465	0.536514589097039	0.481519776730913	0.809165842240235	0.699273467272099	0.486266648393759	0.566426105023486	0.594068061651334	0.603936363547943	0.781754654281748	0.759231994422711	0.659414846765769	0.380817118301621	0.673561134943931	0.477333638518899	0.595449701528956	0.424522219150487	0.394774605454726	0.294568418125382	0.469202373181797	0.661096592011989
PILRB	0.301539483056114	0.486592458412594	0.515413425866146	0.622854671683664	0.537417312836536	0.34882372858591	0.625537345892345	0.673891795817239	0.367821060134229	0.472125249618515	0.263222993811391	0.664916673918126	0.36626979316587	0.352984594160557	0.862112097235434	0.563009431487014	0.573520583354164	0.556172743748879	0.607098514827591	0.679663297739977	0.293713550389402	0.480999048377281	0.484194959295491	0.329169264467756	0.606769332382131	0.447264288498675	0.301783904656919	0.638044666634595	0.284757168112769	0.471300077288257	1	0.483430286066644	0.508608621209786	0.418168841484787	0.396916123605466	0.175474878816011	0.558536918808644	0.544578168251347	0.38749764833183	0.643839349747707	0.283551935006007	0.50167991046702	0.232824537775929	0.38505438572677	0.422399590955727	0.409302156106319	0.306759457064172	0.558088836977388	0.465650408263242	0.516698621708771	0.347041463634325	0.167123584633317	0.182869186852476	0.38995159922305	0.516945088030859	0.537854890415609	0.352263639365862	0.490826171872794	0.453384681715992	0.559514765963572	0.337462659885313	0.616661273083323	0.599986044388075	0.602263340097275	0.670704319272422	0.559328007614202	0.606809525520239	0.387813766714628	0.185656737120126	0.38853812475607	0.537578043435592	0.662863607426179	0.12657602437731	0.645506505352291	0.43286083552411	0.526818325414602	0.598399585977028	0.374476589273535	0.350561857668019
IL2RG	0.860484320954373	0.79272065233409	0.925052362355644	0.690106133318565	0.740836412408347	0.90385515554564	0.858451130381	0.665221096834382	0.873337288547035	0.7703389733367	0.751428770713755	0.777284942292878	0.944179051005385	0.311921748543638	0.491817026051867	0.574416454841351	0.782021632683973	0.783305225846063	0.628449324810188	0.61054129214281	0.446219877417211	0.867299826673516	0.959836248058282	0.303396981383761	0.662661288235985	0.529270328846188	0.0998578178572883	0.889515818636971	0.597475264624131	0.922959107138843	0.483430286066644	1	0.805250816384402	0.105848377162727	0.893221980135249	0.750800777447322	0.421079861492812	0.273670347240477	0.902483666282365	0.24862561715122	0.592866354667015	0.631922296202367	0.492755369938356	0.877552761945433	0.632723273186786	0.677846045215278	0.755299891276383	0.720433141276047	0.679596594334637	0.863554132967056	0.436540569729079	0.146330873436735	0.376696256306728	0.861408150801561	0.435309786152974	0.654688349048428	0.895132145865213	0.514962457168867	0.329221750612702	0.499900921007277	0.510399460815114	0.852234299761858	0.713453151001038	0.420415679338494	0.579963659832978	0.597521321230871	0.622852675687853	0.805826111058571	0.683153286073074	0.664679973679758	0.303353137795774	0.664332173492637	0.388832365317828	0.580090244325769	0.349586268178466	0.383520235328072	0.310686687059373	0.477327359764352	0.693089783095233
JAML	0.540507128294861	0.725740542924399	0.817917806225989	0.804705949930523	0.782722052591484	0.685509930175423	0.846274709017364	0.631999678683191	0.651544648743975	0.632370630119872	0.739929183194505	0.837882075454887	0.731497315931242	0.355131270304033	0.578927490262953	0.686278293943441	0.550793096105725	0.723541839226726	0.633071673660443	0.549058663613602	0.548812346160922	0.729507896939563	0.731054438612618	0.298990061587307	0.779410700879411	0.529789307552633	0.122689856077628	0.844544077515442	0.411604765196331	0.809279108677781	0.508608621209786	0.805250816384402	1	0.286480035379262	0.638594426626492	0.455678678873258	0.379331186726109	0.453173297229329	0.591525025618764	0.474688182403827	0.347930363698347	0.622823517002108	0.489749775527413	0.57329213035479	0.853897205390594	0.871168460719051	0.573041324103966	0.823269178113432	0.597326854314765	0.725468295335469	0.42700544368091	0.189928641164342	0.401934119028987	0.649875130856955	0.517928347366114	0.791633665106836	0.64207421472817	0.379363059592521	0.331000552596999	0.574197068590323	0.457178022279366	0.810603149438304	0.6372232994897	0.460413759015407	0.757074430050612	0.647710379184178	0.510233071589744	0.48811776552786	0.388278151445296	0.606011859022679	0.398557461543855	0.74381942790779	0.280809589285446	0.675842255919037	0.50746345152518	0.441173743408281	0.346937936381961	0.36523226165581	0.585568849668749
TIGIT	0.018058135718798	0.540354556795027	0.259702365153749	0.536819305547405	0.0866094801599837	-0.0485630809858828	0.205395931046181	0.215869611134104	-0.207343269796233	0.449913330793833	0.150595890593803	0.410285436816871	-0.0106057940388564	0.422308354518019	0.456763551534199	0.487662652760418	0.0450237591020897	0.368950456554957	0.108317462010667	0.102048805669404	0.339687191792996	0.402483781112671	0.171837891804775	-0.173475106952827	0.485827580415698	-0.0767752443928277	0.717650584988147	0.439484284267123	-0.221464596118038	0.235059522450186	0.418168841484787	0.105848377162727	0.286480035379262	1	0.0196562147629331	-0.116960553356324	0.0411050389140206	0.273823588533145	-0.0373664786294482	0.624864486050776	0.343607053121936	0.0350755858174367	-0.104451068162001	-0.0950811005122708	0.454625633086577	0.484522851784077	0.305611087860669	0.488214258928033	0.378285539248413	0.0126711167564913	-0.272586952311204	-0.233520520252987	-0.269659210858239	-0.186679964391328	-0.123312227722665	0.191455098189716	-0.0131077476831463	-0.241428547414572	-0.0499572595696729	0.78459310135004	-0.289981767777734	0.062947223120119	0.50981699175356	0.151958292653346	0.378304898827618	0.00769575418266871	0.578918238291713	0.195927077886701	-0.0549614359706486	-0.191181993191963	0.0125227106797227	0.176356915221456	0.388113995831972	0.240510777139899	0.171285462595595	-0.0746047256727695	-0.025269844166429	-0.121064867819796	-0.232149002196753
SELL	0.900087843194106	0.71509577857921	0.863994757186438	0.617582562831679	0.636992185977827	0.930439959469666	0.732244964926785	0.598806156320992	0.856034058627476	0.668690800352141	0.61697897945154	0.690108850005961	0.872740364550829	0.302282680732103	0.425192351356284	0.592334127483176	0.782301554298755	0.730310584983046	0.546336457314489	0.596206719636087	0.448319207061895	0.785800568466042	0.913099465913442	0.327570982981023	0.603146889354757	0.435980307649448	0.0222062053990349	0.81744128677915	0.682157950168214	0.869224149700312	0.396916123605466	0.893221980135249	0.638594426626492	0.0196562147629331	1	0.802375510896867	0.383107280349011	0.268210335131963	0.903010675189166	0.147999832626995	0.628753372734077	0.572090597731654	0.456015267023389	0.890310773462071	0.456525448982483	0.439222234581683	0.698839046327371	0.532420821886467	0.719231162799419	0.880217461534115	0.362346951271773	0.135858186835326	0.403504317852256	0.834170373095588	0.409351509460033	0.545283159822928	0.881761235192246	0.412432284660556	0.373018752993591	0.372292748442913	0.440989405860072	0.730035710936548	0.654600126581259	0.352342448688338	0.385953512081627	0.541315255186948	0.494450528374481	0.816425831396145	0.731301764425979	0.58936945965854	0.261163428650408	0.555618355531162	0.248749879894199	0.507621199311846	0.320748555058689	0.327323516972888	0.296169279253683	0.54363266318936	0.620013594238631
DPP4	0.841960547373071	0.683630841458101	0.785694262705226	0.458574264177794	0.548967987019183	0.868165746141674	0.594860413191523	0.522466982258909	0.823247079141178	0.683252274477619	0.632737057016273	0.577444226028517	0.858668079537415	0.394688564090179	0.245761484766411	0.493722733916925	0.804258953652027	0.689386493780783	0.553723190179922	0.53100300510099	0.339110643526992	0.731649199068824	0.809534804644346	0.212903596897284	0.506944928854723	0.383445024372686	-0.0706225114006121	0.64333712808236	0.678693858974013	0.775930426448678	0.175474878816011	0.750800777447322	0.455678678873258	-0.116960553356324	0.802375510896867	1	0.332030407119284	0.0737577044112378	0.886920520166065	0.0685528812985674	0.657331786912616	0.496407816307374	0.44224601018438	0.862661759598577	0.372762915900987	0.340332589441413	0.737212209992392	0.414418948002958	0.745547969993903	0.733017136906724	0.369779061778843	0.142351957412419	0.325633560168253	0.819517323716379	0.350119008186316	0.40864462177217	0.867230816808798	0.384612747995071	0.265605583679691	0.202325427014129	0.455738699077054	0.555776896657285	0.518772319017572	0.300628096908683	0.109591175069515	0.421603966518485	0.380108928154642	0.715213263873668	0.907691837459826	0.577381852527649	0.282631858951202	0.346655057576129	0.508476841525924	0.377008990358843	0.222194889325689	0.312553332145143	0.191950986039087	0.506191416765125	0.609535710043987
LRP10	0.330778188583983	0.393525168268617	0.50023119212769	0.452990985354666	0.780666307899137	0.37140862577519	0.675700898895215	0.848540278978005	0.570565611652317	0.329304615274408	0.422041342695389	0.448603725381044	0.347367515186919	0.236111504317294	0.685704097710926	0.491232439941577	0.672664412766221	0.456541529610665	0.852909117362423	0.873102989654643	0.295767211851392	0.444109893507159	0.40373825052744	0.557062479632221	0.55077395171389	0.816491224952419	0.145234267743777	0.489433017899373	0.30882711155713	0.415193241807903	0.558536918808644	0.421079861492812	0.379331186726109	0.0411050389140206	0.383107280349011	0.332030407119284	1	0.572446582389342	0.47522127446708	0.595395085671725	0.390474168337501	0.791622247611234	0.589865473531042	0.416977167592592	0.290884815234692	0.191335820287788	0.369359443178036	0.291888017356639	0.371405258134905	0.42660383455078	0.813227442818049	0.578077828361321	0.504641632724662	0.61771520619306	0.823946777914645	0.658961355906978	0.383902597417907	0.783892060920292	0.522750851026253	0.218588333845172	0.82460498431737	0.657482492266621	0.446216272571137	0.891514612229772	0.628164525729523	0.755286601656176	0.415130271008954	0.378850479049775	0.273293098065197	0.790391894577659	0.854953230001909	0.692020527665951	0.0906579425553235	0.787049598349458	0.768341098967775	0.895658975243352	0.821594392526695	0.667935534811794	0.753375090872519
PTPRJ	0.122526222279085	0.311487739794378	0.406667495057424	0.455430192019772	0.545578233312279	0.173581864942819	0.518011304758424	0.664427101300598	0.288589253867193	0.141259452238392	0.115209377858587	0.533904005285055	0.145964825126795	0.128532977690588	0.550368295399017	0.473859987075068	0.322033678020608	0.523837895315353	0.506963607851009	0.647441185468425	0.527484420963818	0.2510662825226	0.231546886429131	0.647585353592696	0.623291847939135	0.438566607569419	0.168884501040714	0.434220062581353	0.284103693236669	0.310482448641525	0.544578168251347	0.273670347240477	0.453173297229329	0.273823588533145	0.268210335131963	0.0737577044112378	0.572446582389342	1	0.223506482937223	0.494282129285394	0.163485577579203	0.77579679463796	0.622805613613434	0.143650797080481	0.272847982903863	0.194033891977468	0.0512920614587701	0.211584006957285	0.341971790427143	0.316339457006315	0.599376064753831	0.696407825286325	0.687127018932185	0.330082288036462	0.730099216615438	0.61340115905233	0.09816219592476	0.46735016355748	0.6452450322445	0.264369551580137	0.49879046104125	0.453456901404187	0.318869093202017	0.600060859222035	0.478019827510502	0.753377944208569	0.296161861323566	0.116291983795683	-0.0187087959506048	0.514366929728132	0.471677770267585	0.637382972089656	-0.0692663100382041	0.812499907039904	0.657719042882447	0.737787053503532	0.666144700352527	0.747568266108144	0.341344430940569
TRADD	0.91326517269498	0.743394852661868	0.88041226959125	0.552675532901154	0.685496258471366	0.93147997677764	0.752835230705267	0.689348130633371	0.918077741224121	0.774710739093921	0.687839307434688	0.687335324346333	0.892525189566826	0.343845880875114	0.401129399552959	0.541151943803158	0.876697663230263	0.735761560864228	0.628937061493699	0.660866103581259	0.329329792825686	0.837219910854625	0.940992199903896	0.383879138881306	0.581621431945415	0.461892797637545	0.0682616001347014	0.79745828417119	0.679571734014695	0.841525097433539	0.38749764833183	0.902483666282365	0.591525025618764	-0.0373664786294482	0.903010675189166	0.886920520166065	0.47522127446708	0.223506482937223	1	0.182292081453458	0.726817998831597	0.62666791092304	0.554075596600361	0.905017362253046	0.451509166086728	0.429274736910995	0.758160993382742	0.559271475950259	0.740745400509406	0.812260630078338	0.485791861384962	0.232408967515003	0.403009297706015	0.91371648608273	0.449760084598922	0.508771557578201	0.917087241401452	0.563243358946344	0.424738246182519	0.36713040307143	0.555256958232072	0.743475603982014	0.702124596912895	0.425846518226857	0.347094458338339	0.548314897822021	0.584703337011555	0.839455428958551	0.806590908160249	0.684855056863645	0.336509546083864	0.520612100159973	0.378080038186545	0.532161851123556	0.297543169874229	0.425489853064511	0.355950656481126	0.561216434402671	0.724316576923379
F2R	0.141317072733552	0.556876872638926	0.446555306403239	0.629336842277604	0.600882920768151	0.167380050310288	0.59022196641946	0.63751673788674	0.152698675370036	0.42866997441453	0.399395992063167	0.562350899351584	0.126975373267854	0.365192625661074	0.746735843242966	0.669463983623429	0.347077431228374	0.472025639308701	0.635500849282458	0.611409873352763	0.468061717082613	0.468712065605347	0.271174675390605	0.169709674563987	0.68829298181688	0.529630781183216	0.399027507066859	0.550383768177978	-0.00196872516273916	0.343073871945655	0.643839349747707	0.24862561715122	0.474688182403827	0.624864486050776	0.147999832626995	0.0685528812985674	0.595395085671725	0.494282129285394	0.182292081453458	1	0.27724556033328	0.464988205865001	0.228002709926154	0.0781521890622877	0.557463219130093	0.522217230431569	0.333011523837901	0.541169063430796	0.475918838987593	0.281032160484716	0.294746111033392	0.137817675026342	0.0665411431905989	0.191691276954136	0.45623190990023	0.619326941812375	0.14666940620557	0.269928773244664	0.304203511762345	0.654514016673701	0.313701464846912	0.46027610544789	0.515509634630226	0.70435761854431	0.708433891589917	0.523918620455817	0.510050193868101	0.284874410135721	-5.50294571166402e-05	0.356088650573971	0.658028097035283	0.617146947148644	0.246183713569776	0.648852894306291	0.659661767841101	0.501543148448943	0.582751297071203	0.23454678070091	0.310050954903512
CXCR3	0.670864803399607	0.788292035081081	0.653280439817035	0.553809745979269	0.372420986130104	0.608768888820051	0.45021171415472	0.542170317278732	0.515960637397384	0.833877552449969	0.562641025158084	0.52027234652829	0.560989266432494	0.659645462434456	0.423634383566122	0.516274252467195	0.688474700671914	0.583654481363614	0.439915845388916	0.450352849459692	0.106753956004052	0.827603989523196	0.728449577482917	0.12765852749761	0.532033116726675	0.157074849926918	0.562093603016797	0.694485280370518	0.261143669678318	0.632178510706885	0.283551935006007	0.592866354667015	0.347930363698347	0.343607053121936	0.628753372734077	0.657331786912616	0.390474168337501	0.163485577579203	0.726817998831597	0.27724556033328	1	0.35486543064398	0.295190108526386	0.631307989480168	0.469363856156946	0.370486536455151	0.796780680510279	0.547374535585526	0.683913502310883	0.41104121580843	0.153257204877286	0.0160493526568146	0.0843456127240955	0.531113236558092	0.164122749038487	0.184572253669689	0.691101740998183	0.258599055777485	0.207234417089406	0.507066307433412	0.193791142555434	0.348958606382482	0.794421513590917	0.289518261099826	0.219284103772825	0.210072241188477	0.73950017916899	0.701050307372411	0.741142038425497	0.335645643332331	0.197258928472369	0.189578924138349	0.524609130228872	0.367628512828265	0.162869796574701	0.227990270610337	0.124920552084867	0.292274620477509	0.360423118998734
