""	ITGA4	CD2	CD44	ITGB1	GPR171	NCL	RPSA	ITGA1	CXCR4	NOTCH1	CRTAM	CLEC2D	CD69	DIP2A	PTGDR	SLC16A7	PTGER2	PTPRA	RACK1	LRP10	CD47	CD3D	CD96	CD3G	PTPRJ	PTPRC	PDCD1	CD8A	CD8B	ACTR2	JAML	TIGIT	S1PR4	TNFRSF1B	CD6	CXCR3	CCR5	TFRC	ADRB2	CD46	CD74	KLRD1	CD247	SIRPG	CSF3R	LAG3	VSIR	JMJD6	SORL1	STX4	CD63	ADCY7	TSPAN5	F2R	TNFRSF14	LAMP1	CXCR6	APLP2	CD81	PTGER4	RHBDF2	IFITM1	TSPAN14	HAVCR2	TNFRSF1A	ITGAX	C1QBP	TMIGD3	CANX
CD3G	0.933297386127328	0.97661968371932	0.950157893047394	0.902259097337998	0.846838572626528	0.822130499317808	0.992418847426314	0.908506098395829	0.96814187125803	0.249248500228521	0.971208871528666	0.833948275157547	0.987692623432544	-0.626259720287873	0.904271059063695	0.842896687100292	0.918226201718895	0.420845405107742	0.987276602547655	0.868990434906703	0.868469774719814	0.954169783068044	0.944146034667786	1	-0.0776901700500014	0.868128345080696	0.705987977042943	0.991250904770877	0.985789526725506	0.461338211886322	0.878121058986647	0.872132831698695	0.886526938500469	0.747122459611655	0.723469131515008	0.940736241262348	0.657604563649414	-0.377146322907101	-0.152344560484128	0.872350082920671	-0.245893318489095	0.887562054603675	0.919630493089558	0.938418872711239	-0.736852046704464	0.909650109735996	0.0280762659438732	0.530337941618474	-0.78205339620573	0.44729963227566	0.913333232619016	-0.215076255637226	0.949906910640998	0.864472482376298	0.927118058077817	0.495437407407879	0.831213385530482	-0.143032436507638	0.613715704669334	0.899627475678287	-0.743794568853787	0.987075615717862	-0.30339609484844	-0.206980592650642	0.840047049317215	-0.830192033482379	0.945043513837915	-0.531760399003844	-0.238742027523713
PTPRJ	-0.0632794004495596	-0.0294634141406099	-0.0164943508019033	-0.00168036075963006	-0.102829936514806	0.143794581392178	-0.0615366695055916	0.105585264039391	-0.024699827067105	0.41943263447962	-0.0845132215684809	-0.0314876832706038	-0.0447112913425926	0.185698772000009	0.0489493516121261	0.0700205431515762	0.0757678993997569	0.287980695575439	-0.0321493374402149	0.276204628582591	-0.0544600446604983	-0.018688004466115	-0.0751319478531679	-0.0776901700500014	1	0.213162097311614	0.27612714775258	-0.0659016773186412	-0.127493058603259	0.535679724018244	-0.00272385164824133	0.0738824577227471	-0.103993677763629	0.159946210320426	0.0612017802423844	0.0186848803450414	0.168291375698613	0.430274896972324	0.561860949857918	0.219150426521506	0.728719984174262	-0.131652940422079	-0.0870751925531214	0.0479232792170107	0.409814008978783	-0.0259989713404108	0.50343013598299	0.232707908193466	0.288722271549269	0.197396071718884	0.1463404727532	0.296625672296531	0.0417082233444015	0.105838725276549	-0.0868758720344144	0.525439852793305	-0.0146459853942653	0.625587216216729	0.415246351752784	0.0202274806851203	0.315284108223409	-0.14414297047584	0.417046563442854	0.535108932167151	0.0965945042644448	0.280380903236951	0.0620805281172822	0.54815542988059	0.623934139414752
PTPRC	0.95104391937278	0.908372729153777	0.88357615356101	0.924090817370046	0.670888420401582	0.915706727043183	0.860158506010033	0.932162902830364	0.850240433223023	0.521946501251566	0.871364088556307	0.877157771749809	0.885214950161254	-0.473044832921543	0.850151814498043	0.81881328095751	0.84160361676612	0.704307050727687	0.858249831799822	0.889303080751326	0.899454525362505	0.767650246571957	0.917825876394738	0.868128345080696	0.213162097311614	1	0.743993988687561	0.869037032294093	0.828774864550013	0.713175052311289	0.835014902670924	0.819753145084217	0.752521442878956	0.792335336865362	0.711598029987679	0.782787222447029	0.80905036747296	-0.337407500011247	0.18237486181205	0.792312676884397	-0.0140721767822789	0.882333162818882	0.799428555443386	0.84293454212231	-0.552192345246066	0.912929283744032	0.0926036777980528	0.455475233882308	-0.658242085665292	0.551273627617985	0.862541293323672	0.0181669187121614	0.943525546482	0.929931003965149	0.876954754865737	0.676815396690402	0.844711919543051	0.133103491149502	0.596998927494992	0.907943830020063	-0.598891023253547	0.873484153126958	-0.0242168338592493	-0.0298981804305855	0.876160861005672	-0.699551818365814	0.903258269060443	-0.34071364580688	0.0397031643866321
PDCD1	0.689480639846295	0.795283811403222	0.648867965244689	0.633760069952758	0.665299711923051	0.579934601530968	0.721397285290539	0.878579552767423	0.761182088380195	0.564096934141366	0.74217574851485	0.634250073117188	0.760565309494885	-0.628995007240385	0.882990712785349	0.886019747396579	0.664424658911247	0.275142135638098	0.749116180301995	0.760000637137274	0.605990891865046	0.759079025485761	0.709744734529936	0.705987977042943	0.27612714775258	0.743993988687561	1	0.677855762912124	0.61639717739275	0.345690404158696	0.676093467674479	0.816802397637117	0.74263065113442	0.424685915276465	0.675689761522787	0.736057803831958	0.733769417303069	-0.428257788056032	-0.0965290532865628	0.655446373398381	-0.215391156600406	0.609082230985506	0.719461760701664	0.83233762464621	-0.630597039887293	0.681792622304849	-0.171178403009619	0.328844134987889	-0.710674786970064	0.236156728134445	0.691461473888323	-0.204960165993231	0.748397906320978	0.769885160945418	0.508794172355183	0.543948593957267	0.768268867792571	-0.156529184701422	0.517281366879949	0.675265542822141	-0.698914729561657	0.641588308652414	-0.29311923329382	-0.272367547214996	0.439757285100821	-0.75122725338041	0.732203995450909	-0.450880290934931	-0.232977338073101
CD8A	0.930097535481111	0.963002545158109	0.953436533484835	0.906663931469431	0.802545621034613	0.816840777876969	0.974590043908829	0.902189513190466	0.939357177830235	0.242550412189414	0.960318432149296	0.83908829511099	0.970406542227011	-0.617090776808634	0.871940746583247	0.799805829108599	0.944989929685785	0.455224065254586	0.966348567698379	0.870577047569408	0.867068890012632	0.932236108772388	0.933399287592536	0.991250904770877	-0.0659016773186412	0.869037032294093	0.677855762912124	1	0.986532263409658	0.486860143852381	0.887523095552627	0.84039983649277	0.850787436004342	0.746331312107493	0.710362800843524	0.92495483425557	0.670270356705756	-0.375436805007489	-0.122329153638074	0.865432507310932	-0.235649206526605	0.881590623605778	0.890091283077825	0.90701031090803	-0.715304598356502	0.918924196052895	0.0412436037209996	0.524820651509343	-0.764134729226026	0.439715813276722	0.89254583330299	-0.151498669144879	0.95317680103686	0.870871955726196	0.927943130384458	0.508581485215362	0.802519620062979	-0.124624846395139	0.59021577087893	0.898097310149565	-0.722163969823472	0.977246528940169	-0.242071783914398	-0.195126618101336	0.84618586330873	-0.807199763192983	0.933332973981136	-0.52197404962245	-0.210022425080065
CD8B	0.905221284772547	0.94976160616468	0.961995500986028	0.862704828069139	0.856208119976123	0.78307945782556	0.978008370458443	0.854242057161241	0.944977831210375	0.210273967824893	0.948941825300767	0.776939810659368	0.954346408134107	-0.622346330852797	0.863943991912105	0.794284418722137	0.895774902747469	0.396525342636598	0.969043303030327	0.846060610594964	0.830921166378661	0.944922614572319	0.925578897287516	0.985789526725506	-0.127493058603259	0.828774864550013	0.61639717739275	0.986532263409658	1	0.411989921717869	0.816749809208555	0.838152865945071	0.867713907787479	0.741879007365301	0.727340380502887	0.934637370120296	0.617157433402537	-0.321919763815506	-0.184907575285912	0.868648020541583	-0.24194729144085	0.84730777269375	0.919339658925604	0.899699636134243	-0.727997341860276	0.877544370417993	0.072574562728645	0.528201539914496	-0.758961740014945	0.414439301657603	0.890265905499753	-0.198210887781904	0.918033962992159	0.831324201485358	0.929555386643679	0.498444830803957	0.750574727383589	-0.153359404134616	0.602955338814954	0.8522496552217	-0.721134243318879	0.981920582764394	-0.31275921655473	-0.213397024522027	0.855354211937626	-0.811329710171381	0.914019632449766	-0.525987577678038	-0.236975991261437
ACTR2	0.567706265835717	0.459587546261532	0.449681440287956	0.703970385205397	0.111204950385907	0.787111051250522	0.427971769317638	0.522893857247753	0.416434677390113	0.31963984547674	0.40041005808624	0.677418690051197	0.49658230782595	0.0807103748489839	0.334038982108989	0.313847047024654	0.605368466074172	0.819778702346773	0.425723220942546	0.571664612612114	0.66609713221334	0.292022335115403	0.485099818261596	0.461338211886322	0.535679724018244	0.713175052311289	0.345690404158696	0.486860143852381	0.411989921717869	1	0.634064255870779	0.370528550247253	0.244097184967671	0.683916934219987	0.145888032496173	0.338958290798401	0.387736422370149	0.0795090543372779	0.554933754985408	0.498258075008264	0.520508706332211	0.610647751644205	0.273158858447591	0.363219648380647	0.0969579264972788	0.549742083199776	0.463868360207616	0.530354473439924	-0.0162198825677721	0.658446331644528	0.615769358954077	0.249342156856697	0.607183660140638	0.53862431696337	0.577228761716715	0.579848395483463	0.532208034605059	0.693679199160066	0.525485293633233	0.699021989171286	0.0542664117004581	0.466402552197862	0.551343441926595	0.572852636406583	0.684087251521754	-0.049127881121385	0.598317042772587	0.235818306733649	0.594662107491033
JAML	0.879878433993187	0.853071813059294	0.755361128847734	0.943420954352706	0.530581865098692	0.840211812935143	0.83655021879127	0.861967519312408	0.80461873281809	0.179373573202722	0.85295152417232	0.944795070048932	0.897417646656552	-0.397928440581653	0.744787655795758	0.691333321338233	0.92118027204347	0.519693296050081	0.828145214430439	0.749120217420338	0.887707483901417	0.749354764316791	0.813606762255962	0.878121058986647	-0.00272385164824133	0.835014902670924	0.676093467674479	0.887523095552627	0.816749809208555	0.634064255870779	1	0.715734687495153	0.673997355675753	0.670453438624603	0.467540757991738	0.744819195491079	0.603447323960339	-0.459747999859466	0.0654803290162963	0.70734061052455	-0.176694211707425	0.904796823868785	0.663930756819395	0.782722816302469	-0.54769275050909	0.900917177444003	-0.0302919835903956	0.463991576766247	-0.622397220842074	0.527488008843665	0.811489767990114	-0.0743708664451196	0.902487350182834	0.80016093054973	0.823038239957025	0.369942024246222	0.885435367744417	-0.0164638774478531	0.482010745970741	0.946608651898861	-0.570894537800802	0.85726088096096	-0.0316741969061954	-0.0465943870204519	0.722375834799069	-0.637548992175101	0.87860823292158	-0.411684804116891	-0.117459101271259
TIGIT	0.823991392491161	0.908285201907555	0.823690967065651	0.779124730968567	0.826535584524417	0.772746345423552	0.896926610703814	0.864567814770552	0.896602606874011	0.432416853692138	0.87136844144387	0.751918558293637	0.890316417468154	-0.65089591764853	0.948961039079407	0.877031851531421	0.770182758363155	0.354243347099221	0.910945042136325	0.840682860360459	0.78784427236306	0.893526071890255	0.847574127874363	0.872132831698695	0.0738824577227471	0.819753145084217	0.816802397637117	0.84039983649277	0.838152865945071	0.370528550247253	0.715734687495153	1	0.798131319840779	0.528228044074927	0.705447233722558	0.921107248116743	0.601228867973869	-0.308311041277815	-0.220718827121672	0.723949418577769	-0.187855075826302	0.767291771316483	0.862476401114	0.935759604325008	-0.733796576519095	0.80533971410158	-0.0731502729112036	0.395406889358344	-0.776865802980357	0.331573637608735	0.868265372393388	-0.38533265650982	0.880442402352301	0.872670743487015	0.744007925940745	0.649137685908172	0.846851382339009	-0.147990737972018	0.688849868366715	0.785108503306531	-0.731142632468011	0.846105626898297	-0.364415790037039	-0.227161189234553	0.708593702757306	-0.835531991204983	0.918854898655971	-0.464390041469702	-0.223663904553406
S1PR4	0.828568656568631	0.923850989335576	0.864514917538619	0.720412995655673	0.939193893655194	0.655559284768844	0.915752568856042	0.85749993796558	0.953259393306166	0.398693711403357	0.90162858007551	0.602199329768759	0.900114810954145	-0.725428041305618	0.891245688281019	0.909351980509366	0.67371944662251	0.29393102313646	0.922086280652589	0.774315018308388	0.712659500876029	0.908752384995202	0.907803461968049	0.886526938500469	-0.103993677763629	0.752521442878956	0.74263065113442	0.850787436004342	0.867713907787479	0.244097184967671	0.673997355675753	0.798131319840779	1	0.720960242906714	0.789876860485276	0.844304783114613	0.693346262907455	-0.380966786491434	-0.301211486997722	0.810232374998028	-0.353572841472195	0.762666540042628	0.972960783303792	0.903260753440417	-0.796326212178255	0.739155041872262	-0.0893945385684824	0.518488444947909	-0.812668161274931	0.353672310506648	0.787205266545398	-0.303909764365649	0.792397172827848	0.752255225589485	0.798532436953228	0.414749329045345	0.727899259161975	-0.247152388735741	0.500927428997172	0.731241261172906	-0.826391180052551	0.886148390946082	-0.510244616344808	-0.383502336700865	0.703428796456598	-0.870612387270839	0.773965587323468	-0.614765766395634	-0.343983624846624
TNFRSF1B	0.772914150863599	0.737950020210368	0.78467497847518	0.764690826539591	0.624743178650955	0.788399535367788	0.750630452263149	0.683261049534333	0.760865592315379	0.365165486804043	0.718113620395647	0.62338275522636	0.748024762464459	-0.28547169837801	0.605707320543572	0.622846803032116	0.657424448534208	0.647531971916656	0.73894952444584	0.711763515665761	0.718745798222878	0.647886026063563	0.788537043708698	0.747122459611655	0.159946210320426	0.792335336865362	0.424685915276465	0.746331312107493	0.741879007365301	0.683916934219987	0.670453438624603	0.528228044074927	0.720960242906714	1	0.576206648581379	0.631710887559014	0.609902704336725	-0.0484329256508481	0.21425692475419	0.792653515266777	0.158660309841394	0.737520265691332	0.724031947515178	0.667267165985648	-0.348341041315128	0.683505189830459	0.355934981200343	0.665620798585694	-0.396358865301124	0.704120285131633	0.769496132442736	0.1756519428881	0.732463814126496	0.636373854192608	0.844669384073674	0.540971377740419	0.579645333392008	0.328772794333624	0.576950018555378	0.738598858405312	-0.372603157128986	0.778285545413451	0.0241420293024367	0.121456859394834	0.86274736038878	-0.458290478035769	0.69425138598175	-0.165217983320221	0.22330087371802
CD6	0.713012782537814	0.768861557717109	0.833756519024665	0.513961595916012	0.852294823254963	0.477939099926478	0.757507511136418	0.760475064658796	0.756887315193279	0.507251765999777	0.802002925134507	0.424990293543185	0.690715684887392	-0.682431097781518	0.825672195751566	0.818525044853553	0.569297594284616	0.237930352617882	0.755217185288259	0.750892926141047	0.486319497282154	0.785747857589918	0.759870301846748	0.723469131515008	0.0612017802423844	0.711598029987679	0.675689761522787	0.710362800843524	0.727340380502887	0.145888032496173	0.467540757991738	0.705447233722558	0.789876860485276	0.576206648581379	1	0.760854021341287	0.861894285912857	-0.314048618237512	-0.0151984250702718	0.786023799648416	-0.243967929006414	0.502810695134054	0.842563758645278	0.826972984758973	-0.703151443312225	0.71317613043118	-0.0692687913337562	0.196555658969577	-0.787131198969718	0.264833371440555	0.611145948485851	0.0397526067284247	0.676259414833975	0.765311332989993	0.646085342291825	0.536918446774984	0.531797305603686	-0.295657351011775	0.455971579728905	0.475906400366766	-0.766014662994019	0.71272238520395	-0.488597938504347	-0.452444500205806	0.611955766301074	-0.811144342617198	0.61034862819233	-0.519869002810322	-0.261755995779846
CXCR3	0.809742685519644	0.916908464629716	0.914694781123585	0.756750702876305	0.88469836984762	0.700132379959973	0.949240571621088	0.834333834290485	0.925712416759138	0.278610896882737	0.907933353008952	0.699634338342812	0.916359974075746	-0.65855073031764	0.929629366263558	0.853833524080707	0.852960598625313	0.252016853259566	0.955050670804976	0.853077775156998	0.723989843083521	0.975090685048527	0.845291464264263	0.940736241262348	0.0186848803450414	0.782787222447029	0.736057803831958	0.92495483425557	0.934637370120296	0.338958290798401	0.744819195491079	0.921107248116743	0.844304783114613	0.631710887559014	0.760854021341287	1	0.593068028098891	-0.244309816376257	-0.232270281697757	0.867031827879034	-0.186448886336762	0.725910399756355	0.908938273239003	0.944785980056283	-0.724163259220117	0.795762741217232	0.0783269914048313	0.484905129097259	-0.758766212311742	0.295316286662847	0.89029886570369	-0.259704086104892	0.879227805985673	0.808498902463325	0.793991909364962	0.601050808187439	0.729493417426388	-0.186893573568633	0.707080764133567	0.765966515152877	-0.720223578747501	0.904449582433428	-0.390453167669955	-0.23170619626408	0.734945041046942	-0.821999801964061	0.913226026247111	-0.470481421886431	-0.244369951478026
CCR5	0.77719327081077	0.745960806302663	0.75668683520696	0.627282814482642	0.614575082474545	0.582265096459029	0.661037103459391	0.84118173956018	0.666469053838083	0.638074019010437	0.751421325629566	0.585129491802109	0.664879474998116	-0.577418666494555	0.742475879804427	0.756247368632743	0.606548645955111	0.5216505746959	0.655012641888004	0.731544701054491	0.606269297057473	0.614904506535879	0.77134605146738	0.657604563649414	0.168291375698613	0.80905036747296	0.733769417303069	0.670270356705756	0.617157433402537	0.387736422370149	0.603447323960339	0.601228867973869	0.693346262907455	0.609902704336725	0.861894285912857	0.593068028098891	1	-0.46078826282831	0.167112713309365	0.658305612567573	-0.248128238711233	0.618741028939324	0.702350805941637	0.729338491558567	-0.618766656761607	0.777495412688958	-0.19800796718585	0.167671830469797	-0.741738906460555	0.33074356345951	0.52965217867438	0.196114733696314	0.724660254851308	0.830539207091202	0.634836404951114	0.511004749941368	0.636453840570774	-0.148935417658426	0.267738131521899	0.592991413390362	-0.710324859276986	0.654721025193812	-0.213652472410177	-0.389834469863647	0.586263887036932	-0.729355167666356	0.587485530708972	-0.518354532875524	-0.119842030989932
TFRC	-0.470863531516699	-0.427061581945535	-0.299316172185116	-0.404125842648835	-0.240871921957451	-0.207272836408432	-0.357123372398005	-0.483662388046253	-0.331452399198859	0.0692957964329654	-0.462307520754494	-0.447121622179939	-0.410772889802765	0.56410183499059	-0.383860155507943	-0.350145374120042	-0.341804174854509	-0.0546641830268404	-0.349288352049474	-0.255800900516415	-0.41545914951549	-0.300714790072112	-0.435021672413413	-0.377146322907101	0.430274896972324	-0.337407500011247	-0.428257788056032	-0.375436805007489	-0.321919763815506	0.0795090543372779	-0.459747999859466	-0.308311041277815	-0.380966786491434	-0.0484329256508481	-0.314048618237512	-0.244309816376257	-0.46078826282831	1	0.174917206731357	-0.106843053776642	0.662026013461992	-0.469785477831813	-0.318259578251996	-0.359189852176394	0.609779540751276	-0.50038963097491	0.606370760964457	0.191548105442967	0.672748976002487	0.0302987553415375	-0.134799873754277	0.214040630182119	-0.374945572027546	-0.421888224565996	-0.329988271346884	0.244427231476944	-0.509333154460166	0.580514256270537	0.167114195929999	-0.384184790501964	0.689643487163638	-0.375983987362427	0.320912973845101	0.55243224932364	-0.16007282968797	0.576636974448638	-0.310311157115785	0.56255888060184	0.689104730142713
ADRB2	-0.00147391394171705	-0.165918771381639	-0.0958671341901416	0.0689136650006457	-0.335200315691303	0.155311592936451	-0.170590853869929	-0.0432469207922165	-0.188085963769143	0.108670015729424	-0.0995127747444421	0.072821675128425	-0.144091732206819	0.463893872978002	-0.18084279504398	-0.167858619320983	0.00660146384310553	0.352654140313072	-0.180300886039414	0.0674831586900643	-0.019303786208428	-0.252560533574844	-0.132800676759561	-0.152344560484128	0.561860949857918	0.18237486181205	-0.0965290532865628	-0.122329153638074	-0.184907575285912	0.554933754985408	0.0654803290162963	-0.220718827121672	-0.301211486997722	0.21425692475419	-0.0151984250702718	-0.232270281697757	0.167112713309365	0.174917206731357	1	0.115724014368145	0.700801648523869	-0.0621565204020221	-0.286918936569228	-0.150854049874895	0.566715807644051	0.0971522693427818	0.494326071876839	-0.0571353151993623	0.401231699304506	0.496603190107323	0.000426518029860666	0.70891206529418	-0.048285451857177	0.0319148512740165	0.00916349515775119	0.177241903344249	-0.0342932454819216	0.567477817625861	0.188616556937901	0.00461475304850618	0.458165620753779	-0.150699376026399	0.615341578587158	0.616899178260261	0.194204618409348	0.403350414727447	-0.0753867484238577	0.615432794518206	0.568578326837896
CD46	0.765617536206688	0.837400780171266	0.883855474314433	0.716174399673541	0.816317589823307	0.675988001437323	0.880076857660071	0.789997382044918	0.873020507767339	0.305437774339885	0.848679600863003	0.600461231231686	0.843179426383822	-0.500340630337232	0.817469135798847	0.79518342205382	0.7978892735184	0.337599328269542	0.881342183161815	0.865190565350374	0.629915928300462	0.894422850816277	0.790592272905599	0.872350082920671	0.219150426521506	0.792312676884397	0.655446373398381	0.865432507310932	0.868648020541583	0.498258075008264	0.70734061052455	0.723949418577769	0.810232374998028	0.792653515266777	0.786023799648416	0.867031827879034	0.658305612567573	-0.106843053776642	0.115724014368145	1	0.0818726052219533	0.646359469195037	0.843612034871712	0.856366270702733	-0.484497339672148	0.759773702051894	0.347577416227942	0.59048261617627	-0.557541498701347	0.510611189521733	0.86965684508312	0.0397173090998758	0.792751193099801	0.728195213551088	0.796418977817628	0.601626132283303	0.607396804855705	0.0462508471059367	0.742924644811542	0.709797405031135	-0.537965819765615	0.843467424087066	-0.215864339781749	0.00441181673904376	0.791066344137175	-0.629714416421462	0.798271657993423	-0.252668225124094	-0.0120669387530132
CD74	-0.251258977978513	-0.283292879559295	-0.205963377544385	-0.111844532750654	-0.300564798007981	0.0686137844733075	-0.232306701741672	-0.259161564908987	-0.222304155143765	0.0571729002503552	-0.302269941350795	-0.160297347352234	-0.241089694551041	0.546434284763177	-0.266310733041798	-0.253019901109491	-0.119383428292677	0.204791733289363	-0.217303030806525	0.0190689003563684	-0.176512947031836	-0.241736841211499	-0.293708386426989	-0.245893318489095	0.728719984174262	-0.0140721767822789	-0.215391156600406	-0.235649206526605	-0.24194729144085	0.520508706332211	-0.176694211707425	-0.187855075826302	-0.353572841472195	0.158660309841394	-0.243967929006414	-0.186448886336762	-0.248128238711233	0.662026013461992	0.700801648523869	0.0818726052219533	1	-0.254582550118568	-0.308033761744888	-0.235452210195923	0.737821718105535	-0.228607799843203	0.83777673200844	0.237585272128539	0.666985830618359	0.383243238226513	0.0825996579404285	0.391311218781205	-0.188442082895923	-0.208121675238667	-0.13839332436643	0.362939537728509	-0.250904785680807	0.837648036744361	0.465640365703026	-0.120994893792158	0.697168188235264	-0.258702157696636	0.625124354229918	0.88772540973666	0.127549421962658	0.604986038638646	-0.0891983904701108	0.887546599309169	0.78865465829129
KLRD1	0.957004677009698	0.902011763268954	0.81057018984224	0.975393532224852	0.627188590377657	0.925357341624641	0.868368075283868	0.870982557162738	0.856148598972274	0.283872096876395	0.870929472015805	0.941171710048772	0.91901811664243	-0.477608863102281	0.764979390216587	0.717921060229653	0.82735302682457	0.660881117110246	0.856566911630959	0.741885044503453	0.987208560497854	0.733016445885669	0.926269729961314	0.887562054603675	-0.131652940422079	0.882333162818882	0.609082230985506	0.881590623605778	0.84730777269375	0.610647751644205	0.904796823868785	0.767291771316483	0.762666540042628	0.737520265691332	0.502810695134054	0.725910399756355	0.618741028939324	-0.469785477831813	-0.0621565204020221	0.646359469195037	-0.254582550118568	1	0.769751045065665	0.785453424076445	-0.64433892806288	0.903860194516747	-0.112093716025777	0.474736163250432	-0.692450955391703	0.54121014887488	0.812375148236746	-0.218198298889059	0.924047825457774	0.856320146880471	0.917080834255314	0.399617229226321	0.918047868138239	-0.00716345485635259	0.421746327757014	0.963047057770836	-0.645528619385877	0.915893667930809	-0.0964512281732337	-0.120212098463868	0.833948952602351	-0.719415711819011	0.889840417004839	-0.505761337666636	-0.13054034236557
CD247	0.860157608436452	0.945254086494775	0.931475013252083	0.742350014044257	0.969149649646322	0.696644848475028	0.947251203662841	0.862074886703326	0.963158830753381	0.411727520314048	0.920922547743247	0.633127797380078	0.912216276655789	-0.728725839453117	0.927295419084759	0.912933677975979	0.723606003296353	0.329685641733409	0.950102247887548	0.822053512886502	0.740653408550848	0.941684121980628	0.93118485775813	0.919630493089558	-0.0870751925531214	0.799428555443386	0.719461760701664	0.890091283077825	0.919339658925604	0.273158858447591	0.663930756819395	0.862476401114	0.972960783303792	0.724031947515178	0.842563758645278	0.908938273239003	0.702350805941637	-0.318259578251996	-0.286918936569228	0.843612034871712	-0.308033761744888	0.769751045065665	1	0.931081058548372	-0.80716192127588	0.779275774188065	-0.0317804191040053	0.492595168589812	-0.827617688776469	0.33659470254931	0.834747068403423	-0.281404538730488	0.843753536697862	0.810261347539184	0.838881101359938	0.52749303024425	0.72360055138703	-0.222942521814794	0.568036837314362	0.742627527817869	-0.819204035733867	0.923869933856527	-0.496942362470672	-0.36106909394654	0.767826423865436	-0.890387380131236	0.832773588549159	-0.596696934291578	-0.296515900021864
SIRPG	0.872882048079846	0.95585429051741	0.900158292522382	0.797416943871087	0.903386178759506	0.754516513786308	0.96063092133556	0.917964427604806	0.962034739729295	0.405604768138391	0.952940769540458	0.736076538686136	0.944959204086269	-0.684693133798173	0.968609325881487	0.923562756005088	0.816009880045285	0.33380634549742	0.966745729500327	0.884794159544659	0.77255411916291	0.959634834458018	0.904729390705333	0.938418872711239	0.0479232792170107	0.84293454212231	0.83233762464621	0.90701031090803	0.899699636134243	0.363219648380647	0.782722816302469	0.935759604325008	0.903260753440417	0.667267165985648	0.826972984758973	0.944785980056283	0.729338491558567	-0.359189852176394	-0.150854049874895	0.856366270702733	-0.235452210195923	0.785453424076445	0.931081058548372	1	-0.771323705932082	0.865126236922936	-0.0541506933502256	0.443384969169698	-0.832061752058171	0.416205219753628	0.876757333715736	-0.254090986581278	0.897365382929643	0.876223942471974	0.81977567435915	0.558747895679056	0.841424568900878	-0.200175900949596	0.657132336031548	0.794951333388199	-0.798649123960954	0.907252353107486	-0.428783883877914	-0.292359711580857	0.74334613367411	-0.878157884328373	0.894599748226372	-0.531719998116365	-0.265734137165691
CSF3R	-0.708716215745667	-0.783537950843564	-0.722642997854666	-0.564009422849344	-0.783819642605027	-0.452887481619375	-0.754884465844958	-0.728805926576699	-0.744634970845145	-0.261231823266733	-0.778776012306118	-0.52784058306509	-0.731634996629793	0.841096517403326	-0.782039342840559	-0.744526553450052	-0.565236674461255	-0.134374788687019	-0.749975622102347	-0.573892715949205	-0.59499857723662	-0.754956973355236	-0.769920401423449	-0.736852046704464	0.409814008978783	-0.552192345246066	-0.630597039887293	-0.715304598356502	-0.727997341860276	0.0969579264972788	-0.54769275050909	-0.733796576519095	-0.796326212178255	-0.348341041315128	-0.703151443312225	-0.724163259220117	-0.618766656761607	0.609779540751276	0.566715807644051	-0.484497339672148	0.737821718105535	-0.64433892806288	-0.80716192127588	-0.771323705932082	1	-0.672729056035553	0.544508401733396	-0.178686123844856	0.962078212907658	-0.0323773914625488	-0.523431918323974	0.394032464000755	-0.685572358917971	-0.693617713364392	-0.608720337826462	-0.234731327643385	-0.654643487980552	0.612493259171246	-0.18543038281238	-0.554282356841076	0.97230635192467	-0.737286836521082	0.725130966873499	0.767467647282698	-0.427678894919733	0.933091227862631	-0.637005196001249	0.858314059778605	0.597616314768201
LAG3	0.960335846268547	0.913603479464699	0.876599020706318	0.928401459731003	0.676611935021597	0.861736703696706	0.892091583771589	0.917348002953376	0.853516954356882	0.316680764976706	0.940272091200226	0.900096040032311	0.910548800337722	-0.544333529017995	0.829244525995046	0.75262426726413	0.889711657253286	0.578699615646711	0.877130452366541	0.837469463209899	0.902760056558282	0.799968073921693	0.911777565008915	0.909650109735996	-0.0259989713404108	0.912929283744032	0.681792622304849	0.918924196052895	0.877544370417993	0.549742083199776	0.900917177444003	0.80533971410158	0.739155041872262	0.683505189830459	0.71317613043118	0.795762741217232	0.777495412688958	-0.50038963097491	0.0971522693427818	0.759773702051894	-0.228607799843203	0.903860194516747	0.779275774188065	0.865126236922936	-0.672729056035553	1	-0.103299377424477	0.334180198129426	-0.773193629140004	0.535104546089498	0.802841817314133	-0.0424982482973011	0.93975514649383	0.945293799816824	0.902479760685225	0.47192057056604	0.889379259510903	-0.114622633820273	0.485534171722043	0.887485716466487	-0.707203164174229	0.908611666081885	-0.156864705312363	-0.198049930803777	0.834235566448063	-0.779874602626582	0.881860486672715	-0.507473871334313	-0.169827173927596
