""	TNFRSF1A	VSIR	CD81	SORL1	LRP1	ABCA1	PLAUR	TMIGD3	C3AR1	PLXDC2	RHBDF2	SORT1	IL6R	ADORA3	C1QBP	TLR4	LAIR1	CD4	C5AR1	FPR1	ITGAX	ADCY7	INSR	KCNQ3	TREM2	ITGAM	AXL	ADRB2	TNFRSF1B	TLR2	CD74	ITGB2	CXCR4	ITGB1	P2RY12	PTPRC	SLC1A5	GPNMB	CD46	LILRA4	TSPAN14	LPP	HAVCR2	ALOX5	TFRC	LILRB1	CANX	PTPRA	PILRA	APLP2	CD69
CXCR4	0.696426166899702	0.683251061395482	0.694977338113825	0.648580249489866	0.63331103084067	0.659413616220552	0.783750264290477	0.679895126351045	0.73979111177605	0.829528163552784	0.699337179641771	0.654799146274313	0.293108832621749	0.735293448564541	0.514258151182195	0.182676790936808	0.487011895893744	0.517999176971003	0.813812674613295	0.71113228583402	0.77094416563999	0.497217255098072	0.529244695618999	0.546636863635163	0.712575581769343	0.596826682352964	0.736389022461196	0.394168637626314	0.770817888470998	0.630391465564167	0.741587740892585	0.683065998611746	1	0.748291268014903	0.353898140526766	0.786560841402393	0.564583123111181	0.674058938583743	0.576312378528703	0.629357974276775	0.792452968936979	0.502297807583642	0.54490649703482	0.468818180125285	0.656426432707384	0.428945177478816	0.648514481611938	0.581612625716817	0.476593270524277	0.672589313560765	0.60565635528643
ITGB1	0.692419299974279	0.568961825651618	0.752033579049187	0.643323917781498	0.535825737818485	0.586070856873612	0.729967141095983	0.729264604714127	0.773449559412583	0.795841998426284	0.569030297483164	0.797077779596057	0.354349325114052	0.718092538786995	0.628874115413342	0.291965372813137	0.56977007915162	0.506446187328117	0.702402107057484	0.623367137907712	0.704952863496683	0.513315269079912	0.242676696006033	0.357151780503378	0.888219932014067	0.699689369884366	0.703808716555375	0.45267326841076	0.744312230156326	0.499109718513342	0.802240540017072	0.827304328105183	0.748291268014903	1	0.2662350978287	0.72190478539204	0.597556476373355	0.80732466439576	0.802275526438697	0.813389963289076	0.768713871907122	0.380270526774901	0.630267651297588	0.567433412837793	0.397923407539337	0.453872505463573	0.830475970293739	0.67669671487334	0.449286584557172	0.751793665591311	0.362362131504346
P2RY12	0.517940255341428	0.433309336468479	0.624229777166133	0.650012347432679	0.396003947608362	0.207098976429913	0.197649147276349	0.61486460678709	0.61868717106415	0.407041518499038	0.394063450843814	0.402439888593133	0.127479028351643	0.565302824719602	0.661121467698312	0.148834881401128	0.344798531349097	0.383208957056928	0.25456969890575	0.323874245060266	0.236949434095515	0.282751210557922	0.315392305862763	0.291304265478273	0.464641944763679	0.419705724774461	0.611143755757449	0.0981522203332531	0.374994787929657	0.129114022928033	0.666854398569201	0.531765262080601	0.353898140526766	0.2662350978287	1	0.419268098945539	0.289945138692575	0.518623710212021	0.21645929527738	0.436475959435775	0.354510559872291	0.374964019955936	0.414662262448475	0.518870993971184	0.0436673409965509	0.449641479014932	0.479442630347571	0.380702083443832	0.563117389209935	0.461901736922279	0.255160775841188
PTPRC	0.73161918765282	0.777006189425842	0.704744946699821	0.776329093561403	0.721840237491967	0.641738600256962	0.573526908325154	0.770005101958529	0.715928708471127	0.723312105278418	0.564307805535211	0.68249140476847	0.480931014611097	0.717649494478414	0.572759952244619	0.364126964009744	0.656233411059276	0.579576269824348	0.591469648640579	0.643374326113963	0.688422781473379	0.567613517287439	0.32196827351511	0.245532822544938	0.719560351100272	0.689597273051032	0.75604374503968	0.461096642026777	0.685241971372724	0.385557411171274	0.767076781337732	0.63669022988839	0.786560841402393	0.72190478539204	0.419268098945539	1	0.577038108393893	0.650375879190295	0.652157972290079	0.5625480084327	0.61252958349666	0.246192215582444	0.603565413403485	0.593577080476748	0.457343128384592	0.611770404971058	0.66600045154451	0.601046236729411	0.531747948253481	0.726615414796043	0.469231745738703
SLC1A5	0.628550769948474	0.682927987465105	0.636649180832847	0.562825934474945	0.512446352962323	0.558478348578853	0.360814102002743	0.579837289200233	0.559011230547051	0.486377978999115	0.481650656917035	0.659490363843423	0.300261249246759	0.6186757302165	0.490897166545564	0.496378054155522	0.61549858364786	0.279336014708803	0.379898423759787	0.424132647686271	0.289706800011539	0.586175386964718	0.0700179368804864	0.237639869199792	0.615768596206784	0.525626639419703	0.683291963780408	0.453424713733891	0.492806975940133	0.313906326513475	0.696293962935683	0.5653849333597	0.564583123111181	0.597556476373355	0.289945138692575	0.577038108393893	1	0.564240192998886	0.502669603357856	0.432361123579832	0.486155202920981	0.439851853980623	0.603699312795486	0.433432008223477	0.0972240430967618	0.542469751835061	0.62507345700587	0.513077109136686	0.55534300588999	0.436015430566818	0.278576367088328
GPNMB	0.675046567822684	0.439199986898776	0.897152042778828	0.774977617847369	0.564903260007181	0.605318084562127	0.655261537609864	0.778048220206202	0.820777595006583	0.714510984963096	0.563202202157943	0.71211876067607	0.386301899795018	0.654328921628096	0.769780664781172	0.264592044938434	0.647010746122549	0.475863398285354	0.636430244110006	0.519723168516819	0.616163673603376	0.340044090930436	0.31204734187934	0.477362894971414	0.919204936601222	0.751566128724407	0.799111070876697	0.191688015040946	0.676468374528979	0.369501534208936	0.89457273863016	0.880055094877499	0.674058938583743	0.80732466439576	0.518623710212021	0.650375879190295	0.564240192998886	1	0.73005743372166	0.80349060916157	0.707130615833034	0.527116432423959	0.656030459099763	0.618062957453437	0.225674537843961	0.574186799148655	0.790976124773687	0.706462219412312	0.574364567797658	0.692290021823353	0.21421702676716
CD46	0.638504269398547	0.493731860286673	0.658634276613766	0.643981226362206	0.526226291616922	0.448880065777295	0.527993666057752	0.626882174852391	0.665341555417287	0.678456164596433	0.508222786252037	0.759610656313069	0.386074783564646	0.600868936003544	0.557711460886373	0.390341500217783	0.537366215015819	0.388154193611623	0.499382488828505	0.487506935428305	0.555251575801559	0.459418483120555	0.193557399464237	0.180456455803499	0.764682153643616	0.712330907617381	0.650530248524307	0.46987335985087	0.707210311173939	0.419976270428442	0.711627785028926	0.713773779903644	0.576312378528703	0.802275526438697	0.21645929527738	0.652157972290079	0.502669603357856	0.73005743372166	1	0.645277650515819	0.632144638843702	0.29008959573799	0.64517694095986	0.433807281465988	0.221154191488749	0.38631892500054	0.744338967931403	0.623084185961596	0.532691944502981	0.699006995939047	0.2689301155827
LILRA4	0.640293096875663	0.443574259874403	0.770426567998859	0.624683055686151	0.402987261372861	0.409784304510574	0.705207130127333	0.70539352381431	0.785849059499256	0.82598980254778	0.559938132451078	0.664421079661049	0.246274802390306	0.637337369640426	0.666860706039944	0.0130637795212127	0.385172632306348	0.622681342957591	0.717362313338447	0.495519268928393	0.657629194588828	0.38532225465578	0.304827423814267	0.548463916661892	0.839832620565987	0.626176329338074	0.598980031935312	0.229713638888557	0.607270074143005	0.455238541743021	0.793727619735614	0.899612345831171	0.629357974276775	0.813389963289076	0.436475959435775	0.5625480084327	0.432361123579832	0.80349060916157	0.645277650515819	1	0.768049877500703	0.505450170821043	0.534420711310958	0.571334332145231	0.355378822036446	0.334686917546449	0.815169499518293	0.60864564263028	0.467830890589574	0.795804850928395	0.34720109977638
TSPAN14	0.640386237760286	0.575710370746616	0.725961119199994	0.633657805615164	0.483137236148865	0.60107804377493	0.791799850246845	0.738723446516713	0.755348915169157	0.896048437183692	0.70160484202982	0.709451710686033	0.343334252380892	0.746920951015599	0.59052461940033	0.0950051292815485	0.405103269806279	0.577265799862968	0.766194862090154	0.755767934658117	0.696080718447602	0.453578404621947	0.495054355315901	0.613311652976732	0.744529028044633	0.592711046754125	0.6446983516478	0.366193510641225	0.751533981201035	0.637624354864566	0.758906610702052	0.782905131869952	0.792452968936979	0.768713871907122	0.354510559872291	0.61252958349666	0.486155202920981	0.707130615833034	0.632144638843702	0.768049877500703	1	0.524861644906741	0.6570161186615	0.532089276968304	0.504379417707953	0.288616989730663	0.719770550126118	0.582695205449105	0.458754681338828	0.775316765974963	0.551836489172285
LPP	0.4154410317368	0.319046523188361	0.56409898244543	0.452392539961074	0.321965785165904	0.280386663894413	0.423924451060783	0.445700080168124	0.548779470192551	0.539142403482294	0.690623486131706	0.358711054173497	0.114847309362211	0.48328736691527	0.46428727505021	0.0756737953288008	0.193246319342865	0.337642809065995	0.524401289285039	0.215435022334341	0.351521698641294	0.164849458932869	0.394342428079073	0.550975208467841	0.475682624611981	0.403806826729536	0.504662344563595	0.151054340014601	0.451713264244377	0.601009512020658	0.578367902522601	0.588987616602867	0.502297807583642	0.380270526774901	0.374964019955936	0.246192215582444	0.439851853980623	0.527116432423959	0.29008959573799	0.505450170821043	0.524861644906741	1	0.388533734067701	0.304727617721142	0.173970527053031	0.216296266557967	0.480442491418148	0.378533394914963	0.458470709255818	0.41711298086108	0.369552692462465
HAVCR2	0.62897545076206	0.560351301100193	0.75620384620911	0.682793289994493	0.470777719391826	0.601267212153298	0.469017772547436	0.717940970012087	0.643545214416734	0.609490933129853	0.577646007964553	0.729865203988563	0.420719983895598	0.673166486442765	0.641417752724893	0.408105321047462	0.545044059173578	0.366786551443015	0.452092310449744	0.56169397643536	0.459071735066753	0.49920927063	0.161161699482087	0.210993108004563	0.705770039342557	0.665068220162687	0.679591122174224	0.446009933249477	0.616168423011856	0.344582513781499	0.751969079847892	0.640176438105544	0.54490649703482	0.630267651297588	0.414662262448475	0.603565413403485	0.603699312795486	0.656030459099763	0.64517694095986	0.534420711310958	0.6570161186615	0.388533734067701	1	0.516660827048069	0.136340811555879	0.576731901363681	0.669243812547172	0.538353927891302	0.595494954556108	0.637157708868876	0.370462421206335
ALOX5	0.556369732935637	0.572011521848551	0.632317866952705	0.621433114976104	0.499241814812805	0.355076224104844	0.464809943007447	0.692926990020544	0.642966325434169	0.571847568980129	0.512119872037338	0.569441904722487	0.516808756855531	0.595812011056221	0.626797076124066	0.14320718311057	0.543938913068315	0.458007377486303	0.422135265019936	0.42515648859378	0.438209008414495	0.359191255424085	0.231121966306405	0.31729816359277	0.584194439200954	0.52234368277413	0.530203934345871	0.294292867553603	0.4550466915707	0.197440614599852	0.68881637330145	0.626891340025419	0.468818180125285	0.567433412837793	0.518870993971184	0.593577080476748	0.433432008223477	0.618062957453437	0.433807281465988	0.571334332145231	0.532089276968304	0.304727617721142	0.516660827048069	1	0.169339786632348	0.474016297616565	0.524519033127877	0.481025329528793	0.492922179429829	0.538884289469119	0.313611685335161
TFRC	0.295900610037126	0.399837916172552	0.24820389350979	0.145434420434625	0.371452384942948	0.426977062453786	0.621238517232565	0.216051724046977	0.36216944440427	0.571271676288061	0.399093434387769	0.229441328269026	-0.041074058641664	0.24709668220049	0.0320833531274721	-0.125047983704506	0.143461665297527	0.306278507836834	0.719997288862591	0.557785933505032	0.658193330096481	0.222801127982728	0.440103195123141	0.428701035533332	0.283087505660749	0.165967292411763	0.230267432129115	0.1484742293124	0.563175407688729	0.486994267429142	0.236435799872629	0.284046815623997	0.656426432707384	0.397923407539337	0.0436673409965509	0.457343128384592	0.0972240430967618	0.225674537843961	0.221154191488749	0.355378822036446	0.504379417707953	0.173970527053031	0.136340811555879	0.169339786632348	1	0.0826675166441712	0.239358744882053	0.207281353291367	-0.0462347173871228	0.402829791446843	0.476005739250655
LILRB1	0.633857129592331	0.565897401454094	0.650593585100246	0.639973443134734	0.428481341515697	0.489730561040053	0.145862210265957	0.532280068595658	0.50676283849607	0.290470288958288	0.338055069134433	0.560705033175205	0.283567899008906	0.569116120870454	0.577831882598491	0.64707954378552	0.700037237280895	0.231083288473871	0.242713456906852	0.294599038702764	0.351783645162829	0.456159602954079	-0.088198676470636	0.073315056548249	0.599041962320971	0.410506386858416	0.667028206948646	0.389034664262792	0.402865222515496	0.0165371131320974	0.633481151930401	0.496813391286198	0.428945177478816	0.453872505463573	0.449641479014932	0.611770404971058	0.542469751835061	0.574186799148655	0.38631892500054	0.334686917546449	0.288616989730663	0.216296266557967	0.576731901363681	0.474016297616565	0.0826675166441712	1	0.506072436516622	0.384643847900561	0.435384971272768	0.336171224616873	0.139321784949996
CANX	0.767807983372383	0.581377729172316	0.762906107311693	0.726007927145061	0.550587914818305	0.493858811393799	0.592997380606821	0.772494441007301	0.850930798448729	0.745189785490307	0.579748635845037	0.797372856169181	0.364290756759718	0.743310457034923	0.716802888311897	0.377522866271943	0.585021175034249	0.537910284365761	0.585039359196874	0.56878654321968	0.619259230232477	0.528770880106665	0.222811302786064	0.337212232525328	0.870481041020147	0.69155066297774	0.762367484177062	0.386309590099155	0.696569270460514	0.465375129104404	0.869493564111813	0.837539173705494	0.648514481611938	0.830475970293739	0.479442630347571	0.66600045154451	0.62507345700587	0.790976124773687	0.744338967931403	0.815169499518293	0.719770550126118	0.480442491418148	0.669243812547172	0.524519033127877	0.239358744882053	0.506072436516622	1	0.600665980793169	0.569283698787997	0.764063659748584	0.376294797328402
PTPRA	0.491919325140322	0.437691393935793	0.674774056765631	0.573597928619435	0.461729844165934	0.476870950785006	0.56531298551812	0.675261123941987	0.707489145042729	0.645364190315235	0.485955984750232	0.575104250322817	0.28582085563285	0.543687016657406	0.565669691512266	0.15323902876004	0.424411376160444	0.515536346961658	0.513482545300347	0.497146833797567	0.460033421072115	0.380462128277647	0.309692663169465	0.309906197774664	0.676373322366154	0.685165285097008	0.706861752742457	0.205837356726173	0.57328511467037	0.321624737212274	0.718364296814673	0.657247820061321	0.581612625716817	0.67669671487334	0.380702083443832	0.601046236729411	0.513077109136686	0.706462219412312	0.623084185961596	0.60864564263028	0.582695205449105	0.378533394914963	0.538353927891302	0.481025329528793	0.207281353291367	0.384643847900561	0.600665980793169	1	0.553746770222535	0.580700574307334	0.275909472477372
PILRA	0.616093065495578	0.561740292013889	0.636790422908015	0.725498037881143	0.527330212501625	0.35736857985944	0.266939567975867	0.625335200483178	0.580459009369444	0.475030201533974	0.480580098970507	0.585995226682462	0.412537511629968	0.65844184092329	0.644861863230148	0.318784017327281	0.437222966890523	0.319925693750391	0.228258122484827	0.36893998411968	0.209279165196669	0.422318851784252	0.18382139333701	0.331033391561925	0.57148308214045	0.556134285688051	0.730151785747572	0.300042461227432	0.463626483327993	0.273312728355547	0.721822098854056	0.574773961774195	0.476593270524277	0.449286584557172	0.563117389209935	0.531747948253481	0.55534300588999	0.574364567797658	0.532691944502981	0.467830890589574	0.458754681338828	0.458470709255818	0.595494954556108	0.492922179429829	-0.0462347173871228	0.435384971272768	0.569283698787997	0.553746770222535	1	0.469107167184502	0.193883978367424
APLP2	0.668929251046244	0.596334540714585	0.730526591127349	0.687142826283152	0.562783430105306	0.518657636124605	0.645487141048377	0.791833946511545	0.804403698913589	0.868022774896581	0.603220258801864	0.670761321754886	0.395180838943312	0.686705381320059	0.617875416350109	0.096965470471667	0.452534405712767	0.685572936365757	0.679879032351089	0.600074602419636	0.708541364830772	0.5086438074626	0.379192782958782	0.380785037362855	0.742974433898642	0.738208534427658	0.631775003554155	0.393103637082211	0.70397148061175	0.577826660728337	0.779110905003581	0.797324377960454	0.672589313560765	0.751793665591311	0.461901736922279	0.726615414796043	0.436015430566818	0.692290021823353	0.699006995939047	0.795804850928395	0.775316765974963	0.41711298086108	0.637157708868876	0.538884289469119	0.402829791446843	0.336171224616873	0.764063659748584	0.580700574307334	0.469107167184502	1	0.530187363608885
CD69	0.443715624867866	0.55519669065025	0.317591550944324	0.268002883583187	0.294218723297292	0.216581343002288	0.551930077987624	0.504838641526826	0.524595291753351	0.62565772225661	0.67733751822542	0.384309753210897	0.104663733259488	0.451040329432733	0.297967770600604	-0.0130007213388733	0.200189074971559	0.38843003422616	0.587287969121585	0.384851145186274	0.586279347997687	0.410974457938929	0.48646375128596	0.263149746701708	0.281469759360225	0.320360616610305	0.309749152241039	0.447145820892313	0.520616666770512	0.583789468296486	0.390224183700524	0.354808879337925	0.60565635528643	0.362362131504346	0.255160775841188	0.469231745738703	0.278576367088328	0.21421702676716	0.2689301155827	0.34720109977638	0.551836489172285	0.369552692462465	0.370462421206335	0.313611685335161	0.476005739250655	0.139321784949996	0.376294797328402	0.275909472477372	0.193883978367424	0.530187363608885	1
