""	CD44	CXCR4	ITGA4	PTGDR	CLEC2D	CD3D	CD2	GPR171	CD3G	RPSA	JAML	CD96	TNFRSF14	ITGA1	S1PR4	PTPRC	CD69	CD8B	CD8A	NCL	CD74	CXCR3	CD247	CCR5	CD6	KLRB1	PTPRZ1	ITGB1	SORL1	CD46	CD63	DIP2A	CD47	ACTR2	VSIR	TRADD	PTPRA	TSPAN5	CXCR6	PTGER4	RACK1	STX4	TSPAN14	ITGAL	LAMP1	APLP2	SMAP1	CD81	ATP5F1B	TNFRSF1B	IFITM1	TNFRSF1A	CANX	C1QBP	ITGB2	CD68
CD46	0.609896957816274	0.689991213784093	0.622496157560178	0.57893176035759	0.489533583883369	0.602309218933915	0.656175280885351	0.644069523495936	0.581141311973827	0.545975018379457	0.65630038886598	0.632373429392351	0.594979099074389	0.579508399886908	0.396125863365013	0.745021761924386	0.674870326312329	0.574610089760007	0.400100965799401	0.475012324717488	0.548988618097001	0.262976503990861	0.472074279836868	0.489661479307007	0.486599534731297	0.411934751654659	0.0771305581875455	0.706726893723046	0.591130570646076	1	0.275510610462507	0.762175689890707	0.865924164944215	0.757851036228996	0.662756830747457	0.494923863955928	0.217009742701055	0.717965063571517	0.528783898627831	0.719876324720778	0.562087443616967	0.679171259689467	0.765764899612646	0.655984151497871	0.707307269676519	0.499809917974635	0.57730504606904	0.528354112989109	0.229352321284218	0.69484124846273	0.385726224359781	0.55078281377374	0.303386189125021	0.437667350968682	0.68761815722199	0.365788983360352
CD63	-0.226376846418533	-0.070171512903713	-0.122629231855852	-0.3965996363419	-0.088122916966504	-0.296776660347384	-0.28407300050643	-0.153328185442393	-0.280682916480672	0.445793301581346	-0.0621296860793667	-0.226528336104277	-0.118288090791119	-0.382075650352091	-0.234720466113331	-0.104778621058834	-0.174680693772231	-0.401374019608511	-0.437841976876311	0.826352312590637	0.749377157286455	-0.119742956924476	-0.240194911621127	-0.307363833505292	-0.0873309057567852	-0.0108108401933544	0.496634694409231	0.359855301797197	0.657596736030163	0.275510610462507	1	-0.114404456417488	0.266263268604045	0.547470617795891	0.49438587851328	0.118913709403193	0.728359860967479	0.194360214925715	-0.361372174145784	-0.0672711007449428	0.529623429705802	0.427932890999969	0.179730276386662	-0.267295682797132	0.645418857431976	0.832356505623684	0.650591532773813	0.826687102396671	0.885301852392522	0.313603544982569	-0.235644055287694	0.664336578575625	0.849421243709124	0.856729977249958	0.453771721759959	0.655453188399887
DIP2A	0.624068121063096	0.630025607255326	0.479354417787073	0.738940766695681	0.377223491082712	0.64370596200895	0.741318315732671	0.613566479522937	0.589561903417952	0.208619046104281	0.598333803693348	0.651944378915311	0.462634366188551	0.721580360088686	0.344284817848836	0.706747345912235	0.683405081436674	0.841572454016581	0.718389529025606	0.171042441022184	0.182774105142057	0.292137438263632	0.472934104380461	0.585160274345275	0.316305092968747	0.220581707620404	-0.139753659846836	0.449855768049326	0.287326928990146	0.762175689890707	-0.114404456417488	1	0.670326085771843	0.475420383404971	0.333214135624268	0.278921907658091	-0.0717065069905062	0.601175293718345	0.782562583617732	0.73041762220585	0.213794680080815	0.380262171301087	0.573061976859568	0.752418865992372	0.470463532924411	0.123701166022738	0.220045303517905	0.206930643077883	-0.10425599982668	0.431280399424183	0.368165260163991	0.23889164219821	-0.10099362966485	0.0906594499452718	0.502632332021116	0.105274738001503
CD47	0.707389596645907	0.750354972542873	0.705840518007123	0.66946291298239	0.640064783940865	0.713436324675089	0.71132632490616	0.687221735006053	0.728216997623033	0.693723452266755	0.79523375284778	0.709570885237414	0.653582165430796	0.684936761161238	0.521801706286218	0.800621213854189	0.716425146124648	0.612437203255605	0.478171039802688	0.55799255128959	0.477307553173683	0.2847815003	0.596915892694398	0.453546872854436	0.61032579707945	0.547235869774916	0.0256352576019492	0.72222440835817	0.452758627013093	0.865924164944215	0.266263268604045	0.670326085771843	1	0.819055954425534	0.613192428776431	0.664771191220022	0.313071238601914	0.920779885603047	0.540099693763232	0.735534682321544	0.685743999412752	0.544479278301914	0.774083104418491	0.726164955967307	0.647792101079979	0.377949323216709	0.745715282484486	0.429358055953238	0.320054502674204	0.659041272980805	0.576513337678158	0.460628874210258	0.331088207451249	0.514530182111836	0.592536938594704	0.205220879926926
ACTR2	0.628818523930216	0.749546945821148	0.66512236799446	0.377945678107617	0.672442115814691	0.586800364874136	0.573452914729381	0.613828212079236	0.573828189106482	0.865803305769297	0.732046596373421	0.619218168409099	0.593469881781009	0.45575704409884	0.465154229386762	0.733166524765653	0.64818857563589	0.358258728438766	0.24706813383498	0.749310660536123	0.790660427496073	0.394505778510931	0.579738389695574	0.417716665336642	0.65442717163764	0.614181226162732	0.0357753021347627	0.89624622322833	0.713176349934539	0.757851036228996	0.547470617795891	0.475420383404971	0.819055954425534	1	0.874089070116176	0.742038194190679	0.387308302341933	0.799455033852206	0.361000901751887	0.696263538910135	0.875353425637291	0.606530313263722	0.837567400416556	0.458100037668588	0.840498251595436	0.686103067574618	0.848003432068882	0.729710376398352	0.53531678444612	0.829704686120625	0.527371345009745	0.773932214879921	0.544158528259798	0.646184931354592	0.800263348282644	0.567311844417519
VSIR	0.535401740675837	0.671346667111864	0.578975264269182	0.234754065897253	0.636717233118425	0.490271785937702	0.456556559785891	0.508247474025705	0.476326907092272	0.791681789215174	0.630209620852573	0.538053068840665	0.588840987234395	0.330528599814666	0.40714630969235	0.661707794346979	0.571120944024275	0.197440531964768	0.106996404414077	0.564027776489355	0.865741616478427	0.35711908647742	0.514035024298435	0.367220484716799	0.631766555584697	0.624378306989914	-0.110091791504438	0.895229706653458	0.863660400043841	0.662756830747457	0.49438587851328	0.333214135624268	0.613192428776431	0.874089070116176	1	0.724004616465038	0.199981280322838	0.53103826851693	0.258349804595136	0.652985036265072	0.803262173278405	0.723963183631379	0.801832911973488	0.322390884627602	0.826892903299272	0.747799798169586	0.658191719360234	0.783881471225686	0.358168923683687	0.894673471701169	0.47482341107691	0.832802461755197	0.466890885289843	0.49565846384288	0.890433862869982	0.762824397122639
TRADD	0.704552492554662	0.806099562192465	0.73359054867399	0.405241198165616	0.939159543942466	0.740524462741762	0.691583861274905	0.81551333032646	0.718580404349939	0.867418306652288	0.799862722067035	0.801203268727864	0.57542412334475	0.516304051752079	0.50742320218135	0.773049470066349	0.793033436789982	0.319739911397477	0.176369010132486	0.446447762857941	0.381421636795448	0.378906062846793	0.729812768926135	0.430124898897124	0.891886437179102	0.952274333349631	-0.219247253001816	0.715323718242264	0.341961078740869	0.494923863955928	0.118913709403193	0.278921907658091	0.664771191220022	0.742038194190679	0.724004616465038	1	0.061386558113945	0.690647058056963	0.347000936449851	0.79282887586379	0.809533452870419	0.338335576418703	0.759345863899555	0.387510957829945	0.521580868139782	0.280343392450149	0.622536169175402	0.261247036272454	0.0576494254288931	0.727950752159573	0.66388738772535	0.431072622816777	0.20971619809769	0.354761058439863	0.477279446203729	0.181581461950282
PTPRA	-0.217565669942449	-0.152928910415539	-0.142388876963567	-0.279491598708903	-0.058822884634125	-0.243367424845963	-0.258139316683221	-0.156222339588655	-0.178653157524324	0.256354002046509	-0.0381470960354643	-0.227616111219132	-0.133068273570421	-0.270918940937946	-0.213481740413856	-0.131291416045314	-0.206687451046686	-0.326710794549213	-0.323496096836567	0.714360467399778	0.398990325522648	-0.240245499913743	-0.265910770023656	-0.373257741686327	-0.10413003058937	-0.024311678502676	0.824711015673133	0.211678480874035	0.35954940453874	0.217009742701055	0.728359860967479	-0.0717065069905062	0.313071238601914	0.387308302341933	0.199981280322838	0.061386558113945	1	0.263601361814427	-0.323445343955035	-0.133377201880904	0.314727276163182	0.24801076382043	0.138393889210552	-0.173057701419093	0.451992894000958	0.654299721279679	0.574016239480873	0.506935460729859	0.672269181029273	0.124159245581446	-0.185717961457198	0.437519518087743	0.896533969675996	0.604987060483251	0.213653250197286	0.283716179461101
TSPAN5	0.760848914844902	0.788226518064476	0.742264584848792	0.669778872539926	0.704124870188711	0.764866282857886	0.745768245379901	0.71007010226486	0.756648609052058	0.727348119013349	0.835424236804029	0.748820645300524	0.634904098069126	0.711226733227125	0.601165512846873	0.806604695378699	0.745936458603867	0.646775493127044	0.534119608324167	0.545650633256308	0.365563413498099	0.388347327001764	0.697781878947777	0.497781833951767	0.667938104142272	0.599143675148042	-0.0294740377762986	0.708305013094173	0.298275476053031	0.717965063571517	0.194360214925715	0.601175293718345	0.920779885603047	0.799455033852206	0.53103826851693	0.690647058056963	0.263601361814427	1	0.576262414743661	0.726664304654662	0.706843945939379	0.353257192849472	0.729694108236951	0.685196836863407	0.534690902985501	0.262229507463815	0.739386840784283	0.312889223613638	0.310760914497408	0.596739160447782	0.659125819413795	0.433020698251793	0.247546494867202	0.468881825472779	0.473737718887696	0.0794011696015027
CXCR6	0.782177957839257	0.76201657403308	0.642129763765994	0.795029117468914	0.523022632737927	0.827145095185026	0.8681257005131	0.598188668915094	0.784248583888718	0.304869727456646	0.745777131302058	0.793384855931077	0.70767179266882	0.850039504428896	0.638344902739213	0.788384147009285	0.796672604579706	0.937377371169842	0.899958218585638	-0.0068218968607658	0.00338354811858715	0.588756778789608	0.71170801700565	0.719433632517502	0.529939963032729	0.399369235196233	-0.471324218192071	0.450746538994716	0.0527912616889311	0.528783898627831	-0.361372174145784	0.782562583617732	0.540099693763232	0.361000901751887	0.258349804595136	0.347000936449851	-0.323445343955035	0.576262414743661	1	0.738816615599349	0.306401254269761	0.224063873307532	0.474658431959983	0.828881793472989	0.219058475734129	-0.166427782093887	0.0836561476382925	-0.0555868603321429	-0.210455750357161	0.525290113604854	0.665011751269435	0.146655319745266	-0.394328461186197	-0.0456839777472058	0.324156882186336	-0.109474416936936
PTGER4	0.817875164132679	0.912190921942151	0.763626193063088	0.685727621537441	0.842537843260619	0.883558022043763	0.928701385480913	0.919409593105626	0.827705806243209	0.654267000649717	0.878258604252893	0.944387956367583	0.646900943717067	0.768733425688802	0.500996287022084	0.935864633263731	0.96781680632182	0.718978052840681	0.53594186243747	0.325808865893829	0.293217818374129	0.433238962648208	0.750504444866726	0.668665955969015	0.796535116563904	0.78851288125328	-0.351325409260762	0.682755386647859	0.345807771777642	0.719876324720778	-0.0672711007449428	0.73041762220585	0.735534682321544	0.696263538910135	0.652985036265072	0.79282887586379	-0.133377201880904	0.726664304654662	0.738816615599349	1	0.62189349616792	0.445587548759799	0.808094711538992	0.692518232056592	0.576485323803955	0.175542762772692	0.470837143382733	0.23280155493152	-0.121941007468203	0.753761144640472	0.631420139979325	0.400459618037712	-0.0469800505640726	0.22829071343476	0.581103636752455	0.144291242591136
RACK1	0.584119238067143	0.72529673812388	0.636429757213294	0.198747183821192	0.715525645655761	0.552350644689618	0.51177598826707	0.549170528214157	0.531833942390797	0.987790793076053	0.696820378154815	0.611460368932604	0.581383356546147	0.33354885476191	0.49218571163909	0.634098806734898	0.625728934048529	0.199272239166661	0.116152645104263	0.745246113949825	0.663069298807803	0.508885960186411	0.619289895401426	0.350626107988809	0.744615319142713	0.748165571921724	-0.0390672219832171	0.808274052831875	0.534554037966082	0.562087443616967	0.529623429705802	0.213794680080815	0.685743999412752	0.875353425637291	0.803262173278405	0.809533452870419	0.314727276163182	0.706843945939379	0.306401254269761	0.62189349616792	1	0.469124994046822	0.643641122609766	0.293311974361632	0.638727774703115	0.551805412609894	0.760025869465538	0.556488933025978	0.541950122524382	0.834485913301833	0.575225758105175	0.707047284286187	0.462564667047329	0.729580746600957	0.561495926087554	0.401527495758525
STX4	0.363994646608037	0.421356479304146	0.460026383870164	0.339647971728586	0.29996820769519	0.330529269985131	0.322405340099175	0.2951030509103	0.388683531790389	0.430710952211191	0.437783417082484	0.339227173350323	0.564809652111879	0.349032511801005	0.291355088721163	0.511084904369651	0.34311787125445	0.218394190170948	0.141307010659101	0.354412347172326	0.694717733405121	0.0996959732588304	0.210196950135248	0.290093833435383	0.354540729393093	0.256065775457087	-0.0242395453173473	0.655813159974188	0.778791273249675	0.679171259689467	0.427932890999969	0.380262171301087	0.544479278301914	0.606530313263722	0.723963183631379	0.338335576418703	0.24801076382043	0.353257192849472	0.224063873307532	0.445587548759799	0.469124994046822	1	0.689633712992292	0.464128092660909	0.689264756328667	0.625111575734837	0.518953316567615	0.699122591187274	0.325480652617929	0.693884484712822	0.274334833141713	0.624580876535733	0.410050426614094	0.392762142391266	0.799601399966948	0.62744227371093
TSPAN14	0.772214676388754	0.824464454447156	0.824968590218267	0.644907086549462	0.785743233999095	0.759803713208708	0.737897743615797	0.785147093150667	0.767710743858879	0.680184768638459	0.799713128949935	0.770583651438734	0.708078870361991	0.677523537235593	0.585349767387569	0.873087380298028	0.76135908647643	0.519225396068581	0.381079540482008	0.382549371466954	0.570568624406582	0.352655079757257	0.661264974603741	0.6190246619546	0.759378165166255	0.672830273692452	-0.157756259894343	0.854472683016491	0.593260658300276	0.765764899612646	0.179730276386662	0.573061976859568	0.774083104418491	0.837567400416556	0.801832911973488	0.759345863899555	0.138393889210552	0.729694108236951	0.474658431959983	0.808094711538992	0.643641122609766	0.689633712992292	1	0.643696938669343	0.728066426846754	0.463601721690154	0.700285071218778	0.525507265085899	0.131826193666055	0.764562413877726	0.632102176750111	0.610373600846817	0.27686535963995	0.264640096822424	0.799121154995663	0.426586519873605
ITGAL	0.782416906104711	0.721067057820021	0.753769152227684	0.945012181680287	0.508780085739065	0.823386885330426	0.824797443104788	0.602052953050395	0.865019695257227	0.312402811347373	0.79611649793207	0.742767797116188	0.810769482680644	0.941818743871204	0.663620426461452	0.833958785288619	0.719175152958174	0.90158842374521	0.842318640429725	0.00772553934950043	0.141699413029486	0.351485035023711	0.627254384086239	0.638682243029367	0.521951944688318	0.337991815681247	-0.408835533339771	0.49595542453388	0.183540927175064	0.655984151497871	-0.267295682797132	0.752418865992372	0.726164955967307	0.458100037668588	0.322390884627602	0.387510957829945	-0.173057701419093	0.685196836863407	0.828881793472989	0.692518232056592	0.293311974361632	0.464128092660909	0.643696938669343	1	0.29739896811149	-0.0901930680157677	0.319218453650522	0.0592503060985286	-0.0802508230779447	0.509947456396205	0.679115954362608	0.0964261434152955	-0.217095223110452	0.00507961057369864	0.450989581307604	-0.0585940006586973
LAMP1	0.308696780973747	0.474987871536377	0.336097427759574	0.210956064504579	0.407157776947447	0.316225878626781	0.36534740794099	0.43693311019426	0.303233742487055	0.588902271748881	0.480191841337422	0.388802588662506	0.331459486935027	0.218159126607495	0.0887736756202106	0.539668011715355	0.452906035634069	0.21430630005582	0.0669373443149507	0.7229507667651	0.808022649357909	0.03491910910168	0.213704263787794	0.140983879779638	0.344580543046327	0.415207385503521	0.144570441987637	0.722013887693006	0.858760477749947	0.707307269676519	0.645418857431976	0.470463532924411	0.647792101079979	0.840498251595436	0.826892903299272	0.521580868139782	0.451992894000958	0.534690902985501	0.219058475734129	0.576485323803955	0.638727774703115	0.689264756328667	0.728066426846754	0.29739896811149	1	0.82503870258089	0.7097065074957	0.866762189375982	0.454079685172273	0.736912294322481	0.152811588856777	0.753120096139671	0.632135939794887	0.613053087353569	0.872234582778695	0.747378873317441
APLP2	0.00917735276955662	0.152709846136233	0.0698298107711231	-0.21138189777085	0.12830179656759	-0.0693919780681495	-0.0697685263489689	0.0420264613357382	-0.0694976581937814	0.483828978760933	0.13454300016231	-0.00769249131599516	0.128988897398138	-0.174536381241805	-0.0501548453729976	0.156062757655682	0.0489115111067723	-0.217876961808565	-0.266367420335667	0.718519425619896	0.871341343610443	0.0051800694385264	-0.02369435572133	-0.091911128303662	0.113127426435126	0.168231422407023	0.470650431193382	0.627820308356853	0.885371626732309	0.499809917974635	0.832356505623684	0.123701166022738	0.377949323216709	0.686103067574618	0.747799798169586	0.280343392450149	0.654299721279679	0.262229507463815	-0.166427782093887	0.175542762772692	0.551805412609894	0.625111575734837	0.463601721690154	-0.0901930680157677	0.82503870258089	1	0.592385099060893	0.925686451323552	0.628718396026111	0.574229391499763	-0.0400796830141554	0.854125107795806	0.847106772319046	0.623995937439515	0.741577701335434	0.858397429975804
SMAP1	0.395045841484422	0.502087427968477	0.51637534418267	0.242449936476352	0.532125167027102	0.380926024138006	0.350240456094704	0.450613812322802	0.430894532515566	0.755137170052655	0.576666377760408	0.401529054419058	0.37486878884018	0.304779647284569	0.283053761570269	0.512736091531816	0.40366726657927	0.132839631454142	0.0420363673256427	0.783273625990385	0.667128933239471	0.140734140725015	0.328295884936424	0.17506910278096	0.498077680539066	0.477718368437449	0.192579281450082	0.666824831436163	0.54955452862947	0.57730504606904	0.650591532773813	0.220045303517905	0.745715282484486	0.848003432068882	0.658191719360234	0.622536169175402	0.574016239480873	0.739386840784283	0.0836561476382925	0.470837143382733	0.760025869465538	0.518953316567615	0.700285071218778	0.319218453650522	0.7097065074957	0.592385099060893	1	0.643325388952758	0.67252552980903	0.573843716350981	0.359345298345635	0.620194188628322	0.638230153634921	0.725078272931005	0.605659819593163	0.392657159181579
CD81	0.0902331888609105	0.225566385756095	0.147100203665864	-0.0589300186263968	0.120866133544402	0.0142819830205835	0.017149965512402	0.0706327445060067	0.021211741258995	0.486337891311907	0.192417257266155	0.0491246957800199	0.220057801054208	-0.0431050725575947	0.0318132861822439	0.245299687171506	0.102952082812729	-0.0681416552665233	-0.111147307670848	0.682426494587975	0.943215240462229	0.0487687566865999	0.0341432089899745	0.0198223672329327	0.1182384839387	0.116607644966942	0.221756018050589	0.670927468039995	0.93705998489706	0.528354112989109	0.826687102396671	0.206930643077883	0.429358055953238	0.729710376398352	0.783881471225686	0.261247036272454	0.506935460729859	0.312889223613638	-0.0555868603321429	0.23280155493152	0.556488933025978	0.699122591187274	0.525507265085899	0.0592503060985286	0.866762189375982	0.925686451323552	0.643325388952758	1	0.671854293567249	0.594691586468446	0.0294473976802942	0.842367666953604	0.722736270408099	0.636091240131041	0.850329477485326	0.927059035528169
ATP5F1B	-0.0831361079387534	0.00267342712646082	0.0260990613019195	-0.229251264354646	-0.0839549212809127	-0.180383155868278	-0.207176641923073	-0.204099845830899	-0.130480893489522	0.464089657067158	0.0512909569332506	-0.181243571175534	0.0576425694340078	-0.196990350008322	0.0181156700306755	-0.0562981055175625	-0.165493162869026	-0.237779217753985	-0.189763782456985	0.751944626583757	0.666041182165998	0.0854137647136522	-0.097129926754773	-0.176577502698566	-0.0436473586988638	-0.0925948451194837	0.392023173779856	0.353668241345477	0.478642174921766	0.229352321284218	0.885301852392522	-0.10425599982668	0.320054502674204	0.53531678444612	0.358168923683687	0.0576494254288931	0.672269181029273	0.310760914497408	-0.210455750357161	-0.121941007468203	0.541950122524382	0.325480652617929	0.131826193666055	-0.0802508230779447	0.454079685172273	0.628718396026111	0.67252552980903	0.671854293567249	1	0.266850623537234	-0.0225942758969254	0.552430708347671	0.715888534539156	0.81991438372515	0.339980470995342	0.453394417218099
TNFRSF1B	0.663251938625989	0.791655428211607	0.688243655579101	0.374549435707552	0.709976129717283	0.664460720343849	0.646585676220302	0.576465594439195	0.6538879039558	0.810394006467839	0.779959699982874	0.699826389774554	0.764208526153112	0.512044212618195	0.537611329786521	0.783554909663398	0.729160928690831	0.405080709009496	0.32852889635213	0.521515135123651	0.700931560039557	0.502181127545316	0.638923064090958	0.471401580489292	0.744171609908345	0.707734874379059	-0.195890776612756	0.870608305501995	0.700993231077041	0.69484124846273	0.313603544982569	0.431280399424183	0.659041272980805	0.829704686120625	0.894673471701169	0.727950752159573	0.124159245581446	0.596739160447782	0.525290113604854	0.753761144640472	0.834485913301833	0.693884484712822	0.764562413877726	0.509947456396205	0.736912294322481	0.574229391499763	0.573843716350981	0.594691586468446	0.266850623537234	1	0.613494741769414	0.731860664750696	0.309185273131071	0.454372624862908	0.784901476288893	0.543988747712806
IFITM1	0.916977961100297	0.843518860313419	0.879710513725066	0.678321901980846	0.800589074498383	0.872500917119326	0.75236073978697	0.583669665254323	0.889203231273254	0.632976161696096	0.820548984990396	0.786474607851372	0.883732462667311	0.81664548106451	0.942982205082007	0.791285693036613	0.717340242445177	0.625048769450566	0.689652365901375	0.0255873128006372	0.202964403113864	0.782040448738678	0.940511824468767	0.766666110126114	0.849732128462589	0.639901000344451	-0.450352222072827	0.713857842573699	0.12479156789791	0.385726224359781	-0.235644055287694	0.368165260163991	0.576513337678158	0.527371345009745	0.47482341107691	0.66388738772535	-0.185717961457198	0.659125819413795	0.665011751269435	0.631420139979325	0.575225758105175	0.274334833141713	0.632102176750111	0.679115954362608	0.152811588856777	-0.0400796830141554	0.359345298345635	0.0294473976802942	-0.0225942758969254	0.613494741769414	1	0.337934253005943	-0.173295663218955	-0.0261533164330003	0.380042072442364	0.00965659514911488
TNFRSF1A	0.359574226738273	0.474178759615292	0.380641883149781	-0.000362686367075948	0.396014738768883	0.254462851636038	0.224477465658798	0.241227703688741	0.226459061072918	0.659845153042982	0.378145527770358	0.29072191584907	0.405454951807195	0.114834287718641	0.320250007876252	0.407415342235188	0.32154601667181	0.0368666297815858	0.0361694986218929	0.639037452688097	0.831365382223904	0.446552776190293	0.368859107184104	0.318406330718789	0.426444535379498	0.365558193518823	0.200486418481197	0.833033632167527	0.798000627302443	0.55078281377374	0.664336578575625	0.23889164219821	0.460628874210258	0.773932214879921	0.832802461755197	0.431072622816777	0.437519518087743	0.433020698251793	0.146655319745266	0.400459618037712	0.707047284286187	0.624580876535733	0.610373600846817	0.0964261434152955	0.753120096139671	0.854125107795806	0.620194188628322	0.842367666953604	0.552430708347671	0.731860664750696	0.337934253005943	1	0.595812254049513	0.545799474602899	0.784070276484802	0.787690999113748
CANX	-0.181792393621785	-0.0698697333296065	-0.0813644397051452	-0.33042874267213	0.0261902846620717	-0.230955280335383	-0.252296042398863	-0.0825469198849785	-0.182702569372278	0.403653825282379	-0.0044804090489813	-0.181936360881234	-0.0627341567393428	-0.320551808359255	-0.203991265512962	-0.0585065281856405	-0.147156219507563	-0.405577081219783	-0.444931668560274	0.784769602890533	0.647499998612103	-0.226214997164052	-0.217791599496001	-0.349838579056846	-0.0106960101910665	0.0950237309295064	0.727048083754202	0.376581340830964	0.606786174330136	0.303386189125021	0.849421243709124	-0.10099362966485	0.331088207451249	0.544158528259798	0.466890885289843	0.20971619809769	0.896533969675996	0.247546494867202	-0.394328461186197	-0.0469800505640726	0.462564667047329	0.410050426614094	0.27686535963995	-0.217095223110452	0.632135939794887	0.847106772319046	0.638230153634921	0.722736270408099	0.715888534539156	0.309185273131071	-0.173295663218955	0.595812254049513	1	0.664619157477415	0.428510438877216	0.55979732876808
C1QBP	0.0330062515900525	0.211223574975139	0.114579044218991	-0.133555063021	0.157795322130812	0.0188547578157449	0.062449746748951	0.150779324998757	0.0164756650476718	0.659302543195883	0.249610508064117	0.113644333948013	0.0719643992417318	-0.0969164883693814	-0.0692420985387186	0.168455489825827	0.16633329694133	-0.101774731690765	-0.209214448752178	0.908915307456213	0.614521052697684	0.0218685980315534	0.0120613663416916	-0.147697797808755	0.158796016483885	0.253405146961586	0.312980251603548	0.395894695976006	0.498514040534815	0.437667350968682	0.856729977249958	0.0906594499452718	0.514530182111836	0.646184931354592	0.49565846384288	0.354761058439863	0.604987060483251	0.468881825472779	-0.0456839777472058	0.22829071343476	0.729580746600957	0.392762142391266	0.264640096822424	0.00507961057369864	0.613053087353569	0.623995937439515	0.725078272931005	0.636091240131041	0.81991438372515	0.454372624862908	-0.0261533164330003	0.545799474602899	0.664619157477415	1	0.361701125741936	0.378152233334949
ITGB2	0.466514479886051	0.560072996384878	0.483348542689392	0.349018715260721	0.443069024409428	0.428739773222499	0.420272540520631	0.389205478951473	0.444128610390619	0.531102014990094	0.549841433026369	0.428230368466536	0.559269193924089	0.405205295442184	0.336712740130577	0.626360373538036	0.463163636467374	0.326824762119611	0.279053869320766	0.461669384486032	0.866876310013805	0.24491923881155	0.37310012912982	0.364500117776338	0.415619878343315	0.347166332148523	-0.102592534111938	0.832402319862411	0.922259802708858	0.68761815722199	0.453771721759959	0.502632332021116	0.592536938594704	0.800263348282644	0.890433862869982	0.477279446203729	0.213653250197286	0.473737718887696	0.324156882186336	0.581103636752455	0.561495926087554	0.799601399966948	0.799121154995663	0.450989581307604	0.872234582778695	0.741577701335434	0.605659819593163	0.850329477485326	0.339980470995342	0.784901476288893	0.380042072442364	0.784070276484802	0.428510438877216	0.361701125741936	1	0.830984209285563
CD68	0.031812675797502	0.144346921932112	0.0541658499021397	-0.152132273678255	0.0612986122754279	-0.0600434664428132	-0.0772308426984832	-0.0387639103033212	-0.0674844205416639	0.342015954185209	0.0729670576291401	-0.0357674895583849	0.182114013392099	-0.123145053746674	0.0152973524367727	0.153342519508216	0.0150158134018159	-0.146062675409697	-0.141201446315123	0.441028950163279	0.897554667139559	0.0733174054312191	0.0179351012870224	0.0172146301590518	0.0639618302511789	0.0597184699597247	0.0769055234511713	0.610171812924268	0.929785569454738	0.365788983360352	0.655453188399887	0.105274738001503	0.205220879926926	0.567311844417519	0.762824397122639	0.181581461950282	0.283716179461101	0.0794011696015027	-0.109474416936936	0.144291242591136	0.401527495758525	0.62744227371093	0.426586519873605	-0.0585940006586973	0.747378873317441	0.858397429975804	0.392657159181579	0.927059035528169	0.453394417218099	0.543988747712806	0.00965659514911488	0.787690999113748	0.55979732876808	0.378152233334949	0.830984209285563	1
