""	GPR171	PTGER2	CXCR4	CD2	CLEC2D	CD3D	LAG3	RPSA	CD3G	CD96	DIP2A	ITGA4	PTPRC	NCL	CD69	JAML	TIGIT	CD47	SORL1	CD247	SELL	TRADD	CCR5	DPP4	TNFRSF14	CD8A	KLRD1	ITGB1	PILRB	S1PR4	CD44	CD46	HLA.DPB1	ACTR2	CD8B	RACK1	F2R	CCR6	TNFRSF25	PTPRA	IL2RG	CD226	IFITM1	VSIR	CD4	SPN	LAMP1	JMJD6	LRP10	ATP5F1B	PLSCR1	ADGRE5	CD74	CD63	PTPRZ1	STX4	SLC16A1	PTGER4	CD81	SMAP1	CD6	TFRC	TSPAN14	TNFRSF1B	APLP2	CANX	LPP
DPP4	0.819944375509561	0.797054418359394	0.514174987016277	0.822005256461523	0.835715643892902	0.901364174440205	0.155006214729852	0.754893800369347	0.805511514466262	0.760481135665377	-0.00118699955308389	0.492707843924732	0.807103364656623	0.118779303963883	0.453276587706424	0.614705075635021	-0.0505728933656239	0.77911102835879	0.650420804429182	0.815678436895052	0.891717422786152	0.91205054775648	0.676880601016056	1	0.689515320613229	-0.233647410860326	-0.42952831586575	0.531653720203401	-0.199652193925377	0.869756861378354	0.508252140908218	0.422839465608225	0.356091908131594	0.288782069594354	-0.270199392791599	0.799803449878283	-0.0253408020515996	0.942532164064936	0.845581489041535	0.279311411180174	0.899029483717398	0.756275332096935	0.876650682184548	0.596761711449459	0.784557249020262	0.806480096795663	-0.00206473678175059	-0.276388253114831	0.39446652121496	0.40051802910325	-0.0626149282372462	0.564786152224891	0.102614021952272	-0.0325635442997064	-0.173583113412951	0.0125951303465108	-0.0790942204697027	0.838117963779055	0.177681803839933	0.524787098083906	0.68959562873841	-0.222874319527006	0.356560456190012	0.438905465606168	-0.00880746251007661	0.125976674513889	0.0715591657782167
TNFRSF14	0.683415586433894	0.680044268371041	0.626572280501348	0.670025282931349	0.694014386779267	0.744605890585272	0.185965019453492	0.740705540585587	0.702239456618705	0.67171763752451	0.249908023161005	0.634873104448677	0.759235254633063	0.300753169739582	0.620905569684372	0.638814081705603	-0.0892349008161745	0.809784650241743	0.749712377310493	0.676261873986332	0.721419585236582	0.758079227946015	0.472377532727891	0.689515320613229	1	-0.089165627790784	-0.0966402820724157	0.853106998774742	0.0380297676405333	0.705415925128677	0.809765721484425	0.57243449517338	0.627108723209949	0.692304345502537	-0.0846041818226677	0.745575866734368	0.224757506812122	0.679223255160353	0.764848038218768	0.310114663588535	0.710673179229088	0.603121844811666	0.638950347830794	0.843433487519628	0.913694191537689	0.642592292727207	0.487394919955587	0.041996739604527	0.555789294275358	0.523694564602085	0.285473087107863	0.580704581028546	0.490930022468585	0.255644783359141	-0.0452096830282185	0.35744837717902	-0.0962849710477015	0.799123579992846	0.484457457603496	0.601842367200283	0.598682098239079	-0.0750970500916399	0.732476834310152	0.790174851907976	0.405249890118474	0.431948744593595	0.341803302068091
CD8A	-0.0566867082832917	-0.00696945076687307	0.254202786474298	0.164144952113174	0.149577758762425	-0.093505068167549	0.731658121121787	-0.425593782291051	0.140361721561432	0.315873947951708	0.715686529375776	0.497642613614064	0.20050930647646	-0.353033676082127	0.208106979260746	0.135322956555402	0.72021778028279	-0.0336497792472853	-0.0800825110737607	0.125469032597745	-0.287489038665193	-0.253191336228851	0.0813504071631202	-0.233647410860326	-0.089165627790784	1	0.850214329112712	0.024751603064369	0.412199934787209	-0.151310999226751	-0.199152753499539	-0.0251700460137386	0.00360558702789577	0.044168569204757	0.942087181949299	-0.392557126828066	0.63009738231538	-0.287277157482025	-0.141021893425649	-0.189270432545482	0.0708115232573172	0.193400798607525	-0.189663556545059	-0.0807628326108071	-0.284410893775956	0.0603844241464939	-0.0753117778043065	0.123872169011783	-0.392623894263451	-0.437853842521135	-0.0941740310875802	0.346279174095257	-0.0281609012180286	-0.380401683698388	-0.25316611117924	-0.136673430019003	-0.322777054978595	-0.174690100704927	-0.276704158412492	-0.604099151283886	0.0524821289782136	-0.38024135601825	0.0898209398871325	0.281310955048783	-0.278557428030788	-0.323622234261022	-0.330327090606228
KLRD1	-0.190716960310492	-0.152529438755646	0.24692753417214	-0.0504453052489852	-0.0123172622513708	-0.251411757132498	0.459031751579341	-0.500216172752175	-0.0140454558388113	0.109136866270946	0.549975798299713	0.390858156358635	0.0418470486716932	-0.317887922610746	0.237160086860552	0.115407332751796	0.500258004212966	-0.17530734060874	-0.107594538906902	-0.0937412224340234	-0.419025626805029	-0.427400912321384	-0.039402266488301	-0.42952831586575	-0.0966402820724157	0.850214329112712	1	-1.35640128254766e-05	0.512385495184869	-0.303576730819785	-0.191664907355493	-0.138717737308934	0.0630561118093304	0.0653061500411857	0.824202053760869	-0.495472352792944	0.684667088690991	-0.479696366452726	-0.214130116506062	-0.293408647655936	-0.12614502125985	-0.0335464075392814	-0.333787758141756	-0.150124829287372	-0.381708037751132	-0.024350437042396	-0.0170032408389041	0.214637575194456	-0.389670353627286	-0.435741154770022	-0.0419221028936394	0.264292105275994	0.0284916446661903	-0.330269531267207	-0.224525828138216	-0.0885036250462302	-0.350392169317035	-0.233784795163992	-0.281402375144746	-0.570859264725128	-0.0550691532064079	-0.350597620290035	0.10520967750301	0.295830516033618	-0.209111053181074	-0.352379811746604	-0.286443723500505
ITGB1	0.551802344393583	0.572423056159666	0.612749188302947	0.612072118961782	0.61707703689938	0.583228161210015	0.355759248001069	0.628965047712704	0.631965762586527	0.559475199857905	0.450742602177296	0.640608990808409	0.675281943337457	0.489091555445796	0.595736252663034	0.545180585314702	0.0378370954594131	0.828496380936761	0.864604025307606	0.585440653549711	0.432300112794698	0.582848023482453	0.591103884093939	0.531653720203401	0.853106998774742	0.024751603064369	-1.35640128254766e-05	1	0.0475517046033137	0.551577034446512	0.859455761823786	0.81123716797539	0.667062294735324	0.796813239548254	0.0737790226366036	0.664915642024155	0.422551060973434	0.446024828070147	0.567690879300404	0.531575042095152	0.568263788821192	0.548649574532582	0.588977199820292	0.735204443972483	0.802889121479761	0.575446038788444	0.656959161448512	0.391633473448925	0.691640271436714	0.612476392951631	0.555525356528692	0.653195130977662	0.583299383081719	0.407016299632653	0.209018132345493	0.458695268982678	0.139427373034454	0.671060565821528	0.663865899333288	0.567659806327516	0.563020519196498	0.145182985325815	0.879484288577869	0.826664367246983	0.554756273077056	0.600935333568092	0.466277480660478
PILRB	-0.291576101756218	-0.318687143334752	-0.166699731558522	-0.238670489902565	-0.0375897416978592	-0.252106982640952	-0.149200169121581	-0.311136835371964	-0.241492868160973	-0.0682056688720692	0.314519428600887	0.199681607464306	-0.0901021219277171	-0.1139309660111	-0.289328610687217	-0.0330823405474513	0.293561168345398	-0.194781226183178	0.00464807825033404	-0.258197494217054	-0.107719835274252	-0.256855639772846	0.00238261673894014	-0.199652193925377	0.0380297676405333	0.412199934787209	0.512385495184869	0.0475517046033137	1	-0.287130972988331	0.0411492412363001	0.1173784838009	0.122187760554872	0.359288112506161	0.214972836664231	-0.26022086810853	0.237001166905441	-0.209659707910809	-0.228143410174891	0.145674085872122	-0.136452631911473	-0.152271358078554	-0.385667599679285	0.153454062921753	-0.0861160831519577	0.0847803285080088	0.170057506920254	0.123967770132843	0.0129331917841809	-0.0916541542386404	0.271910999429998	-0.0507763122594364	0.349570938306294	0.152238115953533	0.211625145802314	0.478350120812682	0.0852413591628042	-0.287013255706746	0.166015238867504	-0.220860243063595	-0.278196304031949	0.0804481444929626	0.24774114072225	0.239806479623416	0.266051119842716	0.0954242987016582	0.349324933126117
S1PR4	0.965919448975806	0.935855361855254	0.686872692196804	0.903305175958479	0.884963250373458	0.952587847643126	0.300904895986172	0.754652951396297	0.893987853416387	0.848177473830893	0.0872623743781322	0.562812909054219	0.906260531840929	0.135145958048676	0.688051241261448	0.736468215482858	-0.0716130069658289	0.858127609204926	0.6494671583433	0.941282464154063	0.856804448004783	0.938306301943994	0.551798643950079	0.869756861378354	0.705415925128677	-0.151310999226751	-0.303576730819785	0.551577034446512	-0.287130972988331	1	0.455838882104779	0.389933561227432	0.360928596766926	0.198057081510576	-0.109528519693453	0.797182049549097	0.179720080673042	0.90128304306185	0.917399010653556	0.245260934108243	0.897901884696126	0.810494350400966	0.942892721986428	0.482643060398167	0.716849445467984	0.733144047506014	-0.0446443875897754	-0.211077589614524	0.351258017139538	0.380098012354569	-0.255452679624579	0.589617056444332	0.0149434534428936	-0.186608608855302	-0.222911797743836	-0.100846196290288	-0.167902837127968	0.943397395504009	0.0923858699430306	0.500255981096446	0.895312347917553	-0.283922331742622	0.388932477842722	0.490476348914303	-0.155010528633829	-0.0206318676534662	-0.0451560519785702
CD44	0.463118227057347	0.453149253142122	0.391608285264038	0.381446669505917	0.399898728414615	0.456363016804653	0.0523236637664594	0.758531863209046	0.403641997485245	0.371566421131845	0.120696728544697	0.30713695943311	0.468961736115848	0.611079069166284	0.363476619480138	0.414250212533597	-0.238935881279849	0.693574747590685	0.680000903388685	0.400052468266647	0.46032291247925	0.576199121369924	0.390094255625545	0.508252140908218	0.809765721484425	-0.199152753499539	-0.191664907355493	0.859455761823786	0.0411492412363001	0.455838882104779	1	0.656587014522869	0.435150462945602	0.761001210307434	-0.17836125787561	0.730130426294988	0.121639501512196	0.461980702223648	0.517233958016422	0.523735300816951	0.396857897384534	0.339154602348068	0.428443952331151	0.659006894193637	0.801160038108714	0.348659485560617	0.762160001357619	0.335508167824523	0.668551038879966	0.775553757470134	0.58899677335468	0.328062519568671	0.434148122289607	0.676142571040723	0.25694209664253	0.615212656779797	0.226801759758185	0.520710773388032	0.770795815618981	0.688149563641546	0.352282523327734	0.339473404752822	0.677977121006716	0.57083807523134	0.717290296102676	0.793814020790025	0.52150118217691
CD46	0.357453691330722	0.384466280060601	0.366042801051969	0.477410853449305	0.446801655955282	0.446074666055863	0.305006863728802	0.5670392096688	0.479028506664463	0.391510345350872	0.487396562861562	0.447163787458379	0.458604697521288	0.655988141587806	0.359421693254949	0.303702126565377	0.110308824011637	0.717106880582213	0.636396493984529	0.43131445190936	0.321648086984231	0.451868702140237	0.451235894665163	0.422839465608225	0.57243449517338	-0.0251700460137386	-0.138717737308934	0.81123716797539	0.1173784838009	0.389933561227432	0.656587014522869	1	0.495007886167441	0.57865574454983	0.00974797081184046	0.647803702075815	0.373162608335172	0.35442862959339	0.381608114825082	0.866153857539409	0.440015918568781	0.429491325390262	0.468299781360098	0.509554944649129	0.551683670271794	0.438195222195901	0.455468562958807	0.584432798876553	0.847740221576533	0.706734656298355	0.486020860314322	0.542585445579456	0.415627848912715	0.529753362064832	0.608623651750119	0.629741158903103	0.606842948708703	0.491605083713867	0.784092448634481	0.651832949923431	0.377111153657757	0.477591262000487	0.646348089249625	0.525436516025326	0.483549591761864	0.604217879785902	0.636151385803545
HLA-DPB1	0.325786393763842	0.36450876723041	0.472135168705586	0.448913891957962	0.448067972132693	0.435155680987229	0.138036828445392	0.341458147202015	0.475235163998642	0.421472176123449	0.244915546734597	0.522228969623642	0.501554871832086	0.165787612409672	0.39815757380525	0.552203629235568	-0.0137061520162752	0.474062718473	0.736412903715371	0.364349452693554	0.378459996629073	0.415502898877257	0.403848967959222	0.356091908131594	0.627108723209949	0.00360558702789577	0.0630561118093304	0.667062294735324	0.122187760554872	0.360928596766926	0.435150462945602	0.495007886167441	1	0.624950694039692	-0.0242241795759724	0.399679700633835	0.139157132534273	0.351412888177236	0.400314378692477	0.147783346533248	0.41985318573678	0.424859552315674	0.399480782024133	0.745127274653714	0.599610671402302	0.491849686531644	0.273749263382888	0.033481948112478	0.404339657207494	0.303868251667746	0.389079337077693	0.527390354569236	0.795909451475784	0.106483257069859	-0.0418425605929457	0.1763284038449	-0.115098684743083	0.502666492590482	0.410627216333056	0.385799555164799	0.304943502521972	-0.12067132734993	0.713103657224273	0.773426969782822	0.295806795400334	0.239769159543225	0.257033782367172
ACTR2	0.232490802107298	0.255227329345817	0.360152837273801	0.235559553385004	0.370014330984259	0.192908998870065	0.0942973975091206	0.347872113078549	0.215405884522328	0.274173597992433	0.303727235721762	0.423702277552091	0.373955777229874	0.276864735719044	0.224443981824273	0.429668863394551	-0.0696707642818317	0.491678119184513	0.718188358884831	0.226127338408321	0.243658885468612	0.331156979337172	0.495739190862609	0.288782069594354	0.692304345502537	0.044168569204757	0.0653061500411857	0.796813239548254	0.359288112506161	0.198057081510576	0.761001210307434	0.57865574454983	0.624950694039692	1	-0.0226470692033031	0.382996211480295	0.156688050442249	0.230629444664065	0.290736717612512	0.317112271567839	0.248673131431539	0.313772118393805	0.18098097340035	0.799953014982816	0.681213558524908	0.31523194021048	0.732555448486444	0.220326500070552	0.444294397173973	0.415420421605621	0.779900386245381	0.261655263428763	0.799596161160812	0.507901866226796	0.190200854037428	0.491843887919822	0.0416036641190242	0.297907351994039	0.667637748979646	0.320857485991137	0.157902698982266	0.144263701194771	0.855382724838459	0.693943878026547	0.726964991373334	0.664046068340971	0.544838300986071
CD8B	-0.0274458311450876	0.017908968216333	0.290831765508278	0.194674606896489	0.132119369999619	-0.0514908313626977	0.814839861987512	-0.382765434616075	0.196625786189332	0.287294751432797	0.749692138743542	0.53035578742851	0.206908222184493	-0.256520499802468	0.348907355395593	0.0882166229571345	0.736047253343983	0.0119149153851753	-0.0764086245291754	0.161110431364996	-0.33593601051178	-0.274259498658166	0.00543102295496679	-0.270199392791599	-0.0846041818226677	0.942087181949299	0.824202053760869	0.0737790226366036	0.214972836664231	-0.109528519693453	-0.17836125787561	0.00974797081184046	-0.0242241795759724	-0.0226470692033031	1	-0.368029710141371	0.746269192551396	-0.334853423108098	-0.129663334848197	-0.161586443525906	0.0885161618088731	0.14537521978948	-0.116695652050269	-0.146129411199998	-0.281641984903151	0.053833080733678	-0.0322942577579575	0.261364426189426	-0.308101323904573	-0.392668575812964	-0.152243527957509	0.415873368172254	-0.101200566897684	-0.387062096467323	-0.229414487709578	-0.180273337509682	-0.294739322472083	-0.113227638840471	-0.289580075609372	-0.546754547681872	0.148585693983268	-0.338128225292773	0.0686580975245411	0.296948931248925	-0.29717512922679	-0.319701502053548	-0.342291676976608
RACK1	0.781869808055694	0.776191951018434	0.550382069997349	0.687992304985039	0.642288515279276	0.786791730277598	0.07595017442326	0.981721673358964	0.687560364998682	0.631208687592513	-0.0366952209451642	0.288820405912461	0.673722533334939	0.589382822673665	0.526189732374385	0.609765480662508	-0.359413117406541	0.861199916171447	0.614860624534361	0.710385246257043	0.794379191858403	0.90562667530716	0.461227555027171	0.799803449878283	0.745575866734368	-0.392557126828066	-0.495472352792944	0.664915642024155	-0.26022086810853	0.797182049549097	0.730130426294988	0.647803702075815	0.399679700633835	0.382996211480295	-0.368029710141371	1	-0.0221648028121191	0.83529289914793	0.838760031082753	0.564323035975861	0.683218535861214	0.623703601837826	0.770745577951763	0.571456391280819	0.759171042292941	0.505400179363322	0.197735417218997	0.0978104009261425	0.637038599252946	0.797542781875514	0.0807799163452117	0.423712371049683	0.133221414692865	0.355524816667968	0.173454651328454	0.313927809874081	0.283619052579516	0.822837544248759	0.564201124229493	0.859309692252866	0.608819451806043	0.217992018449231	0.401426406547188	0.351159927185474	0.211415083606123	0.409368976982423	0.282147147801154
F2R	0.236449752426697	0.247271538564175	0.488496092528214	0.385256170412233	0.37412286578249	0.224282599872201	0.659655426663915	-0.0715588576808457	0.441660642892347	0.394083291984259	0.765775914871078	0.690573097717482	0.423515908752386	0.0447916852169339	0.603932014812061	0.249417065261656	0.575816829151898	0.358717764765457	0.260062500563674	0.363864267416031	-0.112823206100845	-0.0290880691391394	0.248953775617345	-0.0253408020515996	0.224757506812122	0.63009738231538	0.684667088690991	0.422551060973434	0.237001166905441	0.179720080673042	0.121639501512196	0.373162608335172	0.139157132534273	0.156688050442249	0.746269192551396	-0.0221648028121191	1	-0.13020535910863	0.1473529340754	0.236561451301259	0.30631045516003	0.287918421881084	0.220062449265412	0.00465726799618183	-0.0165060727162501	0.363902580558583	0.118350862758334	0.505803385974588	0.164166465425501	-0.0409528175641585	-0.0347993655208072	0.639383735235786	-0.00413192048710352	-0.208560987179224	0.0626971411999633	0.0739138583882117	-0.0167155722335287	0.261328730251706	-0.0244538756509967	-0.161075120189456	0.484022719404633	-0.145212478542513	0.342698823340496	0.520934605853863	-0.123805988102367	-0.143846349215057	-0.0160167574872451
CCR6	0.85344672373865	0.824859477949999	0.493893353145915	0.779123400177477	0.784779550905301	0.900471379123891	0.078116955606586	0.790905795524714	0.758620321011864	0.75721204056144	-0.0970404613514959	0.394454763543711	0.78327038609953	0.114349630766618	0.431694744211954	0.662048096412175	-0.203557564258818	0.749102418235106	0.558538837745463	0.80748478065137	0.970547922024415	0.961359601527806	0.50066130368535	0.942532164064936	0.679223255160353	-0.287277157482025	-0.479696366452726	0.446024828070147	-0.209659707910809	0.90128304306185	0.461980702223648	0.35442862959339	0.351412888177236	0.230629444664065	-0.334853423108098	0.83529289914793	-0.13020535910863	1	0.896822269821982	0.255868277057967	0.85673368117533	0.730626928159731	0.826787908480997	0.564609657384986	0.75110646344482	0.665506590124293	-0.0999111095987792	-0.385449830694976	0.351816805705276	0.421907523368589	-0.183607765182729	0.408602372786838	0.0852656659643463	-0.054375242290643	-0.154573435038201	0.00925331020391004	-0.0898809606241748	0.830290121763565	0.185004472017818	0.579924102162518	0.651695684989393	-0.203302685578726	0.294585215872567	0.356687788612705	-0.0685780949030844	0.0675399723471356	0.0712561896467138
TNFRSF25	0.944493036297208	0.939334289433694	0.774351699049705	0.849351391786129	0.849467363423549	0.90340060095488	0.242452493973859	0.805830670555392	0.852788873571961	0.859466720555916	0.034088728937044	0.52049529782757	0.878309728112059	0.153729764595246	0.744021592913631	0.836660903688518	-0.244839178555498	0.861834789508056	0.614028371462849	0.878382481408913	0.8753120413678	0.939261246156518	0.540935861386141	0.845581489041535	0.764848038218768	-0.141021893425649	-0.214130116506062	0.567690879300404	-0.228143410174891	0.917399010653556	0.517233958016422	0.381608114825082	0.400314378692477	0.290736717612512	-0.129663334848197	0.838760031082753	0.1473529340754	0.896822269821982	1	0.201600624212872	0.849132100063506	0.77586157421955	0.839076074724922	0.554609004307271	0.699611908590225	0.651987127147399	-0.0564254352489604	-0.223403339099422	0.299194072304844	0.405883021082067	-0.211468915859141	0.548410495759153	0.066039182440736	-0.119151673009475	-0.192067283637787	-0.0410500460343667	-0.176241546420963	0.92539390184523	0.167643918373212	0.548025078305307	0.773519199753895	-0.277836238151301	0.407841376109173	0.463528205389676	-0.13313588117654	-0.0133906938908861	-0.0193250461792152
PTPRA	0.190290341624995	0.17505979389745	0.0307927778614279	0.211658095195304	0.181473121176589	0.271690136666696	0.0528598930118183	0.493235952157664	0.218535502023861	0.132070624234675	0.285702085926554	0.12606626571354	0.184079480200583	0.704763936772034	0.0652601119907123	0.0171883975139096	0.0143710039445211	0.502120721270633	0.33510155767236	0.210970110663908	0.238095629995231	0.302280761555801	0.187217698811711	0.279311411180174	0.310114663588535	-0.189270432545482	-0.293408647655936	0.531575042095152	0.145674085872122	0.245260934108243	0.523735300816951	0.866153857539409	0.147783346533248	0.317112271567839	-0.161586443525906	0.564323035975861	0.236561451301259	0.255868277057967	0.201600624212872	1	0.222008848866735	0.167467175105972	0.286758635617402	0.207758227350341	0.32977614403122	0.21016522210488	0.340366386997936	0.612189111535246	0.860897195604923	0.74268685858015	0.357919809971498	0.224220706482977	0.15456632052678	0.635727671258445	0.820468312957052	0.74700000089405	0.850987964562782	0.27369455099758	0.777062378607181	0.659974964932063	0.197058959178286	0.710648212467916	0.344012235303354	0.170277547231043	0.462946851543276	0.608927962658797	0.72081267832503
IL2RG	0.851030673342082	0.838144120158346	0.646675087198802	0.934955377809427	0.925786841946837	0.957061473391135	0.44441944103165	0.624933042144078	0.939638881518266	0.884383939279683	0.308312257343848	0.763551983714702	0.931606035140853	0.0182986071879728	0.655725734413615	0.672769341620356	0.235220108905807	0.80241305770735	0.636933057765215	0.92268401733125	0.838555880526846	0.837776418821535	0.609917339958375	0.899029483717398	0.710673179229088	0.0708115232573172	-0.12614502125985	0.568263788821192	-0.136452631911473	0.897901884696126	0.396857897384534	0.440015918568781	0.41985318573678	0.248673131431539	0.0885161618088731	0.683218535861214	0.30631045516003	0.85673368117533	0.849132100063506	0.222008848866735	1	0.833853962239854	0.890703124952798	0.559986174797756	0.705376851512801	0.878371151315531	-0.0729711771877756	-0.18870945745573	0.330835526200533	0.251535586947229	-0.207027009158594	0.75903582348763	0.0976834778982055	-0.254018127359404	-0.268849492566605	-0.0834282461570815	-0.206976626435587	0.874138723714458	0.0306475335843329	0.363916104378353	0.817698670513157	-0.380389285251256	0.39282359422724	0.615894799554333	-0.178317121636833	-0.0698136915970986	-0.0445591357949488
CD226	0.858981663078369	0.89614880616852	0.8003748685621	0.916015208325853	0.919354136910463	0.776335026246461	0.550778980853641	0.548397400086562	0.859938103287294	0.894157641499402	0.372278139105882	0.660641048575177	0.912112513164024	-0.00676257825634629	0.653479130555645	0.799080954553986	0.125657661364107	0.824408975515393	0.67737112323458	0.917779089165101	0.643276567938212	0.797689969028415	0.753270365413109	0.756275332096935	0.603121844811666	0.193400798607525	-0.0335464075392814	0.548649574532582	-0.152271358078554	0.810494350400966	0.339154602348068	0.429491325390262	0.424859552315674	0.313772118393805	0.14537521978948	0.623703601837826	0.287918421881084	0.730626928159731	0.77586157421955	0.167467175105972	0.833853962239854	1	0.811585821407959	0.51520259823152	0.57115869689669	0.697897468323546	-0.0535662642466478	-0.17285140230042	0.145156446139287	0.188881707478775	-0.0921307661213881	0.659096766327959	0.0998508059762822	-0.259115704647954	-0.304045129508403	-0.218794299898858	-0.22223514314918	0.792182087395445	0.05037689737384	0.226607659691289	0.816559416274484	-0.406152048821482	0.461310829171954	0.519620479162076	-0.210149592938261	-0.0839498091710026	-0.195019860946749
IFITM1	0.899359848155153	0.887221479132384	0.682705276302561	0.916066960386917	0.875190201647533	0.92888464944115	0.344172820564874	0.721250292687368	0.912954507900693	0.786411645448164	0.122525395218017	0.572707013333486	0.871999548567559	0.188265120961738	0.690612226314738	0.671123919043005	0.00289521611297318	0.855284471505933	0.714705232246645	0.911486477398582	0.753089294775338	0.871273038295194	0.665912192205118	0.876650682184548	0.638950347830794	-0.189663556545059	-0.333787758141756	0.588977199820292	-0.385667599679285	0.942892721986428	0.428443952331151	0.468299781360098	0.399480782024133	0.18098097340035	-0.116695652050269	0.770745577951763	0.220062449265412	0.826787908480997	0.839076074724922	0.286758635617402	0.890703124952798	0.811585821407959	1	0.444100688842172	0.68438017602146	0.80045179774961	-0.0307306544108816	-0.0863872123848377	0.414674302010668	0.387039828344982	-0.162356125358596	0.707099954167664	0.020888797880759	-0.171941157604699	-0.190214406688966	-0.147781920537726	-0.0895744626230587	0.933281393295989	0.0965526062464306	0.502276084450519	0.90111118757817	-0.252464868116128	0.391802630960758	0.500827593034846	-0.14490507559204	0.00427498030217425	-0.0570581980580928
VSIR	0.452561582152218	0.471963992567406	0.450323225061813	0.506712262316218	0.578139101136931	0.535282164721328	0.0857483753750803	0.535828533059531	0.491067745537845	0.510413335761054	0.24680739394965	0.567310929450934	0.58799903397643	0.160850558232784	0.348888135627657	0.52410715394178	-0.0614341600353868	0.615980280943436	0.740533086568522	0.480955780199116	0.586993625041501	0.609659578959846	0.521739134229897	0.596761711449459	0.843433487519628	-0.0807628326108071	-0.150124829287372	0.735204443972483	0.153454062921753	0.482643060398167	0.659006894193637	0.509554944649129	0.745127274653714	0.799953014982816	-0.146129411199998	0.571456391280819	0.00465726799618183	0.564609657384986	0.554609004307271	0.207758227350341	0.559986174797756	0.51520259823152	0.444100688842172	1	0.868833650358507	0.577257957072027	0.473701811864539	-0.0900965936571481	0.437288669520077	0.356335445928766	0.446807178375233	0.42383991171982	0.745487853830103	0.273174133575297	-0.0599245604219291	0.307993143594394	-0.111557355408085	0.581648354819983	0.496436586272042	0.436383142860979	0.357728985292775	-0.0875493105077556	0.749049815362255	0.729018888489544	0.476840635388029	0.45507413207589	0.400528326478322
CD4	0.648880363314545	0.628918641233559	0.440710979975922	0.62867584678699	0.660940003692869	0.739229318087942	0.0678813812062567	0.747200669634489	0.633394621445818	0.567438947214668	0.110743459420619	0.521805765080691	0.692586569218661	0.295477240701448	0.415688356926412	0.514644077116409	-0.126230793742097	0.763361687476784	0.802383247383688	0.638477101022003	0.755806809502862	0.788389769863584	0.522285501298881	0.784557249020262	0.913694191537689	-0.284410893775956	-0.381708037751132	0.802889121479761	-0.0861160831519577	0.716849445467984	0.801160038108714	0.551683670271794	0.599610671402302	0.681213558524908	-0.281641984903151	0.759171042292941	-0.0165060727162501	0.75110646344482	0.699611908590225	0.32977614403122	0.705376851512801	0.57115869689669	0.68438017602146	0.868833650358507	1	0.659302991725772	0.515392807148805	-0.0763581278112506	0.597353741068206	0.543488721820546	0.36262409696813	0.464032310073634	0.542929025151558	0.309807996512066	-0.0370591847509772	0.315371139317071	-0.0548812366333898	0.754249870572967	0.501694813365452	0.625318352099961	0.556116232732354	-0.0206159002451654	0.70808841245643	0.702761958782823	0.489569472774574	0.533927220021758	0.404223911494204
SPN	0.655169778223329	0.631973674410174	0.536730556389859	0.803926278079258	0.860663815170419	0.814177562008097	0.299815382684443	0.437513038191987	0.819749500549729	0.71647717993718	0.361278631336844	0.804976668711241	0.816619158324247	-0.0117858927693769	0.526523536063282	0.531672860464237	0.339752255296138	0.673862526748883	0.720533297860479	0.748106176670894	0.662062589631931	0.640761062284274	0.716067318388817	0.806480096795663	0.642592292727207	0.0603844241464939	-0.024350437042396	0.575446038788444	0.0847803285080088	0.733144047506014	0.348659485560617	0.438195222195901	0.491849686531644	0.31523194021048	0.053833080733678	0.505400179363322	0.363902580558583	0.665506590124293	0.651987127147399	0.21016522210488	0.878371151315531	0.697897468323546	0.80045179774961	0.577257957072027	0.659302991725772	1	0.0347407659779541	-0.0850545725609725	0.359173046411812	0.162802216383911	-0.0433461457373965	0.805394315276101	0.246601435814243	-0.229254794873521	-0.248111126296302	-0.0229277508981452	-0.184393887322945	0.770766754571778	0.010278254288502	0.256601414990634	0.743236830395647	-0.36645390561257	0.493764365868624	0.700548047287139	-0.0575435537038714	-0.0362823683572388	0.0459853374932803
LAMP1	-0.0513770001447196	-0.0530161758068039	0.0289670179100282	-0.0685971221641516	-0.0158848773367921	-0.0643981456076949	-0.0170688850281359	0.251670907204236	-0.0600955638319859	-0.101990464098432	0.230384487266325	0.138921868893694	0.0294756060861093	0.452424913815814	0.0189908458470136	-0.0376332846877202	-0.0412486429973827	0.260463316543796	0.46721430073696	-0.058155674859756	-0.0931598154488565	0.0269163859230336	0.14514245350505	-0.00206473678175059	0.487394919955587	-0.0753117778043065	-0.0170032408389041	0.656959161448512	0.170057506920254	-0.0446443875897754	0.762160001357619	0.455468562958807	0.273749263382888	0.732555448486444	-0.0322942577579575	0.197735417218997	0.118350862758334	-0.0999111095987792	-0.0564254352489604	0.340366386997936	-0.0729711771877756	-0.0535662642466478	-0.0307306544108816	0.473701811864539	0.515392807148805	0.0347407659779541	1	0.469402705790711	0.489617228236394	0.455089180443695	0.815989305059708	0.0544854178619701	0.531826126721129	0.728134062988232	0.290768225909176	0.610344344012155	0.190129397682002	0.034204736744806	0.667638255419528	0.297332352914605	0.00381657439106018	0.399082790024252	0.64966783430673	0.455177996136461	0.906606565702464	0.866941693275251	0.566487092619293
