""	FPR1	SIGLEC10	LILRB1	PILRA	CXCR4	KCNQ3	C5AR1	HAVCR2	APLP2	TFRC	TLR4	TREM1	TLR2	TNFRSF1A	CANX	INSR	CD81	SIRPA	ENG	ITGAM	LILRA4	PLXNB2	UNC5B	ADCY7	ADRB2	CD4	ITGB2	P2RY12	TLR7	LPP	C5AR2	RXRA	CD44	LRP1	PTPRC	ITGAX	C3AR1	ITGB1	CD69	ITGAV	SORT1	TREM2	SORL1	ABCA1	PTPRA	PTGER4	CD46	C1QBP
ITGAX	0.623618484065407	0.505229590473386	0.614715652735232	0.619041693792247	0.71011820585699	0.601713097679144	0.765321437864816	0.694816809248814	0.74516794416968	0.634174589263627	0.41615097461845	0.57181248048015	0.481194374852551	0.517498359203652	0.712074660110055	0.5823456744315	0.802991511162981	0.545046641405739	0.289486868057062	0.35311374253242	0.689357099565894	0.508434552897985	0.714815411738383	0.479708292354066	0.324395079318163	0.561999948996247	0.741605918855427	0.599013956586456	0.718061397513431	0.628797142095981	0.487955931550957	0.508576755103563	0.633441072222352	0.756662400623171	0.684162673391531	1	0.643410962706745	0.745378535220721	0.474118518075298	0.741796989553589	0.572913082128098	0.772667887460078	0.722596634951053	0.6773349598268	0.588298803450001	0.754747300364977	0.449349479600813	0.64892459985977
C3AR1	0.672594747208754	0.485077561929137	0.594714143085064	0.637363822099738	0.703618849762366	0.619187730274137	0.732203369001479	0.663976294878543	0.747837155263204	0.529874731582425	0.524038691086615	0.445713847893657	0.556083340549198	0.569716269056324	0.679766437600696	0.599969504994722	0.734674959970081	0.538744510625426	0.425555742947059	0.512200722556511	0.63397232420769	0.50802308522081	0.649349081777228	0.451678475502038	0.428371210334824	0.700652651634417	0.678864124099035	0.482365468468256	0.684488848634046	0.618365857485263	0.386064510146714	0.520118905261259	0.582591071217397	0.709055952875298	0.771606093000619	0.643410962706745	1	0.761685818883177	0.599330459916662	0.590225388996151	0.61901021291087	0.723010334376406	0.749121235143498	0.646820836963481	0.593082075427589	0.658159635237257	0.493855950122453	0.58500668083807
ITGB1	0.747023308652073	0.525795336279114	0.710572697683265	0.746077478946252	0.787367038878304	0.644774164370122	0.785847104235266	0.696344137978204	0.821539883533708	0.616053770707515	0.523737434995592	0.524627852505394	0.512129445596567	0.671698065711571	0.834281213451554	0.52276166893601	0.858830525170854	0.608104868177733	0.379323660722823	0.475257754630261	0.779969354631617	0.521245035813697	0.712403816097996	0.481308558683666	0.48944361406448	0.704809907474588	0.823136881815191	0.623512252023904	0.723570391267137	0.597816001436894	0.439876755867718	0.652902028042543	0.682171144572613	0.816577149275704	0.771920579766109	0.745378535220721	0.761685818883177	1	0.567797722051491	0.694363854313792	0.7168552884225	0.834752390624922	0.820121152850319	0.726063380626546	0.678880407038391	0.680148637014808	0.529238547254903	0.746142462552899
CD69	0.484642645723157	0.562195435592363	0.445678871942183	0.475822937247325	0.688470614642585	0.606456251593391	0.590417546238242	0.693361426748161	0.668716646976472	0.473305383614632	0.312281633176884	0.49001764796465	0.698134320828233	0.527001808358962	0.378508355164036	0.453498706388616	0.519975475509573	0.457681337065567	0.407219763767867	0.52137942861625	0.349771897431227	0.468350251141754	0.634554601396958	0.599618226200932	0.448804405846265	0.410943900460226	0.46141714388159	0.436912194481117	0.693764745439234	0.713544250314722	0.329919187967692	0.351566796618925	0.494391869196693	0.597233514826538	0.680244348585623	0.474118518075298	0.599330459916662	0.567797722051491	1	0.53573928550069	0.447209820980449	0.414571273587569	0.641890514610767	0.532284797202962	0.541867103791495	0.609530003509156	0.4024121611642	0.386832424438505
ITGAV	0.655027085797953	0.484757266091955	0.537991139149098	0.570404015968665	0.786326824840537	0.596856832843527	0.758979469313605	0.703833333210572	0.748662571746129	0.658214636898393	0.373198848708508	0.688844815375697	0.477844288700174	0.558997156181906	0.593192757089599	0.550953857678236	0.718065042390688	0.535974941926572	0.420983279671097	0.296680413082632	0.571193651771479	0.522405814622362	0.759241528291166	0.474979784242816	0.304151786216226	0.459104658632018	0.658578442103945	0.602429307444811	0.685930018704253	0.608650815627507	0.540100267051573	0.51662484440084	0.67378966714353	0.760009305594761	0.618835412613433	0.741796989553589	0.590225388996151	0.694363854313792	0.53573928550069	1	0.540307879119127	0.658821678278498	0.728745152950173	0.650570871955777	0.538803077751387	0.696072677722735	0.501514011966554	0.54535137087456
SORT1	0.726239133759822	0.572385293488916	0.636431068343045	0.774448586145959	0.746260723262997	0.459350747771926	0.755759871583726	0.545237859165759	0.715183289503991	0.468492147954028	0.488886761835963	0.48451887888533	0.473260993571356	0.719637009948877	0.796132718522543	0.494278546229921	0.784732346353903	0.635697421334477	0.503437549058225	0.606441259762518	0.743048538792052	0.495428567799531	0.603746972476317	0.406703184911645	0.455572938856654	0.684483984792142	0.767391245889037	0.687279468154633	0.545612278877626	0.55176535743456	0.477874305509041	0.594236221839462	0.514926453721721	0.649812120811799	0.625633107781253	0.572913082128098	0.61901021291087	0.7168552884225	0.447209820980449	0.540307879119127	1	0.746983796855773	0.818839431970501	0.639753054101211	0.563688294009817	0.588715973674901	0.460064527691063	0.61858158356857
TREM2	0.698622863755213	0.565556844795963	0.668293176654881	0.813047643484421	0.697548784748415	0.548098779294478	0.779292208000018	0.60649576794115	0.773157794463616	0.555374020451748	0.611633345994679	0.442953073154826	0.402619396447906	0.653016014036249	0.896914132676545	0.476173459043721	0.927171700972862	0.73496859799358	0.265559214915641	0.455207793354049	0.899646162606884	0.52682139959315	0.729727301158806	0.296566353633695	0.475189920204814	0.691367983618618	0.921023308897811	0.675604746021508	0.672060005963027	0.528101520000965	0.375575162804624	0.634042871668849	0.68051865142375	0.772853435691083	0.679880015793371	0.772667887460078	0.723010334376406	0.834752390624922	0.414571273587569	0.658821678278498	0.746983796855773	1	0.786303630001726	0.77844520132301	0.660862780111673	0.724782114635831	0.403583497666661	0.810507614311737
SORL1	0.812621710279905	0.674544216759608	0.762598998681683	0.783339402261648	0.887536410805061	0.639783583555406	0.846688508546007	0.69359401974409	0.848186106248438	0.616570326501455	0.555835614800983	0.611379357359787	0.60349542882626	0.802216592049211	0.795488834778779	0.620203075428672	0.867036647384769	0.718693688035294	0.554418758089268	0.599759885890689	0.773739473198063	0.577739363687452	0.747438601885827	0.583702321594797	0.607759321157316	0.774188149363516	0.79923417507981	0.736799832466543	0.760148441287421	0.69909179699535	0.511890904106874	0.665365984573717	0.592506687907086	0.781756887174001	0.824089031425063	0.722596634951053	0.749121235143498	0.820121152850319	0.641890514610767	0.728745152950173	0.818839431970501	0.786303630001726	1	0.782662076728199	0.630601871212038	0.687932925816976	0.499797693829232	0.667940411722171
ABCA1	0.636373777965978	0.612597637799521	0.620897393379181	0.698490822248459	0.718016666015862	0.531065123610054	0.700958321091882	0.610017602566758	0.74595094512061	0.544739907154034	0.612031854672222	0.404747323371203	0.496639005868027	0.625900849014133	0.760513154630788	0.47404338754114	0.809723777018903	0.659101409953095	0.363896009972296	0.507812107969842	0.761981262498577	0.57523176421531	0.700327949257722	0.419138456437513	0.572516618735816	0.596175006733043	0.751497979263148	0.606668705502674	0.73783797505583	0.630708293785923	0.406431062671523	0.677507998530329	0.634756931318539	0.724030417814328	0.744668687008067	0.6773349598268	0.646820836963481	0.726063380626546	0.532284797202962	0.650570871955777	0.639753054101211	0.77844520132301	0.782662076728199	1	0.620090394396323	0.625662266949701	0.435868808778595	0.684388055780748
PTPRA	0.588667572317194	0.585594916555978	0.595521878403539	0.62033137625748	0.694582644011034	0.518044004295313	0.666963435212798	0.624061712177683	0.695360162752106	0.538980436181324	0.479951748996892	0.317269355194089	0.42291806928421	0.578997289157178	0.680689035751889	0.393478889762164	0.729690731031787	0.453296137113744	0.329123110993939	0.289238045663072	0.607509532244578	0.502034585165438	0.59465164181986	0.33010941912834	0.369414576478907	0.5060408206947	0.601535978617213	0.552178666992004	0.60106481061515	0.575164203234871	0.356198932538777	0.504458422385989	0.434952429742669	0.59494152534794	0.555337312769575	0.588298803450001	0.593082075427589	0.678880407038391	0.541867103791495	0.538803077751387	0.563688294009817	0.660862780111673	0.630601871212038	0.620090394396323	1	0.715340012021341	0.270296218252121	0.674734213967854
PTGER4	0.547425459517087	0.547544282487839	0.509169988430192	0.581530142480396	0.706764680342778	0.547411674802802	0.765287527977429	0.763924360716074	0.773802805623327	0.607083767137698	0.449502508214255	0.535226851210026	0.527454039746871	0.549652846676098	0.649407740802071	0.571211181684301	0.763333757395693	0.547973012790359	0.302497752024732	0.310107629259368	0.607981697207871	0.520581166367221	0.747428634515449	0.455558078543893	0.296255971419602	0.52615127580493	0.667234042563083	0.595731015647529	0.682178795912965	0.664776575007013	0.46693335749598	0.454383115971303	0.631043776361386	0.692757034918567	0.615949022167477	0.754747300364977	0.658159635237257	0.680148637014808	0.609530003509156	0.696072677722735	0.588715973674901	0.724782114635831	0.687932925816976	0.625662266949701	0.715340012021341	1	0.443787286909505	0.650473292595563
CD46	0.489165286512351	0.279191669277691	0.374414156898316	0.441256905864317	0.524580761922429	0.394676481594984	0.528696793848546	0.426787076142272	0.546340972958627	0.564432526825829	0.228367336482151	0.440975519534899	0.293936488963975	0.431966914522209	0.433695485241178	0.554575382345567	0.49701490555329	0.360742152450009	0.386887953836233	0.336939761181588	0.408115818419739	0.439105238492565	0.463779645431429	0.371040359095976	0.28119278867313	0.393262983298131	0.504054658922677	0.336019616776609	0.454683621725626	0.499073391941669	0.387271232411938	0.368974095270791	0.642711520306136	0.582511964635051	0.534584610204559	0.449349479600813	0.493855950122453	0.529238547254903	0.4024121611642	0.501514011966554	0.460064527691063	0.403583497666661	0.499797693829232	0.435868808778595	0.270296218252121	0.443787286909505	1	0.338760761964754
C1QBP	0.64027022109092	0.577827763934066	0.581476313977221	0.71384311531286	0.585767677303525	0.385769869596122	0.64486122727683	0.520216427793438	0.712149350523886	0.585130242178973	0.556135127052802	0.315298449283103	0.352826407636481	0.595945803607345	0.826320286342057	0.375683836233429	0.849680308122356	0.577765553535924	0.22415812559289	0.376414835506167	0.778552714616991	0.499097974711977	0.592577222032994	0.249328969780432	0.364630252057517	0.597867801527226	0.767431249977825	0.601947409488735	0.580513236249905	0.475088497149447	0.25489917567915	0.629762710587769	0.575623490444692	0.682287869270589	0.581775973679901	0.64892459985977	0.58500668083807	0.746142462552899	0.386832424438505	0.54535137087456	0.61858158356857	0.810507614311737	0.667940411722171	0.684388055780748	0.674734213967854	0.650473292595563	0.338760761964754	1
