""	EGFR	ERBB2	CHRM3	TNFRSF1A	F2R	CD9	PTPRA	ITGB8	LRP6	CANX	CADM1	APLP2	SDC4	INSR	SMAP1	EDNRB	ACKR3	LPP	MET	IGF2R	CXADR	NECTIN2	AR	CD99L2	ADGRE5	ITGA3	TNFRSF21	PILRB	PLXNB1	SIRPA	CAV1	PODXL	KCND2	ITGB1	NOTCH1	LRP1	KCNJ10	PLXNB2	NOTCH2	THY1	CNR1	SDC2	ADORA1	CELSR2	MTTP	IGF1R	PDGFRB	LRP4	ERAP1	TNFRSF10B	AMFR	FGFR2	RXRA	NOTCH3	SDC3	GPR37L1	GPR37	NGFR	TNFRSF19	ITGAV	SLC16A1	MCFD2	CD81	SLC16A7	SORT1	MCAM	C1QBP	TFRC	ABCA1	CD63	SCARB1	CD44	ITGB2	NRP1	CD46	CD74	CXCR4	SORL1	TREM2
CXADR	0.615986285953156	0.739685216151523	0.852940412656324	0.958079035099549	0.914713184018681	0.831851699720336	0.967251028889353	0.854162597198969	0.895950409501322	0.947855064984979	0.948623925974636	0.964452903171237	0.658735220278952	0.852687044265822	0.926116161722894	0.33287498749509	0.758763325955723	0.910868749842621	0.796325909460255	0.815697751574099	1	0.882504510859953	0.861942486801091	0.882068541999719	0.875833089051801	0.76475937622989	0.939522934689597	0.894085473335357	0.664589536032161	0.924268499973375	0.675752477640153	0.766040905216507	0.332155052459837	0.831761458538024	0.797148105118168	0.897475935106086	0.280410347001651	0.908332586274703	0.886686214960573	0.747570686630859	0.884982152167093	0.889075208028694	0.748841882746799	0.819734762098246	0.826438993184683	0.912804392029475	0.709933968207434	0.613684647713575	0.879240499291615	0.876997041035661	0.888654463732417	0.615796495729922	0.803095462245598	0.752997861961748	0.713650152288065	0.601113913806384	0.949104998429962	0.167938589401544	0.709600386077704	0.939594924911438	0.75824639641787	0.940210919575865	0.883767608636736	0.946199551041303	0.927884506554491	0.732958701766971	0.930808848605646	0.410945161552053	0.936139643847056	0.937536828869065	0.771298384123318	0.820923471407058	0.414164154609148	0.808816845482331	0.915255203251232	0.386256371962289	0.427520439051499	0.566336019305179	0.272485416122526
NECTIN2	0.518562582308161	0.700609269675208	0.708758552168994	0.915131685042117	0.935472235962754	0.833360823352329	0.875580699613034	0.741366381255796	0.826343035956087	0.924486893559956	0.875029493330638	0.952389705476514	0.737464891194736	0.883400647688619	0.907669764660495	0.256509058055212	0.621370941260582	0.91556758759584	0.714270271635622	0.836187821956266	0.882504510859953	1	0.704639100208109	0.86734715790958	0.866806382126343	0.859239987871801	0.870995223439401	0.824186946421868	0.589221321504536	0.83305487614961	0.850973697596395	0.893228618089427	0.185526611779374	0.942464519650971	0.79872355567464	0.794956955753001	0.125969304560411	0.858623733462606	0.902568733619935	0.885313318229044	0.855530417214014	0.886386853057416	0.622299128000662	0.766073675623497	0.72222179839969	0.879979706544256	0.804101696140364	0.418852997600877	0.76530816964585	0.908494924313101	0.934834956719033	0.475635143917935	0.83779951684456	0.857571030003785	0.6966460638309	0.482699193748867	0.846650646219256	0.131637092037169	0.658310593433312	0.888437639488831	0.761935770687588	0.949733333830108	0.892698700857681	0.809635836145047	0.917287271084483	0.837770698097665	0.903316697583508	0.38154443514715	0.902746595997873	0.944764046107859	0.814499884541665	0.841679989895279	0.409545751725716	0.926933118117625	0.934840131932851	0.400068445760606	0.440492759060124	0.552142395874148	0.279889643822108
AR	0.698996668825559	0.737050672929203	0.714624874021066	0.831415881571363	0.759183141387309	0.744090957906708	0.88685933474932	0.863911533533664	0.757581043101646	0.828873259577781	0.88740724929617	0.819149161047785	0.510548656030254	0.73523777125019	0.84133827378366	0.523849257883606	0.837482655319698	0.747658781078779	0.677319681704724	0.586699164649537	0.861942486801091	0.704639100208109	1	0.741858908669598	0.770378734078392	0.622352188828786	0.895544746579352	0.838526690149899	0.749500666964044	0.769998596696148	0.46102952629631	0.637251975756739	0.525507970018241	0.625710698356408	0.818832013559266	0.854520608917388	0.540671005292784	0.773000522973488	0.769367155339022	0.599195816369835	0.700362051301874	0.765599028899496	0.800621415168456	0.780126586352042	0.797751213746429	0.716699283700059	0.530424214482143	0.762398742264968	0.788172718179637	0.67668687289311	0.732548521683539	0.687528366880736	0.665635809985463	0.609097469368892	0.673362037033774	0.751833516392447	0.822635196632074	0.364344012541774	0.590968700085164	0.836797814457044	0.651014751093188	0.765916514583566	0.756535828459727	0.896167761874915	0.784669814436085	0.652546550670777	0.793145781761845	0.340852836115766	0.814422185683286	0.776118753100213	0.565869265151603	0.664553194446674	0.257172380918277	0.593995057977984	0.72320953976699	0.245914486060215	0.283660934182304	0.41181341170933	0.142661133891325
CD99L2	0.456063694145154	0.7949906745452	0.757161519350263	0.922409490480308	0.807712088164887	0.836735030436397	0.911916816241289	0.807026289734259	0.804070105103493	0.920704768593498	0.883050497224163	0.913032404913475	0.803915141347118	0.745795781547197	0.854139552123468	0.373334262126438	0.775793974159798	0.849677891757502	0.825055937669909	0.728561151359851	0.882068541999719	0.86734715790958	0.741858908669598	1	0.825832710991314	0.841634760786029	0.89780820124322	0.84691490107727	0.642983710948093	0.814600214214125	0.737727552374697	0.711915957911707	0.312930571617091	0.791550488115894	0.794071255161197	0.840087655414963	0.264215718544788	0.816981314167733	0.822548513026707	0.683232298390582	0.915407957440838	0.868204037489145	0.77046850316402	0.834702086257808	0.815173271932399	0.894669384572157	0.672886174914493	0.531787893925054	0.812330031232154	0.866977056432299	0.891654191520876	0.566422692046445	0.725991388183478	0.69594574821666	0.84148081920689	0.526211740746026	0.849355563949278	0.204949990740078	0.714071934960205	0.911239440804476	0.808402403862878	0.856639496360014	0.853615025661586	0.864213029125398	0.8541400098979	0.64611641726353	0.89990055106083	0.359362948548426	0.902499049754323	0.909659342702182	0.792610842558704	0.871352386260263	0.361850344179036	0.829794863794903	0.896433575642674	0.360957413905712	0.416422293308658	0.52413942585135	0.248608123644853
ADGRE5	0.697819972879996	0.701823904487686	0.696211558203715	0.86916797205125	0.840360001903708	0.915226224663665	0.886810262342829	0.821137133285611	0.859476422853689	0.915979977169761	0.902686332613986	0.915152012276826	0.693687850714084	0.828994999670943	0.935448332616891	0.449331151088978	0.699647988368979	0.807256676212279	0.684476381527744	0.705036339999497	0.875833089051801	0.866806382126343	0.770378734078392	0.825832710991314	1	0.759600427037786	0.88458289376663	0.826588020590264	0.595253238187552	0.765120516222352	0.690586569466891	0.70948216689389	0.387097167055281	0.8010014532682	0.756002758131919	0.796876275589516	0.276114884666989	0.777329499388778	0.867444031559962	0.736191817505157	0.798302058279244	0.812022667850717	0.701141902281085	0.768905213029846	0.693603385507394	0.836119564197846	0.654599726831674	0.609151006515727	0.760873512900564	0.823603831359698	0.816251603202438	0.49702289828533	0.760692929799079	0.714923696650289	0.75638444318105	0.634169964039533	0.808007716045132	0.323698766448907	0.609210366385104	0.879924649150709	0.832853830414976	0.870088925482711	0.803180393080575	0.823522878225655	0.845891368821377	0.70953016602725	0.918805125907536	0.317436457818979	0.873498173990133	0.908446812582573	0.681384508566656	0.75108818677526	0.354447245040169	0.804876459916706	0.845041803422963	0.355389100179061	0.454641197944941	0.484159645898	0.234415464003951
ITGA3	0.332935111239488	0.823256827219012	0.642244971647744	0.881379984468919	0.768006359779111	0.788454824367072	0.805798115140484	0.703587003199347	0.673268143546817	0.865074684009078	0.742028903594083	0.852805704364265	0.859563647432906	0.672345318840385	0.80175875879571	0.27390030789871	0.6506164595512	0.771599371886004	0.807707973720301	0.601832456030013	0.76475937622989	0.859239987871801	0.622352188828786	0.841634760786029	0.759600427037786	1	0.825803067917879	0.708487576400794	0.540266679664648	0.703629028638786	0.866215475713627	0.748528811401139	0.103649538023266	0.768726452448578	0.723858671596896	0.72376987083128	0.0919509576632129	0.763641530840667	0.725117645774818	0.679956185275712	0.820739536487188	0.751955289430591	0.704903816915997	0.749026713248294	0.671693692783992	0.794358218732238	0.586525494140243	0.418118309558806	0.621930420987596	0.841088129888216	0.893621247429046	0.395375252215827	0.638571391031072	0.653666436287406	0.817283154870325	0.370567569527474	0.731254284169378	0.166200285153758	0.574478618493802	0.81453683206791	0.766928668805589	0.799705650756701	0.786574719311636	0.767793444009285	0.766276844189445	0.642026607992454	0.813760309393539	0.31391663895588	0.834477526328336	0.877112519864991	0.809420794152467	0.919607860818759	0.275096870978707	0.898465241259846	0.808935935174504	0.274324017757802	0.367939078104771	0.435556336338645	0.171685377711517
TNFRSF21	0.623397653946337	0.815408539981044	0.778053026832526	0.957449054480439	0.862288137570498	0.869674338491249	0.967381205511727	0.891438032565241	0.841647250719364	0.956816346945354	0.93615464539707	0.946264478713647	0.722116682091425	0.804453026764399	0.9477063474599	0.500995227688939	0.853295200639652	0.87067198543956	0.812377947760569	0.697948797939812	0.939522934689597	0.870995223439401	0.895544746579352	0.89780820124322	0.88458289376663	0.825803067917879	1	0.886508533005437	0.749603989575998	0.83575078378349	0.697073134675472	0.770102175329423	0.427020118797836	0.790963555860106	0.892136769375435	0.901365270998468	0.423167259575823	0.849650919783278	0.863176362664147	0.742525397822057	0.849203825436524	0.890506101739774	0.852654562628111	0.855781042319745	0.861516252252472	0.858634650189477	0.651585091660652	0.703085342615049	0.852678530429061	0.829905224867718	0.875536948560897	0.628403403799835	0.735213485500025	0.740263808811952	0.799501985968047	0.676385752664676	0.885989121266993	0.275510867617943	0.690608217642244	0.948409643727628	0.798244011433755	0.88311424957643	0.871861354731305	0.949045715264171	0.880831269589859	0.725112386552719	0.920689088136645	0.377329925990445	0.929883647919089	0.927099759899232	0.744345606973333	0.854082116504551	0.312907956923837	0.79874127595255	0.862527014514573	0.320704086778807	0.384921084831776	0.487275421861287	0.194956224627213
PILRB	0.651930300997793	0.745914634135786	0.791436009992669	0.864250233639752	0.842604592534395	0.763701667401085	0.918932790021733	0.845274513953145	0.854715063097406	0.888952137771468	0.918627352804294	0.882074941921989	0.60297713297341	0.789736512367582	0.841321599643096	0.404589604063368	0.787138334148215	0.852009371192521	0.727902057101442	0.743247111536038	0.894085473335357	0.824186946421868	0.838526690149899	0.84691490107727	0.826588020590264	0.708487576400794	0.886508533005437	1	0.717600059216208	0.841300474960656	0.589395805389806	0.692165210207676	0.447522358083326	0.750160992718809	0.848793777999184	0.893703445089803	0.419196134635452	0.864472504036096	0.825429641342224	0.660819201428821	0.846760442618875	0.843280170606345	0.684830503524643	0.804586945730778	0.833112494382951	0.830446391207141	0.694018069508187	0.652448979830287	0.882424445275304	0.811639341130121	0.784229906339266	0.709324685772402	0.776989725330357	0.713708585361673	0.714131312855984	0.69079022620706	0.890056536768059	0.204434428498148	0.731056544083094	0.873615255557551	0.755274073897437	0.867903208965004	0.837160072527082	0.900673770883864	0.873388618219279	0.720375549695603	0.819842406920996	0.412859310518602	0.88648988226767	0.817087222862704	0.724199977602308	0.737980433172244	0.349226079476302	0.702533482854358	0.863895916647461	0.33846582875195	0.378305300383444	0.52170240145517	0.231289696883477
PLXNB1	0.585824634397313	0.616983856912028	0.637425524472249	0.667701192779385	0.640805626787218	0.564449609270432	0.747431476954092	0.777022773955744	0.645566902553354	0.667025911520336	0.714745176976961	0.659763199895505	0.435861775816809	0.595671286435861	0.637264931690338	0.690124525533035	0.682869097650394	0.648543533547425	0.633066194890377	0.579755633858905	0.664589536032161	0.589221321504536	0.749500666964044	0.642983710948093	0.595253238187552	0.540266679664648	0.749603989575998	0.717600059216208	1	0.621792156865408	0.384525820296734	0.545644179749012	0.429684685978827	0.526944653987319	0.749872640075999	0.819631795809455	0.643334268070783	0.667499101482045	0.704685078060004	0.515160406487439	0.623087771359609	0.64236946979302	0.69191442119074	0.707126577296742	0.71801221370654	0.582483792105447	0.561239624577666	0.66859386402902	0.726842627087417	0.549773660586782	0.592483925384698	0.740393045147299	0.547745098560664	0.558715331340004	0.604040214814551	0.708109265364281	0.721388583854279	0.314157306229236	0.772951696228933	0.681160019743013	0.528278947633914	0.606186524702879	0.701513452051253	0.690384102991433	0.685144654637075	0.528532417805177	0.555030854381751	0.323697489638406	0.705299100923121	0.576852222477241	0.567057991226977	0.56282323741553	0.173302360176843	0.467945210244773	0.59223412799524	0.143958059668123	0.124935158219765	0.337419452695851	0.0935333947273399
SIRPA	0.5265925871767	0.673697331811423	0.829162073318841	0.892754148730436	0.872462517392482	0.689875193356558	0.891693232761103	0.774574612749585	0.856468541575475	0.862496744657372	0.870307886056725	0.902806087174587	0.573517090538867	0.827235597901878	0.824839825406808	0.2038657421849	0.652066568845698	0.888590027255982	0.72691885099621	0.877240458920019	0.924268499973375	0.83305487614961	0.769998596696148	0.814600214214125	0.765120516222352	0.703629028638786	0.83575078378349	0.841300474960656	0.621792156865408	1	0.618702427656541	0.740418882304145	0.173213470666868	0.817574736541156	0.746679678095622	0.895045823153438	0.226293298566912	0.924163822748687	0.840713982152005	0.714659350858484	0.855873233124284	0.822909586042078	0.615916808052994	0.794556299717203	0.757091586671766	0.862588071259932	0.720740493646729	0.5528608375708	0.838297913969313	0.863015898136777	0.847817400633382	0.58504508141957	0.851355161095693	0.742312389830395	0.635192329402106	0.525186860890284	0.918028283386189	0.0264951776503125	0.681988713171054	0.903248997785708	0.617662193946303	0.896810109598487	0.933496532064193	0.865323507554672	0.93851963821052	0.74799760905483	0.806526729722881	0.626291985293006	0.934672567976509	0.842875524327702	0.831641559137046	0.787206295527346	0.6235068422268	0.79080390877313	0.870243250240399	0.57323432638221	0.532577074947546	0.753075014571945	0.496908096722912
CAV1	0.221717042622617	0.616130611253732	0.530830960827886	0.772042155207013	0.785051099253826	0.678352862532433	0.68420230846004	0.494365704361573	0.625489958277069	0.786948692411664	0.618866481616948	0.770421744895208	0.814047967337501	0.734682639498855	0.757295920931966	0.0682218106233625	0.454524750308383	0.81683734820639	0.718978076037477	0.653178735412754	0.675752477640153	0.850973697596395	0.46102952629631	0.737727552374697	0.690586569466891	0.866215475713627	0.697073134675472	0.589395805389806	0.384525820296734	0.618702427656541	1	0.826072733370368	-0.00670548458117718	0.875674038635984	0.617096327761	0.561681115505485	-0.0541797310389809	0.717880399246621	0.717561852231807	0.820635377202752	0.680830564716577	0.765761598255306	0.482429029867302	0.576125908453939	0.534719103002198	0.77183295259607	0.730964565246972	0.191845909070473	0.59552678035228	0.813784743508309	0.848867009825422	0.24887739456265	0.655824090798643	0.803358324513368	0.555748637591054	0.149442556877322	0.640504392581279	-0.0493164681983892	0.48963105563183	0.734272193850466	0.709543005186703	0.799317039331355	0.734772167502514	0.629286452090988	0.732965738762443	0.734615027643235	0.74002673702402	0.344522033152847	0.734736024244109	0.80810044043708	0.78234028655359	0.819048258182732	0.330550690448175	0.941792056091784	0.816710007821035	0.36564701404355	0.472395587020312	0.433203450415176	0.20838273406878
PODXL	0.466344719450953	0.592227501956954	0.609495605539791	0.792732963265472	0.874026333661933	0.63367671680434	0.744844954321724	0.602896638727283	0.732485612776992	0.792633503754291	0.738981772396245	0.820643535192862	0.617024677502047	0.866621785088998	0.78995703789694	0.175691442931338	0.482036194247387	0.880889129900793	0.630356305598492	0.761743285068757	0.766040905216507	0.893228618089427	0.637251975756739	0.711915957911707	0.70948216689389	0.748528811401139	0.770102175329423	0.692165210207676	0.545644179749012	0.740418882304145	0.826072733370368	1	0.102529350125832	0.901937033619459	0.763813877334209	0.672764726520335	0.12210379906437	0.78076481502185	0.822680146471205	0.900261431358625	0.69521482401381	0.823435767966459	0.509523629202035	0.662362407207389	0.660605579282222	0.784062083222424	0.777887008859283	0.355945096201062	0.682843315118816	0.78783789483958	0.867565641408569	0.390093075376153	0.792011501671615	0.870331801270821	0.486880489791227	0.390922066236319	0.759267150031176	0.0435560590582593	0.574786843736785	0.776483525425738	0.592332767247167	0.857841979102949	0.816043892556078	0.726737377840191	0.839476177418764	0.856546709219375	0.738771698524833	0.398543544436496	0.78192217136814	0.804676693016211	0.742554288827638	0.735542378078887	0.356119493129422	0.851009533769018	0.85928772534084	0.363696677210091	0.404491829132524	0.472175310415908	0.2190358651302
KCND2	0.6022839999326	0.332384909443362	0.138979126473067	0.287234048003298	0.217131034591714	0.481246868052721	0.4308252712225	0.467687619651812	0.309017047590256	0.370482315830931	0.438975483290921	0.288905190646604	0.19244688419074	0.218563530168958	0.411113215233423	0.655480744544592	0.535214402837075	0.203339672681422	0.205038074890758	0.0259949817822895	0.332155052459837	0.185526611779374	0.525507970018241	0.312930571617091	0.387097167055281	0.103649538023266	0.427020118797836	0.447522358083326	0.429684685978827	0.173213470666868	-0.00670548458117718	0.102529350125832	1	0.0696691624639407	0.447278435890599	0.350986483254493	0.651823286084302	0.11707224236208	0.262685819051506	0.0769495018069679	0.196861707299556	0.309007890586646	0.435666209276382	0.354207253491288	0.461273894004897	0.187917968705382	0.0272665936270367	0.480797332664291	0.445361868531562	0.123818371877109	0.136177688575788	0.341376727713733	0.0751702230822156	0.110130320603213	0.352721169202091	0.555784998769516	0.279487329848942	0.491369149264849	0.347907231713242	0.311786062176011	0.449054002380526	0.182808615185253	0.187819490879137	0.387217469853536	0.197746880569107	0.122931067022425	0.375541041915919	-0.0831950749138964	0.302879759030785	0.259976925034064	-0.0085007895875946	0.144958115932794	-0.131639627086562	0.00287501480906079	0.218969178200687	-0.0950404189041267	0.0102868160737474	-0.0401568718657849	-0.13542900270021
ITGB1	0.422799060459891	0.589673608541144	0.670905257811286	0.842875384572256	0.939131315086264	0.697887731306911	0.800078463396049	0.608136049643353	0.806499460676857	0.842244766499771	0.787099697997256	0.88257731141643	0.655793645343175	0.899878741868582	0.840092793871453	0.110042732912013	0.498665246905966	0.953427869827512	0.673626720364404	0.87737431966576	0.831761458538024	0.942464519650971	0.625710698356408	0.791550488115894	0.8010014532682	0.768726452448578	0.790963555860106	0.750160992718809	0.526944653987319	0.817574736541156	0.875674038635984	0.901937033619459	0.0696691624639407	1	0.712557957950774	0.73361275472155	0.0634590113896366	0.87212262782141	0.887867488057085	0.952870683505314	0.772911021186282	0.894694565623114	0.497702708087534	0.662214624714541	0.653092489803282	0.860431291290611	0.905025060492257	0.328549747093781	0.768059744601894	0.90824061258654	0.887003303637066	0.431030924220289	0.876903509968897	0.950403309899024	0.531200975401232	0.346878696108815	0.816402413308154	-0.0289038323030839	0.606732083414055	0.852824558220804	0.645722292433264	0.934431904855699	0.89623574245852	0.742601149451447	0.911007517476234	0.901539785299472	0.829741781208407	0.498787723396476	0.850486498674392	0.877019932578978	0.808186053285099	0.782305815014332	0.51497361568135	0.936275169768256	0.928363100786193	0.524963963775406	0.527104608211999	0.627187281874615	0.381106178840744
NOTCH1	0.621208278269112	0.741974031712605	0.650426040472925	0.830266971984892	0.776857119919854	0.720870727834315	0.849187352464354	0.805966421123047	0.75211664436587	0.854090769052283	0.84897011518515	0.838792084273537	0.654333816233459	0.724114681587337	0.841008310860241	0.473207406405579	0.783048203528752	0.78496917264533	0.691017661089328	0.630606323029753	0.797148105118168	0.79872355567464	0.818832013559266	0.794071255161197	0.756002758131919	0.723858671596896	0.892136769375435	0.848793777999184	0.749872640075999	0.746679678095622	0.617096327761	0.763813877334209	0.447278435890599	0.712557957950774	1	0.821526341601062	0.456078739579346	0.761516179097413	0.790880386923863	0.688206476774224	0.723458020581085	0.803287424010224	0.754126377497253	0.787973798068365	0.832792330215516	0.724858766575537	0.595442449560566	0.665222493929441	0.786131677191242	0.739281709215057	0.793627478488577	0.582069226768271	0.659199193973227	0.688897881833109	0.676543557714525	0.668518086968757	0.74643480559851	0.245408083240387	0.622251417724814	0.842682903610407	0.685135940890548	0.777339502473457	0.821810039009969	0.84421996469307	0.817082550898088	0.692099167564446	0.754579999062836	0.439172819977775	0.857689765141837	0.779190187839328	0.725000312947334	0.764705383375502	0.321428144644861	0.689262159826676	0.757063386303294	0.331076275880947	0.375905894726501	0.484403382752137	0.225626170962852
LRP1	0.646254083447891	0.763084793316045	0.860639309544432	0.887123420869444	0.824824127633737	0.735566279155938	0.939074093620684	0.901069837763191	0.845826042043449	0.87487908532249	0.902155933100464	0.876342740838002	0.558687184429277	0.772612007866857	0.834488727217314	0.496720410525968	0.80824558040478	0.847617284061885	0.757038340471334	0.791282690190496	0.897475935106086	0.794956955753001	0.854520608917388	0.840087655414963	0.796876275589516	0.72376987083128	0.901365270998468	0.893703445089803	0.819631795809455	0.895045823153438	0.561681115505485	0.672764726520335	0.350986483254493	0.73361275472155	0.821526341601062	1	0.485048488757852	0.892006955579384	0.845575999254389	0.648501467270131	0.861139669684314	0.802269763288608	0.763156251441883	0.866839088989879	0.826396824954853	0.848606121361938	0.703396456571427	0.733328465230218	0.881556040423702	0.792198511167553	0.790186324661101	0.76586504875086	0.789146931559356	0.697861371678079	0.771413824319831	0.716917043160664	0.92096392874756	0.179008141487888	0.802635491372143	0.901719833460629	0.678087088175654	0.850404100083848	0.903764718998778	0.89077679619898	0.891634575334708	0.691914860668126	0.79404976239621	0.488477783777222	0.928090132721683	0.812415521595735	0.764533421158419	0.754324540103225	0.415185481536422	0.710253665725542	0.821215902544923	0.37418287688432	0.340853107007538	0.57366650321028	0.305474467507276
KCNJ10	0.56765155441389	0.342794587280905	0.30331878909784	0.25780430091304	0.207572014841622	0.291227139941468	0.410265956208963	0.548340735769622	0.329702196564766	0.295013920750831	0.379351644661617	0.229402680017229	0.0419466265907586	0.237028087652519	0.309845139804824	0.754376922508571	0.52033046048054	0.226677408978171	0.315025021445064	0.103677136194364	0.280410347001651	0.125969304560411	0.540671005292784	0.264215718544788	0.276114884666989	0.0919509576632129	0.423167259575823	0.419196134635452	0.643334268070783	0.226293298566912	-0.0541797310389809	0.12210379906437	0.651823286084302	0.0634590113896366	0.456078739579346	0.485048488757852	1	0.233813788422069	0.306567763849631	0.104075389331771	0.177597607561227	0.246260038222779	0.442348749824904	0.400994901693503	0.414312717160363	0.178350653460316	0.151287245362615	0.640354894981077	0.450083351305154	0.114522568779926	0.138741958227771	0.533042053942606	0.202768476185975	0.180785053352282	0.320098426050557	0.685187014760051	0.333796750286727	0.311347987905693	0.461322601583596	0.312962066341268	0.257308560097133	0.19485467191331	0.270821342585228	0.358796260542312	0.254981110456895	0.217631462806109	0.206860088628361	0.0826593807643094	0.307106751818046	0.170221606507029	0.109656100525523	0.0936410084317601	-0.15698808028657	-0.00792031512383304	0.144810201367231	-0.130033972982399	-0.125554578897885	-0.0359460035069489	-0.153645293916814
PLXNB2	0.477016480016549	0.733682988743499	0.883089876275387	0.884216798519765	0.898359465246622	0.679644488283288	0.889136117765287	0.792646113657861	0.847574821843933	0.865110086323487	0.854541644209607	0.888529823130339	0.594073474282138	0.849786634592408	0.813342482734547	0.193793949539542	0.676296103835299	0.93052961972678	0.805200923407869	0.862413649030457	0.908332586274703	0.858623733462606	0.773000522973488	0.816981314167733	0.777329499388778	0.763641530840667	0.849650919783278	0.864472504036096	0.667499101482045	0.924163822748687	0.717880399246621	0.78076481502185	0.11707224236208	0.87212262782141	0.761516179097413	0.892006955579384	0.233813788422069	1	0.866984665990035	0.788577095920863	0.83831361116152	0.84227240738147	0.636421833777378	0.757696382377975	0.72642058615933	0.877035850029207	0.83554107736889	0.545041441010159	0.836495660141451	0.889013495858228	0.872873646520518	0.65091998312721	0.846580097416333	0.829751917399886	0.624668060019325	0.493636696463007	0.907900788386266	-0.0233208425772058	0.681917616761119	0.895956866209644	0.634963443758941	0.931027474943125	0.913263119741879	0.876200265175593	0.944682577735184	0.823873070852457	0.791406062864906	0.57105532966282	0.906757794742296	0.843440270513882	0.85513057985555	0.792942155134303	0.513727770043354	0.840100202790008	0.896475835842711	0.489191643817286	0.480221645582457	0.659893092924188	0.365903199821778
NOTCH2	0.649199873332877	0.660214480797858	0.774391926142958	0.860781562248628	0.909973903745281	0.76920350306193	0.874148681797666	0.794402933082548	0.863250582294491	0.88967619478513	0.89523858030324	0.910199729295256	0.612386468430003	0.883976962968493	0.881178464654543	0.393698300637328	0.644998813864278	0.901232469610473	0.699790436638621	0.855093285436613	0.886686214960573	0.902568733619935	0.769367155339022	0.822548513026707	0.867444031559962	0.725117645774818	0.863176362664147	0.825429641342224	0.704685078060004	0.840713982152005	0.717561852231807	0.822680146471205	0.262685819051506	0.887867488057085	0.790880386923863	0.845575999254389	0.306567763849631	0.866984665990035	1	0.835927131780804	0.805603408725231	0.854146249626513	0.618558074339472	0.760220525565707	0.751948707466326	0.856950487159775	0.809488845072435	0.537232835867388	0.823745222478542	0.86415943627807	0.877111418277369	0.58479382409572	0.868628943960433	0.830205500179764	0.645688384787195	0.588400550745068	0.868669140561435	0.183987811696835	0.719902567741717	0.883317481675691	0.751073759235377	0.928492510428716	0.878712441460084	0.814207124466503	0.914379962054202	0.808937480002604	0.847428892255893	0.448504081648122	0.884947853602045	0.876028218689126	0.757842671051688	0.731902269412766	0.422061498660836	0.826950534691409	0.907786249653576	0.410434657233138	0.411231393462563	0.563533277459333	0.288394708654592
THY1	0.436666334473042	0.51969409842983	0.566960117784246	0.754944552745537	0.89097030261934	0.626518704358607	0.716013270882615	0.547796043137129	0.739258634988802	0.76293612153225	0.72897520440897	0.801443566342993	0.557221791297936	0.878101240942066	0.78684273969312	0.145699436413975	0.431355105134175	0.888088069845582	0.575562982789886	0.800832563492467	0.747570686630859	0.885313318229044	0.599195816369835	0.683232298390582	0.736191817505157	0.679956185275712	0.742525397822057	0.660819201428821	0.515160406487439	0.714659350858484	0.820635377202752	0.900261431358625	0.0769495018069679	0.952870683505314	0.688206476774224	0.648501467270131	0.104075389331771	0.788577095920863	0.835927131780804	1	0.670112958277006	0.85349099385187	0.460008100405314	0.577312826000199	0.61163142728402	0.745619269875383	0.875794006982834	0.347111727668341	0.692482404424083	0.800617648662781	0.812483512450196	0.411127891680102	0.830567850191733	0.957999235276847	0.429750292137336	0.352788189762445	0.729803869365321	0.0364705836314977	0.516254259261853	0.774540887582247	0.543204532759488	0.858534130554742	0.808630054268774	0.674169317291716	0.837281413071489	0.919710094028784	0.76118069053028	0.418506709095803	0.749184187460763	0.80295665247938	0.690730163736485	0.693444199671993	0.405155447478302	0.861257576646356	0.828351115835333	0.443373503743386	0.452798767601291	0.520615991417342	0.261472984907098
CNR1	0.493511075831015	0.744630380267284	0.806389422812418	0.905138434602085	0.816813999638139	0.762966332647215	0.886649465881684	0.787061734346882	0.82398973040205	0.890577021763117	0.892945656519921	0.90439832540574	0.708884603802452	0.748691405542133	0.79860807189601	0.281148849336616	0.695828463745178	0.842703584155428	0.738326434405375	0.793970854269465	0.884982152167093	0.855530417214014	0.700362051301874	0.915407957440838	0.798302058279244	0.820739536487188	0.849203825436524	0.846760442618875	0.623087771359609	0.855873233124284	0.680830564716577	0.69521482401381	0.196861707299556	0.772911021186282	0.723458020581085	0.861139669684314	0.177597607561227	0.83831361116152	0.805603408725231	0.670112958277006	1	0.830260227981795	0.712930731403722	0.825786938471706	0.817805062072934	0.898068650794363	0.678553847402851	0.533970233555747	0.789501074640665	0.838998315640372	0.855212970861532	0.613750912845237	0.782006301208081	0.674333465365272	0.817620347766336	0.552282047722293	0.904155052123752	0.189341953763227	0.732369294424446	0.863376257144563	0.725016109341628	0.869630103059433	0.843786357202293	0.850989274675872	0.872413769989534	0.635550592052203	0.859423034142269	0.330923300755982	0.886762234693704	0.879763513255386	0.77138841787626	0.854034880439143	0.370196204554274	0.801836210653859	0.879930358962812	0.320983040389983	0.350700957260889	0.534492584389741	0.236081216249722
